Feature,ZMYND8_1,ZMYND8_2,ZMYND8_3,ZMYND8_4,AAVS1_0,AAVS1_1,AAVS1_2,AAVS1_3
AP2S1,5107,4211,4235,4827,3793,2745,4337,2780
USH2A,0,0,4,3,0,0,0,0
ZPBP,0,0,0,0,0,0,0,0
TG,13,3,10,5,1,3,5,4
ADAM28,2,0,0,0,0,3,1,0
BARX2,0,0,0,0,0,0,0,0
DCUN1D1,900,623,687,587,506,967,867,1239
JADE2,880,600,692,755,904,734,1079,907
ZIC2,92,78,78,101,83,123,104,92
LCP2,3275,2020,2424,2348,1734,2286,2620,2767
TRIT1,423,261,290,325,270,252,419,359
ADRB1,7,7,16,9,8,4,3,3
GUCA2B,0,0,0,0,0,0,0,0
CUL7,395,239,332,307,304,278,432,254
CTNNA1,4134,2758,3070,3013,2681,2790,3894,3335
PHKA2,1242,847,1120,1035,976,747,1066,855
CNTLN,468,305,386,380,243,483,438,572
EPHA3,0,0,0,0,0,0,0,0
HSPA5,27977,19672,20858,20230,16896,18977,24818,21788
DSG2,0,0,0,0,0,0,0,0
GEMIN8,236,151,205,177,171,152,227,166
OFD1,1148,827,1047,878,496,864,775,913
GPM6B,20,13,10,7,6,13,15,18
MAGEC2,0,0,0,0,0,0,0,0
PREX2,0,0,0,0,0,0,0,0
WDR37,1591,965,1158,1051,819,891,1214,1041
YTHDC2,961,690,789,746,581,899,880,1266
CTPS2,417,299,370,285,265,344,463,394
ATP6V1H,1157,837,992,966,775,771,1124,1009
POLR2B,5437,3871,4209,4115,3514,4307,5230,5172
FAM214A,131,124,84,82,69,124,81,169
ARAP2,25,31,25,33,22,40,39,66
TPR,6259,4046,4338,4146,3829,5035,5837,6234
CP,0,2,1,3,0,2,0,0
KIAA0556,418,295,325,312,296,290,315,267
DTNBP1,348,254,225,264,233,270,290,226
XK,95,71,60,60,61,96,120,85
ANO2,0,0,0,0,0,0,0,0
C12orf4,814,638,708,681,573,818,855,1062
SCML1,65,31,80,48,56,42,72,106
WWC3,294,195,187,221,244,223,320,316
ARHGAP6,30,19,13,15,23,28,35,42
FAM184B,0,0,3,4,0,0,0,0
MAP4,3258,1940,2484,2228,2709,2569,3468,3145
GOPC,805,563,590,604,520,853,778,1189
ROS1,42,21,26,17,16,16,25,16
USP28,385,266,307,289,234,272,393,389
HDAC9,389,263,329,276,240,367,432,486
TSPAN17,699,534,586,677,551,451,647,419
NOP16,2529,1886,2181,2201,1908,1772,2497,1825
CC2D2A,0,0,0,0,0,0,0,0
RRM2B,2177,1439,1713,1588,1401,2127,2432,2923
ZNF800,928,543,706,647,470,936,929,1391
TNFRSF17,0,3,1,0,0,0,0,0
SNX29,464,255,288,282,308,251,351,273
LMO3,1,7,2,4,0,14,6,4
MRPS10,2222,1723,1762,1703,1218,1654,1769,2221
GUCA1A,0,0,0,0,0,0,0,0
RSF1,2446,1827,1887,1980,1664,2308,2106,2673
VPS13D,1118,803,996,803,871,842,1164,1059
CELF2,7174,4773,5420,5144,4285,6693,6523,8437
FAM120A,5186,3343,3989,3457,3585,4326,5087,5453
R3HDM1,2313,1435,1689,1406,1480,2101,2389,2674
COL9A2,878,684,713,869,490,420,535,374
KITLG,1,1,0,1,1,2,0,0
ERCC8,139,131,143,118,95,136,167,203
ADAMTS6,7,9,15,18,7,10,26,10
H6PD,452,268,292,355,330,243,409,306
VAMP3,613,380,495,465,394,530,660,681
PER3,141,73,105,101,139,144,145,203
UTS2,7,0,1,0,1,0,2,0
TNFRSF9,5,0,2,1,0,0,0,1
EPN3,0,0,0,0,0,0,0,0
LTBP1,6,3,1,2,0,3,2,0
RCN1,970,608,782,738,657,971,872,1020
ELN,0,0,0,0,0,0,0,0
RFC2,2073,1638,1760,1787,1566,1327,2058,1526
ARID1B,2207,1518,1800,1551,1365,1589,1880,1886
CLPTM1L,4065,2883,3163,3196,2706,2543,3677,2811
NEDD4L,2,0,7,10,2,3,8,5
FOXP3,10,5,11,4,1,6,12,4
PPP1R3F,58,35,45,66,34,36,57,25
HEXB,2281,1614,1777,1785,1458,1757,2156,2088
PTCD2,284,196,224,194,125,223,228,178
NEXMIF,0,0,0,0,0,0,0,0
JKAMP,952,667,755,761,625,823,1002,1077
DKK3,0,0,0,0,0,1,0,0
NFE2L3,419,304,366,324,347,583,567,759
MCUR1,897,683,800,782,665,869,835,1063
LIMA1,1052,698,752,754,817,1096,1291,1383
LETMD1,1360,951,1109,1203,762,794,1104,869
SLC4A8,33,23,39,24,19,31,19,23
LAMC3,10,11,11,6,13,6,10,8
PTGER3,0,0,0,0,1,0,4,0
TNIP3,9,7,7,4,5,5,4,10
MAPK9,1517,1010,1165,1161,882,1159,1207,1534
COL23A1,435,251,351,391,236,205,315,243
BCAR1,0,0,0,0,0,0,0,0
FAM160A2,372,259,329,358,274,270,360,244
HERPUD1,1248,854,967,1102,828,884,1246,987
HOMER3,1266,898,1085,1141,835,635,919,610
RAD51,1199,876,969,985,778,841,1076,875
POLQ,988,635,829,709,501,822,894,999
PIK3CB,2948,2002,2248,2138,1483,2281,2378,2892
CYBA,11016,8283,9760,10524,8571,6077,9740,5506
THOC3,3265,2501,2500,2474,2270,2264,2769,2612
HEBP2,1386,1075,1223,1328,907,1033,1242,1110
MPHOSPH9,988,706,870,730,551,826,881,1138
PLEKHA5,2,4,0,1,0,0,1,3
PRSS8,0,0,2,0,0,0,2,0
SIKE1,908,751,760,733,419,831,828,1016
RRP12,2859,1908,2356,2324,2395,2284,3085,2272
FNIP2,46,30,16,12,27,48,49,57
MSMO1,663,436,604,737,376,709,635,884
TTC17,2917,1950,2340,2074,1846,2517,2908,2997
ALX4,0,0,2,0,2,5,2,0
FSTL4,0,0,0,0,0,0,0,0
FOXN3,4395,2776,3254,3223,3016,3879,4384,4896
METTL24,0,0,0,0,0,0,0,0
AKR7A2,3026,2324,2570,2739,2301,1758,3092,1944
MRTO4,4257,3148,3503,3375,3165,2953,3907,3029
NNAT,2,0,0,1,5,1,2,0
USE1,977,750,931,1023,775,722,955,665
MCF2L2,1,1,3,2,1,2,0,0
NRIP2,20,33,30,28,21,28,18,8
LAMA3,3,5,1,2,9,2,11,8
AP5M1,997,674,759,614,517,828,1029,1051
ANAPC4,777,498,610,641,444,730,733,903
KCNQ1,240,168,187,241,254,170,241,128
TRAPPC3,1618,1308,1452,1416,1183,1161,1555,1328
THRAP3,7297,5238,5609,5854,5177,5785,6779,6442
PHPT1,1548,1250,1469,1643,1451,975,1667,942
ENTPD2,0,0,0,0,1,0,4,0
LY75,944,519,690,623,569,868,1167,1227
ARID4B,1729,1306,1394,1388,956,1763,1469,2315
OPN3,3330,2438,2731,2596,2286,3061,3315,3468
SDCCAG8,704,468,516,542,354,559,523,543
PTPRN,0,1,0,0,0,0,0,0
HHAT,71,52,76,63,88,57,63,82
KIF1B,185,121,127,121,123,152,199,220
FOXC1,0,0,0,1,0,0,0,1
TBC1D22A,1429,1079,1063,1125,1018,936,1214,1027
SYNE2,0,0,0,0,0,0,0,0
PLEKHH1,34,18,21,28,10,30,38,24
ATP9A,1,3,0,0,0,0,2,2
CBLN4,0,0,0,0,0,0,0,0
CHRDL2,0,0,0,0,1,0,0,2
FAM168A,1211,771,968,1032,687,741,1015,954
RELT,837,559,788,722,611,482,708,473
GALC,628,408,473,443,346,424,517,612
NOP58,5915,4803,4935,4930,3977,6022,6127,6558
SZRD1,5102,3309,3953,4302,3803,3318,4449,3627
KCNH2,5,4,19,18,6,3,18,6
CUL1,1309,971,890,981,1039,1333,1561,1598
FAM114A2,737,516,527,494,399,516,589,616
CYFIP2,377,197,257,258,439,427,518,473
TAB2,1268,787,1068,893,892,1375,1371,1787
GINM1,629,436,490,534,359,550,575,612
EIF2AK2,505,289,361,345,211,392,345,514
KMT2C,2510,1708,2210,1893,1521,1895,2087,2462
MCOLN3,0,0,0,1,3,0,2,3
CCDC85A,0,0,0,0,0,0,0,0
PUM2,4784,3171,3661,3275,2426,3854,4246,5321
MRPL43,1084,848,922,968,694,696,896,672
ITIH4,16,14,32,12,21,33,40,22
ITIH1,4,7,4,2,1,0,0,4
HPF1,356,315,334,303,185,332,279,399
ZFR,13221,8219,9645,8909,6766,11148,11580,14127
ZNF280C,222,132,167,154,122,173,197,189
TRAF1,63,59,49,65,60,56,84,57
RC3H2,770,523,667,570,432,608,589,832
IL17RB,19,11,21,19,18,27,19,18
TRAF3IP2,379,239,292,308,377,272,378,322
GYG2,48,21,22,39,16,30,25,39
DCBLD2,177,107,139,115,116,168,181,194
SERPINB3,0,0,0,0,0,0,0,0
SOAT1,649,437,537,493,402,568,617,816
PKP2,0,0,0,0,0,0,0,0
MSH4,0,1,0,1,0,1,0,3
GDI2,18173,12943,13858,14103,11336,14571,16704,17569
PRDM1,65,52,45,49,69,121,107,98
ATG5,871,736,855,703,633,759,986,947
TMCC3,0,0,1,0,0,0,6,0
PITHD1,1130,934,929,975,839,892,1105,970
MTA3,51,45,46,52,57,44,49,58
USP13,440,280,306,390,282,373,440,526
ATP11B,2198,1506,1643,1644,1322,2106,2296,2822
LAMC2,2,0,0,1,0,0,0,0
CDK14,108,53,86,75,41,95,100,114
SEC61A1,11132,7731,8870,8616,7898,6993,10479,8083
PPP1R12A,2524,1895,2252,2033,1386,2727,2282,3029
RASGRF1,14,7,17,22,5,15,15,13
CAMK2B,38,36,36,28,25,46,25,23
CROCC,30,22,17,34,24,18,10,17
POLR3E,1065,684,893,887,873,880,1183,908
ATP2B4,2816,1758,2163,1982,1887,2038,2663,2664
ZC3H11A,3776,2541,3147,2859,1956,3079,3280,3903
RIOK2,1092,764,841,727,599,1011,1089,1338
YIPF1,683,472,519,619,414,391,551,440
NDC1,2231,1415,1598,1667,1572,2066,2686,2736
DGKG,518,327,339,354,241,282,342,311
FLYWCH1,501,360,480,476,377,305,473,293
UNKL,117,95,89,93,68,59,74,82
TBXAS1,522,357,412,369,273,269,395,266
PARP12,24,3,7,6,13,11,12,8
ALDH18A1,2659,1687,1914,1846,2195,2145,3115,2559
TARBP1,1652,1158,1517,1549,1367,1591,2086,2000
GATB,878,612,699,694,621,589,784,691
MXD1,619,472,510,566,435,629,636,707
CDK17,279,195,251,217,155,233,230,378
DNAJC25,199,156,132,120,141,185,192,267
SLC2A3,518,306,370,504,375,405,472,557
PSD,6,6,17,20,13,10,12,8
CTDP1,1709,1188,1413,1445,1554,1379,1839,1320
YBX3,7064,5115,5835,5661,5339,6115,7458,6702
STYK1,18,9,17,18,8,3,5,12
WNK1,3945,2449,3036,2840,2677,3430,3882,4183
RPS17P5,0,0,0,0,0,0,0,0
CCAR1,5444,4094,4511,4238,3264,5966,4918,7096
OGFR,1396,1064,1336,1549,1196,919,1268,923
GNA15,2029,1486,1748,2084,1783,1421,1986,1519
CREB3L3,0,1,1,1,1,3,0,0
PIGV,509,343,393,438,294,315,408,319
PTPRU,23,22,34,29,69,37,49,42
SNRNP40,3080,2055,2415,2269,1773,1675,2537,1971
RIMBP2,0,0,0,0,0,0,0,0
COL11A1,0,0,1,2,0,0,0,0
QSER1,1084,700,842,764,688,1144,1172,1584
MPC1,1007,698,806,820,613,665,942,830
ACAA1,1476,1070,1203,1342,1113,954,1354,934
BCAT1,636,370,460,502,515,1122,1027,1419
HDAC7,527,446,527,515,563,414,538,418
LZTS1,281,149,228,200,213,201,246,194
PRDM6,0,1,0,0,0,0,0,0
WNT8A,0,0,0,0,0,0,0,0
SPAG4,9,9,9,8,10,5,9,16
NCKAP1,0,0,0,0,0,0,0,0
MRPS35,1770,1458,1673,1426,1241,1856,1943,2110
GUCY1B1,0,0,0,0,0,0,0,0
SFSWAP,2048,1487,1765,1634,1346,1517,1731,1631
TNK2,381,278,361,328,360,259,362,230
MON2,585,383,484,512,377,583,620,757
CDH3,0,0,0,1,0,0,0,0
ARSF,20,11,10,7,0,10,8,16
GPBP1,2733,1896,2243,1982,1524,2414,2549,3234
DGAT2,478,316,360,402,319,267,354,236
ZNF112,0,2,0,0,0,3,0,0
CS,11835,7841,9066,8348,8392,9111,11454,10512
LTK,37,27,55,37,48,38,58,31
MRPS24,1237,1045,1098,1213,868,802,1146,742
ELMO2,1293,888,1076,999,685,712,896,785
WAPL,3245,2133,2582,2290,2133,3032,3371,3987
VMP1,2202,1608,1775,1754,1206,1705,1759,1972
APPBP2,622,466,492,447,269,457,516,646
POLD1,4677,3035,4027,3848,3838,2648,4640,2717
SEZ6,4,5,2,2,0,3,2,1
EIF4B,24784,17157,18741,18699,18868,22939,26155,25761
SLC6A16,0,0,0,5,0,4,0,3
BICRA,360,278,337,277,274,252,343,231
SPHK2,719,527,627,690,647,477,647,472
RPL18,27788,22341,23968,26185,21731,17805,25280,18376
CA11,12,24,31,44,42,18,31,13
ISOC2,1686,1251,1555,1740,1445,904,1569,837
U2AF2,11096,7639,9553,9740,8411,7057,10235,6943
EPN1,4497,3323,4242,4050,3375,2962,3856,2819
MED29,1989,1373,1675,1728,1289,1436,1801,1483
AHRR,1078,710,1059,939,462,439,579,478
GSC2,0,0,0,0,0,0,0,0
ZNF275,551,432,454,490,468,526,541,583
MTMR1,128,84,106,81,108,123,180,190
GPC1,107,50,98,101,85,51,88,59
ADCK1,307,243,241,236,216,216,290,241
HAGH,553,435,485,496,351,308,457,293
RNF4,3808,2529,2767,2864,2467,2374,3228,2788
CASP8,648,421,493,427,300,494,538,577
LIMCH1,0,0,0,0,0,0,0,0
INTS13,1504,1061,1195,1191,1162,1722,1780,2013
TM7SF3,1913,1201,1337,1285,1229,1276,1807,1594
DLX3,0,0,0,0,0,0,0,0
SPA17,184,143,142,167,90,158,151,134
TSPAN32,181,140,172,174,158,80,95,75
CCN5,3,0,0,0,5,0,0,0
DMRT3,2,0,5,0,0,1,4,10
ST3GAL6,227,158,208,207,129,214,181,258
ATP2C2,0,0,2,0,0,0,2,4
NGFR,24,14,20,31,28,22,21,18
CDON,26,35,45,44,40,33,64,62
TAF2,1877,1278,1540,1121,1016,1616,1782,2095
HIPK2,225,142,182,189,276,233,252,321
TNPO3,3879,2790,3020,2948,2401,2806,3469,3383
BORCS8-MEF2B,115,127,148,170,160,79,144,110
RFXANK,1750,1272,1424,1537,1334,980,1592,947
TMEM161A,646,464,617,586,640,410,827,397
LPAR2,216,137,178,197,156,103,173,102
CTSA,4717,3570,3738,3746,3455,2960,3847,3122
SUGP2,3114,2332,3231,2782,1898,2050,2543,2174
SLC12A2,318,249,265,233,202,294,314,409
SNX24,121,92,81,111,72,109,81,109
EYA2,1,1,0,0,0,3,1,0
CNN2,7914,6039,7168,7444,6359,6301,7856,6180
ABCA7,1051,721,978,846,719,567,732,522
SNCAIP,0,0,0,0,0,0,0,0
DDX20,1002,617,769,785,567,903,1008,1091
BTBD1,2235,1548,1667,1575,1234,1962,2193,2537
FAR2,162,121,140,118,101,144,179,181
BCAS1,2,4,3,1,0,0,0,0
POU1F1,0,0,0,0,0,0,0,0
CHI3L2,12,12,8,5,2,1,4,2
SBNO2,1310,813,1130,1018,1215,776,1260,885
PMS1,512,338,338,360,273,616,587,846
HMG20B,3522,2567,2932,3281,2715,2348,2994,2106
CALCRL,0,0,0,0,0,0,0,0
TAF11,879,675,695,758,652,685,902,727
ANKS1A,669,442,553,574,437,345,561,463
AP3D1,7633,5199,6196,5921,5963,5776,7355,6255
ZNF76,534,366,404,384,377,298,494,318
SLC9A3R2,6,11,13,11,20,27,19,19
NTHL1,335,233,324,295,339,222,358,204
UHRF1BP1,1167,757,834,826,782,948,1095,1115
GNAI3,3097,2171,2392,2259,1942,2742,2986,3319
IPO5,6364,4265,5112,4498,4606,5906,7465,7665
OAT,885,644,645,642,645,745,990,814
WDR3,2425,1623,1906,1630,1749,2165,2373,2658
PKN2,603,405,541,402,297,694,603,782
WDR18,1460,1163,1322,1222,1278,955,1550,946
TRAM2,771,537,724,539,606,616,733,720
NTN1,11,5,9,8,8,6,7,15
GLP2R,0,0,0,0,0,0,0,0
MCM10,1501,999,1193,1033,1095,1255,1744,1608
DGKA,245,206,206,227,250,242,261,281
ERBB3,2,0,0,2,3,0,8,0
ROPN1,0,0,1,0,0,0,0,0
ANKRD44,730,403,470,451,349,573,701,797
KARS1,8957,6313,6630,6939,5911,6050,8235,6886
ADAT1,373,245,312,263,295,285,392,330
PDIA5,664,457,563,491,486,552,616,572
TBC1D22B,637,403,465,476,366,385,478,390
NDUFB4,2941,2065,2156,2691,2077,1595,2374,1574
SPEN,4592,3024,3611,3241,3655,3938,4325,4711
MYLK,7,5,12,3,6,7,5,6
ZC3H15,4867,3378,3699,3544,2680,4486,4241,4951
MAP2K4,812,596,594,645,544,603,693,776
PACC1,694,577,598,588,483,501,656,668
SNAP91,0,0,0,0,0,0,0,0
SLK,1392,886,1043,970,830,1400,1438,1981
CYB5R4,841,602,679,596,501,867,847,1058
COL17A1,0,0,0,0,0,0,0,0
GSTO2,2,4,0,4,0,0,2,2
SEC61A2,166,129,158,187,107,126,131,168
PRKCQ,256,167,200,224,166,182,236,194
TLE2,0,0,1,0,0,0,0,0
ASB1,1049,824,811,884,690,645,842,748
FAM107B,13557,9113,10273,10453,6689,9372,10065,11524
ME1,10,2,8,5,3,12,4,4
TBC1D1,4481,2854,3351,3450,3072,3295,4358,3783
CDK13,3287,2283,2511,2378,2169,3023,3116,3579
MTHFD2,3260,2066,2300,2363,2158,2830,3228,3389
SLC9A7,35,34,42,39,44,47,79,72
FOXJ2,561,363,436,416,411,409,495,584
YBX1,54439,39144,41501,43366,37937,46016,50754,48785
PDE4A,99,77,75,109,93,107,117,110
PPP2R5A,1391,930,1038,1183,760,1118,1196,1364
CTNNA2,0,0,0,0,0,1,0,1
ELAVL1,6028,4027,4689,4463,3884,4322,5495,4960
TIE1,0,0,0,0,0,0,0,0
DIP2B,3671,2211,2663,2491,1886,2358,3091,3140
SMARCD1,1684,1105,1295,1223,1248,1236,1516,1295
KDM4A,2489,1669,2039,1895,1667,1544,2228,2044
NFYC,1442,994,1174,1105,916,951,1199,916
ZMYND12,23,16,25,13,7,10,20,16
SLC9A3,164,108,147,131,108,115,126,93
NGEF,3,2,2,0,1,0,0,0
ASPM,1642,1115,1341,1173,817,2119,1674,2890
CD84,545,334,382,411,287,461,480,438
ELOVL1,930,743,736,766,670,473,834,558
SPI1,6609,4721,5655,5612,5238,4474,5804,4219
ZNRD1,456,366,338,422,288,228,377,239
MPPED2,0,0,0,0,0,0,0,0
CLDN18,0,0,0,0,0,0,0,0
ZBTB11,872,480,678,555,496,814,851,1075
ATXN3,615,446,423,463,315,480,553,608
GOLGA5,1319,846,918,984,643,1058,1131,1176
FGFR2,0,0,0,0,0,0,0,0
LRRC40,416,290,360,300,241,438,523,638
ISOC1,426,301,323,339,260,360,401,405
EML1,0,0,1,2,3,5,1,2
TRMT11,221,157,183,203,118,200,220,264
THUMPD1,975,694,877,762,633,1046,1088,1313
MSANTD3,117,112,124,132,90,147,165,178
KIF26A,1,0,6,3,3,1,11,2
ATG2B,482,307,373,356,247,390,474,449
ARFGEF1,2045,1230,1449,1366,1222,1861,1945,2532
ACSM2B,0,0,0,0,0,0,0,0
ZFAT,657,426,381,478,439,416,587,452
MTFR1,1059,674,690,729,702,815,1078,1044
STAG3,62,53,56,73,50,33,87,46
FECH,895,602,653,663,440,514,723,654
MYO9A,794,599,606,607,486,733,748,872
DDX3Y,3386,2055,2598,2212,2193,3747,3967,4636
PFKP,4056,2845,3190,3655,3476,3167,4268,3379
IDI1,3778,2788,3045,3564,2088,3574,3366,4374
SP100,1143,793,915,876,700,903,998,1049
KLF6,1405,983,1101,1092,1719,2714,2466,3033
PLPP1,18,7,6,21,9,14,19,13
NEO1,105,74,76,91,44,39,58,58
TRAM1,2485,1669,1993,1867,1378,3127,2679,4214
PHKA1,0,0,1,2,0,3,1,1
TNFRSF1A,4042,2831,3353,3238,2479,2174,3001,2495
CACNB1,41,37,37,50,21,18,18,25
EVI5,400,228,315,266,233,310,352,401
STOML1,126,81,116,96,88,57,63,59
PKM,25217,16805,19867,21533,20043,18201,24185,19966
DHX29,1185,784,953,861,708,1081,1263,1418
DNTTIP2,3319,2350,2589,2414,2229,3421,3791,4002
METTL22,159,189,198,186,146,158,169,115
TP53BP1,1038,636,794,671,727,770,1118,920
TRO,0,0,0,0,0,0,0,0
RRP15,902,687,635,721,577,775,767,911
RHOA,25990,19017,19650,20308,15315,17586,21761,20347
PMS2P4,33,17,16,13,21,30,7,20
PRKCZ,22,27,41,31,9,8,5,20
ZFY,511,340,381,336,315,406,479,673
IARS2,4957,3356,3689,3660,3283,3905,5086,4799
SYT1,0,0,0,0,0,0,0,0
NAV3,1809,1190,1354,1299,768,1020,1124,1451
IDH3G,2325,1457,1700,1833,1517,1384,1790,1480
ROGDI,694,534,591,618,489,336,481,353
PDZD4,0,0,0,1,1,0,0,1
ATP2B3,78,50,45,85,20,19,19,17
ROCK1,3345,2264,2671,2525,2014,3589,3174,4428
CBFB,2009,1397,1625,1491,1185,2245,2321,2941
PDK3,173,143,130,156,118,125,133,143
HYAL2,186,161,154,152,166,130,226,148
HDAC4,1788,1270,1440,1339,1152,1204,1524,1512
RASSF1,1660,1340,1558,1597,1064,823,1334,904
FGFR3,13,15,10,13,16,19,19,16
IFI35,259,241,242,286,160,162,206,161
HEATR6,508,419,464,414,334,413,427,421
COASY,3240,2241,2811,2952,2580,2113,3102,2161
PLEKHH3,44,40,69,70,68,48,54,30
MEF2A,547,346,417,389,295,599,543,725
OTUD5,1335,952,1021,1149,969,1022,1059,1046
TFE3,972,752,847,923,651,556,740,626
TBC1D25,439,349,315,359,370,287,408,326
ACSL4,2465,1502,1793,1778,1498,2385,2578,3388
INPP5A,1633,1240,1288,1295,1092,1346,1467,1558
GPKOW,803,602,628,705,517,514,685,552
GRIPAP1,1571,1051,1285,1281,954,1081,1145,1076
FTSJ1,1177,868,1067,1008,915,960,1248,1063
PRR11,1913,1284,1416,1311,1403,1588,1825,2065
REEP1,2,4,6,3,2,0,6,1
ATP11A,1877,1131,1290,1148,1184,1396,1774,1909
POLR1A,3294,2383,2570,2412,3069,2767,3743,3333
LAPTM4A,1743,1192,1364,1384,1033,1414,1510,1682
TTC7A,4408,3099,3683,3699,4418,3560,5327,3773
IP6K2,1464,1055,1309,1149,1127,1117,1451,1205
STON1-GTF2A1L,6,4,4,3,0,0,10,0
SRBD1,752,527,606,503,395,645,707,821
KIF2A,1260,726,836,859,855,1283,1459,1660
RASGRP2,2689,1958,2423,2281,1883,1375,2333,1460
PSME4,3140,2102,2373,2119,1978,2588,3089,3524
IFT80,274,195,290,260,188,282,295,394
SIRT2,1825,1185,1459,1476,1386,1094,1802,1212
ERLEC1,1149,897,982,937,666,940,1167,1366
PPP2R5B,74,53,80,59,91,71,98,72
PYGM,11,9,11,17,7,7,17,6
PITX1,10899,8007,9823,9352,8444,7011,9999,6849
TRPC7,0,0,0,0,0,0,0,0
MAST4,12,15,28,32,29,9,20,12
ADGRF5,0,0,0,0,0,0,0,0
SDK2,53,47,40,43,64,47,82,83
NUP133,2307,1482,1848,1626,1472,1735,2382,2220
NUCKS1,15923,12185,13424,12945,9745,14521,14250,17222
VPS35,4425,3086,3388,3140,3015,4171,4767,5219
DNAJA2,2831,1935,2183,1992,1761,2362,2664,3045
BCL3,124,51,69,87,56,37,60,51
KCNAB2,9403,5890,7743,7800,8780,6576,10216,7271
ABCC9,0,0,2,0,0,1,0,0
GAL,98,98,116,89,178,147,173,92
CLEC2D,1211,934,1019,977,561,936,843,1150
FUNDC1,355,284,298,296,207,328,406,349
MAOB,0,0,0,0,0,0,0,0
RORA,4,1,1,0,0,6,3,1
DRD4,0,4,0,1,3,3,2,2
TGFBR3,15,8,13,2,4,7,8,8
PLA2G10,0,0,0,0,0,0,0,0
HES2,0,0,0,3,2,2,0,0
ATP1B3,4289,3166,3571,3399,2725,3182,4163,3661
NEDD4,162,147,120,105,102,155,218,218
PIGB,659,544,563,583,450,877,831,1008
MAPK6,2753,1711,2042,1719,1982,3334,3514,4145
GNB5,520,362,373,374,375,396,567,514
RAB27A,5866,4048,4470,4480,3101,4659,4653,5843
HDHD5,1895,1491,1661,1772,1761,1289,1980,1323
UFD1,2099,1669,1817,1873,1341,1490,1825,1538
LRP6,0,1,2,0,2,1,0,2
GUCY2C,1,0,0,0,0,0,1,0
SCT,0,0,0,0,0,0,0,0
PHRF1,1719,1141,1527,1386,1628,1377,1714,1294
ELP1,1300,821,1042,892,1000,1020,1337,1379
NUCB2,12772,9713,10874,10619,6855,11728,10763,14209
PFN2,1,0,0,0,0,2,4,3
PTPN3,336,255,272,263,101,87,179,118
SPTB,9,4,8,5,10,7,7,6
DAPP1,366,278,315,331,176,243,259,302
FGF10,1,2,2,0,0,0,0,0
SLC44A1,37794,26500,29550,27483,23250,37154,37150,48699
TMEM260,568,414,428,386,331,496,459,531
SMG6,896,635,682,747,676,549,794,735
EXOC5,1559,1045,1127,1007,884,1668,1672,2246
CLTCL1,2521,1567,1804,1766,1462,1244,1717,1310
FGF22,3,2,0,0,5,5,3,4
FSTL3,140,121,121,143,100,90,132,68
DGCR2,1736,1245,1478,1412,1323,999,1562,1063
RNF126,1806,1222,1641,1618,1583,1291,1852,1288
MNT,1123,752,1023,919,1035,985,1256,927
ZXDC,1062,743,768,893,692,649,993,745
JMJD6,672,500,611,600,548,523,635,491
POLB,262,190,186,227,182,213,223,197
ST6GALNAC1,0,0,0,0,0,0,0,0
WIPI1,55,36,55,63,31,51,45,40
FRMPD1,0,0,0,0,0,0,0,0
GBA2,556,419,466,421,338,285,442,342
NDST1,163,107,130,179,187,136,191,174
ASNS,512,370,483,428,337,458,575,529
AP3M2,267,231,203,199,160,223,254,229
CNGB1,0,0,0,0,0,0,0,0
ST6GALNAC2,3,1,2,1,6,0,4,0
CHAT,0,0,0,0,0,0,0,0
PABPC1,154690,108520,118180,110620,96954,137330,138470,153540
TESK2,234,159,209,184,116,92,146,136
CFAP20,950,664,803,705,691,1079,1002,1093
CSNK2A2,3008,2177,2410,2358,2005,2612,2651,2898
PTPN21,11,0,1,1,0,5,6,2
EIF2B3,807,543,610,584,547,631,856,749
CAMK2A,0,0,0,1,3,1,2,0
TCOF1,3180,2226,2546,2597,3110,3030,3633,3075
CDC42,10513,7648,8241,8213,6204,8435,9182,9872
OSBPL3,161,80,115,99,72,94,134,218
EPHA8,0,0,0,0,0,0,0,0
SLC12A3,32,10,14,13,15,2,14,9
RAD18,902,638,707,716,673,902,1031,1258
ATP2B1,2317,1478,1705,1614,1187,1837,1979,2497
TRPM5,0,0,1,1,0,1,0,0
NCK2,1662,1015,1266,1281,1132,1262,1446,1303
MAP4K4,6858,4683,5157,5019,4742,5439,5919,6281
MGAT4A,42,32,41,42,24,35,48,49
RPL31,19886,15633,15989,18790,14590,11024,17355,10488
WDR1,11285,7615,8439,8498,7207,7608,9587,8062
SNX13,472,344,406,381,288,517,579,701
ARHGAP10,843,688,743,727,484,527,722,609
RPS6KA2,223,126,178,138,108,91,167,139
ING3,534,424,481,406,289,521,555,640
VASH1,655,475,599,655,831,621,752,670
LMCD1,47,27,39,25,43,31,34,40
BUD23,1438,1125,1273,1383,1083,1096,1335,1029
SEL1L,2464,1578,1868,1537,1354,2258,2532,3135
TRIP13,1160,816,910,854,863,1084,1276,1127
ATP6AP1,3467,2562,2801,2892,2437,1954,2944,2053
TCF3,5534,3968,4535,4669,4860,4674,5685,4473
TRIB2,0,0,5,0,0,5,0,1
DAZAP1,8861,6417,7379,7463,6034,6806,7977,7033
MBD3,3851,3128,3463,3755,3359,2247,3894,2348
PRLH,0,0,0,0,0,0,0,0
HLTF,713,510,493,535,512,822,926,1214
FAM50A,866,613,688,834,610,511,697,528
FAM3A,496,336,416,437,381,287,448,285
CPSF1,4364,2784,3541,3349,3561,2873,4566,2871
