,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4.11_DMSO_rep.1,MV4.11_DMSO_rep.2,MV4.11_DMSO_rep.3,MV4.11_JQ1_rep.1,MV4.11_JQ1_rep.2,MV4.11_JQ1_rep.3,genes
13275,0,0,0,0,0,0,0,0,0,0,0,1,RPL13AP3
13276,6,2,7,7,4,5,0,0,0,0,0,0,LINC00520
13277,0,0,0,1,0,0,1,0,1,0,0,0,CCDC154
13278,2,3,2,2,2,5,0,0,0,0,0,0,RAET1K
13279,21,19,22,23,26,20,37,44,83,42,79,53,646214
13280,1,0,0,0,0,0,2,0,0,1,0,0,TPTE2P1
13281,1,0,5,1,0,1,0,0,0,0,0,0,ARIH2OS
13282,0,0,0,0,0,0,2,0,2,0,0,0,URAD
13283,166,169,150,131,108,112,59,63,96,55,66,44,NIPBL-DT
13284,21,13,10,21,13,9,1,1,2,0,1,0,646762
13285,0,0,0,0,0,0,1,1,2,3,0,0,ZAR1L
13286,2,2,2,4,5,3,4,2,1,1,1,2,FAM227A
13287,1,1,0,0,3,0,0,1,0,1,0,0,C6orf132
13288,164,148,152,155,108,92,239,166,302,142,165,197,PA2G4P4
13289,0,3,0,0,2,0,0,1,1,1,2,1,GOLGA6L10
13290,146,174,141,183,150,127,64,53,119,66,73,74,STMP1
13291,2,1,1,0,1,0,0,0,0,0,0,0,LINC01192
13292,0,0,0,0,0,0,12,14,19,11,8,8,EMBP1
13293,55,59,42,71,51,47,216,162,303,186,202,211,SRGAP2B
13294,3,1,0,0,1,3,0,0,5,0,0,1,CTAGE11P
13295,0,0,0,0,2,0,2,0,1,1,0,3,TEX22
13296,1,0,0,0,0,0,0,0,0,0,3,0,OCLNP1
13297,1037,1001,823,941,912,690,601,477,840,478,846,508,NORAD
13298,0,1,0,0,0,0,0,0,0,1,0,1,648691
13299,0,0,0,0,0,0,7,6,6,1,4,0,PPP1R3G
13300,10,1,12,3,4,3,18,20,19,10,14,11,648987
13301,0,0,0,0,0,0,0,0,0,0,0,1,RPL23AP64
13302,4,7,0,4,4,0,5,4,3,3,6,4,ZNF192P1
13303,3,0,3,0,1,0,0,5,2,0,0,1,651430
13304,36,35,36,25,15,14,9,3,5,6,2,3,ANKRD33B
13305,37,20,29,41,48,14,46,31,83,32,44,38,652276
13306,0,2,2,0,0,0,2,1,1,5,2,7,CASTOR1
13307,33,26,25,20,12,3,0,0,0,0,0,0,UCA1
13308,21,14,15,15,16,18,11,14,20,5,11,7,XAGE1B
13309,0,0,0,0,0,0,3,1,2,1,1,1,GOLGA8T
13310,1,0,0,1,5,0,2,3,4,2,3,4,FAM86FP
13311,10,11,10,13,5,4,20,13,11,7,16,7,ZBTB8A
13312,5,1,10,9,13,3,4,5,18,12,14,13,653160
13313,4,0,1,3,0,0,10,4,7,8,5,7,GUSBP3
13314,21,14,15,15,16,18,11,14,20,5,11,7,XAGE1A
13315,5,1,2,3,0,0,0,0,0,0,0,0,POTEI
13316,46,51,40,56,50,35,0,0,0,0,1,0,ASAH2B
13317,9,18,12,8,11,4,15,10,17,16,14,14,KIAA0895L
13318,0,2,0,0,0,0,19,9,22,7,11,6,RRN3P2
13319,4,15,6,14,10,5,10,9,20,10,10,4,SRGAP2C
13320,6,4,4,1,3,1,6,2,4,2,0,3,MRPL45P2
13321,2,1,1,1,1,0,0,0,1,0,0,0,AFDN-DT
13322,28,17,15,20,9,14,7,2,13,7,3,6,GPR89A
13323,1,1,2,4,1,4,0,0,0,0,0,0,TP53TG3C
13324,0,0,5,0,1,1,0,0,1,0,0,3,TMEM236
13325,3,0,0,0,0,2,1,2,4,1,3,7,PHLDB3
13326,2,0,0,3,0,1,0,2,4,0,1,1,WASH7P
13327,2,0,1,0,0,0,0,3,0,0,1,1,GOLGA6C
13328,6,4,1,11,4,4,4,7,9,5,7,3,TBC1D3P1-DHX40P1
13329,0,0,0,3,1,0,8,4,3,4,5,2,653653
13330,9,8,13,22,23,11,2,7,12,3,2,6,TMEM183B
13331,0,0,0,0,0,0,88,72,110,94,116,92,GOLGA8M
13332,39,32,16,28,34,15,13,21,30,8,18,11,MZT2A
13333,1,3,0,0,0,0,0,0,0,0,0,0,ACTR3C
13334,0,0,0,0,3,0,0,0,0,0,0,0,SNORA75
13335,0,0,0,0,0,0,0,0,0,0,4,0,LSP1P4
13336,0,1,0,0,1,0,7,13,11,4,2,4,LGALS9C
13337,296,309,321,304,279,180,271,254,552,235,325,271,NME1-NME2
13338,28,30,45,33,35,11,0,1,0,1,0,0,PAX8-AS1
13339,142,143,80,85,83,53,69,47,98,37,43,55,SNHG20
13340,41,27,37,30,29,8,62,48,79,39,38,41,BOLA2B
13341,0,0,0,0,0,0,0,1,2,0,1,0,NCF1B
13342,0,0,0,0,0,0,3,0,1,1,0,0,NCF1C
13343,3,5,0,3,4,0,7,3,6,8,7,9,HSP90AB4P
13344,79,80,68,78,65,54,52,51,72,31,49,54,HNRNPA1P10
13345,0,0,0,0,0,0,0,0,0,0,0,1,SCARNA3
13346,0,0,1,0,0,1,0,0,0,0,0,0,SCARNA18
13347,0,0,0,0,0,0,0,0,0,0,0,2,SCARNA2
13348,1,0,0,1,0,0,0,1,1,0,0,0,SCARNA22
13349,2,2,2,0,1,0,6,7,5,6,3,6,SCARNA5
13350,1,2,0,1,3,0,0,0,1,0,0,0,SCARNA16
13351,0,2,1,3,2,6,2,3,2,2,5,4,SNORA1
13352,4,2,3,4,2,0,0,0,0,1,0,0,SNORA2B
13353,5,4,1,4,1,0,5,4,10,3,7,2,SNORA18
13354,0,3,0,6,0,2,1,3,5,7,0,4,SNORA20
13355,0,0,0,1,0,0,1,0,2,0,0,0,SNORA23
13356,1,3,0,3,1,0,1,0,3,0,0,1,SNORA24
13357,1,0,2,0,0,0,1,2,0,1,0,2,SNORA26
13358,1,1,0,0,1,0,5,0,0,4,9,2,SNORA31
13359,0,2,6,0,2,0,0,0,0,0,0,0,SNORA36B
13360,0,0,0,0,0,0,0,0,0,0,1,0,SNORA38
13361,3,3,11,5,5,7,3,3,6,3,0,4,SNORA40
13362,0,2,1,0,3,1,1,1,0,0,0,0,SNORA80E
13363,0,2,0,0,0,0,0,0,0,0,0,0,SNORA44
13364,0,0,0,0,0,0,1,0,0,0,6,0,SNORA3B
13365,5,2,3,2,2,4,12,10,7,3,9,5,SNORA58
13366,3,5,5,4,3,4,1,3,4,0,2,1,SNORA61
13367,7,7,2,6,4,3,5,1,7,8,3,1,SNORA50C
13368,0,0,0,0,0,0,0,0,2,0,0,0,SNORA79
13369,6,8,3,9,3,0,4,3,10,4,1,5,SNORA80A
13370,6,5,5,4,6,2,1,2,4,1,9,0,SNORA81
13371,0,1,0,0,0,0,0,0,0,0,0,0,SNORD1B
13372,0,0,0,0,0,0,0,0,3,0,0,3,CD27-AS1
13373,1,2,1,10,3,0,4,1,4,10,8,4,SNORA25
13374,0,1,4,5,3,5,2,2,25,6,6,3,SNORD11
13375,3,2,3,2,1,2,3,2,3,2,4,3,SNORA32
13376,1,3,1,3,2,0,2,2,1,1,1,2,SNORD5
13377,0,0,0,0,0,0,0,1,0,0,0,0,SNORA16A
13378,1,0,2,0,0,0,1,3,3,2,14,5,SNORD6
13379,0,0,1,0,2,0,1,0,1,0,1,1,SNORD13
13380,1,1,1,6,2,1,4,1,1,1,0,0,SNORD50B
13381,1,4,7,6,4,3,16,7,16,11,20,12,FAM86DP
13382,3,0,0,0,0,0,1,1,3,0,0,1,SNORD65
13383,9,16,10,25,18,9,13,15,28,9,10,19,SNORA57
13384,0,0,0,0,0,1,0,0,0,0,0,0,SNORD76
13385,0,2,0,1,0,2,0,1,1,2,3,0,SNORD77
13386,2,0,1,0,0,2,0,0,0,0,0,0,SNORD78
13387,0,1,0,0,0,1,0,0,1,0,1,0,SNORD84
13388,0,0,0,2,1,0,0,0,2,0,0,0,SNORD86
13389,0,0,0,0,0,0,2,0,0,0,0,0,SNORD89
13390,0,0,0,0,0,0,0,0,0,2,4,0,SNORD91B
13391,25,19,17,31,31,17,10,8,5,5,22,4,SNORD99
13392,18,8,15,24,19,8,29,28,35,22,27,20,SNORD104
13393,17,14,11,10,2,5,15,16,15,8,7,6,PPAN-P2RY11
13394,0,0,1,0,0,0,0,0,0,0,0,2,MIR630
13395,1,0,0,1,1,0,0,0,1,0,2,0,MIR632
13396,90,77,78,192,157,101,0,3,6,4,1,6,H2AC19
13397,6,1,5,2,6,1,0,0,0,0,0,0,LHFPL3-AS2
13398,0,3,0,2,2,0,0,0,0,0,2,0,SNORD118
13399,7,0,2,6,4,3,1,0,0,0,0,3,727751
13400,2,3,0,0,2,1,5,1,1,1,0,0,ROCK1P1
13401,2,0,0,0,0,0,0,0,1,0,0,0,RNF208
13402,1,4,4,8,5,4,0,0,0,0,0,0,SSX2B
13403,22,27,9,21,29,23,20,8,31,19,13,15,FAM156B
13404,24,24,31,40,16,10,12,14,22,16,8,20,727896
13405,5,6,4,2,3,9,0,1,0,0,0,1,TLCD2
13406,1,2,5,1,1,1,0,1,1,2,0,1,GXYLT2
13407,82,104,86,82,84,64,0,0,0,0,0,0,RHOXF2B
13408,1,5,6,5,9,3,6,4,13,8,13,10,MROH1
13409,3,7,2,6,3,2,0,0,1,0,0,1,728024
13410,2,1,3,7,7,2,0,2,3,5,6,6,SSR4P1
13411,134,74,70,125,116,77,94,96,133,68,99,118,FAM133DP
13412,0,1,0,0,0,2,0,0,0,0,0,1,NUTM2A
13413,0,3,4,5,1,4,11,5,9,6,14,3,NUTM2A-AS1
13414,5,0,6,4,1,4,0,0,0,0,0,0,FAM155A
13415,12,13,2,9,10,3,0,0,0,0,0,0,MAGEA9B
13416,10,4,0,14,6,3,18,16,24,10,9,8,D2HGDH
13417,16,17,10,24,8,13,12,19,15,10,10,15,GTF2H2C
13418,20,16,9,25,18,15,8,3,5,2,4,1,728392
13419,0,1,0,1,2,0,1,0,0,2,0,1,PARGP1
13420,6,7,4,11,7,1,9,4,7,8,13,9,GUSBP1
13421,0,0,0,2,0,1,1,2,1,1,1,0,LINC01137
13422,0,0,0,1,0,0,1,3,6,2,1,1,PPIEL
13423,0,0,0,0,0,0,9,8,22,2,5,6,728485
13424,38,27,12,23,21,20,42,44,59,31,51,39,DNLZ
13425,97,73,86,73,43,53,69,59,105,38,75,61,SERF1B
13426,0,1,0,0,0,0,6,1,11,2,3,4,GOLGA8H
13427,0,0,0,2,1,0,0,3,0,0,1,1,C2orf92
13428,34,16,17,31,17,4,10,16,24,24,39,15,728554
13429,0,1,1,1,0,2,0,1,1,0,0,2,ENTPD1-AS1
13430,100,74,79,74,67,48,39,34,58,39,50,48,C12orf73
13431,2,3,0,3,1,1,0,0,0,0,0,0,CNTNAP3B
13432,12,3,5,3,2,0,1,0,1,1,4,0,SDHAP3
13433,6,1,0,0,2,1,3,0,0,1,1,0,728613
13434,44,26,15,37,18,11,32,27,26,9,10,13,CDK11A
13435,192,208,142,147,153,117,237,201,402,158,313,215,RPL13AP5
13436,17,13,9,15,7,15,30,30,68,29,73,48,SLC35E2B
13437,0,4,1,0,0,0,3,0,4,3,0,0,728673
13438,16,27,22,25,18,19,16,17,33,8,18,17,EIF3CL
13439,2,5,3,3,1,1,5,13,18,9,5,10,LINC00977
13440,1,1,0,4,0,2,0,3,0,0,1,1,MAP4K3-DT
13441,7,5,11,3,3,4,0,0,3,0,0,0,ANKRD20A4
13442,0,3,0,4,1,0,4,2,1,0,0,1,728752
13443,18,5,12,4,8,11,14,9,11,9,10,11,PIN4P1
13444,45,49,36,23,27,18,35,28,47,13,33,22,SCAMP1-AS1
13445,0,0,0,0,0,0,7,1,8,0,0,4,ANKDD1B
13446,5,3,2,4,1,1,2,0,1,0,1,0,C1GALT1C1L
13447,6,14,12,10,6,11,1,12,18,10,9,15,FAM72D
13448,2,6,2,11,4,5,13,10,10,7,9,5,NBPF8
13449,3,7,11,4,1,3,0,0,0,0,0,0,CT45A2
13450,19,25,18,18,15,11,77,44,137,45,73,85,ZNF736
13451,24,10,7,11,9,11,35,23,31,17,30,35,RPS15AP10
13452,4,1,1,11,9,4,14,8,16,13,10,19,ZBED5-AS1
13453,0,0,0,1,0,0,1,0,0,0,0,1,RPEL1
13454,3,0,0,1,0,0,0,0,0,0,0,0,729080
13455,0,0,0,0,0,0,3,2,5,1,2,2,LINC02158
13456,3,6,0,7,7,4,2,1,5,9,16,8,AGAP5
13457,32,40,33,55,44,30,36,35,44,27,49,29,BMS1P4
13458,22,15,9,11,11,4,8,4,3,2,5,2,ANKRD20A8P
13459,3,2,5,6,8,2,9,2,15,11,2,12,KATNBL1P6
13460,1,0,0,0,0,0,0,0,0,0,3,0,STXBP5-AS1
13461,0,0,0,6,0,0,4,2,2,4,1,0,729220
13462,0,0,0,0,0,0,509,388,666,81,183,129,CCR2
13463,2,2,1,2,4,1,0,0,0,1,0,0,NUTM2B
13464,0,2,4,2,1,2,4,6,23,4,3,3,ZNF286B
13465,0,3,1,3,0,0,0,0,0,0,0,0,CETN4P
13466,1,3,4,7,5,8,0,0,0,0,0,0,TP53TG3B
13467,0,2,0,1,2,2,3,0,4,3,4,2,FAM86HP
13468,7,13,16,13,5,6,9,7,16,5,14,8,CASTOR2
13469,0,2,1,0,0,0,3,0,1,0,0,2,CCDC61
13470,122,94,87,125,120,78,60,47,90,58,113,71,TMEM242
13471,2,4,2,0,3,2,0,0,0,0,0,0,AACSP1
13472,1,2,0,1,1,0,0,3,0,0,2,0,FAM72A
13473,4,1,2,2,3,0,0,1,2,0,0,1,729603
13474,0,0,0,0,1,0,2,1,5,0,2,2,729609
13475,53,71,67,52,73,30,109,81,177,86,138,91,729614
13476,0,0,0,1,0,2,0,5,0,0,0,3,729652
13477,34,47,28,34,35,35,43,36,40,40,54,50,LINC00847
13478,0,0,1,0,0,0,0,0,0,0,0,0,DNAJC27-AS1
13479,1,2,0,0,1,0,0,0,0,0,0,0,729737
13480,3,0,0,2,0,1,8,5,9,7,7,2,SEC14L1P1
13481,2,0,2,0,0,1,0,0,0,0,0,0,FAM160A1
13482,9,9,10,18,15,6,24,23,24,13,19,18,UMAD1
13483,1,0,2,3,1,1,2,2,2,2,2,0,RGPD2
13484,1,3,1,1,1,0,0,0,2,0,0,0,729867
13485,15,22,23,19,24,17,5,0,2,1,3,0,CRPPA
13486,0,0,0,0,0,0,20,4,12,7,19,12,SHISA7
13487,2,24,7,4,7,3,8,9,10,4,6,1,MORN2
13488,1,1,2,3,0,1,0,2,0,0,0,1,LINC01530
13489,13,9,14,24,16,16,29,23,47,24,29,35,BORCS8
13490,0,0,2,3,0,2,17,4,18,7,15,10,ZNF814
13491,0,0,0,0,0,0,1,0,6,6,5,3,LINC00886
13492,0,0,0,0,0,0,10,16,6,6,6,9,RRN3P1
13493,55,47,34,52,48,31,76,57,79,61,81,64,MOSMO
13494,1,0,0,0,0,0,0,0,0,0,1,2,730098
13495,0,0,0,0,0,0,4,7,4,5,10,1,CRYZL2P
13496,27,25,10,28,13,7,4,7,13,6,8,8,730183
13497,6,14,11,9,8,6,8,8,16,0,12,12,730202
13498,4,0,0,0,0,0,0,0,0,0,0,1,LINC01136
13499,16,16,10,21,8,13,12,17,12,8,10,9,GTF2H2C_2
13500,1,0,0,0,2,1,3,0,3,4,8,10,LINC02447
13501,7,2,2,7,6,3,0,0,0,4,0,1,731157
13502,0,0,0,0,0,0,11,8,22,11,12,16,RFX8
13503,0,0,0,1,2,1,7,0,0,0,0,1,LINC01347
13504,1,1,4,0,1,0,0,0,0,0,0,0,MIR3945HG
13505,0,0,0,0,0,1,0,0,0,0,0,0,TDRG1
13506,25,29,23,53,62,47,41,36,51,45,93,58,CSKMT
13507,7,4,1,6,6,4,14,20,21,9,3,12,LINC00106
13508,706,697,610,731,567,478,342,305,612,321,544,349,LUZP6
13509,2,3,1,3,5,4,0,0,1,3,0,1,PFN1P2
13510,39,36,27,48,43,28,81,63,102,74,122,97,RELL1
13511,0,0,0,0,1,1,0,1,1,0,0,0,MIR671
13512,10,7,8,6,4,8,2,1,11,2,8,5,SNORD3B-2
13513,22,13,7,17,14,11,5,10,15,6,9,3,SNORD3C
13514,0,0,0,0,0,0,0,0,0,0,0,1,SNORD3D
13515,38,33,47,45,26,30,59,63,115,57,97,60,UQCC3
13516,6,4,4,7,2,5,11,8,15,9,24,9,ZBTB11-AS1
13517,0,0,0,0,0,0,0,1,0,0,0,0,SNORD116-2
13518,0,0,0,0,0,0,1,0,0,0,0,0,SNORD116-27
13519,0,0,0,0,0,0,19,18,23,7,15,20,DDTL
13520,0,0,0,0,0,0,7,5,7,5,5,10,CDKN2B-AS1
13521,0,0,0,0,0,0,11,9,14,2,16,3,SIGLEC14
13522,4,2,1,1,2,2,9,11,21,19,6,10,NINJ2-AS1
13523,787,599,608,649,639,460,698,594,969,595,965,696,SNHG8
13524,0,1,0,1,0,0,0,0,0,0,0,0,GTF2IP4
13525,52,45,35,49,48,28,48,33,46,31,35,37,POM121C
13526,1,3,2,3,0,0,6,12,3,5,8,10,PMS2P7
13527,0,8,1,6,3,4,2,4,7,1,4,5,ZSCAN30
13528,2,2,0,3,3,0,11,5,5,3,8,4,SNORD11B
13529,2,2,2,1,4,0,107,91,165,56,145,106,TMEM170B
13530,0,1,0,1,0,0,0,1,2,4,3,2,SNORD58C
13531,0,0,1,0,3,0,2,2,2,0,1,0,SNORA84
13532,0,0,0,0,0,0,0,0,0,0,0,1,HOTAIR
13533,0,1,4,2,4,0,0,0,0,1,1,0,ZGLP1
13534,2,0,2,6,2,3,0,2,0,0,1,6,FAM86JP
13535,1,1,4,7,4,8,6,2,0,3,2,2,VTRNA2-1
13536,0,1,2,5,1,2,3,2,11,1,8,5,GHRLOS
13537,15,25,9,14,11,12,0,0,0,0,1,0,C8orf88
13538,8,8,7,13,8,7,1,5,6,2,4,5,FAM229A
13539,0,4,1,1,1,0,0,0,0,0,0,0,ST8SIA6-AS1
13540,1,2,2,0,1,0,0,1,1,1,0,0,100128108
13541,45,27,35,28,24,18,158,141,187,87,155,144,TMPO-AS1
13542,0,1,0,1,0,0,0,0,0,0,0,0,ZNF667-AS1
13543,0,0,0,0,0,0,0,2,5,1,1,0,DNM1P35
13544,0,0,0,0,0,0,0,3,0,4,0,1,100128288
13545,1,0,2,0,1,2,4,1,10,3,3,2,FAM83H-AS1
13546,0,1,0,1,0,0,3,1,0,0,0,1,FAM225B
13547,0,0,1,1,0,0,0,0,0,0,0,0,100128386
13548,13,3,6,2,2,8,6,5,9,2,0,1,MIR29B2CHG
13549,0,0,1,0,0,0,0,1,3,0,0,0,ACVR2B-AS1
13550,135,194,124,232,151,123,143,91,181,119,167,158,OST4
13551,10,12,11,12,19,10,13,16,30,17,41,29,LINC00476
13552,0,1,0,1,1,0,0,0,0,0,0,0,SRRM2-AS1
13553,153,141,125,158,128,108,107,62,111,67,170,89,LINC01003
13554,7,1,4,5,2,0,1,0,1,0,1,1,VPS9D1-AS1
13555,10,9,9,11,10,11,10,8,18,16,17,9,ZBTB42
13556,7,2,7,5,0,1,0,2,2,0,1,1,KTN1-AS1
13557,40,36,20,27,30,11,17,20,21,22,16,16,ZSCAN16-AS1
13558,19,22,12,10,13,5,12,14,16,5,17,12,MATN1-AS1
13559,29,17,21,17,23,12,37,21,34,15,45,33,SMIM27
13560,0,0,0,1,0,0,0,0,0,0,3,0,LINC01160
13561,0,0,0,0,1,0,0,0,0,0,0,0,TDRD15
13562,136,115,135,122,105,79,102,84,161,86,118,115,SMIM10L1
13563,35,45,39,51,52,34,45,31,33,31,58,21,RPL19P12
13564,4,4,1,2,5,1,1,2,6,4,10,6,DPY19L1P1
13565,0,0,2,1,2,1,3,2,1,1,4,3,LYRM4-AS1
13566,27,24,15,28,9,7,6,9,22,13,11,13,ZNF37BP
13567,6,1,1,1,3,2,0,1,3,0,0,1,SOD2-OT1
13568,2,1,0,1,3,0,6,3,17,3,3,2,LINC02035
13569,7,2,1,2,0,1,0,0,0,0,0,0,FAM47E
13570,4,2,1,2,1,2,0,0,0,0,2,0,TCF24
13571,0,0,1,1,2,1,1,1,2,1,0,0,STPG3-AS1
13572,7,0,7,1,0,2,0,0,0,0,0,0,CCDC152
13573,17,19,22,25,26,13,0,0,0,0,0,0,SLC25A21-AS1
13574,0,6,1,1,2,1,24,14,21,15,33,14,ZNF737
13575,0,0,0,1,0,0,0,0,0,0,0,0,SCOC-AS1
13576,4,4,1,2,6,4,1,3,6,1,3,1,100129917
13577,2,0,1,2,1,1,0,0,0,0,1,0,CCNT2-AS1
13578,0,0,0,0,1,0,0,0,0,0,0,0,URAHP
13579,20,13,15,12,7,10,1,5,6,3,0,6,100130357
13580,1,1,3,0,1,0,0,0,0,0,0,0,CECR7
13581,0,0,1,0,0,0,1,2,1,0,0,1,WAKMAR2
13582,0,0,0,0,0,0,6,7,8,9,3,5,TMEM221
13583,50,25,28,48,51,21,10,17,50,9,23,20,NFYC-AS1
13584,0,0,0,0,0,0,5,0,1,0,4,0,LINC00910
13585,3,2,0,1,1,1,1,1,5,1,5,7,100130691
13586,30,13,22,21,16,13,8,9,13,3,2,5,ATP6V1FNB
13587,0,0,0,0,0,0,0,0,1,0,1,1,HDHD5-AS1
13588,1,4,4,0,1,1,0,0,4,1,1,2,LRRC70
13589,4,0,0,1,0,2,3,0,3,2,0,1,LRRC69
13590,1,2,0,0,0,2,0,0,0,0,0,0,AGAP2-AS1
13591,1,0,0,1,3,0,1,6,10,6,1,3,USP3-AS1
13592,0,0,0,0,0,0,22,13,24,9,7,6,100130872
13593,0,0,0,0,0,0,0,0,0,0,0,3,ATE1-AS1
13594,5,8,2,4,3,2,1,2,1,0,0,0,TSTD3
13595,0,0,0,0,0,0,2,2,2,0,1,0,SMIM6
13596,2,1,4,0,0,2,0,0,0,0,0,0,CSAG4
13597,1,1,1,0,0,0,1,0,1,0,0,0,100130950
13598,4,3,0,0,0,0,0,0,0,0,0,0,100130964
13599,0,0,0,0,1,1,0,0,0,0,0,0,C6orf99
13600,43,33,29,32,6,16,46,49,62,35,37,27,ZNF316
13601,7,12,5,16,9,4,14,16,26,7,20,20,CKMT2-AS1
13602,4,3,0,2,6,0,6,6,16,3,5,3,SRP14-AS1
13603,31,20,11,22,22,10,10,3,16,3,10,7,TNRC6C-AS1
13604,1,0,0,0,0,1,2,0,0,1,0,2,TSTD1
13605,133,104,116,113,115,73,185,146,256,127,185,139,RPL21P28
13606,0,0,0,2,3,0,3,5,2,3,6,2,NEMP2
13607,0,0,0,0,0,0,0,0,1,2,0,1,ZNF503-AS2
13608,3,1,0,0,1,0,10,4,5,1,2,1,ANKRD63
13609,17,14,13,6,8,1,1,0,0,0,0,0,100131257
13610,1,0,0,0,1,0,0,0,0,0,0,0,C11orf91
13611,5,2,0,6,3,3,1,0,0,0,0,0,SP9
13612,0,0,0,0,0,0,0,1,2,0,1,0,LINC00893
13613,2,1,4,1,2,0,2,3,4,0,3,1,DBIL5P
13614,12,10,5,14,9,10,18,18,21,17,22,19,CCDC18-AS1
13615,1,0,0,3,0,0,3,0,2,1,4,3,ZNF236-DT
13616,2,4,2,5,5,3,5,11,6,5,11,6,MZF1-AS1
13617,0,0,0,0,0,0,4,4,3,1,2,1,ARMCX4
13618,12,7,12,12,9,9,27,16,31,22,24,21,PET100
13619,12,10,10,17,10,5,21,27,22,16,28,15,ZNF717
13620,16,11,12,8,11,6,0,6,4,2,5,0,FAM27E3
13621,1,3,3,2,1,0,4,6,8,2,1,3,RRN3P3
13622,0,0,3,0,0,0,2,1,4,1,5,2,FOXO6
13623,2,0,2,2,3,2,2,0,0,0,1,0,100132077
13624,11,9,8,7,5,1,7,11,14,9,15,10,HERC2P7
13625,1,0,0,0,0,0,9,7,6,2,2,5,LINC01783
13626,9,12,10,4,4,0,0,0,0,0,0,0,WASIR2
13627,1,0,0,0,0,0,24,21,33,15,22,23,100132249
13628,0,0,0,3,0,0,0,2,4,0,7,2,NDUFA6-DT
13629,79,47,43,62,78,32,15,10,19,7,8,5,TEKT4P2
13630,2,12,6,12,11,1,11,4,6,13,12,4,100132356
13631,0,0,0,0,0,0,15,12,21,11,11,15,FCGR1CP
13632,0,0,0,0,1,1,0,0,0,0,0,0,BSN-DT
13633,5,2,0,0,2,0,0,0,0,0,0,0,100132741
13634,5,0,4,5,10,3,11,3,8,3,2,8,KDM4A-AS1
13635,2,3,4,6,2,4,8,10,12,8,9,5,IPO5P1
13636,3,1,0,1,0,1,3,0,2,4,2,3,FAM223A
13637,1,2,2,1,4,1,0,2,0,0,0,0,FAM95B1
13638,7,8,3,6,10,5,6,8,6,2,6,4,100133091
13639,1,0,1,0,1,0,1,1,4,5,9,5,100133315
13640,3,3,0,5,0,2,0,1,0,0,0,0,100133331
13641,4,0,1,0,2,0,13,7,11,5,9,4,CD24
13642,11,8,15,14,18,6,0,0,1,1,2,0,KDM7A-DT
13643,9,12,9,5,12,1,3,2,5,7,4,15,NDUFB2-AS1
13644,4,1,3,3,0,0,2,0,3,9,6,4,TEN1
13645,1,1,1,4,1,1,7,3,16,2,5,5,UPK3BL1
13646,11,3,4,5,3,1,9,4,6,5,2,6,JMJD7
13647,3,1,0,0,1,1,5,3,5,5,5,5,PLA2G4B
13648,0,3,2,0,3,0,0,0,0,0,0,0,C17orf99
13649,2,4,1,2,6,1,13,5,11,9,21,16,CHKB-DT
13650,3,0,3,0,0,0,15,13,11,8,6,3,KLLN
13651,0,0,0,1,2,1,0,0,0,0,0,0,RNU7-1
13652,70,61,49,56,83,77,106,51,109,62,107,100,RNU4ATAC
13653,0,1,0,0,0,0,2,0,2,1,0,0,RNU6ATAC
13654,18,11,16,13,13,12,19,18,20,12,17,9,SCARNA9L
13655,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S1
13656,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S2
13657,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S3
13658,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S4
13659,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S5
13660,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S6
13661,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S7
13662,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S8
13663,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S10
13664,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S11
13665,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S12
13666,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S13
13667,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S14
13668,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S15
13669,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S16
13670,3,0,1,2,1,1,0,0,0,0,1,0,RNA5S17
13671,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A3
13672,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A5
13673,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A7
13674,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A11
13675,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A9
13676,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A4
13677,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A6
13678,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A8
13679,0,4,0,0,0,2,3,1,5,0,2,2,DBIL5P2
13680,4650,5704,6513,8269,7807,6344,1691,1347,2899,1029,1521,1809,SNAR-A10
