,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4-11_DMSO_rep-1,MV4-11_DMSO_rep-2,MV4-11_DMSO_rep-3,MV4-11_JQ1_rep-1,MV4-11_JQ1_rep-2,MV4-11_JQ1_rep-3,genes
11708,830,1020,766,1036,872,750,1451,1025,2014,1065,1958,1261,SGO2
11709,2,0,0,0,0,0,7,8,16,7,13,10,GPBAR1
11710,369,398,377,476,375,348,99,81,144,99,110,145,FAHD2B
11711,89,68,73,83,74,61,55,48,66,45,94,40,RMDN2
11712,13,5,14,7,9,7,5,5,16,7,22,11,LINC00471
11713,644,657,547,723,667,485,578,458,757,410,662,500,MSL3P1
11714,22,24,34,34,34,17,18,15,17,10,15,26,ASPRV1
11715,368,404,380,374,386,315,274,211,325,210,296,249,WDSUB1
11716,58,91,77,102,96,70,34,18,48,24,11,24,LBX2-AS1
11717,38,32,33,23,22,29,35,29,55,39,44,43,GPR155
11718,1331,1139,1230,1335,1278,908,1267,1083,1592,1038,1774,1259,TTC14
11719,228,219,241,248,239,194,1418,1199,1806,1126,2422,1286,DTX3L
11720,952,1068,964,1193,1010,719,354,302,489,291,524,344,SGO1
11721,3,10,1,3,4,7,9,5,11,7,20,10,EFHB
11722,7,4,8,6,9,7,219,190,298,222,361,223,PPM1L
11723,0,0,0,0,0,0,100,54,101,68,120,69,WDR49
11724,0,0,0,0,0,0,332,266,448,239,440,291,LRRC34
11725,4,1,2,1,4,3,2,3,10,5,4,0,CCDC80
11726,3246,3083,3053,3265,3437,2644,1833,1373,2347,1420,2497,1744,CCDC12
11727,7,10,8,4,15,9,41,14,24,16,39,31,MB21D2
11728,2868,2918,2679,3094,2901,2382,2708,2214,3479,2130,4207,2383,PPP4R2
11729,726,921,672,994,861,705,1430,1108,2033,1160,1903,1493,XXYLT1
11730,290,302,233,312,314,213,655,553,846,505,1051,614,RNF38
11731,535,523,513,594,544,454,462,352,619,386,520,441,GLIPR2
11732,6,4,4,4,2,4,8,6,9,1,12,5,ZCWPW2
11733,1338,1506,1563,1587,1569,1215,988,751,1327,816,1446,882,CMC1
11734,2535,2329,2296,2691,2664,1915,1011,764,1294,833,1463,942,CCDC50
11735,162,163,147,170,144,115,160,148,193,109,182,126,SPICE1
11736,13,16,8,13,21,8,2,0,0,0,0,0,CMTM8
11737,106,122,110,123,100,102,53,38,53,38,71,56,NUDT16P1
11738,144,179,135,223,179,143,79,80,108,107,96,99,CIDECP1
11739,2,0,3,2,1,2,13,6,28,16,43,17,CNTN4
11740,26,26,40,22,29,24,1,0,0,0,0,0,IGSF11
11741,5,13,5,12,10,8,3,1,0,3,0,0,ZNF827
11742,472,453,423,537,468,367,179,132,239,141,259,172,NFXL1
11743,1165,1337,1101,1365,1209,1008,286,240,506,267,434,289,PAQR3
11744,0,2,0,0,0,0,51,26,47,20,38,16,SHISA3
11745,756,894,749,957,893,738,813,586,1082,685,951,797,SCFD2
11746,141,106,102,146,132,122,0,1,0,0,0,0,ZNF595
11747,0,0,0,1,0,0,15,8,18,8,9,8,FAM218A
11748,216,194,172,184,179,141,83,80,138,82,170,96,THAP6
11749,73,68,64,106,89,67,111,63,157,105,193,109,FAM53A
11750,545,506,598,579,498,416,378,307,503,375,523,386,PPM1K
11751,120,134,117,192,157,110,170,121,215,105,194,146,TRMT44
11752,1,2,1,13,4,6,1,2,1,0,1,0,RASGEF1B
11753,13,6,2,6,10,2,17,13,25,15,23,21,DAB2IP
11754,290,312,279,359,318,238,277,192,342,229,352,303,SLC38A9
11755,85,109,105,112,98,81,301,236,353,247,383,266,CREBRF
11756,417,455,402,533,443,322,575,439,780,467,874,516,CEP120
11757,5961,6123,5656,6491,6257,4865,4847,3725,6685,3824,7289,4639,TMEM167A
11758,771,761,711,764,781,621,497,397,632,389,760,438,MBLAC2
11759,1071,1078,978,1086,1082,919,338,309,509,301,475,372,TMEM161B
11760,654,667,641,698,700,494,347,329,518,281,564,342,SRFBP1
11761,3522,3305,2955,3779,3301,2749,3162,2314,4033,2627,4869,2843,ZMAT2
11762,886,841,802,849,872,680,0,1,0,1,1,1,BTNL9
11763,178,189,185,250,222,143,71,42,79,54,72,81,ARSK
11764,233,293,259,290,261,204,306,256,410,223,442,223,CCDC112
11765,1514,1320,1321,1698,1570,1177,515,402,641,427,738,489,PRELID2
11766,45,31,38,31,25,14,0,0,1,0,0,1,SH3RF2
11767,9,9,7,14,8,11,9,15,17,21,11,15,PLAC8L1
11768,4074,4314,3942,4784,4230,3336,450,325,531,326,614,365,RNF145
11769,1137,1336,1163,1521,1358,1045,589,432,657,427,699,491,SNRNP48
11770,564,526,555,640,661,468,19,14,17,4,9,14,CNKSR3
11771,490,359,360,402,391,329,301,233,402,286,495,262,MBOAT1
11772,1,0,1,1,4,3,5,15,23,6,28,15,PNLDC1
11773,425,402,435,394,369,340,4,0,1,2,1,1,RNF217
11774,827,894,870,1003,984,736,938,755,1474,753,1143,1085,CCDC167
11775,8,6,13,28,22,20,0,0,0,0,0,0,ABCA13
11776,64,83,65,77,67,79,319,237,441,232,479,295,BMT2
11777,201,237,194,256,226,149,13,6,15,7,11,14,154761
11778,14,13,13,14,21,21,0,0,0,0,5,0,CLEC2L
11779,2588,2742,2730,2751,2791,2031,2201,1819,3117,1672,2927,2147,FMC1
11780,1,1,1,3,1,0,13,19,26,16,34,15,AMOT
11781,2809,2703,2686,3245,3154,2441,1627,1357,2281,1495,2155,1766,VKORC1L1
11782,1290,1241,1195,1336,1272,1053,882,761,1149,756,1217,936,AMOTL1
11783,83,68,81,81,86,75,0,0,0,0,0,0,LINC00689
11784,78,62,52,64,63,55,3,2,6,8,1,3,IQUB
11785,599,572,537,619,560,434,34,27,37,25,20,31,KCTD7
11786,0,0,0,0,1,0,204,192,345,167,341,191,GIMAP8
11787,60,64,51,113,79,67,46,34,68,56,95,83,ZNF425
11788,62,51,50,37,42,24,96,74,127,70,101,57,155060
11789,1308,1336,1261,1461,1359,1051,629,461,815,409,711,516,ZNF746
11790,1975,1553,1469,1777,1632,1444,33,15,33,35,20,17,ATP6V0E2
11791,43,37,21,31,24,13,6,2,1,1,2,3,VPS37D
11792,1596,1504,1473,1695,1522,1322,1499,1229,1991,1213,2398,1325,RBM33
11793,949,967,869,1024,981,724,585,380,655,379,823,435,157247
11794,19,29,16,22,18,11,2089,1489,2362,1243,1748,1319,PRAG1
11795,1416,1401,1385,1598,1674,1362,1444,1223,2326,1472,2500,1856,CDCA2
11796,405,455,398,411,431,373,458,376,653,335,751,402,TMEM65
11797,1542,1620,1558,1755,1585,1284,284,279,455,255,491,282,RDH10
11798,677,718,592,761,739,550,546,416,735,528,805,549,ANKRD46
11799,450,516,520,570,539,415,739,543,877,648,1326,646,ESCO2
11800,45,20,31,15,27,18,74,68,88,66,87,86,FBXO16
11801,0,0,4,2,1,0,524,587,839,369,594,409,LINC00599
11802,9,19,7,6,7,8,14,12,17,6,20,17,LRATD2
11803,82,95,79,111,94,59,90,81,106,80,121,92,C8orf37
11804,166,192,150,199,200,126,339,248,445,283,482,308,VPS13B
11805,10,15,9,11,12,18,4,5,4,4,2,2,TDRP
11806,687,566,595,680,641,472,877,721,1018,628,1225,679,ERICH1
11807,12,11,11,9,10,11,9,6,6,1,2,5,TMEM74
11808,710,838,700,920,874,596,1909,1452,2434,1610,2950,1730,FAM91A1
11809,0,0,0,1,1,0,51,47,68,52,89,54,MCMDC2
11810,138,125,125,101,137,85,0,0,0,0,0,0,NKX6-3
11811,1023,1068,1023,1082,1029,860,576,466,739,439,742,488,CAMSAP1
11812,130,79,91,96,101,74,183,120,221,84,194,124,DOCK8-AS1
11813,17,15,23,17,27,11,23,6,20,6,27,14,C9orf163
11814,55,40,39,52,46,30,24,15,36,22,26,22,MAMDC4
11815,253,221,187,248,238,176,79,58,144,79,95,91,TTLL11
11816,18,15,15,8,12,14,15,7,22,22,25,18,HSD17B7P2
11817,6,9,3,5,6,5,20,21,25,23,38,30,TTC39B
11818,325,276,275,286,284,236,193,146,272,136,261,198,TRMT10B
11819,2139,2175,2221,2510,2274,1926,1096,888,1494,871,1599,1151,FAM120AOS
11820,129,136,120,122,135,94,156,92,131,85,166,85,KIAA2026
11821,286,300,271,277,264,252,337,245,483,285,473,319,KIAA1958
11822,734,678,690,882,794,610,536,423,704,458,802,422,TSTD2
11823,6,12,16,8,11,12,12,8,10,17,13,19,ZNF782
11824,1178,1006,1171,1119,1175,959,0,0,0,0,0,0,CSAG1
11825,8,10,9,11,9,5,0,0,0,0,0,0,FMR1NB
11826,38,26,24,19,19,13,3,0,5,3,10,5,USP27X-AS1
11827,215,166,164,135,156,105,141,122,185,91,166,109,ZXDB
11828,121,134,116,148,177,89,166,153,251,149,290,207,MOSPD2
11829,0,0,0,0,0,0,17,10,34,25,36,23,RHOXF1
11830,96,107,88,100,122,127,1080,725,1351,723,1245,878,NKAPP1
11831,11,19,9,10,16,3,0,0,0,0,0,0,MAGEB6
11832,33,20,26,24,30,20,6,3,6,4,2,6,CXorf65
11833,98,90,80,92,95,61,56,42,79,35,37,35,USP51
11834,48,46,46,61,56,55,359,280,405,306,406,319,158960
11835,384,405,380,463,427,372,724,575,1026,564,1084,741,CXorf38
11836,2111,1957,1860,2206,1948,1477,1708,1339,1940,1290,2542,1469,FAM122B
11837,188,227,203,265,223,161,132,95,147,105,146,111,FAM122C
11838,235,295,249,335,286,248,180,117,205,107,209,156,USP54
11839,159,178,198,169,155,134,67,55,82,44,71,49,SLC35G1
11840,6,6,4,12,5,5,6,4,10,8,17,8,CFAP58
11841,4,5,3,12,10,5,0,0,0,0,0,0,DEUP1
11842,39,46,41,42,34,43,2,2,3,1,1,2,TMTC2
11843,0,0,0,0,0,1,135,106,175,106,222,118,CLEC12A
11844,1,0,3,2,1,1,635,415,870,443,654,474,CLECL1
11845,326,425,370,423,373,270,129,72,146,81,146,116,TMTC3
11846,146,141,138,141,131,89,375,366,567,312,583,414,ALDH1L2
11847,325,328,307,348,324,277,2,4,0,6,6,4,DENND5B
11848,36,36,38,36,44,24,1,3,3,3,2,1,GRASP
11849,65,92,88,100,97,83,72,70,92,65,78,87,PPTC7
11850,117,155,158,157,139,145,304,232,441,278,481,333,DGKH
11851,0,0,0,0,0,0,10,10,13,10,11,11,CCDC122
11852,327,321,322,386,334,249,502,425,710,420,685,517,GPR180
11853,1,0,0,1,0,1,270,200,300,172,323,197,TMEM229B
11854,4,10,9,4,10,4,12,6,9,11,18,13,SYNE3
11855,18,4,5,1,9,3,1,2,5,1,3,3,MDGA2
11856,1288,1019,1003,1099,1048,992,2064,1470,2303,1614,2857,1873,NOP9
11857,155,184,145,221,199,149,0,0,0,0,0,0,CFAP161
11858,7,6,9,5,7,6,4,9,4,6,13,6,DNAAF4
11859,27,29,23,15,25,22,7,4,5,3,16,6,CSNK1A1P1
11860,945,1159,905,1156,1148,845,0,1,0,0,1,1,SPRED1
11861,2,1,0,0,0,0,3,5,12,3,3,2,ODF3L1
11862,45,43,40,40,46,37,23,14,11,19,19,16,PGBD4
11863,816,838,751,934,887,699,342,261,499,285,447,359,ADAL
11864,10,4,6,9,10,11,10,2,9,7,17,3,FSIP1
11865,280,215,259,328,246,203,349,220,345,187,318,261,ZFPM1
11866,135,99,117,112,113,86,39,47,77,36,72,49,ITPRIPL2
11867,265,250,257,192,202,176,179,132,196,127,212,133,ZFP1
11868,4,4,1,1,4,0,27,22,52,31,42,33,SLFN5
11869,528,475,486,504,518,491,898,643,1151,720,1397,852,RETREG3
11870,13,24,19,19,18,25,37,38,49,32,56,31,RHBDL3
11871,10,3,8,8,8,3,16,14,11,11,15,12,TRPV3
11872,14,0,11,9,7,1,222,263,315,214,499,287,USP32P1
11873,119,143,118,182,139,100,170,149,212,144,241,167,ZNF519
11874,245,278,230,294,289,210,286,242,460,306,542,330,C18orf54
11875,195,162,158,147,154,130,0,0,0,0,0,0,ZNF600
11876,680,745,636,696,668,538,14,11,14,6,6,10,ZNF320
11877,35,29,21,28,39,23,51,47,81,46,36,46,ZNF497
11878,50,44,56,51,60,42,271,223,362,205,300,210,ZNF550
11879,91,115,93,83,84,68,405,272,442,241,278,272,ZNF296
11880,1317,1139,1038,1157,1217,986,773,588,1033,537,854,721,DEDD2
11881,21,24,25,32,31,22,2,2,1,1,6,1,OR7D2
11882,300,265,279,269,240,212,385,270,462,252,357,325,ZNF579
11883,276,222,201,248,216,171,584,378,588,391,624,512,ZNF791
11884,101,106,94,115,106,96,268,181,332,243,360,283,ZNF564
11885,24,22,19,16,9,4,5,7,9,4,4,10,ZNF709
11886,14,14,11,8,13,5,0,0,0,0,1,0,ZNF433
11887,1,1,0,2,0,1,131,122,219,73,169,99,ZNF114
11888,64,103,94,134,120,81,234,143,265,132,276,206,ZNF567
11889,13,19,7,7,12,11,18,12,28,15,24,17,ZNF383
11890,5,6,10,6,7,8,1,1,0,0,0,0,ZNF781
11891,1257,1294,1116,1258,1271,976,1161,942,1458,934,1723,1071,EID2
11892,127,154,121,174,140,98,173,173,310,180,312,176,ZNF780B
11893,150,78,97,78,94,80,48,32,62,31,39,36,PRR22
11894,462,493,414,441,425,339,597,509,958,491,927,528,ZNF100
11895,0,7,5,10,2,2,3,4,3,1,8,7,ZNF540
11896,749,724,682,746,807,600,1571,1218,2133,1283,2055,1700,DENND1B
11897,8403,7972,7137,9198,8472,6858,3385,2713,4501,3002,5409,3542,TOR1AIP2
11898,32,26,28,21,19,16,1387,997,1617,1031,1550,1281,CITED4
11899,865,998,878,1038,953,758,399,365,674,300,645,421,SASS6
11900,2743,3068,2764,3155,2963,2228,423,378,619,394,740,464,SDE2
11901,751,764,734,899,768,670,197,165,237,150,264,189,CNST
11902,21,16,24,23,30,11,0,0,0,0,0,2,HFM1
11903,272,165,173,138,174,163,228,152,206,146,345,134,PAQR7
11904,27,25,24,29,30,24,10,9,11,5,8,3,CCDC116
11905,0,1,0,0,1,3,91,88,138,81,151,97,APOBEC3H
11906,787,773,819,913,868,596,4,4,2,3,6,5,LONRF2
11907,1174,1008,993,1067,1074,796,296,173,347,159,364,209,CCDC138
11908,3,3,3,3,8,5,13,5,10,7,15,16,ADGRF3
11909,0,0,0,0,0,0,50,38,57,44,77,53,OXER1
11910,1027,941,991,985,988,662,133,112,171,125,257,125,UBXN2A
11911,2,2,3,2,2,0,57,60,78,35,104,68,PARP15
11912,1146,1342,1223,1381,1268,1030,549,473,750,469,880,530,RNF168
11913,4,2,3,1,1,0,69,45,45,39,80,45,CHST13
11914,926,840,835,1041,959,638,437,378,543,348,593,464,SPATA5
11915,94,88,87,60,62,54,43,32,55,30,55,49,BBS12
11916,2,3,5,3,4,0,415,282,414,309,596,314,ADGRA3
11917,23,21,22,19,16,14,210,137,241,183,268,201,MMAA
11918,44,63,30,58,48,35,61,42,62,64,87,42,ZBTB49
11919,277,297,291,306,298,192,246,207,376,246,384,267,TIGD2
11920,16,16,15,20,17,18,4,13,6,6,8,6,RASSF6
11921,515,556,520,540,514,415,101,109,180,102,194,113,MIER3
11922,0,0,0,0,0,0,29,33,48,31,53,36,UGT3A2
11923,898,1207,973,1228,1113,732,788,702,1081,731,1251,748,TENT2
11924,2987,2779,2559,3057,3008,2292,2359,2024,3255,2136,4095,2489,DCP2
11925,1,1,1,0,0,0,25,17,39,11,35,26,ZNF366
11926,7,5,14,5,2,4,23,25,32,14,21,15,FAM151B
11927,11,13,18,18,22,16,8,19,9,3,12,3,LCA5
11928,533,549,488,547,564,451,627,495,850,549,1028,699,ZNF92
11929,1977,1797,1669,1800,1774,1447,729,544,836,533,1088,554,THAP5
11930,2303,2350,2367,2214,2052,1502,256,189,302,175,360,209,CCDC71L
11931,140,113,133,116,124,94,2,4,6,9,9,8,ZNF467
11932,1190,1026,1043,909,1007,740,727,566,922,495,888,609,ZNF800
11933,910,1079,888,955,872,735,244,191,277,169,393,176,TMEM64
11934,38,15,14,19,22,22,76,45,91,57,87,81,ZNF596
11935,759,808,732,870,825,565,269,194,314,209,376,267,QSOX2
11936,4,4,4,4,2,6,11,10,32,8,11,7,ZNF169
11937,9,16,21,11,9,7,0,1,0,1,0,1,TENT5D
11938,94,92,102,103,85,61,1,3,2,1,1,5,SPIN3
11939,119,104,88,87,112,79,82,59,87,69,102,50,TCEANC
11940,25,17,28,30,12,12,15,2,14,4,1,7,ARX
11941,1167,1045,1080,1296,1169,929,10,4,13,12,11,11,TMEM273
11942,123,159,119,146,148,108,24,19,43,18,43,21,FUT11
11943,151,182,166,183,168,153,703,559,967,450,709,563,PWWP2B
11944,1800,1980,1799,2649,2084,1494,2609,2109,3667,2226,3126,2736,SSBP4
11945,0,0,0,0,0,0,132,91,149,103,121,128,ACTL10
11946,1248,1258,1300,1334,1390,1024,493,389,671,395,675,513,DHX36
11947,4,0,4,3,2,4,166,106,235,159,186,140,GIMAP1
11948,1755,1984,1663,1902,1897,1402,4808,4102,8088,4206,7628,5538,COMMD6
11949,1,0,0,0,0,0,14,7,6,15,10,10,ADAMTS17
11950,17,29,12,8,20,7,0,0,0,0,0,0,KCNG3
11951,1011,1527,1121,1599,1325,962,3623,2920,5125,2918,3697,3621,PPP1R18
11952,214,185,172,140,158,126,8,3,5,10,5,5,ZNF525
11953,124,128,103,78,104,73,84,74,134,66,120,82,ZNF431
11954,740,658,609,831,714,591,203,154,270,193,328,202,ZNF721
11955,552,449,517,518,434,343,524,422,559,424,523,410,ZNF384
11956,2021,2018,1835,2310,2161,1656,1454,1162,1945,1124,1816,1311,ASXL1
11957,98,92,68,85,75,73,22,10,18,9,8,14,RHOV
11958,156,118,156,170,165,116,109,96,149,95,145,102,DSTNP2
11959,17,11,17,27,8,10,26,15,29,21,52,25,171391
11960,79,60,82,67,103,65,108,78,138,89,109,102,ZNF675
11961,26,29,20,43,35,26,210,192,302,223,348,224,CLYBL
11962,2665,2947,2528,2918,2895,2200,2715,2165,3623,2300,4393,2650,SPTSSA
11963,13,3,2,6,5,10,26,19,39,25,32,31,PTCRA
11964,2162,1932,1879,2076,1966,1608,1486,1091,1954,1160,1664,1419,POLR3H
11965,259,405,343,414,392,249,245,136,262,152,408,165,ABHD3
11966,6106,6836,6769,7181,6704,5164,2960,2284,3562,2358,4439,2616,PGAM5
11967,4793,5440,4637,6708,5866,4538,4866,3714,6870,4628,5464,5203,HIGD2A
11968,125,135,109,159,153,123,62,61,112,102,140,91,AGO3
11969,169,171,150,207,186,144,899,690,1146,680,1312,859,AGO4
11970,2,2,4,2,6,5,98,78,149,94,141,96,SCAMP5
11971,932,821,799,777,876,630,287,203,360,222,347,257,PRXL2C
11972,589,546,491,459,438,338,873,688,910,555,1320,680,ZNF367
11973,398,410,381,483,417,333,663,530,962,534,1088,731,METTL15
11974,55,85,66,63,69,64,104,77,131,54,75,79,MPZL3
11975,665,815,664,1039,950,732,578,469,782,507,740,602,IMMP1L
11976,391,379,400,398,385,359,6258,4786,7859,4786,9134,5737,RILPL2
11977,246,230,237,238,239,208,226,143,253,152,317,158,AMN1
11978,0,2,1,0,0,0,144,87,146,101,191,102,METTL7B
11979,535,584,555,654,619,471,321,280,377,267,489,290,ZFC3H1
11980,411,401,332,467,409,396,315,255,462,292,543,315,EEF2KMT
11981,82,114,110,120,95,83,355,311,498,306,490,345,DCP1B
11982,527,587,570,714,585,465,399,322,433,363,770,319,ANO6
11983,1092,1128,1099,1265,1225,981,1781,1425,2438,1532,2375,1795,ARID2
11984,420,470,398,485,451,390,1,2,2,1,2,0,VSTM4
11985,160,133,127,166,161,122,241,199,354,212,333,240,PAOX
11986,141,178,155,200,167,122,42,33,66,40,71,33,FAM24B
11987,25,26,22,31,32,23,27,32,52,38,28,26,LINC00638
11988,11,3,3,4,8,2,3,3,5,2,7,2,FAM227B
11989,557,571,538,615,512,400,216,141,207,121,358,154,UBR1
11990,1,2,2,1,0,0,10,15,21,9,21,9,PATL2
11991,46,39,27,52,37,38,78,46,69,44,63,42,SNAI3-AS1
11992,30,18,14,15,14,5,2,1,0,0,0,0,LINC00311
11993,326,283,285,353,309,247,228,143,308,184,274,220,FCSK
11994,8,5,7,11,10,4,110,98,157,112,123,144,MLKL
11995,56,52,47,61,57,44,17,16,42,19,31,24,ZNF778
11996,93,104,96,99,80,82,173,154,264,130,201,212,ACSF3
11997,88,111,73,136,111,61,1036,1017,1515,938,1669,1134,WDR90
11998,1,2,2,2,2,2,204,168,353,143,351,192,NLRC3
11999,1549,1768,1493,2046,1819,1568,2466,1744,3149,1932,2847,2517,NSMCE1
12000,433,371,351,381,340,268,329,218,449,222,339,267,ZNF48
12001,0,0,0,1,0,0,76,25,70,30,53,41,LKAAEAR1
12002,0,1,2,0,1,0,370,318,543,310,581,428,MCEMP1
12003,213,218,200,314,298,237,562,495,954,530,883,737,ZNF627
12004,11,11,10,5,7,3,2,0,0,0,0,1,DAND5
12005,239,183,224,182,201,153,453,388,609,390,688,499,ZNF585A
12006,88,65,83,54,65,51,27,22,23,17,24,16,CADM4
12007,94,71,98,110,100,70,131,102,171,88,148,129,THAP8
12008,149,169,116,177,171,124,380,276,446,279,426,297,U2AF1L4
12009,122,96,105,118,126,104,6,1,4,9,0,5,ZNF626
12010,92,68,78,76,71,48,55,36,64,40,56,51,ADM5
12011,568,628,539,613,617,502,288,157,361,203,360,235,ALG14
12012,228,263,240,345,266,199,170,120,178,151,213,162,FAM76A
12013,988,963,926,1138,1008,873,772,512,839,535,880,613,TMEM201
12014,922,886,811,1041,938,779,581,404,640,423,624,553,FAAP20
12015,587,554,527,620,568,260,135,93,145,63,190,114,CC2D1B
12016,175,227,179,276,261,198,274,222,319,204,307,230,NBPF11
12017,1074,1275,1120,1493,1356,1045,2185,1559,2781,1745,2505,2015,TXLNA
12018,4,4,3,2,2,2,26,26,30,20,43,28,TCTEX1D1
12019,5757,4102,4880,4598,4746,3926,1829,1402,2571,1527,2157,2040,KRTCAP2
12020,197,331,293,407,278,56,53,41,55,35,76,20,CRTC2
12021,700,692,655,919,855,625,410,309,486,359,548,452,IBA57
12022,23,22,34,22,39,17,2,4,5,2,5,4,LINC00656
12023,14,11,12,13,8,10,136,131,222,77,143,103,LINC00528
12024,16,9,8,7,5,15,7,0,13,5,10,10,RNF215
12025,106,124,84,107,146,120,96,59,120,81,124,99,APOBEC3F
12026,11,23,16,12,16,17,33,42,49,40,48,47,ALMS1P1
12027,398,454,449,496,447,279,487,390,537,375,786,357,TET3
12028,28,32,30,40,23,21,17,11,7,10,13,18,ANKRD23
12029,10,9,12,13,6,5,61,41,65,37,66,46,APLF
12030,489,492,409,509,475,328,1338,1153,1835,1121,2209,1272,PIKFYVE
12031,16,13,18,33,15,21,10,11,27,18,19,17,KRTCAP3
12032,110,107,103,119,122,78,79,72,100,37,138,66,TMEM17
12033,607,832,631,781,670,539,342,254,434,270,401,268,SPRED2
12034,96,84,61,71,79,33,45,48,72,31,87,53,TIGD1
12035,114,113,97,108,110,78,0,0,0,0,0,0,C3orf67
12036,122,114,118,91,126,76,54,50,76,47,74,56,KCTD6
12037,35,41,28,43,36,24,0,1,1,2,3,0,LIPH
12038,196,256,224,218,227,167,103,76,121,94,169,92,ARL13B
12039,124,119,107,115,105,108,368,272,450,312,560,307,DHFR2
12040,3833,3092,3122,3078,3102,2387,7038,4988,8498,5126,9830,6003,RPL22L1
12041,4609,4596,4384,5150,4721,3983,2505,2152,3710,2164,4135,2610,FBXO45
12042,1153,1101,1103,1374,1112,908,3,4,5,0,6,2,KLHDC8B
12043,4,4,1,3,3,2,6,13,13,8,15,17,MUC20
12044,20,35,19,40,34,16,15,10,31,12,21,21,TVP23C
12045,3981,5344,3989,5338,5120,3697,5199,4204,7698,4306,6520,5155,CENPV
12046,725,728,676,841,758,603,631,485,788,482,864,513,FLCN
12047,839,849,772,728,695,543,1325,1048,1786,835,1316,873,PLD6
12048,29,17,22,36,21,18,640,480,792,436,638,505,ARHGAP27
12049,2,1,1,2,2,4,15,14,11,15,13,9,ZNF385C
12050,121,84,95,112,101,84,112,78,128,90,175,100,LYRM9
12051,7218,7455,6757,7704,8397,6653,2158,1795,3164,1813,2446,2288,CENPX
12052,122,113,106,162,156,103,536,301,449,330,511,298,LRRC45
12053,274,224,229,308,249,201,1074,795,1244,827,1909,934,SLC39A11
12054,153,123,133,147,142,99,129,85,176,102,209,90,AMZ2P1
12055,1149,1032,1059,1228,1187,922,2078,1462,2322,1392,2331,1608,TRIM65
12056,1037,940,957,1128,1073,844,1500,1155,1835,1212,1654,1484,UNC13D
12057,128,109,100,102,111,96,37,27,39,28,67,36,RDM1
12058,0,0,0,0,0,0,1160,895,1646,929,1247,1302,SPNS3
12059,5,8,6,7,4,4,30,16,34,26,31,18,FBXO15
12060,1124,943,839,849,1030,901,659,503,739,489,1070,533,RAB12
12061,527,471,442,538,448,398,355,258,443,255,425,333,ZNF584
12062,0,4,0,2,2,1,12,5,16,8,9,9,HACD2
12063,4663,4511,4310,5499,4680,3698,5439,4463,7906,4938,9377,5550,STT3B
12064,1435,1408,1347,1334,1380,1065,1260,1075,1679,973,1860,1157,PDE12
12065,348,329,310,399,343,264,686,545,903,537,927,597,DENND6A
12066,1153,1246,1202,1187,1168,909,1361,1077,1702,947,1970,1053,C4orf46
12067,998,1058,871,937,857,770,0,2,1,2,7,1,SLC10A4
12068,1,2,4,0,1,1,477,454,692,416,613,421,TMEM154
12069,3,2,3,1,3,3,52,22,59,33,59,41,LINC00504
12070,109,92,87,111,103,113,735,569,916,559,1283,778,SMIM14
12071,1017,989,981,1085,1102,793,1292,1036,1673,1037,1699,1248,TMEM192
12072,2032,1996,1752,2085,1991,1605,1173,973,1456,923,2045,1090,RWDD4
12073,350,496,417,476,422,298,540,415,740,410,653,561,PRIMPOL
12074,656,723,737,735,751,590,362,263,453,310,563,279,TAPT1
12075,71,77,71,91,84,69,78,85,158,111,140,109,DNAJC18
12076,5,3,5,3,6,8,7,5,13,7,9,8,202181
12077,276,195,208,219,217,141,432,296,604,331,569,404,CCDC125
12078,1,0,0,0,0,0,76,64,93,32,81,52,GAPT
12079,16,10,12,9,15,12,13,5,4,0,3,3,CMYA5
12080,13,11,24,33,17,28,24,8,16,14,27,16,OSTCP1
12081,2730,2692,2587,2770,2988,2354,293,206,399,252,322,296,TRIM39-RPP21
12082,1664,1485,1337,1636,1511,1219,265,190,372,197,312,264,PAXIP1-AS1
12083,2,2,0,2,3,4,10,9,8,0,5,4,TMEM184A
12084,156,91,141,181,121,100,394,334,590,349,471,469,ADCK5
12085,8,6,14,14,10,6,191,119,259,165,259,165,TSNARE1
12086,49622,55281,48748,65410,57957,43662,45647,36831,62569,40839,57982,47160,TUBB
12087,953,729,821,823,823,644,1183,803,1394,836,1469,1121,R3HCC1
12088,629,649,666,701,679,543,337,335,463,260,452,307,TMEM268
12089,189,195,167,170,203,109,413,338,595,224,544,271,C9orf72
12090,0,0,0,0,3,3,8,6,7,4,14,15,CCDC171
12091,811,842,822,883,774,641,524,456,655,407,626,374,NAIF1
12092,375,416,367,442,402,314,101,117,142,105,102,119,FAM219A
12093,268,179,252,214,220,198,644,381,662,351,592,490,CCDC107
12094,795,815,699,885,823,620,194,186,300,245,281,210,ANKS6
12095,17,23,30,28,16,13,775,611,1145,727,1022,844,SUSD3
12096,62,50,63,37,50,41,0,0,0,0,0,0,CT83
12097,52,65,44,55,62,40,168,177,239,153,287,157,SLC25A43
12098,0,0,0,0,0,0,10,5,6,3,11,3,RTL3
12099,321,342,322,280,299,205,198,152,217,128,261,177,INTS6L
12100,42,48,53,51,36,32,14,23,27,24,48,42,ZNF449
12101,5329,5353,4825,6256,5800,4604,6683,5401,8906,5461,10921,6333,VMA21
12102,53,52,49,47,54,30,0,1,0,1,1,0,ANO5
