,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4-11_DMSO_rep-1,MV4-11_DMSO_rep-2,MV4-11_DMSO_rep-3,MV4-11_JQ1_rep-1,MV4-11_JQ1_rep-2,MV4-11_JQ1_rep-3,genes
5801,479,448,491,510,460,330,1006,736,1100,767,1190,968,WDTC1
5802,6733,6233,5762,6939,6706,5258,3991,3059,4901,3285,5948,3780,XPO7
5803,500,580,504,622,591,438,375,296,487,274,530,337,MON2
5804,1666,1596,1569,1809,1731,1256,1822,1341,2012,1340,2710,1493,PDXDC1
5805,316,342,319,380,418,306,0,0,0,0,0,3,TNIK
5806,388,322,293,379,361,288,436,361,632,372,610,454,KIF21B
5807,488,585,585,733,638,495,1192,965,1378,939,1764,1088,PDS5B
5808,137,139,132,160,151,119,4364,3391,5057,3645,6597,3909,FNBP1
5809,964,881,861,987,952,740,844,777,1283,808,1275,949,SMG1
5810,284,351,303,335,345,263,630,489,815,535,902,625,ZHX3
5811,975,782,794,899,945,792,316,299,442,258,582,322,ENDOD1
5812,655,583,563,660,640,525,485,351,542,336,601,385,ZSWIM8
5813,1458,929,1103,1083,1152,849,1338,919,1412,1004,1954,988,NCOA6
5814,0,0,1,1,0,0,2,2,11,4,14,7,NMNAT2
5815,242,233,229,273,282,195,497,431,644,409,674,478,CLUAP1
5816,491,610,534,613,544,392,164,105,155,98,206,116,ZNF609
5817,910,945,886,1093,998,795,2167,1724,3055,1810,2513,2345,TBC1D9B
5818,3015,2699,2612,2926,2775,2321,2617,2049,3380,2001,3477,2418,GGA2
5819,1822,1978,1726,2240,2126,1652,2393,1872,3013,1930,3526,2176,WAPL
5820,1285,1267,1217,1420,1382,1040,1348,1119,1737,1145,1922,1282,SETX
5821,1291,1404,1273,1654,1413,1216,1266,947,1647,1015,1744,1361,EMC1
5822,499,448,416,540,500,415,5,8,6,5,13,6,CAND2
5823,1358,1471,1266,1419,1287,1008,2256,1883,3115,1658,3138,1987,SETD1B
5824,1729,1881,1576,1854,1857,1519,547,407,676,428,714,437,CMTR1
5825,2531,2424,2363,2562,2431,1909,2382,1991,3210,2003,3721,2581,ERP44
5826,1,0,0,0,0,0,14,10,16,20,12,11,HECW1
5827,215,234,188,266,202,155,281,236,305,188,442,269,UHRF1BP1L
5828,73,56,48,88,74,59,612,439,800,443,832,556,SWAP70
5829,3944,4072,3552,4862,4256,3369,2758,2238,3751,2478,4628,2846,RRP1B
5830,449,343,426,439,473,352,1377,1160,2000,1200,2212,1515,MYCBP2
5831,291,287,268,293,290,188,153,127,255,150,235,182,VWA8
5832,1700,1670,1528,2060,1869,1387,991,729,1212,741,1459,856,AVL9
5833,178,256,205,245,217,141,198,180,301,203,315,211,KDM4C
5834,1255,939,909,960,939,714,841,607,947,603,818,675,PPRC1
5835,225,268,235,277,292,209,583,422,758,493,778,599,ERC1
5836,438,360,376,386,450,305,2,2,13,3,11,3,EXPH5
5837,418,429,400,467,426,376,949,805,1172,735,1248,858,TRIM35
5838,15,13,25,28,30,17,2,2,0,1,1,1,PEG10
5839,5,2,3,9,7,5,12,11,15,12,17,21,ZC3H13
5840,23,27,25,11,21,12,985,788,1313,872,1458,980,ARHGAP26
5841,140,138,136,215,157,114,364,295,448,312,423,378,TTLL5
5842,86,72,66,101,62,45,259,224,266,245,384,220,SIPA1L3
5843,1095,894,984,1109,1052,829,160,123,198,131,255,171,KIF1B
5844,779,727,651,695,718,552,147,115,171,139,156,122,IQSEC2
5845,114,136,146,159,155,123,1325,1132,1752,1163,2342,1357,CDK19
5846,7,2,4,3,2,0,13,2,12,6,2,5,SARM1
5847,1104,988,907,1153,1089,852,770,629,1093,705,1163,772,ZBTB43
5848,157,175,154,169,155,128,904,664,1214,669,980,783,TBC1D2B
5849,6094,6046,5044,6384,6041,4907,4295,3570,6400,3720,6998,4576,MRPS27
5850,29,22,14,21,12,18,203,171,245,148,382,217,RAP1GAP2
5851,30,25,24,42,20,18,79,46,124,67,91,80,DDN
5852,2107,1764,1785,1787,1781,1438,4627,3436,5507,3358,6518,3829,SPART
5853,882,728,837,890,916,754,2474,1856,3023,2274,3647,2864,TNRC6B
5854,84,47,59,73,80,51,174,123,167,136,216,132,CUL9
5855,4,7,2,16,3,1,0,0,1,1,0,0,NFASC
5856,46,35,34,49,59,38,64,46,81,68,103,53,TOGARAM1
5857,8,6,6,10,10,7,12,3,11,8,2,4,NPIPB3
5858,1531,1513,1411,1604,1553,1121,1016,795,1329,726,1565,848,TAB2
5859,10584,10734,10105,11313,10737,8315,899,728,1208,746,1258,935,HIC2
5860,1316,1514,1199,1806,1435,1142,1170,968,1643,1054,1913,1211,CLASP2
5861,314,366,345,458,425,293,534,311,553,367,513,388,CAMTA2
5862,677,801,722,997,800,576,880,773,1375,789,1179,961,POGZ
5863,1503,1447,1377,1617,1500,1138,236,198,272,203,292,210,COLGALT2
5864,135,113,105,151,120,111,1164,889,1397,924,1281,1065,PLXND1
5865,475,518,444,569,551,423,505,362,617,375,723,485,ATG2A
5866,656,649,600,618,602,506,694,541,925,588,1020,710,GPATCH8
5867,703,656,651,757,653,544,939,767,1054,768,1357,881,RAD54L2
5868,1109,1362,1040,1496,1207,1040,714,736,1117,696,1323,808,PHF8
5869,161,165,159,163,145,110,361,256,422,241,360,263,KDM6B
5870,302,318,254,354,321,257,1208,1030,1636,1119,1657,1265,EPB41L3
5871,1529,1438,1232,1353,1432,1100,1663,1314,1984,1326,3170,1406,SMC5
5872,155,111,123,96,114,102,3,7,1,2,6,2,N4BP3
5873,403,381,350,457,376,284,115,91,162,93,178,156,MAST2
5874,385,293,260,353,340,251,965,711,1177,787,1234,854,ZZEF1
5875,1347,1350,1238,1577,1433,1027,1358,1116,1746,1174,1958,1152,ANKLE2
5876,640,609,541,653,623,489,473,446,691,430,761,547,DCUN1D4
5877,143,159,79,164,131,98,431,271,550,312,556,398,LRCH1
5878,416,292,343,358,351,229,360,287,393,258,377,334,ZC3H3
5879,100,135,128,172,148,89,431,296,522,344,424,388,FCHO1
5880,3,0,1,4,2,2,45,38,50,28,49,32,FRMD4B
5881,439,566,455,663,572,255,893,630,645,617,1528,538,GRAMD4
5882,721,600,575,732,642,542,1228,1017,1635,958,1379,1171,CIC
5883,914,856,850,851,940,667,545,422,566,436,698,511,NCDN
5884,1602,1572,1599,1705,1669,1295,211,157,300,196,320,233,CLCC1
5885,1726,1575,1477,1816,1790,1416,5420,4573,7540,4665,7632,5857,SEPTIN6
5886,5692,5758,5775,5690,5700,4577,2782,2185,3729,1960,3582,2455,WDR43
5887,640,572,566,688,692,481,405,348,548,306,578,362,SNX13
5888,273,224,234,299,291,210,241,220,319,223,261,217,MAPK8IP3
5889,1924,2023,1863,2441,2254,1700,1178,1093,1799,1135,1578,1275,GGA3
5890,795,1125,878,1250,1094,786,1853,1627,2953,1758,2522,2261,MPRIP
5891,7575,9570,8117,10531,9634,6899,1856,1586,2560,1684,2832,1771,NUP205
5892,881,949,837,1011,926,695,2144,1777,2877,1925,3798,2100,EFR3A
5893,3532,2939,2969,3005,2809,2682,2768,1991,2922,2151,4269,2423,RTF1
5894,949,979,869,982,938,760,555,430,771,439,834,536,SLC35D1
5895,2279,2659,2347,3297,2832,2003,2721,2101,3584,2151,2936,2707,TTLL12
5896,600,576,488,605,588,428,787,643,1167,739,1581,879,GPD1L
5897,540,570,557,605,553,478,757,650,1104,611,906,754,ABRAXAS2
5898,2662,2090,2092,2249,2199,1777,2877,2129,3425,2196,4018,2475,METAP1
5899,385,363,306,441,405,293,426,245,414,284,624,346,ZCCHC14
5900,1563,1542,1440,1625,1595,1248,575,422,748,532,794,589,LPIN1
5901,2158,2868,2420,3207,2643,1968,1032,890,1321,895,1468,888,SEPTIN8
5902,295,259,271,303,307,264,489,393,638,421,658,512,CEP68
5903,220,270,217,299,279,213,586,431,772,474,790,594,PASK
5904,3,0,5,3,0,0,143,156,215,87,138,146,RGL1
5905,1,0,0,0,0,0,1551,1360,2299,1377,2338,1665,RFTN1
5906,371,305,292,341,338,282,451,380,551,346,736,453,DIP2A
5907,4175,4002,4008,4718,4447,3742,2311,1926,3060,2029,3474,2471,MESD
5908,2978,3249,2892,3613,3159,2368,3056,2261,3786,2248,4070,2709,LARP4B
5909,1261,1270,1203,1509,1385,1070,1632,1276,2021,1412,2528,1466,RCOR1
5910,477,486,444,606,518,398,97,74,101,84,104,88,PHLDB1
5911,25,39,28,36,33,33,137,138,249,95,147,101,KANK1
5912,1624,1901,1679,1845,1767,1359,1678,1281,2199,1398,2638,1545,UBXN4
5913,845,933,815,1016,941,721,743,630,1091,640,888,766,CYFIP1
5914,1646,1426,1385,1677,1518,1286,1902,1205,2059,1420,2277,1517,ATG4B
5915,10253,10163,8993,9922,10585,8844,9232,7198,10009,6880,16417,8087,GANAB
5916,1170,1181,1186,1538,1374,1014,896,779,1519,832,1288,1003,MDN1
5917,10873,10447,9591,11556,11189,9186,15518,12270,19312,12940,26764,14468,FAM120A
5918,1985,2257,2087,2472,2329,1780,1350,1061,1784,1121,2006,1415,FAF2
5919,4542,4117,3897,3851,4068,3016,2232,1620,2454,1612,3417,1792,PSME4
5920,5455,5278,4955,5541,5005,3989,1724,1424,1983,1297,2582,1433,GSE1
5921,1635,2044,1726,2173,1841,1443,814,645,1095,657,1395,757,ATP11B
5922,117,151,105,131,125,81,331,266,413,280,466,296,FAM168A
5923,1765,1952,1871,2448,2158,1533,1429,1072,1925,1118,1448,1499,PMPCA
5924,5549,8008,6233,10007,8176,5728,7747,6599,11738,7636,10869,8260,ARL6IP1
5925,831,850,756,997,967,672,803,566,853,606,1126,716,PLEKHM2
5926,5,5,3,2,3,2,139,114,178,113,197,118,SYT11
5927,3,8,3,6,8,8,9199,7648,13161,8413,13660,10144,MLC1
5928,1966,1746,1821,1793,1824,1337,631,501,817,401,682,550,JMJD6
5929,2214,2734,2309,3047,2761,2056,3744,2918,5106,2916,4506,3548,ZC3H4
5930,3227,2309,2552,2125,2308,1926,2975,2003,2982,1757,3119,2004,RRS1
5931,2773,3166,2766,3882,3379,2477,1939,1562,2472,1590,2157,1857,XPO6
5932,7676,6489,6325,6712,6644,5329,3995,3131,5004,3090,6166,3596,PRRC2C
5933,771,742,660,948,807,645,1771,1379,2339,1360,2424,1792,TBC1D1
5934,428,515,455,720,572,361,630,475,732,440,567,528,NBEAL2
5935,1368,1528,1316,1584,1687,1193,630,571,914,581,844,633,FBXO28
5936,2,1,6,2,2,2,3100,2470,4504,1840,3377,2243,DTX4
5937,132,96,96,112,133,109,927,700,959,590,1088,846,RHOBTB2
5938,1823,1722,1714,1991,1819,1499,1313,995,1574,1055,1618,1190,RRP12
5939,5037,4789,4735,5559,4965,3946,6274,4984,7939,5189,8764,5888,NUP210
5940,202,170,176,198,183,138,24,13,24,8,24,10,PLCL2
5941,0,2,4,1,3,3,235,212,343,202,404,236,ARHGEF9
5942,521,571,590,600,549,366,588,471,831,502,824,582,VPS13A
5943,1036,923,884,947,920,808,820,507,992,608,1650,654,SEL1L3
5944,146,164,161,146,192,110,127,131,181,102,186,126,TBC1D12
5945,46,42,42,70,44,41,45,59,79,73,85,83,EXOC6B
5946,12081,12369,11889,14237,13190,10217,3748,2956,5060,3050,4734,3681,DNAJC9
5947,549,520,532,587,497,399,307,216,324,247,390,252,SIK2
5948,11,13,16,8,11,3,0,0,1,2,2,1,PLCB1
5949,2,2,4,13,7,4,0,0,1,0,0,0,ARC
5950,212,200,205,280,226,145,1292,952,1642,1126,1767,1248,PHLPP1
5951,963,833,778,811,916,710,952,649,1014,674,1477,644,TMEM131L
5952,128,110,121,198,131,113,746,523,966,604,889,664,PACS2
5953,143,171,123,185,160,123,1,1,0,1,0,0,COBL
5954,1211,1322,1218,1366,1343,1037,945,768,1192,665,1436,813,ANKRD28
5955,4054,4283,3767,4735,4291,3365,4079,3300,5497,3417,6904,4037,PDS5A
5956,3093,2744,2651,3059,2967,2536,3633,2607,4219,2702,3793,3444,BOP1
5957,103,87,100,84,67,78,133,113,208,108,204,127,KIAA0556
5958,1558,1458,1423,1614,1401,1151,1533,1236,2152,1280,1985,1589,RPRD2
5959,405,483,393,509,480,349,946,722,1127,811,1463,961,ATP11A
5960,14,7,8,7,10,9,51,39,47,34,67,42,MINAR1
5961,267,232,241,300,226,222,105,136,180,127,187,147,OTUD3
5962,472,448,355,535,414,360,408,266,460,333,620,343,ANKRD12
5963,704,659,708,731,738,485,638,485,844,472,833,579,KAZN
5964,123,110,77,109,81,86,5,1,4,9,3,1,MTCL1
5965,2157,2000,1920,1982,2180,1696,1130,812,1320,845,1446,978,SCFD1
5966,550,564,517,686,606,425,348,330,540,307,559,393,DENND5A
5967,1079,1159,1116,1276,1182,938,586,520,816,542,1043,609,DDHD2
5968,1876,2225,2039,2534,2223,1627,3733,2815,4467,3035,4614,3378,CAMTA1
5969,3580,3934,3232,3756,3604,2961,2519,2227,3952,2056,3951,2825,PPIP5K2
5970,2854,2817,2784,3086,2977,2170,2038,1632,2274,1582,3281,1686,ZC3H7B
5971,1133,1089,1106,1185,1016,891,1679,1286,2166,1352,2160,1569,EXOC7
5972,5,1,3,3,1,1,12,9,16,12,18,8,ADGRL2
5973,126,92,98,115,100,83,133,82,154,124,180,153,DNMBP
5974,602,556,577,581,545,349,315,261,433,237,449,258,MGA
5975,682,739,624,625,644,449,210,161,317,177,300,172,TSPYL4
5976,123,118,124,168,134,103,32,29,51,17,38,19,CAMSAP2
5977,1032,947,912,1020,1058,740,2076,1671,2689,1623,3303,2037,TASOR
5978,527,379,421,520,432,354,565,476,722,499,694,569,CLEC16A
5979,354,393,371,463,429,331,307,261,439,238,422,258,POFUT2
5980,1112,1130,1187,1465,1253,942,381,335,573,341,460,400,KLHL18
5981,2848,2988,2640,3706,3158,2351,3721,2885,4986,2992,4629,3897,CLUH
5982,2180,2503,2217,2565,2435,1846,1938,1537,2630,1575,2907,1754,NUP160
5983,1914,1766,1794,1909,1719,1507,1534,1160,2015,1139,1897,1402,CSTF2T
5984,6,3,5,4,2,4,213,174,311,213,314,231,ADGRL3
5985,2,2,1,5,7,4,6,10,19,15,6,6,KIAA1107
5986,4,6,4,5,6,9,338,330,516,308,527,388,WWC1
5987,388,368,350,383,342,304,430,359,613,386,733,496,AGTPBP1
5988,332,313,264,430,335,253,403,336,531,321,464,390,IQCE
5989,762,767,697,836,726,611,801,665,1095,713,1168,821,FBXW11
5990,368,366,310,414,383,288,431,316,490,361,511,395,SMG6
5991,419,371,390,447,421,311,304,293,487,351,537,371,ANKS1A
5992,673,826,682,800,776,604,2165,1617,2682,1690,2567,1856,MGRN1
5993,1409,1102,1151,1150,1204,1054,1300,1008,1932,1076,1833,1289,BICD2
5994,2423,2110,2075,2383,2226,1848,1163,883,1375,930,1863,1224,ATMIN
5995,374,404,372,441,415,327,282,259,392,255,470,327,EHBP1
5996,3,1,1,1,0,1,63,65,103,56,122,87,WSCD1
5997,135,124,121,144,144,96,122,73,169,97,165,117,KIF13B
5998,908,885,887,1161,989,685,562,475,745,450,905,535,UBR2
5999,165,141,112,161,133,92,0,4,0,0,1,1,ACSL6
6000,1277,1486,1304,1778,1589,1017,713,632,913,575,1218,692,NEMP1
6001,306,314,360,318,370,261,426,284,517,306,482,385,FKBP15
6002,8,10,16,2,5,6,292,248,390,212,320,246,ICOSLG
6003,585,584,493,753,609,493,778,554,869,560,827,592,SIN3B
6004,1666,2082,1705,2112,1933,1446,964,722,1105,840,1478,913,NCAPD3
6005,1411,1158,1103,1126,1197,1001,614,536,789,489,932,596,DMXL2
6006,398,352,318,408,380,323,20300,14910,23996,15664,25448,17359,KIAA0930
6007,1149,1032,1042,1161,1096,940,909,690,993,720,1245,812,SATB2
6008,182,173,185,226,229,161,297,248,376,219,350,292,SLC9A8
6009,4,1,0,1,1,0,15,9,14,14,22,15,CUX2
6010,251,270,226,234,246,197,486,398,611,413,761,504,DNAJC13
6011,460,544,497,587,515,416,185,131,222,140,294,158,TUT4
6012,20,19,6,11,18,12,3,3,9,1,7,2,TRIM2
6013,40,34,26,44,32,41,49,38,89,27,97,72,RPGRIP1L
6014,313,221,277,277,268,233,1080,759,1182,815,1448,908,MAN2B2
6015,548,630,557,678,690,484,690,595,1091,645,1273,776,WASHC4
6016,5175,5985,5039,6854,6108,4737,7418,5930,10085,6249,11285,7130,USP22
6017,576,571,542,691,630,490,1,2,1,2,8,3,NEDD4L
6018,13,17,21,15,24,12,2311,1813,2906,1622,2738,2039,SASH1
6019,14,6,6,10,7,7,37,45,49,34,49,53,TBC1D30
6020,191,193,159,212,206,137,1142,834,1474,1012,1622,1111,TTC28
6021,1127,1098,886,1123,1112,902,897,769,1090,752,1137,876,CLASP1
6022,1097,1003,1011,1070,1112,841,418,345,501,396,675,401,DPY19L1
6023,154,148,113,148,160,140,240,180,261,185,279,279,SZT2
6024,265,265,227,222,234,221,278,234,376,264,463,319,WDR7
6025,243,273,215,228,262,189,527,381,638,345,579,461,JADE2
6026,516,489,495,609,519,466,711,597,936,673,887,689,VPS39
6027,675,619,593,771,713,545,409,352,516,381,599,453,DNAJC16
6028,4098,4332,3838,5468,4659,3783,2958,2499,4481,2738,3803,3460,ESYT1
6029,3,5,1,4,1,2,37,45,64,52,114,48,SYNE1
6030,2470,2668,2352,2647,2591,2184,2234,1907,3132,1965,3537,2273,SMCHD1
6031,442,483,432,522,471,366,5,7,3,1,2,4,DOCK9
6032,6683,6521,5651,6774,6705,5422,3532,2842,4642,2963,5651,3347,U2SURP
6033,779,723,717,932,828,614,1516,1199,2068,1243,2146,1519,KHNYN
6034,1689,1660,1561,1929,1952,1389,1684,1336,2268,1374,2063,1722,UBR4
6035,1340,1240,1216,1558,1311,1135,483,394,623,436,840,490,SUN1
6036,874,740,794,765,876,645,723,487,802,554,919,579,HAUS5
6037,312,342,307,373,372,272,263,264,357,235,382,346,VPS8
6038,318,415,379,608,467,368,288,274,419,275,309,294,ANGEL1
6039,1657,1499,1551,1648,1551,1341,1126,890,1390,908,1643,992,USP24
6040,583,775,651,803,700,549,727,611,1015,578,781,649,FNBP4
6041,668,583,640,638,563,525,811,648,953,600,1038,664,ZNF629
6042,7,6,2,9,8,6,23,14,38,31,40,23,PSD3
6043,557,539,466,613,514,452,639,546,777,542,624,666,OBSL1
6044,2442,2408,2307,2589,2512,1872,358,298,525,317,576,379,ARHGEF12
6045,17,18,20,28,19,17,1,0,1,1,1,2,KIAA0895
6046,18082,19135,17326,21449,20245,15574,11344,9385,14807,9531,17636,11658,LARP1
6047,7,5,7,9,10,7,17,17,26,26,19,21,PPP1R13B
6048,2831,3030,2603,3346,3065,2359,3589,3209,5039,3180,5819,3564,PUM2
6049,437,483,393,544,502,371,2612,2240,4031,2489,3905,3031,ARHGEF18
6050,22,14,9,15,15,16,41,31,40,12,52,34,TNS2
6051,71,68,67,87,98,53,448,305,565,329,464,386,CRTC1
6052,1016,1060,1008,1074,1039,838,712,552,849,557,1059,568,UFL1
6053,1282,1074,1108,1011,1007,974,431,340,587,385,538,436,RRP8
6054,1043,1130,1081,1366,1233,832,685,526,823,524,1044,609,ICE1
6055,911,793,700,825,827,660,1314,1119,1852,1177,2003,1409,SRGAP2
6056,897,829,764,1040,888,653,433,378,609,354,473,450,SMG5
6057,220,204,226,195,269,168,124,93,156,85,167,106,AHCYL2
6058,860,897,834,1116,1003,762,2353,1781,3141,1799,3059,2081,MAU2
6059,544,582,545,622,572,458,1044,745,1196,759,1231,973,SPECC1L
6060,756,1239,1057,1582,1217,808,905,764,1077,737,1191,799,NCSTN
6061,901,936,843,1048,984,704,975,715,1256,793,1307,1015,NUDCD3
6062,449,484,425,587,564,405,387,313,536,361,501,422,SIK3
6063,856,975,939,1079,1046,844,2346,2005,3108,2061,3542,2569,MED13L
6064,464,434,407,509,454,313,223,164,284,182,382,207,ZDHHC17
6065,5260,3952,4023,3899,4172,3197,2282,1580,2168,1437,3894,1650,ECPAS
6066,2175,2528,2224,2510,2442,1828,2751,2324,4238,2019,3536,2443,ADNP
6067,1410,1609,1406,1910,1666,1321,559,438,855,523,746,623,LARS2
6068,180,198,206,287,221,193,653,489,815,535,635,633,PIP5K1C
6069,1532,1762,1537,1628,1695,1039,1028,723,1192,819,1659,940,NCAPH
6070,1154,1334,1223,1157,1140,894,452,398,600,378,753,504,PPWD1
6071,4455,6253,4788,6787,5954,4655,7832,6347,10284,6507,8617,7702,CTDNEP1
6072,327,255,278,311,286,242,179,129,196,137,201,167,ATP13A2
6073,1090,1010,1025,1160,966,817,2126,1596,2728,1606,3059,1736,FRAT2
6074,787,954,757,1083,925,633,1090,758,1209,858,1505,943,FBXO46
6075,2077,1908,1911,2009,1996,1605,1117,863,1573,863,1443,1182,EXOSC2
6076,867,789,781,918,841,677,1660,1312,2225,1323,2458,1694,DICER1
6077,2884,3981,3427,4834,3929,2920,8519,7306,12680,7920,12133,9799,COTL1
6078,625,516,518,585,559,450,309,244,340,233,482,262,SIRT5
6079,35,39,42,36,37,35,18,5,17,19,44,10,SIRT4
6080,487,498,443,617,562,429,453,386,638,401,694,452,SIRT3
6081,923,1210,1019,1418,1256,970,656,506,933,605,1099,763,SIRT1
6082,3045,3208,2755,3310,3412,2844,2489,2240,3965,2346,4115,2938,COMMD3
6083,465,534,424,640,493,338,841,653,970,620,937,751,NCS1
6084,392,390,361,478,473,385,2,0,0,0,0,0,ZFPM2
6085,19,12,12,20,17,9,9,11,12,7,13,11,KCNH4
6086,449,308,326,413,406,301,793,538,924,622,1061,644,MLYCD
6087,2087,2083,1884,2366,2259,1848,1075,815,1548,924,1484,1209,ITGB3BP
6088,2617,2334,2338,2636,2446,1978,2872,2078,3789,2261,4013,2671,TMED3
6089,101,129,121,91,128,94,402,342,431,271,658,276,TDRD7
6090,0,1,0,1,0,0,1234,960,1753,680,1324,979,GRIP1
6091,2726,2737,2397,3112,2751,1980,0,1,0,1,0,0,SLC7A8
6092,850,976,930,1145,1172,815,1850,1418,2364,1511,2416,1713,RYBP
6093,751,668,666,669,763,631,712,533,712,561,1201,621,AP4E1
6094,38,30,28,47,32,31,12,7,9,4,15,4,GPR161
6095,1634,1492,1537,1661,1554,1311,918,816,1336,766,1256,931,RHOQ
6096,12321,11661,10613,12097,11655,9247,8806,6855,10885,6836,12401,7373,TARDBP
6097,1222,1041,1113,1230,1134,1003,783,668,1003,608,1040,765,HARS2
6098,1130,1202,1063,1319,1157,914,714,569,852,568,1226,667,SLC35A3
6099,197,251,247,281,272,210,32934,25633,40466,27125,55948,30593,SLC44A1
6100,7576,7153,6719,7604,7735,6566,6475,5153,7881,5231,8828,5974,SF3B3
6101,4799,5276,4904,5821,5341,4044,6482,4901,8166,5126,9163,6260,SF3B1
6102,3166,3629,3208,3930,3535,2706,4404,3283,5750,3247,6701,3768,ABCB10
6103,136,132,119,160,164,129,54,54,93,61,98,66,ABCB9
6104,17,4,10,13,11,8,11,14,15,4,18,14,ABCA6
6105,37,37,34,38,34,31,34,26,56,38,81,40,ABCA5
6106,307,266,273,231,225,146,3,2,8,7,6,10,HEY1
6107,3263,3188,3235,3536,3447,2839,1728,1442,2320,1455,2526,1942,ICMT
6108,860,721,741,809,720,589,542,390,663,481,663,537,GCAT
6109,4727,5025,4645,5427,4931,3929,13448,10782,17180,11033,17470,12728,CBX6
6110,535,525,418,560,532,380,70,38,81,54,94,45,NPTXR
6111,3277,4163,3416,4896,4040,3192,6307,5214,8563,5945,8141,6621,CBX5
6112,1256,1379,1155,1469,1300,935,760,634,1178,635,1091,685,PHF3
6113,4812,5758,5406,6033,5797,4386,4271,3481,5944,3668,7154,4178,TRAM1
6114,1266,1296,1306,1434,1305,1021,485,360,581,389,736,401,CAPN7
6115,154,263,222,254,259,212,2144,1630,3089,1849,2284,2459,ETHE1
6116,3599,3954,3732,4760,4283,3484,673,542,1034,611,901,762,QPRT
6117,2037,1789,1610,1952,1937,1560,2132,1522,2456,1531,2929,1817,BRD4
6118,11259,11433,10327,13425,12091,9549,6316,4522,7653,5164,9410,5820,SEC11A
6119,6381,5229,5389,5665,5933,3956,2559,1757,2416,1946,4031,1932,ISCU
6120,6211,7024,6221,9064,7406,5696,5910,5156,8783,5334,9822,6661,SEC61G
6121,2379,1718,1747,1618,1775,1510,1695,1056,1607,1053,2104,1233,PES1
6122,307,410,351,389,373,260,194,155,185,125,263,166,TGDS
6123,2249,2500,2244,2709,2387,2008,2910,2415,4334,2401,4229,2855,LEPROTL1
6124,18,15,17,14,21,14,23,16,40,31,25,13,CES3
6125,88,94,89,97,71,58,67,59,86,54,107,77,CBX7
6126,17,16,17,25,14,16,0,1,2,0,1,1,HEY2
6127,2,0,0,0,0,0,210,162,279,152,204,192,HAAO
6128,1817,1780,1773,2079,1953,1502,2450,1767,2936,1941,3683,2205,MACF1
6129,169,128,130,156,163,134,136,123,198,109,170,121,ZFYVE26
6130,840,957,838,1068,922,730,1357,938,1560,1030,2123,1229,TMEM131
6131,571,476,529,527,542,374,342,290,415,305,538,305,BICRAL
6132,996,1056,1033,1072,953,691,467,366,582,313,590,381,LRRC8B
6133,1648,1526,1587,1692,1677,1339,1356,1007,1548,993,2010,1109,POFUT1
6134,1134,1162,963,1174,1119,965,728,499,874,534,888,662,KCTD2
6135,4689,5088,4874,5718,5398,4277,2231,1605,2446,1794,2905,1946,NUP188
6136,4519,4628,4345,4951,4811,3832,6176,4666,7710,4973,9132,5325,SUZ12
6137,1796,1647,1671,1826,1762,1325,2195,1763,2652,1914,2662,2034,SCRIB
6138,356,442,386,449,360,282,726,603,991,678,910,775,SPIDR
6139,567,484,527,563,578,347,376,289,398,315,879,341,MORC3
6140,2264,2007,1989,2266,1944,1674,2415,1946,2954,1837,3811,2150,SLC39A14
6141,3024,3433,3218,3819,3436,2608,1729,1312,2085,1345,2463,1594,MTREX
6142,1671,1923,1577,2102,1863,1421,1607,1381,2333,1497,2329,1777,R3HDM1
6143,20,21,26,20,25,24,33,8,32,16,29,21,ANP32D
6144,48951,40054,42741,40980,43827,37119,74659,58080,99643,58130,106984,75015,RPL13A
6145,209,262,268,329,300,230,358,255,485,333,534,372,KAT6B
6146,431,553,452,622,540,425,1003,754,1357,797,932,945,CABIN1
6147,5520,5754,5239,7051,6212,4507,6540,5590,8964,5744,8976,6651,SRRM2
6148,220,212,195,248,210,163,5994,4272,6795,4343,7065,5033,ARHGAP45
6149,1276,1519,1290,1624,1504,1076,1353,1085,1806,1107,2066,1375,ACAP2
6150,3922,4055,3693,4373,3843,3166,1461,1146,1895,1182,1710,1406,ZNF281
6151,33,29,55,29,30,16,19,12,16,5,16,2,CLCF1
6152,1760,1774,1609,2046,1871,1480,3299,2518,4563,2806,5149,3223,NNT
6153,234,256,243,265,295,185,351,263,424,203,517,296,MMD
6154,51194,37484,39658,40264,42001,34718,22,23,41,18,33,17,PRAME
6155,1,1,1,0,0,1,2804,2132,3575,2215,3922,2505,PIK3R5
6156,8648,6928,7342,7848,8201,6491,4264,3197,5021,3335,6243,3692,TNPO3
6157,416,385,347,422,351,316,374,239,469,275,414,345,ADAT1
6158,15,15,13,5,5,11,1,1,3,0,2,5,SEC14L2
6159,534,564,479,617,570,464,19,21,33,21,49,16,RBFOX2
6160,1319,1443,1332,1558,1499,1155,1194,998,1694,889,1601,1151,ATP6V0A2
6161,0,1,0,0,0,0,19,4,28,5,15,5,LILRA4
6162,550,585,479,590,550,476,287,245,364,248,424,286,TTC33
6163,1423,1674,1534,2056,1839,1278,2878,2307,4153,2513,3167,3134,DNPEP
6164,229,220,200,277,251,171,1123,909,1505,805,1445,1053,PSD4
6165,27,16,26,37,40,25,171,152,221,114,205,152,CDK20
6166,5,5,8,11,10,6,0,0,0,0,0,0,TSPAN12
