,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
CIB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAGAP,47.5,62.5,13.0,16.0,51.0,30.0,41.0,58.5
TMC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFFL,36.5,11.5,5.5,13.0,43.0,45.0,24.5,64.0
ZNF354B,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
TRIM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2J2,20.0,6.0,1.5,10.0,17.0,19.0,14.5,17.0
BORCS5,6.5,1.0,0.5,2.0,7.0,5.0,1.5,7.5
ANTXR2,32.0,45.5,11.0,13.0,35.0,31.0,58.5,50.0
RPL29P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23AP7,3.0,0.0,0.0,0.0,4.0,3.0,2.0,4.5
GPR62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOSC6,141.5,69.5,5.5,37.0,124.0,143.0,86.0,136.5
PRAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF511,22.5,13.5,2.0,7.0,15.0,18.0,8.0,19.0
CHCHD1,10.5,5.0,0.5,3.0,11.0,14.0,8.0,12.5
MSS51,1.0,0.5,0.0,1.0,1.0,2.0,1.5,2.5
CFAP70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSTK,2.0,1.0,0.0,0.0,4.0,1.0,1.5,2.5
ZNF488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3AP1,134.5,94.5,36.0,51.0,128.0,160.0,121.5,161.5
MORN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFYVE27,46.0,22.0,1.5,11.0,52.0,60.0,27.5,51.0
MMP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMTD1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FRA10AC1,1.5,0.0,0.0,0.0,2.0,1.0,0.0,2.0
ANKRD22,3.0,0.0,0.0,1.0,1.0,5.0,0.5,2.5
SFXN2,4.5,0.0,0.0,4.0,4.0,9.0,1.0,6.5
PDZD8,36.5,25.5,6.0,5.0,41.0,59.0,25.0,61.0
AGAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BORCS7,17.0,9.5,1.0,5.0,7.0,15.0,19.5,23.0
GSTO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFR1,2.0,0.5,0.0,1.0,2.0,1.0,2.0,3.5
CTAGE7P,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
ANAPC16,18.5,1.0,1.0,3.0,24.0,24.0,8.5,28.0
SFXN4,21.0,7.5,0.5,8.0,12.0,31.0,17.5,25.5
C11orf74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC36A4,9.0,11.0,2.5,4.0,11.0,14.0,13.0,12.0
TMEM45B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIH1D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAML,1.0,0.0,0.0,2.0,0.0,2.0,0.5,1.5
DNAJC24,10.5,2.5,1.0,3.0,12.0,21.0,4.0,14.5
ARL14EP,31.5,13.5,5.0,10.0,34.0,51.0,20.0,45.0
DEPDC4,1.5,0.0,0.5,1.0,1.0,2.0,0.5,4.0
TMEM52B,5.0,5.0,2.0,0.0,5.0,4.0,3.0,5.5
C12orf45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
SLC15A4,25.5,8.5,1.0,9.0,28.0,13.0,18.0,34.0
RHEBL1,4.0,1.0,1.0,1.0,11.0,2.0,2.0,8.5
ZNF641,17.0,4.0,1.0,5.0,16.0,20.0,11.5,24.5
GTSF1,2.0,0.5,0.0,1.0,2.0,2.0,0.0,3.0
NEDD1,7.0,1.5,0.0,3.0,7.0,9.0,3.5,9.0
SLC9A7P1,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5
IKBIP,20.5,5.0,1.0,7.0,23.0,47.0,14.0,34.5
H4-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERP27,3.0,0.5,1.5,2.0,4.0,5.0,1.0,3.5
FGD4,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0
AEBP2,24.5,30.0,3.5,5.0,22.0,29.0,21.0,44.0
BTBD11,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0
ALKBH2,2.5,0.0,0.0,3.0,2.0,1.0,1.0,1.5
SPPL3,43.0,16.0,4.0,7.0,53.0,49.0,14.5,51.5
TEX29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL21EP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDRD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD9,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0
C14orf28,2.0,1.5,0.0,0.0,3.0,1.0,1.5,3.0
TRAPPC6B,10.5,6.0,1.5,6.0,14.0,21.0,13.0,24.0
CLBA1,4.5,1.0,0.0,2.0,3.0,2.0,0.5,5.5
PLD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ADSS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL52,13.0,1.5,0.0,2.0,9.0,11.0,3.5,7.5
LRR1,10.0,6.0,0.5,3.0,7.0,12.0,8.5,15.0
KLHDC1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
FRMD6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
SOCS4,73.0,40.0,6.5,5.0,75.0,75.0,58.5,108.0
NAA30,22.0,13.5,6.0,8.0,28.0,34.0,13.0,49.0
NOXRED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JDP2,26.0,7.0,3.5,14.0,45.0,13.0,21.5,40.0
ISCA2,11.5,0.0,0.0,1.0,16.0,11.0,3.0,17.5
ACOT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SLC24A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A29,11.5,2.5,1.0,7.0,8.0,17.0,9.0,11.0
DEGS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEO1,1.5,0.0,0.0,1.0,2.0,3.0,0.5,2.0
C15orf40,19.0,3.0,1.0,5.0,17.0,24.0,9.0,22.0
SENP8,3.0,0.0,0.5,0.0,3.0,0.0,1.5,4.5
MTFMT,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.5
TARS3,3.5,3.5,0.0,1.0,4.0,4.0,2.0,4.0
LRRC28,2.5,0.5,1.0,1.0,1.0,3.0,1.0,3.5
TMEM266,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
NIPA1,7.5,1.5,2.0,1.0,6.0,9.0,4.5,14.0
HYKK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WHAMM,23.0,19.0,2.5,6.0,20.0,15.0,21.0,23.0
FSD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16orf46,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
NTAN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOPNL,5.5,4.0,1.0,1.0,6.0,7.0,7.5,9.0
DNAAF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCUN1D3,64.5,90.0,6.0,6.0,59.0,58.0,76.0,68.0
CMTM3,56.0,32.5,3.5,32.0,56.0,61.0,84.5,62.0
SPATA2L,17.5,10.0,0.5,4.0,15.0,14.0,9.0,11.0
SPATA33,4.5,1.0,0.0,0.0,2.0,5.0,1.5,4.0
NOXO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC78,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.5
ANKRD26P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQCK,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0
PAQR4,53.5,3.0,1.0,30.0,37.0,53.0,25.5,39.0
ZC3H18,17.5,8.0,1.0,3.0,17.0,20.0,10.5,18.0
CDYL2,5.0,3.0,0.0,0.0,4.0,4.0,3.5,1.5
ANKS3,10.5,1.0,0.0,3.0,10.0,13.0,2.0,10.5
UBALD1,34.0,12.0,2.0,8.0,31.0,38.0,15.5,31.5
ZNF720,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0
TMEM219,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
EARS2,45.5,5.0,0.5,13.0,45.0,33.0,15.5,59.0
SNX20,26.5,1.0,3.0,19.0,19.0,32.0,4.5,26.0
TMEM170A,68.5,20.0,3.5,9.0,72.0,69.0,31.0,90.0
METTL23,18.0,3.0,1.5,8.0,17.0,15.0,5.5,20.5
MSI2,6.5,9.5,2.5,5.0,7.0,12.0,15.0,9.0
SLC38A10,6.0,1.0,0.0,4.0,5.0,7.0,2.0,5.5
CANT1,85.0,26.0,6.5,21.0,85.0,88.0,33.5,86.5
CD300LB,2.5,0.5,0.0,1.0,2.0,2.0,1.5,3.0
CYB5D1,21.5,10.5,1.0,6.0,17.0,34.0,8.5,26.0
OVCA2,57.5,18.0,3.5,14.0,57.0,60.0,22.5,57.5
USP43,0.5,0.0,0.0,0.0,0.0,2.0,0.5,0.0
KRBA2,1.5,0.0,0.0,0.0,2.0,1.0,0.5,2.0
C17orf64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEXIM2,1.0,0.0,0.5,1.0,1.0,2.0,1.0,1.5
LSM12,8.5,5.0,0.5,1.0,8.0,5.0,6.0,8.0
CCDC43,56.0,19.5,6.0,12.0,65.0,54.0,28.0,67.0
CNTD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSKR,4.5,1.5,0.0,4.0,5.0,3.0,1.0,5.5
SEZ6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD13B,3.0,0.0,0.0,2.0,2.0,4.0,2.0,2.5
SLC43A2,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0
CYB5D2,3.5,0.0,0.5,3.0,5.0,0.0,0.5,4.0
C17orf49,10.0,2.0,2.0,4.0,10.0,11.0,2.5,10.0
ZFP3,22.5,2.0,3.0,5.0,27.0,14.0,9.5,32.0
SPNS2,27.5,8.0,3.0,8.0,22.0,28.0,18.0,27.5
EFCAB13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL10,115.0,12.0,5.5,28.0,116.0,88.0,35.5,111.5
WDR81,9.5,0.5,0.0,5.0,9.0,13.0,4.5,9.5
RN7SK,1.0,0.5,3.0,0.0,0.0,1.0,1.0,0.0
TBC1D16,38.0,6.5,1.0,9.0,37.0,35.0,10.0,41.5
AFMID,9.0,1.0,0.0,2.0,7.0,17.0,3.0,8.5
GJD3,3.5,0.5,0.0,2.0,2.0,5.0,1.5,4.0
SNHG29,389.0,165.5,16.0,99.0,363.0,389.0,185.5,426.0
ZSWIM7,4.0,0.5,0.0,1.0,3.0,3.0,2.0,3.5
MIEF2,10.5,0.0,0.0,3.0,13.0,8.0,4.0,13.0
SLC5A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM210A,35.5,29.5,1.0,11.0,38.0,50.0,24.0,43.5
INO80C,4.0,0.0,0.5,0.0,2.0,2.0,1.5,2.0
TTC39C,19.0,14.0,3.0,8.0,18.0,30.0,20.5,20.5
CLDND2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF816,8.5,0.5,0.0,1.0,9.0,10.0,1.5,9.5
ZNF543,30.0,6.5,0.5,3.0,31.0,18.0,14.5,37.5
RAVER1,146.5,55.0,7.0,36.0,131.0,161.0,59.0,144.5
COX6B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICOS13,4.0,1.0,0.0,2.0,1.0,2.0,0.5,2.0
TRAPPC5,5.5,0.0,0.0,5.0,6.0,6.0,1.5,4.5
PCP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWSAP1,14.5,2.0,1.0,4.0,15.0,9.0,4.5,13.5
CCDC159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOSD2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5
ALDH16A1,5.0,0.0,0.0,2.0,5.0,5.0,1.5,5.0
ZNF787,143.5,73.0,10.5,41.0,127.0,128.0,78.5,123.0
ZNF573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5
WDR88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EID2B,40.5,6.0,4.0,16.0,48.0,29.0,14.5,51.5
TNFAIP8L1,77.0,8.0,17.5,11.0,84.0,78.0,20.0,87.5
ZNF57,3.0,0.0,0.0,3.0,4.0,2.0,4.0,4.5
IRGQ,200.5,99.5,18.0,43.0,224.0,161.0,124.0,238.5
ZNF428,2.0,0.5,0.0,0.0,1.0,1.0,0.5,1.5
MOB3A,810.0,305.5,64.5,214.0,758.0,922.0,516.0,810.0
MFSD12,23.0,5.5,0.0,5.0,23.0,22.0,12.0,20.0
GIPC3,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0
NDUFA11,28.5,5.5,0.5,5.0,23.0,25.0,11.0,24.0
MISP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC25,13.0,2.5,1.0,1.0,19.0,9.0,10.0,19.5
WTIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF792,7.0,0.0,0.0,3.0,8.0,9.0,0.5,8.0
NR2C2AP,61.5,13.5,1.5,20.0,57.0,73.0,20.5,61.5
HSPB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RINL,15.5,1.5,0.5,14.0,15.0,28.0,7.5,15.5
FBXO27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C19orf47,60.5,2.5,1.0,20.0,64.0,48.0,14.5,65.5
ANKLE1,75.0,18.5,1.0,30.0,48.0,109.0,44.0,67.5
C2CD4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABPB2,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5
CCDC163,1.0,0.5,0.0,0.0,1.0,3.0,1.0,2.0
SHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCSAP,78.5,29.5,9.0,22.0,74.0,84.0,52.0,135.5
PUSL1,7.5,2.0,0.5,1.0,4.0,9.0,1.0,4.0
B3GALT6,99.5,49.5,6.0,35.0,97.0,72.0,64.5,99.5
MAB21L3,0.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0
IFFO2,50.0,65.0,4.5,10.0,60.0,56.0,42.5,61.0
ATXN7L2,1.5,0.0,0.0,0.0,1.0,0.0,0.5,1.0
LYPLAL1,0.0,0.0,0.5,0.0,0.0,1.0,0.0,2.0
TYW3,59.0,18.0,6.5,14.0,61.0,62.0,33.0,76.5
TPRG1L,35.0,13.0,1.0,13.0,35.0,27.0,17.5,40.5
DMBX1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
ZNF684,3.5,0.5,0.0,0.0,3.0,3.0,1.0,5.5
TCEANC2,23.0,2.0,1.0,6.0,23.0,16.0,5.0,29.5
LRRC39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GJB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF19B,71.0,60.0,7.0,17.0,74.0,76.0,51.5,77.5
TEDDM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf122,4.0,3.0,0.0,1.0,4.0,5.0,1.0,4.0
OSCP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf216,61.0,18.5,6.5,22.0,42.0,79.0,50.0,69.0
UBXN10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARL8A,26.5,11.0,1.5,12.0,30.0,28.0,14.5,30.5
SYT2,3.5,1.5,0.5,2.0,2.0,18.0,8.5,13.5
UHMK1,106.5,50.0,6.5,14.0,132.0,156.0,71.5,161.0
FCRLB,2.0,0.5,0.5,1.0,1.0,4.0,0.5,1.0
C1orf131,17.5,4.0,1.0,3.0,14.0,23.0,7.5,33.0
LIX1L,16.5,3.0,1.0,4.0,12.0,14.0,4.5,28.0
EDARADD,119.5,46.5,6.5,29.0,112.0,108.0,71.0,117.0
KLF17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQGAP3,4.5,1.5,0.5,2.0,0.0,6.0,1.5,5.5
NAXE,7.5,0.0,0.0,2.0,7.0,3.0,2.5,6.5
ARHGEF19,9.0,0.5,0.0,2.0,10.0,4.0,0.5,8.0
MRPL55,4.5,0.5,0.0,2.0,3.0,2.0,1.0,1.5
H2BU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRAM2,3.5,0.0,0.0,2.0,4.0,4.0,3.0,4.5
PIFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf162,22.5,2.0,0.0,8.0,20.0,17.0,5.5,18.0
TATDN3,11.0,1.5,0.5,3.0,13.0,10.0,3.5,18.5
VSTM2L,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.5
FITM2,0.5,0.0,0.0,0.0,2.0,0.0,0.0,1.0
OCSTAMP,11.5,11.5,1.5,2.0,10.0,17.0,37.0,17.0
TSHZ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D20,88.5,41.0,6.5,21.0,114.0,94.0,69.0,127.0
SIRPD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLX4IP,35.0,6.5,2.0,3.0,48.0,23.0,10.5,53.5
TSPY26P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP4B,11.5,11.0,4.0,3.0,15.0,11.0,12.5,18.5
PIGU,5.5,0.5,0.0,2.0,3.0,3.0,0.5,6.0
C22orf39,35.0,8.5,1.5,10.0,39.0,20.0,12.5,38.0
TANGO2,29.5,1.5,1.0,17.0,27.0,29.0,11.0,32.0
SGSM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMID1,0.5,0.0,0.0,1.0,0.0,0.0,2.5,0.0
ANKRD54,62.5,11.5,2.5,15.0,66.0,48.0,21.0,63.0
PPP1R21,2.5,0.0,0.0,1.0,7.0,4.0,0.0,5.0
TRABD2A,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
TMEM150A,3.5,0.0,0.0,1.0,4.0,4.0,1.5,3.5
NUP35,5.0,7.0,0.5,0.0,4.0,19.0,3.0,16.0
TYW5,20.5,10.0,3.0,6.0,27.0,23.0,15.5,38.0
LYG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITD1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
DIS3L2,3.0,1.0,0.0,4.0,2.0,5.0,1.5,3.5
CMPK2,11.0,119.5,2.5,7.0,11.0,39.0,183.0,20.5
MBOAT2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
TAF8,39.0,6.0,5.5,11.0,35.0,34.0,19.0,39.0
TMEM18,36.0,8.0,1.0,9.0,28.0,23.0,24.0,25.0
129790,17.0,3.5,0.0,7.0,18.0,19.0,11.5,20.5
RBM45,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0
BBS5,3.5,1.5,0.0,2.0,3.0,7.0,0.5,5.0
ICA1L,11.0,5.0,1.5,5.0,14.0,14.0,6.0,14.5
FAM168B,254.0,94.5,14.5,38.0,249.0,239.0,141.5,254.0
RFTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLHC1,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
PLEKHH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1S3,2.0,0.5,0.0,1.0,2.0,1.0,1.0,3.0
C2orf76,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
SGPP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVR1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
UBR3,11.0,3.5,1.5,3.0,19.0,13.0,4.0,17.5
KCTD18,13.0,3.0,1.0,2.0,13.0,14.0,9.0,23.5
FLACC1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ZNF513,9.5,1.5,0.0,2.0,7.0,4.0,2.5,8.0
GALM,6.5,6.5,0.5,4.0,9.0,7.0,12.0,14.0
TMEM198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFAND2B,4.5,1.0,0.0,3.0,4.0,5.0,1.5,4.0
TMEM178A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDH1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC66A3,5.5,0.0,0.0,3.0,5.0,3.0,2.0,9.0
TMEM182,4.5,0.0,0.5,0.0,6.0,6.0,0.0,6.0
AHSA2P,7.0,2.0,0.0,3.0,6.0,10.0,5.5,9.0
FBXO36,7.0,1.0,0.0,1.0,5.0,4.0,2.0,4.0
MTERF4,155.0,29.0,10.5,37.0,143.0,168.0,65.5,156.0
M1AP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC58,5.0,1.0,0.0,1.0,6.0,3.0,3.0,4.5
DNAJC19,10.0,2.5,0.0,3.0,12.0,11.0,6.0,14.0
TRIM71,0.5,3.0,0.0,0.0,0.0,2.0,4.0,1.5
FAM131A,11.5,2.0,0.0,4.0,8.0,10.0,2.0,7.5
CHCHD4,18.0,2.0,0.5,12.0,16.0,27.0,14.0,19.5
ZDHHC19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYBG3,11.0,1.5,2.5,1.0,22.0,12.0,2.5,15.5
DCBLD2,8.5,2.0,1.0,1.0,9.0,7.0,1.5,13.0
FAM43A,39.0,61.0,3.5,12.0,42.0,33.0,54.0,42.5
TPRA1,81.0,30.5,4.0,23.0,73.0,69.0,45.0,83.5
TMEM42,4.5,0.5,0.0,1.0,7.0,6.0,1.0,7.5
NUDT16,48.5,4.5,2.0,11.0,53.0,42.0,13.5,58.0
COL6A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL6,6.0,2.5,1.0,4.0,11.0,11.0,5.0,12.5
TAMM41,2.0,0.0,0.0,0.0,3.0,2.0,1.5,3.5
IL17RE,5.0,0.5,0.0,2.0,4.0,4.0,1.0,4.0
GLYCTK,14.5,1.5,0.5,1.0,17.0,14.0,4.0,14.0
PPM1M,1.0,2.0,0.5,1.0,1.0,1.0,7.5,1.0
LSMEM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL32P3,33.0,16.5,2.0,13.0,31.0,49.0,24.0,35.5
OCIAD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCLT1,9.0,1.5,1.0,2.0,9.0,13.0,3.0,11.5
C4orf33,1.5,1.0,0.0,0.0,2.0,1.0,0.5,3.0
LIN54,108.0,29.0,7.5,21.0,109.0,117.0,45.5,139.0
FAM241A,8.0,6.0,0.0,3.0,9.0,9.0,9.0,10.5
GNPDA2,15.5,2.0,0.5,2.0,14.0,19.0,5.0,17.0
CPEB2,178.5,291.5,55.5,29.0,229.0,142.0,170.5,296.5
AASDH,3.0,0.5,0.0,2.0,3.0,1.0,2.5,7.5
C4orf36,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
PACRGL,2.5,0.5,0.0,4.0,3.0,2.0,0.0,4.5
ENPP6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
SLC9B2,3.5,1.5,0.0,1.0,5.0,2.0,3.0,5.5
SETD9,0.5,0.0,0.0,0.0,1.0,2.0,0.0,0.0
IL31RA,0.0,1.5,0.5,0.0,0.0,0.0,2.0,0.0
EMB,91.5,73.5,29.5,35.0,60.0,197.0,127.5,181.0
PPARGC1B,90.5,28.0,4.5,30.0,86.0,124.0,40.0,90.5
PRRC1,65.0,22.5,6.5,14.0,55.0,65.0,29.0,98.5
NADK2,13.5,3.0,2.0,6.0,14.0,18.0,12.5,28.0
JMY,36.5,28.0,2.5,8.0,40.0,48.0,44.5,73.0
C5orf58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC127,8.0,1.0,0.5,1.0,8.0,7.0,3.0,12.0
ATPSCKMT,11.5,0.5,1.0,5.0,8.0,12.0,5.5,15.5
CMBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC21,6.5,7.5,0.5,7.0,7.0,6.0,4.5,9.0
GRPEL2,130.5,42.5,13.5,37.0,154.0,126.0,87.5,189.0
LSM11,32.0,9.5,2.0,13.0,35.0,40.0,21.5,47.5
POC5,2.5,0.0,0.0,2.0,4.0,3.0,1.5,3.0
STARD4,15.5,27.0,1.5,4.0,16.0,11.0,15.0,27.5
WDR36,37.0,35.0,4.0,13.0,36.0,46.0,35.5,57.5
ZNF300P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUDCD2,5.5,2.0,0.5,1.0,7.0,8.0,3.0,8.5
UBLCP1,11.0,3.5,1.5,4.0,10.0,15.0,5.0,15.0
SHROOM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5orf24,82.0,37.0,4.0,18.0,79.0,107.0,60.0,138.0
ADAT2,27.5,6.5,1.0,11.0,27.0,33.0,13.0,36.0
IRAK1BP1,2.5,0.0,0.0,0.0,4.0,1.0,0.0,5.0
STXBP5,3.5,1.5,0.0,0.0,4.0,3.0,3.5,4.0
NCOA7,12.0,62.0,3.5,4.0,13.0,26.0,26.0,21.0
HINT3,16.0,2.0,4.0,5.0,17.0,19.0,5.5,30.0
B3GAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDHAF4,0.5,0.0,0.0,0.0,2.0,0.0,0.5,0.5
CD109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAET1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PM20D2,26.5,5.0,0.0,9.0,22.0,34.0,16.5,42.5
TMEM139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF786,8.5,0.5,0.0,2.0,9.0,6.0,2.5,9.5
COL26A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7orf57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTPN,132.0,52.5,18.0,20.0,137.0,146.0,76.5,184.0
MPLKIP,11.0,7.5,0.5,5.0,12.0,13.0,6.5,12.0
SSC4D,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5
C7orf31,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
CLDN23,1.5,0.0,0.0,2.0,1.0,2.0,1.0,1.0
CCDC26,15.0,6.0,0.0,9.0,10.0,18.0,9.0,15.5
ZNF572,4.0,0.5,0.5,1.0,10.0,1.0,2.5,10.5
FAM92A,2.0,0.5,0.5,1.0,2.0,5.0,1.5,5.5
VPS37A,11.5,6.5,0.5,4.0,15.0,12.0,8.0,20.0
NDUFAF6,4.0,1.5,0.5,1.0,3.0,2.0,2.5,2.5
TMEM68,14.0,6.0,1.0,4.0,15.0,15.0,5.0,17.5
ABRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM71,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.5
UBXN2B,30.5,5.5,3.5,5.0,35.0,28.0,13.0,54.0
