,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
UBL3,38.5,26.0,1.5,7.0,33.0,48.0,24.0,62.5
SEPTIN5,4.0,2.0,0.5,3.0,0.0,2.0,5.5,3.0
SEPTIN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PODXL,8.5,0.5,0.0,1.0,9.0,11.0,2.0,10.0
POLA1,10.0,3.0,2.0,3.0,8.0,8.0,6.0,10.5
POLB,1.5,0.0,0.0,0.0,2.0,1.0,0.0,2.5
POLD1,2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5
POLD2,2.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0
POLE,19.0,5.0,1.0,8.0,17.0,19.0,9.0,16.0
POLE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLG,30.0,17.5,2.0,8.0,33.0,27.0,19.5,29.5
POLH,42.0,9.0,6.0,17.0,42.0,51.0,10.5,45.0
POLR2A,32.0,4.5,1.0,12.0,34.0,26.0,7.5,32.0
POLR2B,1.5,2.0,0.0,1.0,2.0,2.0,3.5,3.5
POLR2C,83.0,30.0,5.0,18.0,84.0,69.0,50.5,83.0
POLR2D,195.5,63.5,8.5,41.0,215.0,175.0,112.5,211.0
POLR2E,70.5,19.5,4.0,27.0,70.0,76.0,30.0,73.5
POLR2F,7.0,3.0,0.0,1.0,6.0,10.0,2.5,5.0
POLR2G,5.0,1.0,0.5,1.0,4.0,2.0,1.0,4.0
POLR2H,30.0,8.0,1.5,14.0,25.0,35.0,11.5,26.5
POLR2I,1.5,0.0,0.0,1.0,1.0,0.0,0.5,2.0
POLR2J,10.5,0.0,0.5,0.0,9.0,16.0,2.5,10.0
POLR2K,28.5,11.0,3.0,5.0,32.0,35.0,21.0,37.0
POLR2L,22.0,5.5,0.0,6.0,16.0,22.0,5.0,15.5
POLRMT,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
PON2,2.5,0.0,0.0,0.0,2.0,1.0,0.5,2.0
POR,4.0,1.0,0.0,0.0,3.0,4.0,1.0,3.5
POU2F1,107.5,46.5,15.5,31.0,108.0,114.0,46.5,159.5
POU2F2,27.5,5.0,17.5,24.0,19.0,31.0,5.5,33.5
POU6F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPA1,6.0,4.5,0.0,3.0,6.0,11.0,4.0,7.5
PPARA,26.5,3.5,3.5,7.0,25.0,16.0,9.0,27.0
PPARD,48.0,11.0,7.5,6.0,54.0,40.0,24.5,57.5
MED1,131.5,82.5,14.5,31.0,140.0,124.0,103.0,170.5
PPAT,60.5,37.0,5.0,15.0,66.0,64.0,36.0,82.5
CTSA,6.5,1.0,0.0,2.0,4.0,7.0,2.5,6.5
PPIA,42.0,15.0,1.5,10.0,36.0,54.0,36.5,47.5
PPIB,67.0,27.0,0.0,19.0,58.0,64.0,36.0,55.0
PPIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPID,4.0,2.5,0.0,0.0,5.0,6.0,1.5,4.5
PPM1A,38.5,25.5,3.5,7.0,41.0,46.0,41.5,76.0
PPM1B,29.0,11.5,3.5,10.0,36.0,29.0,24.0,42.0
PPM1G,43.0,14.0,2.5,15.0,36.0,35.0,21.0,33.5
PPOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1CA,35.0,8.5,2.0,12.0,33.0,34.0,14.0,32.5
PPP1CB,78.5,105.5,14.5,24.0,74.0,88.0,64.0,111.5
PPP1CC,87.0,46.5,21.5,17.0,82.0,186.0,53.5,136.5
PPP1R2,28.0,19.5,5.0,8.0,33.0,24.0,11.0,42.0
PPP1R3D,36.0,6.5,3.0,11.0,38.0,36.0,18.0,59.5
PPP1R7,5.0,0.0,0.0,3.0,6.0,5.0,1.0,6.0
PPP1R8,74.5,29.0,10.0,19.0,76.0,73.0,42.0,96.5
PPP2CA,131.5,145.0,22.0,27.0,125.0,184.0,116.5,200.0
PPP2CB,12.5,7.0,2.5,2.0,11.0,8.0,13.0,21.0
PPP2R1A,50.5,18.5,1.5,18.0,42.0,34.0,30.0,47.5
PPP2R1B,27.0,11.5,2.5,4.0,24.0,38.0,13.0,37.0
PPP2R2A,94.5,71.5,16.0,14.0,109.0,123.0,62.0,122.0
PPP2R2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R3A,1.5,0.5,0.0,0.0,2.0,1.0,0.0,2.0
PTPA,43.0,6.0,3.5,10.0,45.0,38.0,12.5,51.5
PPP2R5A,30.0,14.5,5.5,5.0,36.0,35.0,23.0,38.0
PPP2R5B,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0
PPP2R5C,23.5,3.0,2.0,3.0,24.0,19.0,6.5,25.5
PPP2R5D,26.5,0.5,1.5,8.0,28.0,33.0,3.0,29.5
PPP2R5E,46.5,19.0,7.5,10.0,47.0,52.0,22.5,91.5
PPP3CA,29.5,24.5,13.5,10.0,28.0,37.0,14.0,35.5
PPP4C,11.0,3.5,1.5,4.0,11.0,14.0,7.0,11.0
PPP3CB,12.0,2.5,1.0,2.0,11.0,18.0,10.0,15.5
PPP3CC,4.5,3.0,1.0,2.0,3.0,6.0,2.5,4.5
PPP3R1,142.5,165.0,14.5,32.0,142.0,169.0,144.0,228.0
PPP3R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP5C,10.0,0.0,0.0,3.0,9.0,8.0,3.0,9.5
PPP6C,22.5,29.5,3.5,3.0,24.0,22.0,27.5,38.5
PPT1,44.5,11.0,2.5,19.0,39.0,83.0,32.0,72.5
PRCC,31.5,17.0,4.5,11.0,29.0,28.0,18.0,30.0
PRCP,2.5,0.5,0.0,1.0,3.0,2.0,0.0,3.0
PREP,13.0,3.0,1.5,4.0,15.0,11.0,5.0,15.0
PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGN,245.5,358.5,70.5,89.0,171.0,437.0,202.5,289.5
PRG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRH1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PRIM1,2.5,0.5,0.0,1.0,3.0,2.0,0.5,2.5
PRIM2,9.0,3.0,0.0,2.0,11.0,8.0,2.5,11.5
PRKAA1,15.0,6.5,2.5,4.0,19.0,20.0,10.5,20.5
PRKAA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKAB1,58.5,12.5,5.0,11.0,71.0,43.0,26.5,62.5
PRKAB2,41.0,5.0,0.5,6.0,47.0,48.0,18.5,61.0
PRKACA,18.0,0.5,1.0,4.0,22.0,11.0,4.0,19.0
PRKACB,1.5,1.5,0.5,3.0,1.0,2.0,2.5,3.0
PKIB,7.5,18.5,6.0,7.0,9.0,26.0,16.5,15.5
PRKAG1,34.5,1.5,2.5,9.0,32.0,18.0,12.5,31.5
PRKAR1A,20.5,10.5,5.5,8.0,23.0,24.0,14.0,33.5
PRKAR1B,12.5,0.0,0.0,7.0,8.0,4.0,3.0,8.0
PRKAR2A,91.0,28.5,7.0,20.0,101.0,78.0,41.0,114.5
PRKAR2B,5.5,2.0,1.5,1.0,6.0,8.0,2.0,14.5
PRKCA,30.0,6.0,1.0,5.0,26.0,21.0,14.5,30.0
PRKCB,25.5,26.0,7.5,14.0,26.0,25.0,32.5,31.0
PRKCD,40.5,9.5,3.5,15.0,43.0,28.0,24.0,51.0
PRKCE,11.0,14.0,0.0,3.0,18.0,6.0,13.0,21.0
PRKCG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKCH,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0
PRKCI,5.5,1.0,0.5,2.0,5.0,8.0,3.5,15.0
PKN1,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0
PKN2,26.0,17.0,4.5,6.0,26.0,34.0,19.5,44.0
PRKCQ,3.0,0.5,0.0,1.0,2.0,0.0,2.5,3.5
PRKCSH,17.5,3.5,2.0,3.0,17.0,20.0,7.0,20.0
PRKCZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKDC,63.5,26.5,6.0,20.0,48.0,77.0,42.0,89.5
MAPK1,90.5,52.5,11.0,9.0,88.0,85.0,68.5,104.5
MAPK3,0.5,0.0,0.0,1.0,0.0,1.0,0.5,0.5
MAPK6,58.5,78.0,9.5,13.0,57.0,63.0,46.0,91.0
MAPK7,3.5,0.5,0.0,1.0,2.0,1.0,2.0,3.5
MAPK8,18.5,12.5,0.5,7.0,23.0,36.0,17.0,26.0
MAPK11,1.0,0.0,0.0,0.0,2.0,2.0,0.5,2.0
MAPK9,10.5,1.5,1.0,7.0,10.0,17.0,7.0,12.0
MAPK13,0.5,0.0,0.0,0.0,1.0,0.0,0.5,0.5
MAP2K1,18.0,8.5,4.0,3.0,19.0,20.0,8.5,20.5
MAP2K2,4.5,1.0,0.0,0.0,4.0,3.0,1.0,3.0
MAP2K3,42.5,21.5,4.5,18.0,42.0,39.0,10.5,38.5
MAP2K5,2.5,1.0,0.0,3.0,4.0,0.0,0.5,3.5
MAP2K6,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
MAP2K7,79.0,18.5,3.5,28.0,76.0,98.0,40.5,79.0
EIF2AK2,4.0,31.5,1.5,3.0,3.0,7.0,46.0,5.5
DNAJC3,70.0,21.0,3.5,12.0,73.0,69.0,32.0,85.0
THAP12,102.5,65.5,9.5,21.0,95.0,131.0,81.5,108.5
PRKX,40.0,17.0,1.0,10.0,35.0,54.0,28.0,40.0
PRKY,28.5,12.5,3.0,11.0,30.0,35.0,24.5,33.0
PRNP,88.0,153.5,10.0,17.0,83.0,103.0,99.5,108.0
PROS1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
PROX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRPS1,16.0,16.0,0.5,4.0,17.0,22.0,14.5,18.5
PRPS2,12.5,9.5,0.5,5.0,13.0,22.0,11.5,22.0
PRPSAP1,9.0,2.5,0.0,5.0,10.0,17.0,6.0,11.5
PRPSAP2,8.0,1.0,0.0,2.0,9.0,6.0,6.5,10.0
PRRG1,11.5,7.0,2.0,2.0,11.0,22.0,16.0,19.5
PRRG2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LGMN,2.5,0.0,0.0,0.0,2.0,2.0,1.0,2.0
PRSS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRTN3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PSAP,26.0,6.5,2.0,1.0,28.0,14.0,15.0,26.5
PSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSEN1,77.5,39.5,7.5,23.0,84.0,63.0,52.5,111.5
PSEN2,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5
PSKH1,27.5,3.5,1.0,3.0,24.0,13.0,9.5,25.5
PSMA1,26.0,25.5,4.5,7.0,21.0,50.0,30.0,48.5
PSMA2,8.5,4.5,0.5,2.0,6.0,13.0,5.0,8.0
PSMA3,4.0,3.0,1.0,2.0,3.0,4.0,2.5,2.5
PSMA4,24.0,4.0,1.5,7.0,28.0,19.0,12.0,27.0
PSMA5,4.5,3.0,1.0,2.0,8.0,5.0,9.5,8.5
PSMA6,11.0,4.5,1.0,4.0,11.0,13.0,7.0,12.5
PSMA7,1.0,4.0,0.0,1.0,1.0,4.0,2.0,3.5
PSMB1,9.5,4.5,0.5,1.0,8.0,8.0,3.0,9.0
PSMB2,34.0,23.0,5.5,8.0,33.0,46.0,31.0,35.5
PSMB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB4,0.5,2.0,0.0,0.0,3.0,1.0,2.0,3.5
PSMB5,51.5,20.0,6.5,18.0,51.0,56.0,25.5,51.5
PSMB6,9.0,0.0,0.5,2.0,9.0,16.0,4.0,6.5
PSMB7,8.5,4.0,1.0,4.0,8.0,5.0,5.0,8.5
PSMB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB10,4.5,0.0,0.5,1.0,5.0,3.0,1.5,5.0
PSMC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMC2,4.5,4.5,0.5,3.0,8.0,11.0,8.5,10.0
PSMC3,5.5,1.0,1.5,4.0,4.0,5.0,2.5,4.5
PSMC4,19.0,6.5,1.0,3.0,14.0,17.0,6.5,14.0
PSMC5,5.0,0.0,0.0,1.0,5.0,4.0,0.0,5.0
PSMC6,4.0,1.0,1.0,2.0,4.0,4.0,2.0,9.5
PSMD1,6.0,1.5,3.0,2.0,3.0,8.0,5.0,7.5
PSMD2,5.0,1.0,1.0,2.0,5.0,6.0,1.0,4.5
PSMD3,14.5,3.0,1.0,1.0,12.0,13.0,6.0,10.5
PSMD4,3.0,1.0,0.5,0.0,3.0,1.0,1.5,2.5
PSMD5,28.5,15.5,5.5,10.0,28.0,39.0,22.0,44.5
PSMD7,41.5,16.5,3.0,13.0,40.0,39.0,24.0,40.5
PSMD8,41.0,15.0,4.5,10.0,38.0,46.0,12.0,41.0
PSMD9,21.0,8.5,2.0,5.0,22.0,13.0,14.5,21.0
PSMD10,12.0,2.0,1.5,4.0,16.0,11.0,3.0,18.5
PSMD11,46.5,36.0,3.5,11.0,46.0,58.0,28.0,48.5
PSMD12,17.0,24.0,4.5,4.0,13.0,29.0,25.5,36.0
PSMD13,20.0,5.5,0.5,8.0,22.0,15.0,9.0,23.0
PSME1,4.0,2.0,0.0,0.0,3.0,9.0,5.5,4.0
PSME2,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0
PSPH,1.5,0.0,1.0,1.0,2.0,2.0,1.5,2.0
PTAFR,6.0,21.0,10.0,26.0,6.0,12.0,41.0,9.0
PTBP1,463.0,264.0,33.0,97.0,442.0,386.0,237.0,445.0
PTCH1,1.5,0.5,0.0,0.0,2.0,1.0,0.0,1.5
PTEN,109.0,70.5,41.5,58.0,115.0,110.0,91.0,226.5
PTGDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGER2,7.5,81.0,7.5,3.0,3.0,7.0,21.5,7.5
PTGER4,201.0,326.0,49.5,41.0,216.0,132.0,209.5,268.0
PTGFRN,11.5,5.5,3.0,8.0,12.0,17.0,12.5,15.5
PTGIR,5.5,4.0,0.5,3.0,2.0,5.0,5.5,5.0
PTGIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTGS1,3.5,1.0,1.0,2.0,4.0,5.0,2.0,4.0
PTGS2,1.0,18.0,9.0,0.0,1.0,0.0,0.0,1.0
PTH1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTK2,3.0,4.0,0.0,0.0,4.0,6.0,1.5,5.0
PTK6,1.0,0.0,0.0,1.0,2.0,0.0,0.5,1.0
TWF1,39.0,31.0,3.0,9.0,55.0,60.0,28.0,75.0
PTMA,707.0,398.5,64.5,235.0,561.0,721.0,346.0,606.0
PTMS,5.0,1.5,0.0,0.0,5.0,3.0,2.0,3.0
QSOX1,20.0,7.5,3.0,4.0,13.0,22.0,8.0,17.5
PTPN1,80.5,29.5,8.5,22.0,83.0,94.0,41.5,96.0
PTPN2,24.0,11.5,3.5,8.0,23.0,25.0,14.5,28.5
PTPN3,6.0,0.5,1.0,5.0,6.0,9.0,7.0,7.0
PTPN4,2.0,2.5,0.0,0.0,2.0,2.0,2.5,2.0
PTPN6,87.5,38.0,6.5,34.0,74.0,60.0,54.0,78.0
PTPN7,445.5,157.0,31.5,194.0,396.0,530.0,323.0,421.5
PTPN9,40.5,12.0,3.5,14.0,51.0,50.0,14.5,56.0
PTPN11,106.5,63.0,14.5,30.0,92.0,126.0,104.0,113.5
PTPN12,6.5,6.5,4.0,3.0,6.0,11.0,7.5,11.0
PTPN14,4.5,6.0,19.0,6.0,3.0,11.0,7.5,7.5
PTPRA,14.0,3.5,0.0,3.0,20.0,10.0,4.0,20.5
PTPRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRC,6.0,10.0,2.0,3.0,6.0,9.0,18.0,13.0
PTPRE,40.5,39.5,16.0,26.0,32.0,52.0,61.0,40.0
PTPRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRG,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.5
PTPRH,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
PTPRJ,39.5,18.5,5.5,14.0,41.0,46.0,22.0,46.0
PTPRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRN2,2.5,3.0,0.0,5.0,4.0,5.0,4.5,4.5
PTPRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTPRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTS,2.5,1.5,0.0,0.0,3.0,3.0,1.5,5.0
PTX3,1.5,7.5,5.5,0.0,1.0,2.0,1.0,1.5
RAD1,78.0,26.0,5.0,23.0,77.0,71.0,43.5,90.5
PURA,60.0,19.5,12.5,34.0,61.0,76.0,46.5,96.0
PURB,261.5,203.0,14.0,56.0,228.0,222.0,176.0,325.5
PVR,110.0,48.5,4.5,31.0,102.0,87.0,95.0,112.0
NECTIN1,35.0,7.5,2.5,13.0,34.0,53.0,15.0,34.5
NECTIN2,6.5,9.5,4.0,7.0,6.0,6.0,10.5,9.0
PVT1,17.0,16.0,1.5,8.0,15.0,25.0,14.5,21.0
PWP2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX19,70.5,13.0,4.5,18.0,70.0,78.0,32.0,91.5
ABCD3,7.0,4.0,1.0,4.0,5.0,10.0,4.5,12.0
ABCD4,19.0,1.0,1.0,8.0,19.0,21.0,4.0,17.5
PXMP2,1.0,0.0,0.0,0.0,0.0,2.0,2.5,1.0
PEX2,11.5,4.5,0.5,4.0,12.0,10.0,5.5,25.0
PXN,1.5,1.0,0.0,0.0,2.0,3.0,2.5,3.5
PEX5,12.0,1.0,0.5,7.0,12.0,14.0,2.5,15.5
PYCR1,17.5,1.0,0.0,7.0,12.0,22.0,7.0,21.0
ALDH18A1,13.5,5.5,0.0,6.0,12.0,26.0,9.0,17.5
PCYT2,11.0,1.0,0.0,3.0,7.0,6.0,1.5,6.5
PYGB,38.5,16.0,2.0,10.0,35.0,28.0,29.0,38.5
PYGL,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5
QARS1,91.0,9.5,2.5,20.0,92.0,83.0,15.0,89.0
QDPR,6.0,1.5,1.0,1.0,6.0,5.0,4.5,9.0
RAB1A,37.5,47.0,7.0,8.0,41.0,44.0,30.5,58.0
RAB2A,62.0,41.5,9.0,14.0,63.0,56.0,55.0,87.0
RAB3A,25.5,1.0,0.5,17.0,21.0,29.0,4.5,22.5
RAB3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3IL1,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0
RAB4A,16.0,5.5,0.5,2.0,20.0,16.0,7.0,21.0
RAB5A,29.5,16.0,3.0,6.0,23.0,27.0,24.0,46.5
RAB5B,29.5,2.0,3.5,10.0,34.0,25.0,6.0,40.5
RAB6A,64.0,20.5,6.5,18.0,65.0,82.0,40.5,101.0
MAP4K2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RAB13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB27A,42.0,34.5,8.5,17.0,32.0,43.0,62.5,59.5
RAB27B,1.0,2.5,9.0,1.0,1.0,0.0,2.0,4.5
RABGGTA,0.0,0.0,0.0,1.0,0.0,4.0,0.5,0.5
RABGGTB,17.0,11.0,2.5,2.0,20.0,18.0,8.5,24.0
RABIF,49.5,18.5,1.5,12.0,46.0,50.0,28.0,56.0
RAB5C,61.5,25.5,5.5,19.0,50.0,65.0,26.5,58.5
RAC1,89.5,51.5,20.5,23.0,70.0,85.0,73.0,92.5
RAC2,74.0,5.0,3.0,15.0,72.0,81.0,21.5,74.0
RAC3,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0
RAD9A,20.0,2.5,0.0,4.0,17.0,13.0,5.5,16.5
RAD21,176.5,97.0,28.0,35.0,176.0,210.0,122.5,321.5
RAD23A,68.5,23.0,2.5,25.0,78.0,62.0,40.5,84.5
RAD23B,60.0,48.0,10.0,9.0,55.0,60.0,41.0,82.0
RAD51,14.5,4.0,0.0,3.0,12.0,11.0,11.0,12.0
RAD51C,2.5,0.0,0.0,1.0,2.0,2.0,0.5,1.5
RAD51B,1.5,0.0,0.0,0.0,5.0,0.0,1.0,3.5
MOK,0.0,3.0,0.0,0.0,0.0,0.0,0.5,0.0
RAD51D,24.0,6.5,2.5,17.0,23.0,53.0,17.5,37.5
RAD52,12.5,1.0,1.0,11.0,16.0,13.0,2.0,21.5
RAF1,67.5,32.0,6.5,28.0,74.0,72.0,44.5,78.5
RAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RALA,17.0,7.0,3.0,4.0,13.0,16.0,9.5,16.5
RALB,16.0,4.0,1.0,4.0,17.0,18.0,8.5,20.0
RALGDS,43.5,31.5,2.0,16.0,43.0,44.0,25.0,36.5
RAN,191.0,132.5,16.5,40.0,185.0,140.0,169.5,192.5
RANBP1,15.0,13.0,1.0,6.0,17.0,19.0,15.0,13.0
RANBP2,8.0,18.0,1.5,3.0,11.0,10.0,16.0,13.5
RANGAP1,64.0,14.0,5.0,22.0,59.0,88.0,27.0,66.5
RAP1A,14.5,9.5,2.0,6.0,16.0,17.0,10.5,23.0
RAP1B,14.0,14.5,3.0,3.0,14.0,13.0,13.5,23.0
RAP1GAP,0.5,1.5,0.0,2.0,1.0,3.0,2.0,1.0
RAP1GDS1,13.5,5.5,1.5,6.0,11.0,10.0,10.0,10.5
RAP2A,13.5,14.0,1.0,5.0,17.0,19.0,13.5,22.0
RAP2B,142.5,51.5,9.5,14.0,152.0,100.0,67.0,174.5
RARA,197.5,81.0,11.0,66.0,176.0,207.0,137.0,183.0
RARB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RARG,8.5,14.0,3.0,6.0,10.0,14.0,25.5,12.5
RARS1,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0
RARRES2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAAT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASA1,9.0,4.0,0.5,2.0,12.0,10.0,2.0,17.0
RASA2,22.0,22.0,1.0,6.0,30.0,21.0,29.0,35.0
RASGRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RB1,6.0,5.5,2.0,3.0,6.0,7.0,6.5,18.5
ARID4A,17.5,17.0,6.0,7.0,18.0,26.0,16.0,36.5
KDM5A,72.5,43.0,12.5,34.0,95.0,60.0,41.0,105.0
RBBP4,58.5,59.0,12.0,21.0,53.0,81.0,85.0,104.0
RBBP5,33.0,17.5,4.0,12.0,39.0,35.0,18.0,46.5
RBBP6,13.5,12.5,3.5,2.0,14.0,9.0,15.5,18.0
RBBP7,9.0,7.0,1.5,0.0,14.0,17.0,4.5,14.0
RBBP8,3.0,0.5,0.5,0.0,0.0,3.0,0.5,2.0
RBL1,31.0,11.0,4.5,15.0,33.0,34.0,16.5,42.0
RBL2,14.0,1.0,2.5,2.0,19.0,12.0,6.0,21.0
RBM3,150.0,107.5,7.0,27.0,125.0,212.0,105.5,201.0
RBM4,54.5,34.5,4.5,15.0,59.0,44.0,37.5,64.0
RBMS1,9.5,10.5,2.5,2.0,12.0,10.0,11.0,14.5
RBMS2,2.5,1.5,1.0,1.0,1.0,4.0,1.5,5.0
RCN1,16.0,19.0,2.5,3.0,16.0,18.0,27.5,18.0
RCN2,4.5,0.5,0.0,1.0,5.0,5.0,2.5,7.0
RDH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDX,36.5,12.5,2.0,6.0,42.0,32.0,18.5,52.5
RECQL,6.0,3.5,0.5,0.0,7.0,6.0,7.5,8.5
REL,71.5,43.0,8.0,5.0,80.0,55.0,37.5,92.0
RELA,63.5,31.0,3.5,17.0,65.0,58.0,37.5,65.5
RELB,9.5,9.5,5.0,5.0,10.0,11.0,8.5,7.5
UPF1,204.5,67.0,10.5,55.0,179.0,196.0,94.5,195.5
DPF2,59.0,16.0,4.0,12.0,60.0,51.0,36.0,58.0
REST,47.0,12.5,6.5,6.0,55.0,62.0,45.0,101.5
RET,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0
REV3L,7.0,3.5,2.0,2.0,9.0,6.0,4.0,14.5
RFC1,22.0,18.0,3.0,8.0,25.0,17.0,22.5,31.0
RFC2,12.0,2.0,1.0,6.0,10.0,16.0,7.0,14.0
RFC3,21.5,16.5,1.5,5.0,21.0,48.0,17.0,38.5
RFC4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RFC5,16.0,3.5,1.5,8.0,20.0,21.0,11.0,23.0
RFNG,3.5,0.0,0.0,2.0,3.0,3.0,0.5,3.5
RFPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFX1,6.5,8.0,0.5,4.0,10.0,7.0,3.5,8.5
RFX2,17.0,10.0,0.5,7.0,22.0,17.0,14.0,21.5
RFX3,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0
RFX5,18.5,9.5,3.0,7.0,21.0,32.0,10.0,31.5
RFXAP,16.0,9.0,0.5,4.0,16.0,29.0,19.0,27.5
RGS1,1.0,3.5,2.0,0.0,1.0,1.0,3.5,4.0
RGS2,19.5,32.5,16.5,1.0,20.0,13.0,3.0,18.0
RGS3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RGS10,5.0,0.0,0.5,2.0,5.0,9.0,7.0,7.5
RGS12,2.5,1.5,0.0,2.0,3.0,3.0,2.0,5.5
RGS13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS16,320.0,452.0,135.5,55.0,335.0,201.0,681.0,359.0
RHCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHEB,25.0,21.5,3.5,4.0,23.0,33.0,24.5,25.0
RIT1,50.0,41.5,18.0,10.0,57.0,62.0,35.0,79.0
RLF,11.0,13.0,1.5,4.0,21.0,10.0,9.5,17.5
RMRP,1.0,5.5,6.5,7.0,0.0,0.0,6.0,0.0
RN7SL1,2.5,1.0,3.0,1.0,0.0,2.0,1.0,0.0
RNASE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE2,4.0,0.5,0.0,8.0,2.0,8.0,3.0,5.0
RNASE3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RNASE4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNASE6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
RNASEL,9.5,0.0,0.0,5.0,15.0,4.0,3.5,16.5
SNORA63,10.5,18.0,3.5,0.0,9.0,8.0,10.0,16.0
SNORA62,6.5,11.0,1.0,2.0,6.0,10.0,10.0,13.0
RNF2,8.0,2.5,3.0,2.0,9.0,11.0,6.5,17.0
BRD2,2.0,1.5,0.0,0.0,3.0,2.0,1.0,3.5
RNF4,262.5,79.5,19.5,61.0,261.0,320.0,162.0,300.5
RNF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF6,20.5,11.5,1.5,7.0,21.0,30.0,14.5,29.0
RNH1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
RNPEP,8.5,2.0,0.0,1.0,5.0,8.0,6.0,8.0
