,VHL_2h,DMSO_24h,DMSO_2h,MYBi_24h,PBS_24h,VHL_24h
AMOT,1.0,4.0,6.0,4.0,16.0,2.5
VKORC1L1,2455.5,4208.5,3311.5,1049.0,1537.5,2564.5
AMOTL1,349.5,571.5,422.5,169.0,518.5,377.5
LINC00689,0.0,0.0,0.0,0.0,0.0,0.0
IQUB,2.0,5.0,9.5,4.0,4.0,7.5
KCTD7,28.0,59.0,31.5,14.0,27.0,43.5
GIMAP8,92.5,168.0,152.0,445.0,95.0,86.5
ZNF425,12.5,13.0,20.0,43.0,25.5,6.0
155060,99.0,132.0,83.5,118.0,189.5,127.0
ZNF746,755.5,679.5,855.5,779.0,273.0,440.5
ATP6V0E2,715.5,595.0,676.5,97.0,80.0,613.5
AMZ1,7.0,4.5,6.0,2.0,1.5,2.0
METTL27,2.0,7.0,2.0,0.0,0.0,2.0
VPS37D,12.0,30.5,20.5,1.0,4.5,31.5
RBM33,1297.0,1914.0,1614.5,1497.0,1405.0,1217.5
157247,1106.0,1162.5,1336.5,454.0,416.0,836.0
PRAG1,54.0,138.0,80.0,307.0,136.5,51.5
CDCA2,1388.5,2908.5,2099.0,378.0,934.5,1627.5
TMEM65,91.0,531.5,300.5,33.0,107.5,135.0
RDH10,677.5,900.5,1148.0,276.0,208.0,492.5
ANKRD46,369.5,884.5,840.0,184.0,206.5,336.5
ESCO2,793.5,2601.0,1611.5,242.0,631.0,958.5
FBXO16,4.5,7.0,4.0,6.0,13.5,8.0
LINC00599,491.5,868.5,603.0,942.0,427.5,539.0
LRATD2,11.0,20.5,21.5,22.0,36.0,16.5
C8orf37,138.0,183.0,180.5,78.0,91.5,93.5
VPS13B,259.0,617.0,408.5,471.0,363.0,321.5
TDRP,0.5,1.5,1.0,3.0,2.5,1.0
ERICH1,173.5,367.5,340.0,191.0,152.5,162.5
FAM91A1,1254.5,3542.5,2623.0,857.0,1129.5,1289.5
MCMDC2,2562.0,3421.0,3988.0,1600.0,1965.5,2273.0
CLVS1,94.5,330.0,280.5,62.0,114.5,107.5
SBSPON,16.0,66.0,36.5,30.0,29.0,35.0
CAMSAP1,533.5,616.5,733.0,348.0,427.5,367.0
DOCK8-AS1,41.0,49.0,52.5,99.0,111.0,31.0
LINC00032,0.0,0.0,0.0,0.0,0.0,0.0
C9orf163,8.0,10.5,11.5,0.0,5.0,7.0
MAMDC4,4.5,10.5,5.5,3.0,7.5,7.5
TTLL11,11.0,12.0,18.0,9.0,4.5,8.0
HSD17B7P2,2.0,5.0,2.0,0.0,3.0,0.0
TTC39B,17.0,35.0,38.5,1.0,11.0,15.0
TRMT10B,185.5,200.0,182.0,135.0,105.5,133.5
TTC16,74.0,43.0,65.0,35.0,50.5,65.0
LINC02603,14.0,24.0,28.5,32.0,8.0,10.0
FAM120AOS,3575.0,3563.5,4251.0,908.0,1065.0,2950.5
KIAA2026,25.5,101.5,91.5,35.0,17.0,34.5
SHOC1,0.0,2.5,0.5,8.0,1.5,0.0
KIAA1958,232.5,495.5,337.0,134.0,195.0,254.0
TSTD2,676.5,739.5,787.5,412.0,405.0,463.5
ZNF782,32.5,66.0,43.5,14.0,24.5,26.5
PRUNE2,13.5,27.5,14.5,39.0,21.0,17.5
USP27X-AS1,23.0,16.5,26.0,4.0,5.5,7.5
ZXDB,67.0,174.0,163.0,36.0,21.5,50.5
MOSPD2,161.5,386.0,273.0,69.0,114.0,152.5
RIBC1,4.0,6.5,5.5,3.0,1.5,4.0
RHOXF1,0.0,2.0,0.0,4.0,4.5,0.0
NKAPP1,699.5,647.0,771.0,349.0,444.0,542.5
CXorf65,13.5,5.0,10.0,6.0,0.5,8.5
ZDHHC15,0.0,0.0,0.0,1.0,0.0,0.0
USP51,10.0,37.5,23.0,9.0,35.0,15.0
158960,97.5,84.5,89.0,519.0,303.0,74.0
CXorf38,978.0,942.0,1112.0,639.0,588.5,686.5
FAM122B,1470.5,3698.0,2894.5,509.0,923.5,1450.5
FAM122C,57.0,108.0,101.5,60.0,83.0,40.5
USP54,947.0,1003.0,970.5,261.0,342.0,646.5
SLC35G1,102.5,200.0,248.0,11.0,35.0,86.5
CFAP58,2.5,2.0,1.5,0.0,2.5,0.5
LDHAL6A,3.5,2.5,2.0,12.0,2.5,0.5
TMTC2,6.0,3.0,5.5,2.0,3.0,3.5
CLEC12A,62.5,56.0,61.5,84.0,194.0,58.0
CLECL1,0.0,0.0,0.0,161.0,205.5,0.0
TMTC3,64.0,249.5,189.5,81.0,81.0,70.5
ALDH1L2,4093.0,4028.5,4711.5,166.0,297.5,2411.5
DENND5B,0.0,0.0,0.5,1.0,6.5,0.0
GRASP,3.0,8.5,8.0,3.0,0.0,8.0
PPTC7,723.0,1275.5,1303.0,309.0,218.5,508.0
DGKH,101.5,250.5,149.0,203.0,262.5,88.5
CCDC122,4.5,5.0,6.5,4.0,1.0,3.0
GPR180,188.0,713.5,446.5,98.0,190.0,233.0
FAM71D,0.0,0.0,0.0,0.0,1.0,0.0
TMEM229B,331.0,433.0,315.0,161.0,124.0,414.5
ACTN1-AS1,8.5,6.5,5.5,0.0,5.0,5.5
SYNE3,67.0,60.5,63.0,11.0,18.5,37.5
FITM1,0.5,0.0,0.0,0.0,0.0,0.0
REM2,3.0,6.0,7.0,11.0,1.0,7.0
MDGA2,0.0,0.0,0.0,8.0,1.0,0.0
SAMD15,3.5,6.0,4.0,7.0,3.0,2.0
NOP9,6566.5,6599.5,6637.5,2889.0,3029.5,5364.5
EML5,18.0,75.0,60.0,20.0,35.5,36.0
DNAAF4,4.5,7.0,5.0,1.0,3.5,1.0
CSNK1A1P1,140.5,350.5,310.5,26.0,67.0,88.0
ODF3L1,11.0,6.0,8.5,1.0,1.5,2.5
PGBD4,1.0,1.5,1.5,0.0,2.0,1.5
ADAL,215.5,267.0,229.0,96.0,128.0,196.0
FSIP1,6.5,8.5,8.0,2.0,1.0,2.5
ZFPM1,120.5,64.5,99.0,121.0,97.0,55.5
ITPRIPL2,2.0,2.0,1.5,19.0,20.5,1.0
ZFP1,209.5,522.5,434.5,96.0,122.0,235.5
MARCHF10,0.5,0.0,0.5,0.0,0.0,0.5
SLFN5,21.0,41.0,37.0,9.0,24.5,17.5
RETREG3,2393.5,3079.0,2610.0,1421.0,1245.0,2418.0
TMEM92,3.0,5.5,3.5,0.0,0.0,5.0
PHOSPHO1,5.5,4.5,5.5,5.0,0.0,5.0
RHBDL3,966.0,287.0,902.5,118.0,155.0,155.5
TRPV3,0.0,0.0,0.0,8.0,1.5,0.0
FBXO39,1.0,1.0,0.5,0.0,0.0,0.0
USP32P1,0.0,0.5,0.5,213.0,369.5,0.0
ZNF519,87.0,230.0,142.5,9.0,74.0,103.5
C18orf54,93.5,368.5,212.0,38.0,151.5,95.5
ZNF836,0.0,0.0,0.0,4.0,4.0,0.0
ZNF610,0.0,0.0,0.0,0.0,1.0,0.0
ZNF320,0.5,0.0,1.0,30.0,10.5,0.0
ZNF497,38.5,63.5,49.5,48.0,70.0,43.0
ZNF550,105.0,218.5,195.5,83.0,79.0,95.5
ZNF296,26.0,41.0,21.5,54.0,19.0,21.0
DEDD2,729.0,930.0,774.5,1106.0,784.0,970.0
ZNF579,161.5,164.0,163.5,164.0,152.0,123.5
ZNF791,190.5,296.0,395.0,364.0,112.5,108.5
ZNF564,73.5,130.5,152.5,139.0,58.0,50.0
ZNF709,1.5,1.0,3.0,1.0,3.0,0.0
ZNF114,19.5,39.0,25.0,28.0,15.5,17.0
ZNF567,3.5,15.5,14.0,4.0,3.0,1.5
ZNF383,3.0,9.0,9.0,6.0,2.0,2.0
EID2,115.0,347.5,348.5,167.0,132.0,110.0
ZNF780B,185.0,497.5,311.5,130.0,169.0,186.0
PRR22,5.5,3.5,5.0,6.0,5.5,8.5
LGI4,0.0,0.0,0.0,0.0,1.0,0.0
ZNF100,7.0,11.0,14.5,29.0,50.5,11.5
ZNF540,0.0,0.0,0.0,0.0,0.0,0.0
DENND2C,2.0,1.5,6.0,1.0,1.0,1.0
FNDC7,0.0,0.0,0.0,0.0,0.0,0.0
DENND1B,322.5,816.0,502.0,775.0,988.5,321.5
TOR1AIP2,2192.0,3594.5,3380.5,1610.0,1440.0,1870.5
CITED4,1039.5,1044.0,1199.0,831.0,1133.5,844.0
SASS6,203.0,801.5,551.5,100.0,179.0,191.5
SDE2,397.5,924.5,792.0,205.0,180.5,415.0
CNST,299.0,702.5,482.5,283.0,396.5,330.5
PAQR7,287.0,366.5,295.0,130.0,143.5,322.0
CCDC116,0.5,1.0,1.5,8.0,2.5,0.0
CABP7,467.0,384.0,451.5,283.0,283.0,489.0
TMPRSS6,3.5,8.5,3.0,0.0,1.0,2.0
APOBEC3H,10.0,7.0,17.5,149.0,69.5,9.5
LONRF2,0.0,0.0,0.5,0.0,3.5,1.0
CCDC138,68.5,167.5,140.0,19.0,40.0,89.5
ADGRF3,36.0,33.0,24.0,15.0,27.5,38.5
OXER1,37.5,46.5,32.5,27.0,8.0,45.5
UBXN2A,207.0,259.0,282.5,105.0,137.5,135.5
DQX1,2.5,5.0,2.5,15.0,7.5,6.5
PARP15,0.0,0.0,0.0,52.0,47.5,0.0
GPR156,4.5,1.0,5.0,0.0,0.0,2.0
XIRP1,5.5,0.5,9.0,5.0,17.5,0.0
RNF168,372.0,956.0,691.5,246.0,202.0,385.0
CHST13,0.0,4.5,1.5,11.0,13.5,1.5
SPATA5,397.0,995.5,697.5,289.0,395.5,495.5
BBS12,18.5,13.5,21.0,6.0,12.5,11.0
ADGRA3,28.0,58.0,52.0,30.0,28.0,32.5
MMAA,53.0,177.5,111.0,88.0,74.5,85.0
ZBTB49,14.5,9.0,17.0,7.0,5.0,2.5
TIGD2,12.5,38.0,34.5,9.0,14.0,15.0
SGMS2,9.5,3.5,24.5,0.0,0.0,2.5
MIER3,236.5,730.5,636.5,110.0,116.5,198.0
UGT3A2,0.0,0.0,0.5,2.0,20.5,1.5
TENT2,333.0,1313.5,929.5,338.0,436.5,336.5
DCP2,3165.0,8685.5,5716.0,1429.0,2355.0,3635.0
LIX1,0.0,0.0,0.0,3.0,2.0,0.0
ZNF366,8.5,2.5,8.5,76.0,0.0,0.5
FAM151B,1.5,6.5,3.0,4.0,5.5,0.5
PRSS35,0.0,0.0,4.5,0.0,0.0,0.0
LCA5,2.0,12.0,6.0,3.0,7.0,5.5
TXLNB,1.0,8.5,2.5,8.0,3.0,1.5
ZNF92,74.5,354.0,320.5,61.0,36.0,54.0
THAP5,501.0,1111.0,1027.0,183.0,224.5,433.0
CCDC71L,237.5,317.0,403.0,79.0,46.0,166.0
ZNF467,2.0,5.0,4.0,16.0,8.5,3.5
BMPER,3.5,0.0,8.5,0.0,0.0,0.5
ZNF800,415.5,899.5,1276.0,189.0,160.0,272.0
SLC30A8,0.0,0.0,0.0,0.0,0.0,0.0
SNX31,0.0,0.0,0.0,0.0,0.0,0.0
TMEM64,551.5,1129.0,1002.0,49.0,156.5,485.0
ZNF596,8.5,10.5,13.5,36.0,18.5,3.0
STKLD1,64.5,82.5,85.5,42.0,42.5,70.0
OLFML2A,1.0,1.0,1.0,6.0,17.0,0.0
QSOX2,1863.5,1981.5,2037.0,467.0,506.5,1402.0
GLIS3,0.0,0.0,0.0,0.0,0.0,0.0
ZNF169,17.0,43.0,33.0,12.0,16.0,39.0
TCEANC,22.5,38.0,45.5,32.0,8.5,20.5
ARX,0.0,0.5,0.0,2.0,2.5,0.0
TMEM273,254.0,239.5,283.5,12.0,14.0,242.0
FUT11,146.5,346.0,230.5,34.0,79.5,180.5
OIT3,0.0,0.0,0.0,0.0,0.0,0.0
C10orf91,172.0,213.0,167.5,24.0,47.0,179.5
PWWP2B,237.0,237.0,254.5,242.0,225.0,225.5
SSBP4,1167.0,1075.5,1162.0,811.0,810.0,1092.5
ACTL10,38.5,20.5,45.5,18.0,19.5,21.5
DHX36,4.0,7.0,4.0,0.0,2.5,4.0
GIMAP1,11.0,15.0,10.5,78.0,26.0,10.0
COMMD6,176.0,559.5,491.0,262.0,277.0,164.0
ADAMTS15,1.0,1.5,4.0,0.0,1.0,0.5
ADAMTS17,6.0,6.0,5.0,4.0,5.0,7.5
ZNF525,0.0,0.0,0.5,14.0,15.5,0.0
ZNF431,208.0,485.0,410.0,96.0,102.5,201.5
ZNF721,108.5,239.0,205.5,212.0,141.5,92.5
ANKRD24,2.5,3.0,2.0,19.0,6.5,3.0
ZNF384,1250.0,1233.0,1227.0,795.0,993.5,1093.0
ABHD11-AS1,2.0,6.5,3.0,12.0,3.5,3.0
ASXL1,835.5,1145.5,962.5,297.0,455.0,857.0
SYNPO2,1.5,2.5,2.5,3.0,14.5,1.5
SPACA4,0.0,0.0,0.0,4.0,0.0,0.0
RHOV,13.0,8.0,15.5,5.0,2.5,9.5
DSTNP2,365.0,511.0,519.0,263.0,185.0,294.0
NLRP6,55.5,47.0,52.0,44.0,31.0,36.5
171391,27.5,28.5,25.5,40.0,41.5,32.0
ZNF675,17.0,69.0,57.0,9.0,6.5,12.0
CLYBL,4.5,2.0,3.0,37.0,39.5,4.0
SPTSSA,1309.5,2877.0,2754.0,622.0,851.5,1343.0
PTCRA,0.0,0.0,0.0,6.0,12.0,0.0
POLR3H,6793.5,5494.5,6778.5,3343.0,3808.0,5331.0
ABHD3,163.0,480.0,306.0,185.0,293.0,244.5
PGAM5,4717.5,4441.5,5031.5,1148.0,1793.5,3963.0
HIGD2A,1132.0,993.0,1156.0,936.0,1150.5,1011.5
AGO3,30.5,61.5,46.5,31.0,31.0,40.5
AGO4,660.5,1129.0,903.0,738.0,811.5,561.5
SCAMP5,555.0,516.0,512.5,181.0,133.5,501.5
PRXL2C,315.0,309.0,469.5,121.0,149.5,251.0
ZNF367,268.5,899.5,808.0,140.0,206.5,198.5
METTL15,216.5,620.5,330.0,302.0,298.5,367.5
MPZL3,187.5,179.5,221.0,131.0,87.5,134.0
IMMP1L,55.5,239.5,157.5,42.0,58.5,78.0
RILPL2,9753.0,7705.5,10018.0,4955.0,4750.0,6293.5
AMN1,153.5,333.5,196.0,67.0,151.5,211.0
METTL7B,31.0,27.5,23.5,468.0,375.5,10.5
ZFC3H1,170.5,523.5,264.5,194.0,237.5,240.0
PLBD2,625.0,618.5,468.0,438.0,243.5,548.5
EEF2KMT,1492.0,1213.5,1422.0,577.0,649.0,1262.0
PIANP,9.0,10.0,12.0,12.0,7.5,8.5
DCP1B,560.5,726.5,632.0,703.0,373.0,578.0
ANO6,1892.5,3266.0,2701.5,428.0,723.5,1841.0
ARID2,1002.5,1533.5,1954.0,868.0,661.0,674.0
PAOX,22.5,20.0,22.0,30.0,49.0,26.0
FAM24B,54.5,55.0,48.5,14.0,13.0,55.5
LINC00638,181.5,205.5,177.5,84.0,76.0,204.0
LINC01599,14.0,10.0,15.5,1.0,3.0,5.5
FAM227B,13.5,39.0,33.0,8.0,29.0,19.5
DNM1P46,1.5,1.0,4.5,8.0,19.0,1.0
LCTL,788.0,913.5,800.0,138.0,338.0,732.5
UBR1,285.0,882.5,485.0,194.0,188.5,350.0
PATL2,0.5,1.0,4.0,0.0,2.5,1.5
SNAI3-AS1,85.0,108.0,92.5,76.0,126.0,98.0
LDHD,12.5,11.5,5.5,17.0,11.5,12.0
FCSK,82.5,93.0,94.0,141.0,109.0,122.5
MLKL,428.0,463.5,434.0,230.0,199.5,389.5
ZNF778,43.5,70.0,73.0,11.0,11.0,32.0
ACSF3,421.5,367.0,360.0,183.0,252.0,345.0
WDR90,77.5,74.5,61.5,29.0,112.5,93.5
EME2,6.5,4.0,4.0,10.0,7.0,5.5
NLRC3,1419.0,1586.5,1388.0,130.0,143.5,1287.5
NSMCE1,336.5,287.5,313.0,159.0,184.0,342.0
ZNF48,218.0,199.0,298.5,95.0,87.0,171.5
LKAAEAR1,2.0,3.5,2.5,0.0,5.0,2.5
DZIP1L,0.0,1.0,0.5,1.0,2.0,0.0
MCEMP1,1284.5,627.5,1260.0,219.0,248.5,847.5
ZNF627,260.0,363.0,452.0,157.0,118.5,135.0
ZNF585A,378.5,412.0,403.0,436.0,386.5,493.5
CADM4,20.0,22.0,26.0,23.0,18.0,20.5
THAP8,47.5,65.0,36.0,85.0,73.5,48.5
U2AF1L4,312.0,267.0,308.5,616.0,359.0,225.0
ZNF626,0.0,0.0,0.0,4.0,3.5,0.0
NIBAN3,8.0,15.0,17.0,13.0,2.5,10.5
ADM5,8.5,11.5,8.0,9.0,10.0,8.0
ALG14,310.5,274.5,326.0,77.0,181.5,310.0
FAM76A,222.0,290.0,334.0,156.0,111.0,141.0
TMEM201,2203.0,1770.5,2255.0,446.0,677.5,1556.0
FAAP20,844.5,709.0,819.5,483.0,589.5,802.5
CC2D1B,246.5,305.0,276.5,227.0,202.5,293.0
NBPF11,112.5,147.0,113.5,147.0,72.0,104.0
NUDT17,41.0,56.0,40.5,25.0,44.5,51.5
TXLNA,5085.5,4067.0,5701.0,1551.0,2141.0,3208.0
TCTEX1D1,7.5,27.0,25.5,9.0,13.5,10.0
C1orf100,0.0,1.0,0.5,2.0,0.5,0.0
SPAG17,150.5,209.0,178.0,57.0,59.0,163.0
SLFNL1,11.5,11.5,10.0,6.0,5.0,7.0
KRTCAP2,142.0,130.5,160.0,121.0,75.5,129.5
CRTC2,233.0,280.5,268.0,249.0,176.0,260.5
TMEM51-AS1,17.0,21.0,32.5,18.0,18.0,24.0
IBA57,597.5,435.0,643.0,263.0,248.5,302.5
FAM209A,0.5,0.0,1.0,4.0,0.0,0.0
LINC00656,5.5,7.0,3.0,5.0,0.0,3.5
LINC00528,131.0,162.5,152.5,35.0,48.5,121.0
RNF215,72.0,78.0,69.5,64.0,75.5,84.5
APOBEC3F,1.5,5.0,0.5,83.0,86.0,0.0
ALMS1P1,0.0,1.0,0.0,0.0,0.0,1.5
TET3,2154.5,3661.5,3318.0,1204.0,899.0,1844.5
ANKRD23,32.0,40.5,32.5,11.0,32.0,50.5
APLF,20.0,72.0,45.5,11.0,20.5,19.5
PIKFYVE,1043.0,3403.5,1955.5,970.0,1207.5,1372.5
KRTCAP3,16.0,20.5,13.0,15.0,17.5,22.5
FAM237A,0.0,0.0,0.0,0.0,0.0,0.0
TMEM17,50.0,69.5,59.0,25.0,30.5,56.5
SPRED2,669.5,831.5,1082.5,488.0,484.0,429.5
TIGD1,2.0,4.5,1.5,0.0,0.5,5.0
200772,5.5,6.0,5.0,0.0,0.0,8.5
ALG1L,11.5,7.0,10.0,3.0,5.5,15.5
KCTD6,38.5,83.0,74.5,33.0,15.5,36.5
ARL13B,156.5,395.0,318.5,71.0,157.0,134.5
DHFR2,516.0,815.0,750.5,344.0,281.5,471.5
RPL22L1,5581.5,6930.0,6108.0,1190.0,4094.0,8732.0
SLC51A,12.0,25.0,16.0,19.0,5.5,12.0
FBXO45,2569.5,5385.5,5082.0,1174.0,1648.0,2550.5
KLHDC8B,1.5,5.0,5.0,4.0,3.5,11.0
TVP23C,75.0,80.5,104.5,38.0,33.0,55.0
CENPV,516.0,411.5,552.0,308.0,523.5,430.5
FLCN,458.5,476.5,484.5,250.0,232.5,394.0
PLD6,835.0,1447.5,1369.5,996.0,792.0,801.0
ARHGAP27,2.0,3.0,1.5,0.0,0.0,1.0
ZNF385C,79.0,76.0,81.5,75.0,85.0,85.0
SAMD14,4.5,7.5,9.0,5.0,4.0,7.5
LYRM9,34.0,33.5,44.0,21.0,20.0,31.0
SLC16A13,30.0,55.0,32.5,28.0,67.5,42.5
CENPX,1119.5,972.0,1051.5,606.0,963.5,1313.0
LRRC45,151.5,163.5,134.0,137.0,137.0,198.5
SLC39A11,1901.5,2012.5,2119.0,1174.0,853.0,1742.5
AMZ2P1,61.0,87.5,79.5,128.0,102.0,99.5
TRIM65,2669.5,3304.5,2780.0,1010.0,1446.5,2438.5
UNC13D,699.5,763.0,694.5,840.0,751.0,875.5
RDM1,1.0,1.0,0.0,0.0,0.0,0.0
SPNS3,384.0,303.0,384.5,119.0,252.5,424.0
FBXO15,0.0,0.0,1.0,4.0,0.0,0.0
RAB12,113.0,255.5,268.5,123.0,105.5,103.0
DLGAP1-AS3,0.0,2.0,1.0,16.0,2.0,3.5
ZNF584,1076.5,630.0,1199.5,279.0,438.5,501.0
HACD2,183.5,509.5,388.0,13.0,16.0,174.0
STT3B,4048.5,9538.0,8690.5,1622.0,3191.5,3526.5
PDE12,1239.5,2305.0,2581.0,429.0,555.5,933.0
DENND6A,626.0,1405.0,1332.0,438.0,605.0,567.0
C4orf46,1253.5,2251.0,2101.0,461.0,880.5,1088.5
TMEM154,842.5,1479.0,1155.0,373.0,658.0,747.0
LINC00504,1.0,1.0,3.5,0.0,0.0,0.0
SMIM14,81.5,133.5,136.0,382.0,117.0,68.0
TMEM192,1745.0,2529.0,2613.0,907.0,683.5,1406.5
RWDD4,145.5,252.0,240.5,86.0,75.5,112.0
PRIMPOL,29.0,102.0,106.0,1.0,48.5,28.5
TAPT1,257.5,571.5,495.0,233.0,215.0,271.0
TAPT1-AS1,9871.5,8283.5,7937.5,2885.0,7096.5,12043.0
SPATA24,17.0,18.0,13.5,7.0,10.0,16.0
DNAJC18,199.0,253.0,229.5,51.0,91.5,191.0
202181,71.5,81.5,93.0,74.0,106.5,62.0
CCDC125,43.0,82.0,50.0,18.0,34.5,44.5
GAPT,2.5,9.0,5.0,28.0,18.5,5.0
CMYA5,0.0,1.0,1.5,2.0,1.5,0.0
OSTCP1,187.5,181.0,218.0,47.0,94.0,197.5
TCTE1,0.0,0.0,0.0,0.0,0.0,0.0
PAXIP1-AS1,428.5,425.0,528.5,102.0,211.0,308.5
TMEM184A,673.0,838.0,844.5,576.0,409.5,558.0
ADCK5,37.5,41.5,38.0,38.0,50.0,37.5
TSNARE1,509.5,572.5,470.0,456.0,560.0,532.0
TUBB,4480.0,4732.5,4981.5,789.0,1755.5,3596.0
R3HCC1,208.5,202.0,213.5,124.0,207.5,229.0
TMEM268,681.0,740.0,785.5,178.0,240.5,553.0
C9orf72,297.0,1248.0,590.0,433.0,369.5,450.5
CCDC171,0.0,1.5,1.0,0.0,0.5,2.0
NAIF1,447.5,567.5,522.0,275.0,242.5,431.5
FAM219A,439.5,403.5,436.0,156.0,161.0,347.0
CCDC107,639.5,584.5,644.5,284.0,285.5,517.0
ANKS6,468.0,486.5,531.0,158.0,241.5,417.5
SUSD3,472.5,446.5,476.5,383.0,503.0,507.0
SLC25A43,528.0,825.0,705.5,194.0,274.0,481.5
RTL3,19.5,14.0,27.5,21.0,30.5,12.5
INTS6L,140.5,252.0,209.5,219.0,309.5,170.0
ZNF449,14.0,37.0,27.0,20.0,14.5,15.0
VMA21,4170.5,6847.0,7101.5,2071.0,2679.0,3451.0
HIPK1,3253.0,4900.0,4911.0,1484.0,1109.0,2492.0
MTLN,781.0,630.0,592.0,422.0,423.0,776.0
C2orf69,309.0,1125.5,1020.0,273.0,243.0,237.5
DIPK2A,450.0,1811.5,1409.5,200.0,187.5,469.5
SENP5,1424.5,1607.0,1804.5,701.0,654.0,935.0
USF3,534.0,1136.0,930.0,448.0,396.5,487.5
SLC36A1,2321.5,2574.5,2641.5,1174.0,748.0,2091.5
DHRSX,293.0,297.0,305.5,270.0,198.0,337.0
SAMD9L,23.5,71.0,33.5,22.0,10.0,29.5
ATAD3C,0.0,1.0,1.0,1.0,0.0,0.0
USP12,1668.5,2511.0,2822.5,812.0,773.5,1262.5
TMEM254-AS1,17.5,24.0,15.5,9.0,5.5,20.0
PLAC9,0.5,3.5,2.5,2.0,0.0,1.5
MTIF3,349.0,359.5,376.0,173.0,188.5,373.0
SMTNL1,0.0,1.0,2.0,0.0,0.0,0.5
YPEL4,0.0,1.0,1.5,2.0,2.0,0.0
MED19,422.5,367.0,422.0,426.0,197.0,420.0
ZCCHC24,913.5,1103.5,1103.5,641.0,748.0,771.5
ENKUR,2.5,2.0,1.5,6.0,1.0,2.5
UNC5B,367.5,265.0,346.0,64.0,33.0,229.0
PROSER2-AS1,1.5,2.0,4.0,4.0,4.5,0.5
STOX1,3.0,10.0,3.0,2.0,10.0,2.5
FAM241B,28.5,41.5,34.0,67.0,24.5,54.0
TYSND1,1320.5,1429.0,1383.5,298.0,599.0,1573.5
ZNF25,129.5,305.5,247.0,238.0,230.0,147.5
CCNY,790.5,1105.5,1149.0,914.0,867.5,634.5
RTKN2,0.0,0.0,1.0,0.0,3.5,1.0
TBATA,1.5,1.5,2.5,0.0,0.0,1.5
C11orf45,1.0,5.0,2.0,17.0,40.0,1.5
HYLS1,74.0,173.0,168.5,36.0,44.5,52.5
TMEM218,666.5,730.5,798.0,439.0,614.0,651.5
SLC37A2,448.0,489.5,479.5,648.0,263.0,432.0
TBCEL,332.5,815.5,526.5,245.0,184.5,338.5
TLCD5,0.0,0.0,0.5,0.0,2.5,0.5
MRPL21,118.0,154.5,180.0,106.0,63.0,142.0
TPCN2,366.0,311.5,344.5,309.0,284.0,314.0
MPEG1,18.0,14.0,35.0,600.0,387.0,19.5
PATL1,1222.0,1933.5,1849.5,752.0,705.5,1088.0
VWCE,0.0,0.0,0.0,1.0,0.0,0.0
CYB561A3,1859.0,1613.5,1889.5,749.0,936.5,1883.5
PPP1R32,0.0,0.5,2.0,3.0,5.0,3.0
GDPD4,0.0,0.0,0.0,0.0,5.5,0.0
DDIAS,73.5,148.5,135.5,24.0,30.5,88.5
LTO1,566.0,422.5,585.0,257.0,217.0,382.5
LRTOMT,2553.5,1810.5,2453.5,1066.0,1616.5,2207.5
DLEU7,0.5,1.5,1.0,7.0,6.0,2.0
FAM124A,41.0,35.5,46.5,48.0,45.5,31.5
SKA1,137.0,156.5,185.5,15.0,49.5,126.0
OTUD1,6.0,23.0,17.5,29.0,2.5,1.0
OAF,2755.5,2242.5,2736.0,472.0,1397.5,2062.0
TIGD3,7.0,13.5,8.0,3.0,2.5,10.0
CTAGE10P,19.0,26.0,30.5,9.0,9.5,18.0
RNF152,0.0,0.5,0.5,0.0,0.0,0.0
USP32P2,0.5,0.0,0.0,4.0,2.0,0.0
220729,203.0,304.5,211.0,44.0,75.0,240.5
FABP5P3,5.5,7.0,6.0,5.0,1.0,7.5
CBWD5,4.5,10.0,5.5,0.0,4.5,4.0
WAC-AS1,957.0,1169.5,1426.0,1659.0,1035.0,705.5
ZNF438,133.5,204.0,182.5,1690.0,1165.5,126.0
ZEB1-AS1,0.5,0.0,0.5,1.0,1.5,0.0
SLC16A9,59.0,134.5,120.5,0.0,0.5,56.5
MARCHF8,2.0,3.0,3.0,0.0,0.0,1.5
C10orf25,930.0,1004.0,1027.5,556.0,513.5,838.5
HNRNPA3,6819.5,13230.5,13095.0,3778.0,4995.0,5787.0
ZNF485,52.5,100.0,70.5,6.0,9.0,40.0
RASGEF1A,5.0,0.5,3.5,0.0,2.0,2.0
REEP3,1722.0,2700.0,3116.0,941.0,411.5,1128.5
JMJD1C,2475.5,4027.0,3805.5,2689.0,2053.5,1822.0
RPP38-DT,0.0,2.5,1.5,0.0,0.0,0.0
NSUN6,33.0,81.5,54.5,37.0,44.5,52.5
ARL5B,57.5,151.0,131.5,54.0,90.5,39.5
LRRN4CL,4.0,5.5,8.0,3.0,0.5,4.0
HNRNPUL2,5555.0,7249.0,7099.5,3711.0,2741.5,4513.0
ALKBH3,182.0,155.0,199.5,94.0,133.5,174.5
EEF1AKMT1,1805.5,1752.0,1904.0,453.0,553.0,1827.5
SKA3,2277.5,4152.0,3230.5,399.0,968.0,2589.0
MICU2,619.5,1964.0,1765.0,213.0,302.5,547.0
SPATA13,866.0,1270.0,1258.0,328.0,330.5,686.0
CPNE2,248.0,264.5,286.0,163.0,200.0,193.0
ADGRG5,3644.0,3024.5,3579.0,2026.0,1669.0,2774.0
PRSS54,2.0,1.0,0.5,0.0,0.5,1.5
