,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
MRPL42,3743.0,1657.0,845.0,1509.0,3667.0,3995.0,2244.0,3949.5
TMEM14A,93.0,20.0,15.0,27.0,106.0,124.0,29.5,109.5
IFT81,37.0,31.5,11.0,18.0,52.0,36.0,27.5,52.0
FLVCR1,878.5,255.0,141.0,429.0,788.0,1162.0,373.5,886.0
RGCC,5.5,108.5,56.5,1.0,5.0,5.0,28.0,5.5
MCTS1,634.5,279.0,174.0,389.0,711.0,561.0,450.0,810.5
MAGEH1,63.0,31.0,4.0,32.0,80.0,73.0,42.5,79.5
NOB1,4349.5,1574.5,821.0,1498.0,4904.0,3033.0,2324.5,4798.5
DBNL,4062.0,1417.0,790.0,2175.0,4176.0,2377.0,2038.0,3884.5
NTMT1,590.5,190.5,135.5,290.0,589.0,425.0,279.0,559.0
ASTE1,605.5,195.5,100.0,202.0,657.0,535.0,298.5,648.0
COMMD5,466.5,130.5,108.5,175.0,459.0,356.0,223.5,439.0
MACROD1,17.5,7.5,4.5,17.0,26.0,7.0,6.5,21.5
HIPK2,748.0,458.0,462.0,171.0,769.0,949.0,653.0,808.0
MRPL13,1172.0,368.0,341.0,614.0,1218.0,910.0,551.5,1164.5
KLF15,10.5,3.0,0.5,4.0,14.0,2.0,2.5,12.0
SLC43A3,4226.0,2546.0,1555.5,3941.0,3801.0,4216.0,3892.0,3865.0
ATAD2,2612.0,962.5,1013.0,1406.0,2840.0,3114.0,1288.5,2885.5
C16orf72,675.0,866.5,631.5,256.0,925.0,538.0,713.0,826.0
FAM156A,1.5,0.0,0.0,0.0,1.0,0.0,0.5,1.5
TMEM230,4470.5,1611.0,1396.5,2377.0,4975.0,4356.0,2623.5,5147.5
WDR91,370.0,108.0,68.5,156.0,389.0,269.0,143.5,343.0
ZCCHC4,260.0,80.5,89.5,126.0,294.0,246.0,105.5,307.0
ASAP1-IT1,0.5,1.0,5.0,1.0,1.0,1.0,1.0,0.5
ZC3H7A,490.0,311.0,171.5,213.0,566.0,462.0,419.0,566.5
ZBTB44,2720.0,1336.0,584.5,1254.0,2955.0,3513.0,1927.5,3363.0
CCDC113,82.5,13.5,3.5,18.0,101.0,55.0,28.5,87.5
C1GALT1C1,234.5,125.0,58.0,172.0,239.0,274.0,145.5,242.5
SETD2,553.0,232.0,207.5,212.0,625.0,339.0,328.5,605.0
MRPL18,2250.5,1366.0,763.5,1102.0,2225.0,2178.0,1984.0,2365.5
LINC00652,2.5,0.0,0.0,0.0,5.0,2.0,1.5,5.0
NDUFAF4,272.0,182.5,74.0,165.0,247.0,271.0,274.5,270.0
MED4,772.0,253.5,236.0,339.0,737.0,840.0,361.5,794.0
CCDC59,2575.5,1930.0,1344.0,1201.0,2916.0,2484.0,2604.5,2981.0
METTL5,3053.5,1087.0,1099.0,1777.0,2940.0,3392.0,1552.5,3053.5
CHMP4A,583.0,259.5,155.5,312.0,592.0,402.0,308.5,583.0
GTPBP8,363.5,110.5,46.0,114.0,433.0,428.0,163.5,458.0
PHPT1,665.5,209.5,247.5,314.0,694.0,398.0,316.0,661.5
BABAM1,802.5,333.5,281.5,553.0,848.0,523.0,483.0,774.5
THYN1,178.0,112.5,39.0,92.0,177.0,146.0,136.0,175.5
MRPL15,730.5,313.0,189.5,439.0,760.0,730.0,420.0,791.5
UBE2T,321.5,107.5,49.0,131.0,337.0,243.0,151.0,320.0
TIMM21,482.0,129.5,121.0,273.0,405.0,496.0,192.0,453.5
STXBP6,16.5,12.5,1.5,8.0,15.0,18.0,15.5,18.0
LINC00339,694.5,272.5,62.0,281.0,861.0,385.0,427.5,858.0
MRPL22,105.0,45.5,41.0,68.0,104.0,81.0,54.0,107.0
LGALSL,6.0,3.5,2.0,0.0,4.0,4.0,4.5,4.5
ORMDL2,746.0,245.5,143.5,346.0,754.0,597.0,348.0,749.0
CNIH4,492.5,260.5,127.5,274.0,571.0,419.0,372.5,521.0
RANGRF,475.0,235.0,108.5,320.0,431.0,373.0,293.5,422.0
COMMD9,1260.5,434.5,322.0,740.0,1275.0,1079.0,643.5,1281.5
TMEM208,255.5,82.0,83.0,148.0,259.0,140.0,120.5,237.0
SSU72,2717.5,959.0,583.5,1559.0,2721.0,2259.0,1332.0,2815.0
DROSHA,170.0,83.0,46.5,109.0,179.0,100.0,107.0,166.5
DNAJC15,821.0,455.0,315.0,454.0,829.0,782.0,732.5,851.0
N6AMT1,281.0,59.0,23.5,81.0,309.0,230.0,88.0,278.0
CFAP20,444.5,233.5,182.0,248.0,498.0,325.0,336.5,455.5
SCG3,12.5,5.5,2.5,7.0,14.0,12.0,6.5,12.5
NXT1,266.0,186.0,52.0,145.0,263.0,245.0,233.0,244.0
PYCARD,808.5,338.0,222.0,567.0,830.0,600.0,514.5,845.5
FHOD1,345.5,112.5,68.5,163.0,307.0,256.0,148.0,317.0
TBK1,834.5,237.5,234.0,325.0,945.0,874.0,348.5,943.0
SAP30BP,775.5,256.5,257.0,303.0,839.0,503.0,376.0,834.0
MYLIP,263.5,340.5,331.5,73.0,266.0,237.0,287.5,251.5
BRD7,51.0,22.0,19.0,28.0,51.0,72.0,34.0,58.0
CLEC2D,5967.0,1874.0,1443.0,2202.0,6623.0,4064.0,2713.5,6384.5
ANKRD11,1294.0,531.0,367.0,376.0,1412.0,1003.0,813.5,1393.0
C11orf21,760.0,491.5,63.0,321.0,947.0,619.0,745.0,958.5
CD274,0.5,3.0,2.0,0.0,0.0,0.0,2.0,2.0
RACGAP1,2911.5,701.5,580.0,940.0,3061.0,3165.0,1023.0,3082.5
UHRF1,1848.0,640.5,534.5,1345.0,1581.0,2158.0,856.5,1692.0
BLNK,8.0,3.5,0.5,2.0,10.0,10.0,4.0,11.5
USP25,490.5,254.5,110.0,167.0,568.0,482.0,305.0,642.0
PACSIN3,9.0,9.0,7.0,9.0,5.0,7.0,10.5,6.0
TMOD4,3.0,1.5,0.0,2.0,3.0,3.0,1.0,2.5
TMOD3,5585.5,1928.0,1005.5,1437.0,5877.0,5897.0,2831.5,6210.5
TMOD2,49.0,65.5,5.0,15.0,77.0,46.0,84.5,73.0
POM121L9P,1.0,5.5,1.0,0.0,1.0,1.0,6.5,2.0
CARD10,27.0,6.5,10.5,13.0,20.0,26.0,11.5,21.0
ABT1,804.5,387.0,217.0,406.0,801.0,790.0,621.0,790.0
PARVB,1131.0,351.0,261.5,438.0,1143.0,738.0,527.0,1131.0
NCAPH2,1803.0,589.5,268.5,854.0,1731.0,1479.0,974.5,1653.0
CYP2S1,44.5,75.0,25.5,67.0,54.0,42.0,106.0,57.0
OLA1,5663.0,2138.0,1746.5,2595.0,5812.0,5411.0,2806.5,6382.0
UQCR10,1626.0,470.5,633.0,1045.0,1621.0,1269.0,690.5,1570.0
YPEL1,1069.5,320.5,109.5,398.0,1228.0,722.0,479.0,1051.0
ZDHHC8,275.5,150.5,64.0,153.0,269.0,193.0,215.0,255.0
VPREB3,2.5,1.0,0.0,1.0,3.0,1.0,1.0,2.0
REPIN1,2213.5,1231.5,317.5,1156.0,2126.0,2112.0,1855.0,2145.0
GRHL1,23.5,11.5,18.0,6.0,37.0,16.0,14.0,27.5
TFCP2L1,23.0,4.0,0.0,1.0,31.0,6.0,2.0,14.5
SENP1,2619.5,663.5,479.0,723.0,2843.0,2482.0,1199.5,2942.0
TFPT,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0
UBN1,2963.5,782.5,424.0,945.0,2992.0,2560.0,1274.0,2906.5
ALG5,220.5,101.0,48.0,77.0,220.0,192.0,138.5,211.5
NPC1L1,2.5,1.0,0.0,0.0,3.0,5.0,0.5,5.0
ANAPC2,12.5,3.0,3.0,6.0,11.0,3.0,4.5,13.0
CNOT7,6415.0,2898.5,1248.0,2687.0,6363.0,6767.0,4475.5,6724.5
SNX8,417.0,146.0,130.0,146.0,335.0,399.0,218.5,350.5
SNX10,839.0,579.0,338.0,540.0,855.0,1228.0,670.0,994.0
STRN4,1531.5,607.5,369.0,531.0,1545.0,976.0,879.5,1406.0
GNL2,133.5,72.0,35.0,86.0,117.0,117.0,87.5,132.5
RBM15B,1871.0,1065.5,373.0,960.0,1871.0,1897.0,1637.0,1845.5
PSMC3IP,1965.0,774.5,622.0,837.0,1968.0,1468.0,1051.0,1905.5
CPSF1,216.0,69.0,61.5,112.0,197.0,179.0,105.5,218.0
MYLPF,12.0,3.0,5.5,5.0,11.0,9.0,2.5,8.5
TRA2A,1284.5,461.5,242.5,516.0,1258.0,1453.0,504.5,1314.0
GPSM2,1234.5,335.5,176.0,299.0,1369.0,1141.0,486.5,1423.5
SAC3D1,77.5,39.5,10.0,53.0,78.0,55.0,51.5,77.5
FAM216A,330.0,242.5,52.0,213.0,373.0,289.0,319.0,405.0
CCDC106,145.0,102.5,52.5,108.0,118.0,123.0,103.5,120.0
EEF2K,1804.0,580.0,276.0,931.0,1723.0,1607.0,941.5,1863.0
ST8SIA5,19.0,23.5,14.5,21.0,25.0,14.0,35.5,21.0
SNX15,369.0,174.5,46.0,121.0,400.0,261.0,235.5,358.0
HOOK2,58.0,29.5,12.5,30.0,70.0,36.0,39.0,63.5
UBIAD1,1335.5,653.5,187.5,774.0,1283.0,1441.0,1028.5,1298.5
HCFC2,75.5,15.0,9.0,33.0,84.0,68.0,25.5,87.0
SNX11,1223.5,395.0,266.5,423.0,1244.0,984.0,614.0,1196.0
RMC1,194.5,68.0,56.5,58.0,298.0,114.0,89.0,258.0
PYCR2,1914.0,702.0,377.0,774.0,2027.0,1326.0,1087.5,1985.5
NME7,579.0,178.5,84.5,188.0,603.0,523.0,307.5,612.0
HILPDA,620.0,108.0,142.0,288.0,648.0,506.0,260.5,602.5
EPN1,1919.0,933.5,411.5,707.0,1913.0,1399.0,1206.5,1835.0
GMPPB,419.0,114.5,48.0,109.0,473.0,300.0,164.0,455.0
GMPPA,228.0,94.0,33.5,108.0,246.0,155.0,124.5,257.0
SEC61A1,18434.5,7494.5,2681.5,5326.0,20648.0,14865.0,10903.5,20758.5
TIMM22,1.0,0.5,0.0,2.0,1.0,3.0,1.0,1.0
ALG6,185.5,69.5,23.5,105.0,187.0,238.0,108.5,219.0
GPR132,1535.0,623.5,437.0,449.0,1707.0,981.0,1205.0,1674.0
SNX12,1943.0,738.5,422.0,771.0,1927.0,1525.0,1104.5,1910.5
RPA4,1.0,1.5,7.5,0.0,1.0,2.0,2.0,1.0
NENF,288.0,93.5,84.0,142.0,299.0,174.0,117.0,310.5
DSE,12.0,4.5,0.0,1.0,16.0,11.0,8.0,13.0
PKN3,265.0,99.5,48.5,116.0,277.0,180.0,117.0,272.0
PNMA3,1.5,3.5,0.0,4.0,1.0,0.0,4.0,1.0
ANAPC4,41.0,25.5,12.0,35.0,48.0,27.0,28.0,45.0
SERTAD3,209.0,140.5,158.0,56.0,249.0,114.0,197.5,243.0
OSGIN1,29.0,4.0,31.0,5.0,47.0,12.0,10.0,33.0
SERTAD1,376.5,330.0,327.5,39.0,452.0,167.0,199.0,300.0
DPP7,375.0,132.0,202.5,201.0,436.0,247.0,198.5,444.5
POMT2,237.0,86.0,42.0,119.0,271.0,170.0,112.5,233.0
CERS2,6399.0,2711.5,1805.0,2491.0,6513.0,5456.0,3771.0,6429.5
SLC25A24,996.0,441.0,173.5,280.0,1068.0,1285.0,546.5,1231.5
DMGDH,3.5,7.5,0.0,0.0,5.0,0.0,16.0,5.0
NRBP1,1857.0,561.5,499.0,677.0,2011.0,1142.0,768.0,1792.0
MRM2,2323.5,712.5,529.5,1241.0,2208.0,2249.0,1308.5,2233.0
PRICKLE4,48.5,27.5,11.0,40.0,37.0,56.0,38.5,42.0
CDIP1,12.5,3.5,1.5,4.0,12.0,6.0,6.5,9.5
STRN3,277.5,172.5,106.5,138.0,306.0,233.0,170.5,364.0
LRP12,157.0,229.0,749.5,58.0,192.0,116.0,195.5,215.5
PSAT1,6204.0,3377.0,983.0,1007.0,7124.0,5315.0,4902.5,7350.0
MDFIC,1108.5,737.5,408.0,554.0,1102.0,1501.0,851.5,1470.0
SCHIP1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
UBQLN2,1364.5,442.0,338.0,595.0,1325.0,1641.0,576.0,1427.0
UBQLN1,2598.5,1308.5,1269.0,1256.0,2502.0,3159.0,1917.5,2734.0
DONSON,443.0,180.5,125.0,292.0,461.0,484.0,240.0,513.0
NRBF2,607.5,316.0,233.5,254.0,800.0,479.0,403.0,666.0
SLC39A3,1746.0,735.0,382.0,864.0,1604.0,1534.0,1159.5,1660.0
PILRB,293.5,114.5,73.5,102.0,467.0,254.0,171.0,391.5
PILRA,9.0,48.0,7.5,7.0,8.0,10.0,68.0,8.0
PACSIN1,29.5,25.5,0.5,3.0,34.0,9.0,25.0,27.5
BAZ2B,1333.0,815.5,404.5,857.0,1305.0,1263.0,1235.0,1718.5
LMCD1,51.0,13.0,15.5,16.0,69.0,30.0,11.0,67.5
NOP53,706.5,349.5,246.0,313.0,811.0,497.0,467.5,893.0
BICRA,177.5,92.5,95.5,53.0,251.0,108.0,123.5,214.0
TNPO2,4210.5,1164.5,839.5,1722.0,3996.0,4430.0,1483.5,4023.0
ERO1A,2021.5,902.5,342.5,848.0,1964.0,2251.0,1348.0,2056.5
EFEMP2,78.5,55.0,31.0,41.0,116.0,51.0,75.5,106.0
TBX21,6.5,9.5,7.0,2.0,6.0,4.0,10.0,6.0
SH3KBP1,6037.5,3579.0,3265.0,4251.0,6358.0,5371.0,5353.5,6750.0
SLC40A1,2.5,0.5,0.5,3.0,4.0,4.0,1.0,4.0
HUNK,23.0,38.5,57.0,40.0,16.0,30.0,48.0,28.0
ST6GALNAC6,798.5,511.5,336.5,327.0,797.0,682.0,633.0,798.5
ADGRE2,1918.0,1145.5,595.5,813.0,1995.0,1489.0,1844.0,1879.0
KCNIP2,17.5,8.5,3.5,8.0,25.0,12.0,15.0,26.0
CXXC1,258.5,121.0,59.0,127.0,255.0,206.0,141.5,252.5
ZNF354C,2069.0,770.5,630.0,773.0,2268.0,1492.0,1195.0,2238.0
NT5C,988.5,288.0,197.0,436.0,1020.0,728.0,494.5,1019.0
CD209,150.0,3004.0,682.5,828.0,148.0,149.0,4639.0,157.0
DNTTIP2,140.5,71.5,56.5,69.0,135.0,146.0,87.0,139.0
SOCS7,121.5,42.5,10.0,24.0,184.0,104.0,76.5,142.0
EHD4,393.0,68.0,20.5,83.0,390.0,261.0,100.0,331.0
EHD2,18.5,9.5,22.0,8.0,12.0,17.0,17.5,12.5
PIK3R4,186.5,49.0,60.5,123.0,164.0,206.0,82.5,186.5
CDR2L,252.5,82.5,44.5,96.0,244.0,198.0,85.0,214.5
TAX1BP3,1937.5,578.0,410.0,817.0,2065.0,1127.0,794.0,1781.0
STOML2,714.5,317.0,231.0,487.0,690.0,534.0,433.0,680.0
KLK14,0.5,0.0,0.0,0.0,1.0,0.0,1.5,2.0
ZBTB21,541.5,462.5,264.5,278.0,741.0,468.0,673.0,768.5
SCAPER,10.0,10.5,3.0,4.0,12.0,10.0,7.5,12.0
WRAP73,85.5,27.0,12.0,70.0,87.0,72.0,49.0,83.5
RRM2B,3075.0,1215.5,549.0,1198.0,3995.0,3125.0,1772.5,4146.5
SMARCAL1,12.0,8.5,3.0,12.0,12.0,10.0,14.5,13.5
G0S2,24.5,279.5,126.5,8.0,36.0,14.0,357.0,40.0
MINK1,827.0,225.0,86.0,386.0,853.0,623.0,314.5,792.5
SYCP3,62.0,34.0,17.0,25.0,59.0,54.0,43.5,70.0
PODXL2,221.5,105.5,50.0,204.0,189.0,172.0,123.0,192.0
CHST11,6259.0,4083.5,2354.5,3005.0,6018.0,5391.0,6217.0,6159.5
IL21R,198.5,130.5,52.5,74.0,249.0,157.0,163.0,251.5
ITSN2,100.0,40.5,29.5,38.0,108.0,81.0,56.5,96.0
DEF6,413.5,267.5,73.0,252.0,464.0,293.0,412.0,461.0
CUZD1,28.5,12.5,6.5,10.0,29.0,25.0,15.0,30.5
CYHR1,492.0,200.0,66.5,216.0,628.0,348.0,301.5,569.0
GEMIN4,308.5,95.0,60.5,175.0,248.0,281.0,155.5,260.5
ANO7,10.0,2.0,2.5,3.0,9.0,8.0,3.0,9.5
PNPLA8,285.0,127.5,63.5,75.0,452.0,196.0,142.0,367.5
ARHGEF3,1679.0,790.5,1013.5,766.0,2195.0,1195.0,1439.5,2233.0
NEUROG3,48.5,26.0,20.0,18.0,58.0,29.0,37.5,58.0
DCAF8,5595.0,2012.0,609.0,2039.0,6884.0,4777.0,3123.5,6496.5
MYEF2,226.0,98.5,20.5,34.0,319.0,184.0,138.5,302.5
ASAP1,1699.0,780.5,665.5,530.0,2341.0,1424.0,984.5,2119.0
AK3,2347.0,1008.5,408.0,787.0,2640.0,2626.0,1443.0,2800.5
HP1BP3,10228.0,3435.0,1486.0,2559.0,10264.0,9424.0,5065.5,10864.0
COPS7A,1270.0,446.0,244.5,633.0,1474.0,1027.0,628.0,1393.0
NSDHL,236.0,84.0,72.5,115.0,250.0,175.0,109.0,232.5
TAS2R4,5.0,3.0,7.5,6.0,5.0,4.0,5.0,7.5
F11R,1029.0,490.0,65.0,194.0,1265.0,694.0,793.0,1152.5
VILL,15.5,13.5,10.5,15.0,16.0,12.0,13.5,18.0
PARD6A,20.0,4.0,1.5,10.0,21.0,6.0,6.5,16.0
CLEC4A,2.5,3.5,1.0,1.0,3.0,2.0,2.5,2.0
SPOCK3,5.0,9.0,0.5,3.0,8.0,3.0,8.0,6.5
STMN3,1062.0,307.0,214.5,444.0,1063.0,697.0,472.5,1061.0
RNF141,1066.0,372.5,81.5,258.0,1342.0,1068.0,557.0,1341.5
HEBP1,339.5,161.5,91.5,156.0,376.0,230.0,252.0,372.0
CDON,108.5,46.0,10.5,39.0,157.0,55.0,57.5,129.0
IMPG2,1.0,1.0,0.0,0.0,2.0,3.0,4.0,2.5
PDE11A,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0
FOXP3,77.0,46.5,12.0,34.0,81.0,57.0,65.0,80.0
SHANK1,111.5,74.0,36.5,40.0,120.0,61.0,70.5,114.0
TMED5,8718.0,3118.5,1701.5,1770.0,10482.0,10082.0,4472.0,11226.0
SLC35B3,1415.5,667.0,163.0,558.0,1813.0,1127.0,1024.0,1759.5
MTERF3,191.5,35.5,36.0,92.0,168.0,206.0,44.5,189.0
TPRKB,34.0,16.5,8.0,18.0,35.0,41.0,12.5,43.5
MED31,404.5,166.5,76.5,137.0,408.0,454.0,236.0,396.5
COQ6,41.5,23.0,13.5,20.0,44.0,30.0,20.5,42.0
AMDHD2,65.0,19.5,4.5,30.0,64.0,46.0,29.5,67.0
SLC35C2,521.0,296.5,102.5,493.0,650.0,476.0,468.5,629.0
ASCC1,2314.0,809.5,244.5,633.0,2540.0,1706.0,1241.5,2448.0
DERL2,3154.5,958.0,527.5,892.0,3519.0,2513.0,1449.0,3509.0
EXOSC3,1387.0,451.5,272.5,866.0,1309.0,1714.0,731.5,1387.0
FAHD2A,18.0,5.0,3.5,10.0,23.0,22.0,9.0,17.5
PRELID3B,3414.0,2045.0,1006.0,1229.0,3409.0,3789.0,2648.0,3816.0
EXOSC1,2909.0,1144.0,704.0,1171.0,3274.0,2238.0,1819.5,3221.0
TMED7,3908.0,1725.0,462.0,981.0,4799.0,4835.0,2121.5,5463.0
ISOC1,815.5,181.0,195.5,296.0,863.0,964.0,259.0,801.0
EMC9,68.0,19.5,10.5,24.0,97.0,57.0,24.0,91.0
RRP15,626.0,317.5,154.0,319.0,419.0,808.0,443.0,533.5
WASHC3,114.5,45.0,20.5,47.0,128.0,87.0,61.5,138.0
HDDC2,564.5,223.0,168.0,380.0,556.0,433.0,349.0,564.5
MRPS16,4230.0,1688.0,736.5,2623.0,4270.0,4255.0,2677.5,4483.5
GLRX2,130.5,92.0,38.5,64.0,129.0,183.0,75.5,154.0
MRPS18C,1302.5,630.5,258.5,654.0,1699.0,992.0,926.5,1688.5
FIS1,605.0,206.5,208.0,406.0,609.0,337.0,291.5,605.0
PAM16,3.5,0.5,0.0,2.0,4.0,3.0,2.0,5.5
GOLT1B,2533.5,1179.0,707.0,877.0,2815.0,3364.0,1685.5,3122.0
BOLA1,233.5,65.0,18.0,126.0,265.0,121.0,103.0,238.5
VPS36,1574.5,637.5,197.0,561.0,1633.0,1920.0,973.5,1841.5
DESI2,4246.5,1061.0,641.0,1260.0,4390.0,4814.0,1660.5,4094.5
TVP23B,525.0,389.5,284.5,173.0,743.0,538.0,492.0,633.0
GLOD4,2235.5,727.0,397.5,1127.0,2232.0,2214.0,1119.5,2235.5
CELA2B,1.0,0.5,0.0,1.0,2.0,3.0,3.0,1.5
UBXN1,208.0,95.5,53.0,83.0,255.0,144.0,132.0,220.0
ZNF593,356.5,161.5,90.5,218.0,339.0,355.0,197.5,339.5
ZBTB7B,796.5,563.0,191.5,478.0,820.0,531.0,753.0,825.5
PI15,2.0,0.0,0.5,1.0,4.0,2.0,0.5,3.5
GMNN,383.5,190.0,87.5,152.0,371.0,416.0,297.0,332.0
PLEKHA8P1,241.5,69.5,29.5,105.0,292.0,244.0,127.5,304.5
LAP3,790.5,799.0,410.5,408.0,804.0,983.0,877.0,945.0
WDPCP,256.0,89.5,35.5,81.0,325.0,229.0,159.5,326.5
ZNF691,86.0,12.0,15.5,41.0,122.0,52.0,25.5,115.0
TXNDC12,10362.5,3615.5,1956.5,3207.0,11046.0,8528.0,5605.0,10956.5
TXNDC11,31.5,18.5,8.0,20.0,38.0,21.0,24.0,34.5
ATL1,7.5,4.0,1.0,1.0,8.0,12.0,2.5,9.5
CALHM2,435.5,378.0,102.0,228.0,462.0,349.0,577.0,460.0
RPS27L,866.0,336.0,273.0,505.0,943.0,761.0,452.5,960.5
SSUH2,3.0,1.5,0.0,0.0,4.0,1.0,0.0,2.5
YARS2,186.0,78.5,31.0,119.0,186.0,210.0,106.0,202.0
NMD3,2393.0,1151.5,590.0,957.0,2687.0,2692.0,1503.5,3023.0
MRPL2,407.5,119.0,107.5,243.0,430.0,330.0,170.5,417.0
NOSIP,243.5,69.5,90.0,132.0,257.0,130.0,87.5,229.0
DERA,534.0,208.5,106.5,255.0,571.0,512.0,286.0,574.0
MEMO1,940.5,337.5,151.5,255.0,965.0,750.0,512.5,963.0
MRPL4,2664.5,875.0,643.5,1443.0,2488.0,2069.0,1213.5,2434.0
APIP,178.5,121.5,55.5,82.0,174.0,195.0,133.5,232.0
TMX2,3012.0,1216.0,1296.0,1759.0,3117.0,2707.0,1760.0,3118.5
CUTC,393.0,226.0,89.5,352.0,374.0,425.0,368.0,393.0
FCF1,2702.0,991.0,617.5,1005.0,2711.0,2685.0,1475.5,2903.5
THAP4,272.0,102.5,139.5,132.0,263.0,172.0,120.0,256.0
NDUFA13,960.0,305.0,518.0,547.0,1011.0,625.0,361.5,1027.0
MRPS7,1288.0,406.0,401.0,833.0,1205.0,1080.0,571.5,1234.5
POLR1D,10843.5,4430.5,1482.0,2879.0,12414.0,8537.0,5946.5,12480.0
GAL,155.5,81.5,196.5,239.0,132.0,177.0,91.0,135.5
CRYL1,102.0,30.5,8.5,36.0,105.0,70.0,48.0,91.5
MLXIPL,532.0,335.5,20.0,40.0,714.0,281.0,483.0,605.5
YBX2,34.5,11.5,8.0,15.0,37.0,29.0,25.0,36.5
KLHL5,299.5,419.0,243.5,196.0,288.0,312.0,610.5,310.5
PLLP,1.0,1.0,0.5,0.0,1.0,0.0,1.5,1.0
SEPSECS,667.0,273.0,180.5,241.0,917.0,370.0,415.5,953.0
SIDT2,575.0,285.5,108.5,291.0,677.0,406.0,353.5,665.5
RRNAD1,126.5,58.0,12.0,46.0,151.0,57.0,71.5,130.0
ADIPOR1,2307.5,1061.0,755.5,1002.0,2575.0,1787.0,1441.0,2457.5
TRNT1,662.0,158.5,121.0,237.0,680.0,768.0,240.0,773.5
UTP18,59.0,34.0,12.5,34.0,53.0,67.0,31.0,63.0
SCCPDH,428.5,181.0,101.0,204.0,432.0,368.0,235.0,453.0
IFT52,98.0,59.0,21.5,38.0,126.0,78.0,67.5,128.5
ABHD5,697.0,348.0,268.5,298.0,730.0,872.0,418.0,766.0
SH3GLB1,1932.0,1205.0,474.5,777.0,2154.0,2279.0,1841.0,2313.5
MECR,337.0,118.0,53.5,157.0,353.0,220.0,182.5,378.0
NDUFAF1,2408.0,701.0,341.5,892.0,2458.0,2288.0,1054.0,2416.5
ABHD17B,254.5,227.5,120.5,130.0,348.0,202.0,296.0,350.0
PHF20L1,2404.0,1006.0,480.5,923.0,2710.0,2458.0,1335.5,2867.0
TFB1M,109.5,37.5,12.5,50.0,116.0,90.0,64.5,127.5
APH1A,9671.0,2837.5,1395.0,3321.0,9710.0,7472.0,4074.0,9671.0
METTL9,1506.5,477.0,255.5,563.0,1561.0,1384.0,763.5,1588.5
RDH11,2041.5,1502.0,971.0,1163.0,2370.0,1806.0,2107.5,2365.5
LACTB2,135.5,88.5,17.0,46.0,128.0,114.0,77.5,152.0
KMT5B,712.0,425.0,409.0,388.0,753.0,882.0,558.0,853.5
TRAPPC12,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC9,790.5,427.5,126.5,397.0,784.0,850.0,530.5,790.5
RMDN1,1538.5,702.5,223.5,630.0,1666.0,1477.0,1156.5,1752.5
MRPS2,1335.5,422.5,299.5,618.0,1212.0,1024.0,623.5,1165.5
COQ4,618.5,183.5,149.0,317.0,730.0,368.0,291.5,589.5
UTP11,897.5,420.0,227.5,396.0,778.0,1101.0,621.0,856.0
SBDS,1012.0,681.5,310.0,385.0,1159.0,914.0,861.5,1055.5
RPL26L1,62.0,21.5,12.0,30.0,65.0,50.0,26.0,66.5
COMMD2,2015.0,858.5,340.0,885.0,2065.0,2400.0,1445.0,2113.0
ZNF706,754.5,412.5,253.0,452.0,712.0,936.0,675.0,754.5
IER3IP1,3571.0,1451.5,992.5,1420.0,4059.0,4414.0,2035.5,4491.0
GOLGA7,4593.0,2119.0,1649.5,1860.0,4695.0,4414.0,3148.5,4843.0
NAA20,1960.5,844.0,440.0,977.0,1902.0,2007.0,1291.0,1939.0
TRIM17,5.0,0.5,0.0,1.0,6.0,1.0,1.0,8.0
SAR1B,1579.0,734.5,442.0,719.0,1585.0,1955.0,1081.5,1629.5
ANGPTL4,9.0,4.5,1.5,2.0,15.0,11.0,3.0,18.0
ASB3,145.5,71.0,46.0,73.0,170.0,135.0,104.5,169.0
PHF11,77.5,111.0,22.5,52.0,109.0,81.0,163.0,110.0
RLIM,27150.0,11681.0,11888.5,12991.0,32190.0,23508.0,17632.5,32092.5
KCTD3,1373.0,732.5,410.0,595.0,1446.0,1650.0,961.5,1586.0
CEP83,150.0,60.0,15.0,66.0,179.0,186.0,80.5,197.0
IRAK4,1396.0,451.0,216.5,494.0,1642.0,1397.0,771.5,1779.5
RNFT1,415.5,176.5,59.5,181.0,577.0,400.0,251.5,589.0
COPS4,1033.5,421.0,209.5,565.0,1163.0,936.0,637.5,1207.5
INSIG2,456.0,213.0,65.5,198.0,625.0,390.0,247.0,599.5
CHCHD2,4275.0,1402.5,1706.0,1896.0,4494.0,2897.0,1995.5,4364.0
DYNC1LI1,685.0,277.5,142.5,249.0,680.0,712.0,418.5,680.5
HSD17B12,3103.0,1474.5,699.0,993.0,3795.0,3098.0,2035.5,4115.0
ING4,266.0,139.0,63.5,112.0,349.0,143.0,177.5,315.5
CERCAM,586.0,212.0,129.5,308.0,628.0,403.0,302.0,610.5
MRNIP,83.0,19.5,63.5,35.0,142.0,67.0,27.5,107.0
SDF4,2264.0,860.0,684.5,1025.0,2284.0,1376.0,1191.0,2169.0
MRTO4,3526.5,1716.0,1500.0,2628.0,3160.0,4199.0,2420.0,3168.0
