,JQ1,MYBi_30m,MYBi_6h,PBS_6h,MS2_JQ1,DMSO,PBS_30m,MS2
HSP90B2P,18046.5,4085.0,2803.0,4395.0,18489.0,17818.0,6141.5,19097.5
CCT3,29499.5,7449.5,8097.0,11159.0,29192.0,26588.0,12293.0,29105.0
TRIO,199.0,117.0,59.5,108.0,205.0,171.0,194.0,210.0
TRIP6,219.0,129.0,79.0,181.0,208.0,181.0,162.5,212.5
TRPC1,5.0,0.5,0.0,0.0,10.0,2.0,1.5,6.0
TRPC2,11.0,9.5,2.0,2.0,13.0,5.0,7.0,11.5
TRPM2,1275.0,634.5,177.5,529.0,1233.0,869.0,771.0,1229.0
TRPS1,6.5,9.0,1.0,0.0,8.0,6.0,11.0,9.5
TSN,7443.5,2587.0,1863.5,3590.0,7430.0,8263.0,4124.0,7609.0
TSC1,1057.5,259.0,178.0,283.0,1262.0,766.0,405.5,1147.0
TSC2,57.0,25.0,23.5,36.0,63.0,42.0,32.0,64.5
TSG101,249.0,118.5,54.0,119.0,293.0,186.0,146.5,279.0
TSHR,2.0,2.5,1.0,3.0,2.0,0.0,3.0,2.0
TSNAX,3197.5,1380.0,648.0,1118.0,3432.0,3096.0,1778.5,3685.0
TSPYL1,2194.0,742.5,626.5,709.0,2422.0,2136.0,1091.0,2255.5
EIPR1,245.0,93.0,60.0,123.0,297.0,124.0,150.5,283.5
TST,312.5,84.0,48.5,161.0,318.0,139.0,107.5,270.5
TTC1,1601.5,584.0,498.0,797.0,1647.0,1169.0,864.5,1640.0
DNAJC7,9518.0,4781.0,4260.5,3852.0,9689.0,9956.0,7379.5,9689.0
TTC3,2554.5,916.0,738.0,1122.0,2762.0,2498.0,1416.5,2860.0
TTC4,1025.0,253.0,221.0,563.0,1021.0,920.0,403.5,1016.0
TTF1,2420.5,744.5,660.0,1007.0,2836.0,2381.0,1292.5,2690.5
TTK,240.5,58.0,39.5,69.0,253.0,344.0,51.0,301.5
TTN,5.5,8.0,3.0,6.0,5.0,5.0,9.5,6.5
TUBA4A,183.5,84.0,48.0,178.0,161.0,169.0,112.5,155.5
TUBB2A,27.5,6.5,7.5,2.0,31.0,10.0,7.5,20.5
TUBG1,260.5,51.5,52.0,153.0,255.0,207.0,83.0,232.0
TUFM,1502.0,515.0,556.5,838.0,1538.0,1078.0,722.5,1531.5
TUFT1,346.5,48.0,28.0,14.0,563.0,92.0,63.0,396.5
TULP1,10.0,7.0,2.5,5.0,9.0,10.0,8.5,8.5
TULP3,726.5,139.0,107.5,175.0,847.0,400.0,205.0,736.5
HIRA,971.0,391.5,228.0,494.0,929.0,953.0,540.5,973.0
TNFSF4,45.5,29.5,8.0,8.0,79.0,33.0,36.5,66.5
TNFRSF4,2.5,4.0,1.0,0.0,3.0,2.0,6.5,3.0
TXK,52.0,11.0,9.5,11.0,73.0,30.0,17.0,76.5
TXN,2041.5,877.0,1089.5,991.0,2047.0,1779.0,1009.5,2391.0
TXNRD1,11229.0,2566.0,5834.5,2885.0,12273.0,9943.0,4032.5,11870.5
TYK2,786.5,405.5,198.0,388.0,909.0,629.0,538.0,890.0
TYMS,4053.5,1041.0,1315.5,2340.0,4040.0,4100.0,1682.5,3959.5
TYRO3,65.0,36.5,26.5,49.0,60.0,62.0,55.0,49.5
TYRO3P,9.0,3.0,4.0,3.0,9.0,1.0,2.5,8.5
TYROBP,3705.5,2749.0,1659.0,2630.0,3718.0,2447.0,3880.5,3730.5
U2AF1,10.5,13.0,3.0,8.0,12.0,7.0,6.0,13.5
UBA52,8769.5,2979.5,4454.5,4187.0,9561.0,5926.0,3902.0,9207.0
UBB,2334.0,715.5,1969.5,1033.0,2560.0,1900.0,910.5,2565.5
UBC,697.5,467.5,1731.0,277.0,787.0,582.0,575.0,758.0
UBA1,933.5,314.5,351.5,468.0,972.0,635.0,399.0,939.5
UBA7,26.5,25.5,11.0,21.0,32.0,23.0,32.5,33.0
UBE2A,3641.0,1516.5,1440.0,1615.0,3627.0,4030.0,2344.0,3716.0
UBE2B,1297.0,943.0,828.0,587.0,1511.0,1491.0,1081.0,1736.0
UBE2D1,765.0,423.5,240.5,250.0,740.0,1038.0,419.5,887.0
UBE2D2,3770.5,1835.5,1089.5,1649.0,3782.0,4336.0,2787.0,3933.0
UBE2D3,11646.5,5591.0,3499.0,4560.0,11653.0,13161.0,8111.5,12399.5
UBE2E1,2025.0,1552.0,1186.5,991.0,1915.0,2659.0,1857.0,2219.5
UBE2E2,330.5,117.5,77.0,78.0,328.0,281.0,151.0,347.0
UBE2G1,4608.5,1535.0,1243.0,1669.0,4307.0,5211.0,2378.0,4614.0
UBE2G2,7370.5,2900.5,1001.5,3915.0,6015.0,8759.0,4688.0,6192.5
UBE2H,2594.5,870.5,1237.5,618.0,2933.0,2140.0,1283.0,2913.0
UBE2I,3861.5,1772.0,1234.0,1710.0,3781.0,3217.0,2419.0,3585.0
UBE2L3,2504.0,1013.0,797.0,1220.0,2207.0,2607.0,1494.5,2215.5
UBE2N,4602.5,1734.0,1430.0,2408.0,4492.0,5193.0,2557.5,4566.5
UBE2V1,11827.0,4185.5,2235.5,4302.0,12433.0,10850.0,6411.5,12449.5
UBE2V2,6497.0,1933.0,1235.5,2445.0,6276.0,7306.0,2827.5,6547.5
UBE3A,4784.0,2454.5,1745.5,2606.0,5222.0,5556.0,3321.5,5458.0
SUMO1,5973.5,2542.5,2915.5,3399.0,6138.0,5887.0,3798.5,6345.0
UBP1,7865.5,2411.5,1182.0,3049.0,7149.0,8755.0,3553.5,7652.0
UBTF,17263.0,4249.0,4828.0,4987.0,17247.0,14885.0,7114.5,17263.0
UCHL3,75.5,28.0,13.0,31.0,74.0,61.0,29.0,77.5
UCN,2.5,1.5,0.0,1.0,3.0,0.0,0.5,2.0
UCP2,3095.0,990.0,811.5,1295.0,3287.0,1736.0,1489.0,3227.5
UCP3,19.0,22.0,7.5,11.0,21.0,16.0,14.5,16.5
UFD1,302.0,107.0,129.5,157.0,300.0,280.0,128.5,302.0
SLC35A2,1067.5,272.5,164.0,303.0,1125.0,679.0,347.5,1054.5
UGCG,762.5,601.0,207.5,258.0,881.0,639.0,719.5,901.5
UGDH,444.5,194.5,112.5,163.0,517.0,464.0,226.5,590.0
UGP2,778.0,435.5,121.5,370.0,788.0,815.0,549.0,903.0
UGT8,46.5,17.5,4.5,15.0,63.0,28.0,20.0,54.5
UCK2,3361.0,1450.5,823.5,1450.0,3158.0,3451.0,2300.0,3194.0
UMPS,873.0,241.5,99.5,315.0,814.0,799.0,437.0,769.0
COL14A1,1.0,4.0,0.5,1.0,1.0,1.0,6.5,1.5
UNG,3392.0,1042.0,672.5,2385.0,3158.0,3742.0,1559.0,3149.5
USP4,1423.0,584.0,592.0,668.0,1490.0,1096.0,883.5,1529.5
NR1H2,702.0,556.5,303.0,332.0,680.0,490.0,669.0,674.0
UPP1,10.5,6.5,12.0,5.0,12.0,8.0,8.0,11.5
UPK3A,13.0,9.5,18.5,26.0,15.0,11.0,14.5,10.5
UQCRB,16269.0,4466.0,5792.0,6425.0,17737.0,11813.0,6595.5,17185.0
UQCRC1,735.5,280.5,353.5,471.0,766.0,517.0,304.0,732.5
UQCRC2,1846.5,681.0,626.5,1058.0,1937.0,1600.0,1012.5,1953.5
UQCRFS1,753.0,285.5,219.5,427.0,752.0,633.0,427.5,753.0
UQCRH,2304.5,693.5,939.5,956.0,2425.0,1758.0,810.0,2433.5
UROD,135.0,51.5,54.0,109.0,165.0,103.0,83.0,146.5
UROS,267.5,108.0,82.0,171.0,276.0,166.0,142.0,268.5
USF1,910.5,323.5,155.0,500.0,984.0,816.0,547.5,911.0
USF2,1176.0,698.5,208.5,385.0,1295.0,790.0,940.0,1295.5
USP1,1511.0,816.0,385.5,753.0,1603.0,1861.0,960.0,1742.5
USH2A,1.0,3.0,0.0,1.0,2.0,3.0,4.0,5.0
UTRN,137.5,130.5,38.0,78.0,165.0,125.0,177.0,171.0
KDM6A,152.0,104.5,78.0,53.0,208.0,103.0,139.0,213.5
UTY,1050.5,389.0,226.5,338.0,1406.0,903.0,689.5,1449.0
UVRAG,797.0,396.0,210.0,359.0,897.0,676.0,610.0,897.0
VASP,13209.5,5059.5,2733.5,3907.0,12285.0,9067.0,6846.0,12090.5
VAV1,689.0,384.5,150.0,396.0,676.0,551.0,517.0,673.5
VAV2,1746.0,723.0,254.0,572.0,1731.0,1373.0,895.5,1653.0
VBP1,3632.5,1456.0,945.5,1568.0,3682.0,3945.0,2087.0,3903.0
VCL,4046.0,1520.5,991.0,1354.0,4346.0,3613.0,2229.0,4017.5
VCP,6139.5,1920.0,2276.5,2945.0,6116.0,5111.0,2657.0,6019.5
VDAC1,16855.0,5190.5,5159.5,7460.0,16827.0,15101.0,8151.0,16937.5
VDAC2,684.5,302.5,212.0,265.0,672.0,701.0,350.0,780.5
VDAC3,6955.5,2086.0,1833.5,4007.0,6902.0,6233.0,3393.5,6801.0
VDR,4790.0,1640.0,1424.5,1527.0,5057.0,3540.0,2462.5,4562.5
VEGFA,1324.5,3237.0,1381.5,385.0,1984.0,960.0,4304.5,2108.0
VEGFB,379.5,237.5,135.5,262.0,383.0,223.0,285.0,371.5
VGF,48.5,24.5,22.0,26.0,51.0,42.0,29.5,48.5
VHL,5166.5,1878.5,1744.0,1685.0,5324.0,5412.0,3047.5,5461.5
EZR,3571.0,1650.5,1622.0,1347.0,3561.0,3217.0,2106.5,3562.5
VIM,5018.5,1511.5,2821.5,2063.0,5200.0,4157.0,1612.0,5495.5
VIPR1,1.5,0.0,0.0,3.0,2.0,0.0,0.5,1.0
VLDLR,628.5,953.5,178.5,400.0,817.0,429.0,1425.5,945.0
BEST1,136.5,126.0,165.5,55.0,170.0,91.0,177.5,170.5
TRPV1,108.0,49.0,17.5,51.0,143.0,75.0,67.0,137.5
VRK1,793.5,364.0,289.0,516.0,695.0,933.0,461.0,824.0
VRK2,967.5,312.0,244.0,540.0,966.0,1032.0,490.5,1071.5
VSNL1,1.5,6.5,12.0,1.0,2.0,4.0,3.5,1.0
WARS1,10247.0,6874.0,1916.0,2389.0,11144.0,7918.0,10602.0,11322.5
WAS,855.5,462.5,271.0,475.0,873.0,657.0,648.5,899.5
WIPF1,1110.5,1225.0,335.0,875.0,1072.0,1477.0,1737.5,1202.5
EIF4H,15919.0,5436.0,3141.0,5363.0,15977.0,12960.0,7601.5,15628.5
CLIP2,1162.5,286.0,288.0,179.0,1192.0,649.0,407.5,1175.0
LAT2,5986.0,3721.5,1407.0,2758.0,5850.0,5773.0,5031.5,5958.5
CORO2A,127.0,147.0,38.0,239.0,122.0,113.0,188.0,125.5
WEE1,657.5,535.0,143.5,229.0,698.0,488.0,390.0,670.0
WFS1,20.0,7.5,1.0,7.0,36.0,3.0,10.5,29.0
NSD2,3668.5,1471.5,796.5,1740.0,3911.0,3308.0,2093.0,4107.0
NELFA,603.0,187.0,136.5,232.0,611.0,541.0,265.0,629.0
WNT1,3.5,5.0,20.0,2.0,3.0,6.0,1.5,6.0
WNT3,2.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0
WNT6,74.5,17.0,15.0,57.0,72.0,60.0,37.0,81.5
WNT10B,593.0,371.5,198.0,442.0,456.0,797.0,460.5,509.5
WNT11,11.0,13.5,10.5,7.0,16.0,7.0,19.0,16.0
WNT2B,0.5,1.0,1.0,1.0,0.0,1.0,1.5,0.5
GET1,747.5,338.0,131.5,280.0,902.0,826.0,492.0,905.5
WRN,346.5,140.5,83.0,139.0,376.0,358.0,184.5,415.5
WT1,471.0,360.0,175.0,382.0,331.0,654.0,520.5,362.5
XBP1,12955.5,11743.5,1500.5,3326.0,15701.0,10112.0,15499.0,15875.0
XK,157.5,246.0,17.0,106.0,175.0,158.0,362.5,234.0
XPA,1349.5,593.5,262.0,556.0,1474.0,1137.0,896.0,1504.5
XPC,2732.0,519.0,179.5,679.0,3116.0,1594.0,870.5,2856.5
XPNPEP1,5653.0,2032.5,836.0,1871.0,6059.0,4636.0,3307.5,6089.5
XPO1,5676.5,2219.0,1427.0,3337.0,5650.0,8144.0,3089.0,6885.0
XRCC1,78.5,38.0,21.5,47.0,97.0,63.0,42.0,96.0
XRCC2,951.0,160.0,74.5,250.0,925.0,1067.0,339.5,928.5
XRCC3,874.0,285.5,138.5,385.0,788.0,722.0,437.0,759.5
XRCC4,308.5,157.5,57.0,147.0,350.0,362.0,193.0,361.5
XRCC5,5690.0,2538.0,1767.5,3508.0,5732.0,5456.0,3701.0,5745.0
YES1,703.0,369.0,235.0,250.0,791.0,857.0,511.5,806.0
YY1,3486.5,1456.5,1557.5,1436.0,3433.0,4013.0,1901.5,3773.0
YWHAB,28626.5,11225.5,12220.5,15749.0,29345.0,29931.0,16785.0,30419.0
YWHAE,141.5,50.5,43.0,85.0,158.0,116.0,76.5,164.0
YWHAG,32638.5,9925.0,11940.5,10820.0,31174.0,40808.0,15697.5,32238.0
YWHAH,6421.0,2236.0,1740.5,3075.0,6029.0,6912.0,3540.5,5860.0
YWHAZ,40785.5,13805.5,12495.0,13200.0,41788.0,42001.0,19453.0,44398.5
SF1,26232.5,9936.5,4257.0,6999.0,26221.0,22892.0,13698.5,25870.5
ZFP36,1412.0,3506.5,750.5,171.0,1806.0,670.0,1787.5,1615.5
ZFP37,5.5,0.0,2.0,2.0,6.0,5.0,3.5,10.0
ZBTB14,329.0,122.5,42.0,146.0,453.0,266.0,178.0,488.0
ZFPL1,218.5,84.5,50.5,75.0,232.0,145.0,116.5,209.0
ZFX,986.5,610.0,562.0,313.0,1250.0,778.0,861.0,1370.5
ZFY,317.0,325.5,143.5,121.0,426.0,276.0,283.0,471.5
ZIC2,304.0,188.0,178.5,129.0,315.0,246.0,253.5,318.0
ZNF2,89.0,9.0,17.0,35.0,135.0,53.0,22.0,133.5
ZNF3,974.0,335.5,229.0,328.0,1099.0,659.0,573.0,1089.5
ZNF7,39.5,10.5,10.0,16.0,49.0,24.0,23.0,48.0
ZNF8,41.0,15.0,7.5,8.0,61.0,24.0,26.0,60.0
CNBP,26035.5,14057.0,14068.5,13950.0,26006.0,28148.0,21705.0,26878.0
ZNF10,85.5,21.5,23.5,21.0,118.0,55.0,36.5,115.5
ZNF12,586.0,185.5,191.0,153.0,777.0,436.0,371.5,866.5
ZNF708,208.0,96.0,52.5,85.0,333.0,148.0,166.0,367.0
ZNF16,65.0,15.5,16.5,17.0,94.0,30.0,38.5,82.5
ZNF17,62.0,16.0,13.5,25.0,98.0,59.0,37.5,80.0
ZNF18,189.0,45.5,17.5,63.0,227.0,132.0,68.5,228.0
ZNF19,16.5,2.0,2.5,2.0,32.0,9.0,10.5,32.5
ZNF182,220.5,47.5,50.5,97.0,265.0,208.0,92.0,287.5
ZNF22,2468.5,989.5,623.5,950.0,2471.0,2179.0,1722.5,2636.5
ZNF23,131.5,54.0,18.5,75.0,183.0,85.0,89.0,177.5
ZNF24,4371.5,2361.0,1379.0,1417.0,5556.0,3541.0,3507.0,5246.0
ZNF26,259.0,152.5,52.0,139.0,299.0,238.0,205.5,376.0
ZNF28,143.5,27.0,68.0,46.0,244.0,117.0,47.5,231.5
ZSCAN20,21.0,6.5,6.5,7.0,34.0,18.0,14.0,36.0
ZNF32,44.5,27.5,12.5,40.0,55.0,47.0,45.0,57.0
ZNF33A,920.0,536.0,265.0,574.0,1091.0,834.0,943.5,1145.0
ZNF33B,357.0,194.5,50.0,173.0,397.0,251.0,339.0,416.0
ZNF35,9.0,2.5,0.0,1.0,14.0,4.0,2.0,10.5
ZKSCAN1,5875.5,1464.5,1434.5,1796.0,8032.0,3639.0,2621.5,7250.0
ZNF37A,2217.5,1012.5,686.5,1245.0,2083.0,3598.0,1682.5,2453.5
ZSCAN21,75.5,25.0,10.5,24.0,86.0,49.0,37.0,83.0
ZNF41,250.0,70.0,35.0,96.0,330.0,273.0,120.0,336.5
MZF1,113.0,61.0,13.0,46.0,151.0,101.0,88.5,149.5
ZNF45,366.5,112.0,101.5,181.0,408.0,328.0,194.0,408.0
ZBTB25,511.5,150.5,95.5,270.0,519.0,388.0,234.0,526.5
ZNF70,232.0,53.0,14.5,59.0,299.0,164.0,107.0,299.5
ZNF74,910.0,152.5,115.5,454.0,943.0,825.0,259.0,911.0
ZNF75D,373.5,120.5,45.5,136.0,482.0,261.0,178.0,447.5
ZNF75A,402.5,100.0,70.5,85.0,460.0,254.0,172.5,458.0
ZNF76,286.0,108.5,25.5,146.0,333.0,194.0,146.5,293.5
ZNF79,45.5,15.0,9.5,13.0,55.0,27.0,12.5,53.0
ZNF84,401.5,124.0,127.5,227.0,579.0,370.0,236.0,624.0
ZNF221,6.0,3.5,0.0,2.0,7.0,7.0,3.5,8.0
ZNF85,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.5
ZNF91,7.0,3.5,10.0,12.0,13.0,8.0,7.0,11.0
ZNF222,2.0,2.5,2.5,0.0,1.0,1.0,1.0,1.0
ZNF121,74.0,36.5,8.0,11.0,76.0,75.0,39.5,106.5
ZNF124,722.5,244.5,156.0,210.0,1086.0,602.0,464.5,984.5
MKRN3,35.5,10.0,7.0,9.0,40.0,14.0,15.0,38.0
MKRN7P,3.0,6.5,0.0,2.0,6.0,1.0,4.5,6.0
ZNF131,922.5,383.0,358.5,378.0,1150.0,832.0,426.5,1145.0
ZNF132,30.5,5.5,5.5,8.0,36.0,20.0,11.0,41.0
ZNF133,11.0,5.0,1.5,11.0,14.0,10.0,10.0,17.5
ZNF134,687.0,212.0,220.0,215.0,832.0,442.0,495.5,830.0
ZNF136,93.0,60.5,46.5,33.0,172.0,68.0,118.0,162.5
ZNF138,484.0,188.5,49.5,191.0,674.0,516.0,304.0,698.0
ZNF140,298.5,168.5,168.0,150.0,362.0,274.0,268.5,376.0
ZNF141,12.0,4.5,0.0,2.0,16.0,5.0,7.0,16.5
ZNF142,1560.5,391.0,239.0,412.0,1714.0,1364.0,683.5,1718.5
ZNF143,275.0,93.0,108.5,163.0,274.0,276.0,110.5,275.0
PCGF2,2.0,1.0,0.5,1.0,2.0,3.0,1.5,2.0
ZBTB16,3.0,5.0,2.5,5.0,2.0,4.0,4.0,4.5
ZNF146,7801.5,4333.5,2660.5,4427.0,9350.0,8734.0,5584.0,9415.5
TRIM25,10205.0,7024.0,3381.5,2674.0,10742.0,9259.0,8409.0,10706.5
ZNF148,1201.0,548.0,337.0,559.0,1573.0,1422.0,636.0,1703.0
ZBTB17,21.0,11.0,4.5,7.0,26.0,10.0,10.0,26.0
ZNF154,65.5,25.5,15.5,15.0,91.0,34.0,52.5,91.0
ZNF155,183.0,95.5,43.5,70.0,232.0,119.0,153.5,234.0
VEZF1,1314.0,662.0,624.0,620.0,1815.0,1071.0,905.0,1837.0
ZNF165,1.5,1.5,0.0,1.0,1.0,3.0,1.5,1.0
ZNF174,60.0,32.5,21.0,31.0,71.0,43.0,27.0,69.0
ZNF175,130.5,32.0,45.0,59.0,215.0,66.0,39.0,187.5
ZNF177,49.0,15.0,9.0,16.0,62.0,48.0,19.0,67.0
RNF112,2.0,0.5,0.0,0.0,1.0,1.0,1.0,2.0
ZNF180,185.5,81.0,60.0,73.0,304.0,126.0,107.5,274.0
RNF113A,27.5,15.0,4.5,12.0,31.0,17.0,14.5,26.0
ZNF184,26.5,14.5,4.5,17.0,48.0,24.0,11.0,45.5
ZNF185,3444.0,1112.5,888.0,1718.0,3629.0,3108.0,1795.5,3627.5
ZSCAN26,237.0,48.0,89.0,125.0,369.0,172.0,104.5,362.5
ZNF189,1415.5,388.5,330.0,522.0,1816.0,1034.0,681.0,1873.0
ZKSCAN8,1234.5,398.5,380.0,389.0,1571.0,1128.0,652.5,1750.0
ZSCAN9,32.5,10.0,16.0,12.0,47.0,20.0,21.0,43.0
ZNF195,1940.0,674.0,322.5,786.0,2202.0,1828.0,1272.5,2342.0
ZMYM2,840.5,558.0,280.5,440.0,899.0,967.0,639.0,1079.0
ZNF200,424.0,112.0,161.5,144.0,487.0,300.0,259.5,476.5
ZNF202,378.0,132.5,73.5,157.0,422.0,293.0,255.0,431.5
ZNF204P,2.0,0.0,0.0,2.0,4.0,3.0,0.0,4.0
ZNF207,4077.0,1368.0,1436.5,1768.0,3782.0,5035.0,1980.5,4080.0
ZNF213,446.5,179.0,71.5,116.0,598.0,274.0,242.0,552.5
ZNF215,15.5,3.0,0.0,2.0,18.0,11.0,3.5,18.0
ZFAND5,1447.5,812.5,620.5,487.0,1826.0,1211.0,1024.5,1782.0
ZNF217,1088.0,651.5,612.0,301.0,1458.0,703.0,1008.0,1692.0
ZNF224,471.5,129.0,101.5,216.0,604.0,411.0,243.0,688.0
ZNF225,139.0,35.0,36.5,56.0,203.0,76.0,82.0,205.0
ZNF226,31.0,18.5,7.0,9.0,35.0,15.0,28.5,36.0
ZNF227,174.5,53.0,68.0,77.0,230.0,122.0,97.5,234.5
ZNF112,2.0,0.0,0.0,1.0,4.0,1.0,0.0,2.5
ZNF229,254.0,56.5,31.0,75.0,315.0,178.0,119.5,313.0
ZNF230,91.5,46.5,31.0,45.0,161.0,34.0,83.0,150.0
ZNF232,12.5,0.5,1.0,2.0,13.0,2.0,2.5,10.5
ZNF236,340.5,192.5,103.0,185.0,429.0,294.0,231.0,448.0
SLC30A1,178.0,113.0,136.5,21.0,252.0,159.0,126.5,278.0
SLC30A3,38.0,9.0,5.0,16.0,50.0,22.0,10.0,31.5
SLC30A4,0.5,3.0,5.0,0.0,1.0,1.0,2.5,0.5
MAP3K12,241.5,210.5,148.5,164.0,241.0,292.0,232.0,200.0
ZXDA,38.5,28.0,16.5,9.0,48.0,29.0,47.5,57.5
ZYX,3739.5,1408.0,880.0,1132.0,3749.0,1991.0,1982.0,3637.0
LUZP1,1576.5,381.5,387.5,369.0,1896.0,1157.0,692.5,1554.0
PRDM2,489.5,265.0,242.5,180.0,639.0,411.0,410.5,574.5
DNALI1,231.5,110.0,77.5,135.0,195.0,289.0,137.0,207.0
PTP4A1,4299.5,2862.5,1883.0,1509.0,5343.0,4749.0,3830.0,5463.5
LRP8,2107.5,785.5,408.0,961.0,2061.0,2373.0,1299.5,2323.0
LAPTM5,20672.0,8654.0,8985.5,10905.0,23129.0,20024.0,13545.5,23750.0
CSDE1,9934.0,5954.0,5052.5,5689.0,10839.0,11201.0,7963.5,11853.0
EVI5,415.5,134.0,83.0,133.0,421.0,421.0,194.0,435.0
DAP3,1182.0,575.5,395.5,597.0,1333.0,811.0,848.5,1253.5
BTG2,1728.0,5928.0,1531.5,212.0,2253.0,973.0,2587.0,2258.5
ALMS1,55.5,22.5,16.5,39.0,70.0,41.0,28.0,65.0
MOGS,154.5,70.0,23.0,129.0,129.0,145.0,94.0,141.5
RNF103,127.5,112.5,48.0,57.0,161.0,120.0,112.0,182.5
TUBA1A,550.0,210.0,117.5,120.0,567.0,485.0,210.5,550.0
PAX8,12.0,34.5,3.5,9.0,11.0,9.0,42.5,13.0
CXCR4,283.5,300.5,407.0,336.0,286.0,242.0,408.5,309.5
FZD5,347.0,123.5,27.0,89.0,425.0,249.0,129.0,396.5
SCG2,1.5,6.0,6.0,1.0,1.0,7.0,6.0,4.0
BRPF1,352.0,250.0,213.5,150.0,430.0,254.0,341.0,375.5
IFRD2,879.5,494.5,196.5,757.0,789.0,912.0,668.0,820.5
MAPKAPK3,4225.0,1848.5,509.0,1833.0,4294.0,3428.0,2818.5,4175.5
SEMA3B,11.0,9.5,1.5,3.0,15.0,6.0,7.5,14.0
SLMAP,1457.0,596.5,347.5,572.0,1573.0,1729.0,801.0,1661.0
MANF,1926.5,470.5,182.5,729.0,2085.0,1394.0,686.5,2037.5
USP7,14432.0,4827.5,3109.0,4120.0,15000.0,14437.0,7893.5,15354.5
RAB7A,12350.0,5276.5,4234.5,5548.0,12111.0,11075.0,7473.5,12122.0
KCNAB1,21.5,16.0,3.5,10.0,25.0,22.0,21.0,25.5
SLBP,5119.0,1460.0,1830.5,2005.0,5015.0,5509.0,2338.5,4621.0
ST8SIA4,637.5,521.5,328.0,561.0,747.0,542.0,676.0,828.5
REEP5,577.0,352.5,184.5,243.0,590.0,787.0,512.5,608.0
DEK,9778.5,4004.5,2459.5,4131.0,10491.0,12844.0,5855.5,11389.5
ALDH5A1,1988.5,901.0,391.5,1036.0,1950.0,2245.0,1436.0,2078.0
DDX39B,23.5,6.0,4.0,25.0,18.0,14.0,10.5,18.5
ABHD16A,0.5,0.0,0.0,0.0,1.0,0.0,0.5,1.0
SLC39A7,4.5,2.0,1.0,1.0,4.0,2.0,3.0,3.0
LST1,7.5,5.5,2.5,4.0,7.0,7.0,7.0,6.5
TFEB,197.0,105.0,53.0,87.0,194.0,142.0,118.5,197.0
EPM2A,464.0,96.0,68.5,193.0,489.0,422.0,154.5,481.5
AIMP2,501.5,192.5,63.5,230.0,477.0,399.0,281.5,485.5
MAFK,1268.5,1138.0,186.0,368.0,1279.0,1094.0,1337.0,1242.0
FZD3,915.0,380.5,188.0,424.0,970.0,1175.0,475.5,1069.0
MTERF1,495.5,92.5,148.0,208.0,574.0,457.0,210.0,529.0
SEM1,1190.0,330.5,489.0,580.0,1277.0,846.0,459.5,1263.5
ST7,136.5,78.0,67.0,71.0,160.0,138.0,98.5,162.5
ZNF212,326.0,116.0,124.5,149.0,396.0,267.0,199.0,387.5
UBXN8,475.5,228.0,80.0,289.0,430.0,494.0,316.5,493.5
KAT6A,1918.0,927.0,770.5,865.0,2288.0,1637.0,1261.5,2236.0
PSCA,4.5,2.0,2.5,6.0,6.0,3.0,7.0,8.0
NR4A3,9.0,194.0,19.5,3.0,11.0,9.0,89.5,11.0
BRD3,2904.5,1263.5,536.0,1167.0,2847.0,2404.0,1781.5,2833.0
NUP214,461.5,155.5,119.5,357.0,482.0,455.0,265.0,502.5
LHX3,0.5,6.5,0.0,0.0,1.0,1.0,4.5,1.0
STAM,129.5,62.5,61.0,52.0,151.0,129.0,78.5,157.5
MLLT10,450.5,243.5,96.5,172.0,526.0,421.0,299.5,593.5
CUBN,2.0,1.5,0.0,0.0,2.0,2.0,0.0,1.5
CCDC6,2905.0,786.5,649.0,970.0,3436.0,2789.0,1165.0,3491.5
NCOA4,6838.5,2471.0,2420.5,3148.0,8018.0,6438.0,3973.5,8060.5
SLC25A16,400.0,113.0,68.5,135.0,457.0,387.0,181.0,500.0
SHOC2,2120.0,938.0,552.5,833.0,2603.0,2138.0,1242.0,2579.5
ADAM12,2.0,4.5,0.5,1.0,2.0,3.0,3.5,2.5
RASSF7,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0
PDHX,828.5,354.5,256.0,402.0,839.0,1055.0,446.0,970.0
FOSL1,625.5,1246.5,506.5,236.0,559.0,614.0,1032.5,580.5
CUL5,2326.0,955.5,653.5,974.0,2514.0,2720.0,1410.0,2711.0
PTP4A2,5337.0,3707.0,3184.5,2989.0,5165.0,5302.0,5505.5,5280.5
USP5,913.5,299.5,200.0,450.0,982.0,562.0,385.5,863.0
MLF2,10631.5,3521.0,2519.0,4140.0,10758.0,7609.0,4887.5,10352.5
KMT2D,1826.0,1061.0,536.0,863.0,2006.0,1635.0,1195.0,2080.5
AAAS,67.0,22.0,18.0,42.0,63.0,51.0,32.0,72.0
FXR1,1194.5,540.0,696.0,483.0,1365.0,884.0,733.5,1408.5
YEATS4,565.5,326.0,69.0,281.0,712.0,566.0,423.0,776.0
CDK2AP1,1613.5,621.5,702.0,828.0,1585.0,1642.0,895.5,1657.5
IFT88,12.5,4.0,1.0,3.0,14.0,11.0,4.0,13.0
PABPN1,4487.5,2469.0,1578.5,2185.0,4214.0,4335.0,2725.0,4358.5
DPF3,85.0,52.0,4.5,17.0,93.0,40.0,61.0,92.0
GPR68,12.0,11.5,27.0,23.0,12.0,15.0,14.5,27.0
