,MS2,JQ1,MYBi_30m,PBS_30m,MYBi_6h,MS2_JQ1,DMSO,PBS_6h
NPR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPTX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC11A2,44.0,34.0,5.0,16.0,1.5,32.0,37.0,6.0
NRAS,127.0,78.5,62.0,60.0,9.5,82.0,96.0,12.0
NRDC,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRF1,52.5,52.5,13.0,20.0,3.0,52.0,47.0,7.0
NRGN,8.0,9.0,1.0,2.5,0.0,10.0,4.0,3.0
NRL,1.0,1.0,1.5,1.0,0.0,1.0,1.0,0.0
NRTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YBX1,49.0,58.0,42.5,41.0,3.0,41.0,90.0,25.0
NSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NT5E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTRK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTSR1,9.5,11.5,2.0,4.5,0.5,5.0,11.0,9.0
NUCB1,17.0,16.0,3.0,3.0,1.5,16.0,19.0,8.0
NUCB2,2.5,1.5,0.5,0.5,0.0,4.0,3.0,0.0
NUMA1,108.5,113.0,21.0,26.0,9.5,114.0,98.0,26.0
NUP88,9.5,6.0,8.0,8.0,0.0,7.0,7.0,5.0
NUP98,54.5,52.5,30.5,32.0,6.0,55.0,55.0,22.0
NR4A2,12.5,11.0,114.5,11.5,3.5,14.0,7.0,4.0
NVL,3.0,3.0,1.0,2.5,1.5,3.0,6.0,2.0
GPR143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OAS1,1.0,0.5,11.0,12.5,0.0,0.0,3.0,0.0
OAS2,8.5,4.0,79.5,138.5,1.5,4.0,36.0,5.0
OAS3,0.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0
OAT,11.5,7.5,5.0,3.5,0.5,9.0,6.0,1.0
TBC1D25,8.5,7.5,1.5,3.5,0.0,7.0,7.0,4.0
OAZ1,123.5,136.5,37.0,42.0,12.5,117.0,127.0,30.0
OAZ2,17.0,12.0,6.0,7.5,1.5,12.0,17.0,5.0
OCRL,16.5,7.0,1.0,1.0,0.0,7.0,15.0,5.0
ODC1,85.0,77.5,31.0,41.0,3.5,80.0,63.0,11.0
ODF2,12.5,12.0,12.0,10.0,0.5,12.0,10.0,4.0
OGDH,16.0,14.5,0.5,1.0,0.0,14.0,6.0,4.0
OGG1,5.5,8.5,1.5,3.5,1.0,5.0,6.0,1.0
OGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLR1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OMG,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0
OPA1,41.0,34.0,33.0,27.0,2.5,36.0,32.0,9.0
TNFRSF11B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPHN1,3.5,2.5,1.5,2.5,0.0,4.0,1.0,0.0
OPRK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPRM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORC1,8.5,9.0,3.5,6.0,0.5,8.0,12.0,1.0
ORC2,30.5,22.0,5.0,10.0,1.5,23.0,23.0,5.0
ORC4,9.0,4.5,0.0,3.0,1.5,5.0,10.0,2.0
ORC5,18.5,15.5,1.5,4.5,0.0,17.0,11.0,5.0
ORM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBP,114.5,93.0,51.5,68.5,9.5,97.0,86.0,18.0
OSM,80.0,91.5,222.0,214.0,2.5,81.0,86.0,28.0
CLDN11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
OTX1,0.5,0.0,0.0,0.5,0.0,0.0,2.0,0.0
OVGP1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
OVOL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXA1L,10.5,11.0,1.5,6.5,0.5,9.0,16.0,2.0
OXCT1,15.0,7.5,9.0,7.5,0.0,8.0,11.0,3.0
OXTR,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2RX1,8.0,3.5,2.5,11.5,0.0,3.0,3.0,4.0
P2RX4,5.5,5.0,4.5,4.5,0.5,6.0,3.0,0.0
P2RX5,2.5,1.5,1.0,1.0,0.0,1.0,3.0,1.0
P2RX7,5.5,2.0,3.5,6.0,1.0,2.0,2.0,1.0
P2RY1,19.5,17.0,2.5,7.0,0.0,19.0,29.0,4.0
P2RY2,242.5,279.5,27.5,203.0,9.5,215.0,422.0,182.0
P2RY6,23.5,27.5,1.5,7.0,1.5,19.0,21.0,20.0
P2RY11,9.0,13.0,13.0,13.5,0.5,7.0,13.0,4.0
P4HA1,23.0,15.0,5.0,3.5,1.0,15.0,8.0,2.0
P4HB,318.5,422.0,112.0,155.0,14.0,289.0,322.0,86.0
PA2G4,110.5,135.0,52.0,71.0,7.5,90.0,144.0,33.0
PEBP1,85.5,86.5,24.5,38.0,5.0,74.0,93.0,26.0
PABPC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FURIN,35.0,32.5,14.5,21.5,5.0,32.0,24.0,8.0
PCSK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAFAH1B1,104.0,75.5,34.5,68.0,10.5,86.0,108.0,26.0
PAFAH1B2,295.0,232.0,77.5,123.5,22.5,245.0,200.0,45.0
PAFAH1B3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
PAFAH2,30.0,22.0,2.0,2.0,1.0,23.0,23.0,8.0
PRDX1,33.5,30.0,11.0,17.5,9.5,29.0,33.0,7.0
SERPINE1,2.0,3.5,200.0,17.5,11.5,2.0,9.0,2.0
SERPINB2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PAK1,20.0,19.0,2.5,2.5,0.5,22.0,12.0,8.0
PAK2,177.0,128.5,51.5,84.0,7.5,123.0,146.0,25.0
PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAM,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PAPPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARN,1.5,0.5,1.0,0.0,0.0,1.0,1.0,0.0
PAX5,1.0,1.5,5.0,6.5,0.5,1.0,3.0,1.0
PAX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCL,23.0,15.0,6.0,10.0,1.5,13.0,19.0,3.0
PBX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PBX3,115.5,60.0,36.0,35.0,12.5,60.0,59.0,11.0
PC,1.0,2.5,0.0,0.0,0.0,2.0,0.0,0.0
PCBD1,4.5,3.0,0.0,1.5,2.0,7.0,3.0,2.0
PCBP1,113.5,95.5,46.0,69.0,11.0,95.0,80.0,25.0
PCBP2,43.5,33.5,42.5,40.0,5.0,36.0,39.0,10.0
PCCA,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0
PCCB,3.0,3.0,1.5,0.0,0.0,3.0,4.0,1.0
PCDHGC3,19.5,13.5,5.5,13.0,2.5,18.0,18.0,7.0
PCDH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDH9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCK2,7.5,3.0,2.0,3.5,0.0,7.0,1.0,0.0
PCM1,10.5,5.0,7.5,8.5,4.5,4.0,10.0,5.0
PCMT1,12.5,10.0,5.0,4.5,1.0,11.0,5.0,3.0
PCNA,30.5,29.0,18.0,22.0,2.5,24.0,25.0,9.0
PCNT,7.5,7.0,4.5,4.5,0.5,7.0,4.0,4.0
PCOLCE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP1A,58.0,60.5,20.0,34.0,4.0,55.0,63.0,21.0
PCSK5,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CDK16,24.5,30.0,16.5,15.5,0.0,32.0,19.0,8.0
CDK17,41.0,23.0,19.5,32.5,3.0,28.0,23.0,6.0
CDK18,0.5,0.5,0.0,1.0,0.0,0.0,2.0,1.0
PCYT1A,22.0,13.0,1.0,5.0,1.5,11.0,12.0,4.0
PDC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD2,132.5,123.0,37.5,58.0,4.5,105.0,162.0,30.0
PDE1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE3B,75.0,38.0,14.5,19.0,13.0,33.0,42.0,13.0
PDE4A,9.5,5.5,5.0,12.0,4.0,2.0,7.0,4.0
PDE4B,3.5,2.5,4.5,2.5,12.5,3.0,2.0,5.0
PDE4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,17.0,10.0,19.5,10.5,2.5,13.0,10.0,4.0
PDE6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE6D,8.5,9.0,1.0,1.5,0.5,8.0,6.0,1.0
PDE6G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE6H,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PDE7A,171.5,104.5,48.5,69.0,28.5,96.0,123.0,34.0
PDE8A,3.5,1.0,2.5,2.5,0.0,0.0,4.0,0.0
PDE9A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE1B,6.0,4.0,3.0,4.0,0.0,6.0,2.0,0.0
PDGFA,31.0,27.5,95.5,107.5,23.5,22.0,15.0,20.0
PDGFB,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
PDE6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFRB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDHA1,7.5,7.5,3.5,5.0,0.5,7.0,12.0,1.0
PDHB,57.0,50.0,5.0,21.0,6.5,51.0,47.0,12.0
PDK1,38.5,22.0,17.0,20.5,1.5,18.0,11.0,7.0
PDK2,3.0,3.0,0.0,0.5,0.0,1.0,3.0,1.0
PDK3,4.0,4.5,1.5,1.0,0.0,5.0,5.0,4.0
PDK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP2,22.5,17.0,101.0,63.0,6.5,16.0,25.0,8.0
PDPK1,63.5,49.0,9.5,21.5,1.5,46.0,60.0,15.0
SLC26A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDZK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECAM1,29.0,27.0,12.0,12.0,10.5,17.0,48.0,17.0
SERPINF1,1.5,1.0,0.0,0.0,0.0,1.0,1.0,1.0
PEG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEPD,3.0,5.5,1.5,1.5,1.0,2.0,4.0,3.0
PER1,11.0,17.0,21.0,7.0,0.0,12.0,10.0,4.0
GATB,0.5,1.5,0.0,0.5,0.0,1.0,3.0,3.0
PEX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX6,33.0,33.0,6.5,9.5,2.5,32.0,35.0,12.0
PEX7,3.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0
PEX10,21.0,26.0,1.0,13.5,0.5,15.0,26.0,7.0
PEX12,16.0,5.5,0.5,5.5,1.0,16.0,9.0,1.0
PEX13,38.0,25.5,11.5,13.5,4.0,32.0,20.0,5.0
PEX14,7.5,10.5,2.0,0.5,0.0,5.0,9.0,5.0
PFAS,23.0,16.5,1.5,5.0,1.5,12.0,25.0,7.0
CFP,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PFDN1,67.0,62.5,14.5,36.5,1.5,56.0,58.0,19.0
PFDN2,5.5,8.0,4.0,5.0,1.0,7.0,9.0,6.0
PFDN4,4.5,1.5,0.5,1.5,0.0,1.0,1.0,1.0
PFDN5,8.5,7.5,8.0,3.5,1.5,8.0,7.0,3.0
ATP8B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFKFB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFKFB2,2.5,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PFKFB3,58.5,57.0,37.5,39.0,2.5,65.0,40.0,8.0
PFKFB4,7.0,7.0,1.0,2.0,0.5,7.0,5.0,11.0
PFKL,4.0,2.5,1.0,2.5,0.0,3.0,6.0,3.0
VIT,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
PFKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PFKP,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
PFN1,167.0,167.0,86.0,112.0,20.5,165.0,177.0,52.0
PFN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK14,3.5,3.0,1.0,2.5,1.0,4.0,3.0,0.0
PGAM1,28.0,29.0,29.5,28.0,2.0,27.0,35.0,10.0
PGAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGD,101.0,86.0,16.5,50.5,7.5,91.0,74.0,16.0
PGF,1.5,1.5,0.5,0.0,1.0,1.0,2.0,1.0
PGGT1B,15.5,9.5,4.0,7.0,1.0,13.0,12.0,0.0
PGK1,28.0,24.0,20.5,24.5,2.5,17.0,33.0,8.0
PGM1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PGM3,25.0,19.0,12.0,19.0,2.0,20.0,21.0,5.0
PHB,18.0,25.0,3.5,19.5,0.5,14.0,24.0,16.0
SLC25A3,39.0,32.5,20.5,20.0,2.5,36.0,36.0,9.0
PHEX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHF2,25.0,18.5,5.5,12.0,3.0,23.0,23.0,10.0
PHKA2,8.0,5.5,2.0,3.0,0.5,6.0,2.0,1.0
PHKB,11.0,6.0,3.0,6.0,1.5,8.0,6.0,4.0
PHKG1,9.0,15.5,7.5,5.5,1.5,9.0,8.0,4.0
PHKG2,16.5,18.0,6.0,6.5,2.0,17.0,24.0,7.0
PHYH,1.5,0.5,0.0,0.0,0.0,2.0,0.0,0.0
SERPINB6,1.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0
SERPINE2,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0
SERPINB8,97.0,70.5,26.0,31.5,5.0,55.0,124.0,42.0
SERPINB9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SERPINB10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIGA,49.5,38.5,11.5,13.0,1.5,39.0,31.0,5.0
PIGC,12.0,11.5,2.0,3.5,2.0,11.0,9.0,3.0
PIGF,5.0,4.5,0.0,1.5,0.0,6.0,3.0,0.0
PIGH,16.0,12.5,2.0,4.0,1.0,13.0,18.0,4.0
PIGR,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIK3C2A,46.0,27.5,14.0,15.5,4.5,35.0,27.0,6.0
PIK3C2B,11.5,8.5,1.0,2.5,0.0,11.0,9.0,2.0
PIK3C3,4.5,2.0,0.5,0.5,0.0,4.0,2.0,0.0
PIK3CA,3.5,2.0,0.5,1.5,0.0,1.0,1.0,0.0
PIK3CB,65.5,40.5,15.0,19.5,6.5,43.0,32.0,8.0
PIM1,1289.0,1285.5,271.0,1149.0,13.0,1201.0,1071.0,182.0
PIK3CD,114.5,113.0,11.0,34.0,10.0,102.0,116.0,38.0
PIK3CG,51.0,28.0,1.5,13.5,2.5,45.0,32.0,9.0
PIK3R1,184.0,152.5,30.5,56.5,11.0,151.0,131.0,30.0
PIK3R2,33.0,34.0,8.5,16.5,1.5,31.0,25.0,16.0
PI4KA,4.5,3.0,1.5,1.0,0.0,4.0,2.0,0.0
PI4KB,38.0,33.5,14.0,11.5,1.5,37.0,40.0,12.0
PIN1,20.5,23.0,1.5,5.5,1.0,22.0,26.0,4.0
PIN1P1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
PIN4,3.0,2.0,0.0,1.0,0.0,6.0,1.0,1.0
PIP4K2A,80.0,66.5,24.0,26.0,6.0,55.0,78.0,10.0
PITPNA,22.0,21.5,21.0,17.5,1.5,22.0,23.0,4.0
PITX1,442.0,451.5,110.5,146.5,20.5,452.0,361.0,112.0
PITX2,3.0,1.5,0.0,0.0,0.0,5.0,2.0,1.0
PITX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKD1,19.5,16.5,5.5,10.0,0.0,17.0,17.0,6.0
PKD2,13.5,8.0,1.5,3.0,0.5,9.0,7.0,3.0
PKM,138.0,153.0,52.5,77.0,24.0,122.0,179.0,45.0
PKNOX1,54.0,40.0,13.5,31.5,4.0,43.0,38.0,13.0
PLA2G4A,6.0,4.0,1.0,1.5,0.5,6.0,2.0,1.0
PLAG1,6.0,4.0,1.5,1.5,0.0,6.0,1.0,0.0
PLAGL1,4.5,2.5,1.0,3.0,0.0,2.0,4.0,0.0
PLAGL2,301.5,252.5,111.0,165.5,25.0,263.0,218.0,63.0
PLAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAU,322.5,324.5,181.5,277.5,41.0,320.0,314.0,88.0
PLAUR,96.0,92.5,51.5,93.5,18.0,97.0,80.0,28.0
PLCB2,12.0,8.0,0.0,1.5,0.0,7.0,9.0,8.0
PLCB3,2.0,1.5,0.0,1.0,0.0,1.0,1.0,0.0
PLCB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCD1,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0
PLCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCG1,3.0,2.5,0.0,0.0,0.0,4.0,6.0,1.0
PLCG2,31.5,20.0,14.0,14.0,1.0,21.0,24.0,10.0
PLD1,5.0,2.0,2.0,6.0,0.5,5.0,2.0,0.0
PLD2,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0
PLEC,102.0,98.0,55.5,78.0,6.5,98.0,100.0,26.0
PLEK,363.0,315.0,165.5,224.5,76.0,328.0,260.0,71.0
PLIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLK1,21.5,21.0,0.5,4.0,2.0,20.0,25.0,5.0
FXYD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLOD1,10.0,15.0,1.0,2.5,2.0,8.0,22.0,10.0
PLP2,39.0,49.5,52.5,53.5,2.5,41.0,53.0,13.0
PLRG1,7.0,3.0,2.5,5.0,1.0,3.0,8.0,1.0
PLS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLSCR1,1.5,1.0,10.0,5.0,0.0,1.0,2.0,0.0
PLTP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
PLXNA1,11.0,11.0,6.5,10.0,2.0,11.0,10.0,3.0
PLXNA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLXNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLXNB3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
PMAIP1,287.5,210.5,729.0,233.0,75.5,213.0,195.0,34.0
PMCH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNOC,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
PML,34.0,30.5,35.0,54.0,2.5,31.0,37.0,16.0
PMM1,2.0,2.5,0.5,0.5,0.0,1.0,1.0,3.0
PMM2,67.5,67.5,34.5,55.5,1.5,65.0,77.0,16.0
PMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMP22,11.0,12.0,2.5,9.5,1.0,11.0,25.0,8.0
PMS1,2.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0
PMS2P1,14.5,14.5,2.5,5.0,0.5,11.0,10.0,2.0
PMS2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMS2P4,3.0,2.5,0.5,0.5,0.0,2.0,3.0,0.0
PMS2P3,7.0,7.0,3.5,5.0,0.0,9.0,7.0,1.0
EXOSC9,3.5,3.5,0.0,2.5,0.0,2.0,3.0,0.0
EXOSC10,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
PMS2,46.0,36.5,2.5,8.5,0.0,42.0,32.0,11.0
PNN,33.5,29.0,29.5,29.0,9.5,17.0,37.0,14.0
UBL3,62.5,38.5,26.0,24.0,1.5,33.0,48.0,7.0
SEPTIN5,3.0,4.0,2.0,5.5,0.5,0.0,2.0,3.0
SEPTIN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PODXL,10.0,8.5,0.5,2.0,0.0,9.0,11.0,1.0
POLA1,10.5,10.0,3.0,6.0,2.0,8.0,8.0,3.0
POLB,2.5,1.5,0.0,0.0,0.0,2.0,1.0,0.0
POLD1,0.5,2.5,0.0,0.0,0.0,0.0,1.0,0.0
POLD2,1.0,2.5,0.0,1.0,0.0,1.0,1.0,0.0
POLE,16.0,19.0,5.0,9.0,1.0,17.0,19.0,8.0
POLE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLG,29.5,30.0,17.5,19.5,2.0,33.0,27.0,8.0
POLH,45.0,42.0,9.0,10.5,6.0,42.0,51.0,17.0
POLR2A,32.0,32.0,4.5,7.5,1.0,34.0,26.0,12.0
POLR2B,3.5,1.5,2.0,3.5,0.0,2.0,2.0,1.0
POLR2C,83.0,83.0,30.0,50.5,5.0,84.0,69.0,18.0
POLR2D,211.0,195.5,63.5,112.5,8.5,215.0,175.0,41.0
POLR2E,73.5,70.5,19.5,30.0,4.0,70.0,76.0,27.0
POLR2F,5.0,7.0,3.0,2.5,0.0,6.0,10.0,1.0
POLR2G,4.0,5.0,1.0,1.0,0.5,4.0,2.0,1.0
POLR2H,26.5,30.0,8.0,11.5,1.5,25.0,35.0,14.0
POLR2I,2.0,1.5,0.0,0.5,0.0,1.0,0.0,1.0
POLR2J,10.0,10.5,0.0,2.5,0.5,9.0,16.0,0.0
POLR2K,37.0,28.5,11.0,21.0,3.0,32.0,35.0,5.0
POLR2L,15.5,22.0,5.5,5.0,0.0,16.0,22.0,6.0
POLRMT,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0
PON2,2.0,2.5,0.0,0.5,0.0,2.0,1.0,0.0
POR,3.5,4.0,1.0,1.0,0.0,3.0,4.0,0.0
POU2F1,159.5,107.5,46.5,46.5,15.5,108.0,114.0,31.0
POU2F2,33.5,27.5,5.0,5.5,17.5,19.0,31.0,24.0
POU3F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU3F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU4F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU6F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPA1,7.5,6.0,4.5,4.0,0.0,6.0,11.0,3.0
PPARA,27.0,26.5,3.5,9.0,3.5,25.0,16.0,7.0
PPARD,57.5,48.0,11.0,24.5,7.5,54.0,40.0,6.0
PPARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MED1,170.5,131.5,82.5,103.0,14.5,140.0,124.0,31.0
PPAT,82.5,60.5,37.0,36.0,5.0,66.0,64.0,15.0
CTSA,6.5,6.5,1.0,2.5,0.0,4.0,7.0,2.0
PPIA,47.5,42.0,15.0,36.5,1.5,36.0,54.0,10.0
PPIB,55.0,67.0,27.0,36.0,0.0,58.0,64.0,19.0
PPIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPID,4.5,4.0,2.5,1.5,0.0,5.0,6.0,0.0
PPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPM1A,76.0,38.5,25.5,41.5,3.5,41.0,46.0,7.0
PPM1B,42.0,29.0,11.5,24.0,3.5,36.0,29.0,10.0
PPM1G,33.5,43.0,14.0,21.0,2.5,36.0,35.0,15.0
PPOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP1CA,32.5,35.0,8.5,14.0,2.0,33.0,34.0,12.0
PPP1CB,111.5,78.5,105.5,64.0,14.5,74.0,88.0,24.0
PPP1CC,136.5,87.0,46.5,53.5,21.5,82.0,186.0,17.0
PPP1R2,42.0,28.0,19.5,11.0,5.0,33.0,24.0,8.0
PPP1R3D,59.5,36.0,6.5,18.0,3.0,38.0,36.0,11.0
PPP1R7,6.0,5.0,0.0,1.0,0.0,6.0,5.0,3.0
PPP1R8,96.5,74.5,29.0,42.0,10.0,76.0,73.0,19.0
PPP2CA,200.0,131.5,145.0,116.5,22.0,125.0,184.0,27.0
PPP2CB,21.0,12.5,7.0,13.0,2.5,11.0,8.0,2.0
PPP2R1A,47.5,50.5,18.5,30.0,1.5,42.0,34.0,18.0
PPP2R1B,37.0,27.0,11.5,13.0,2.5,24.0,38.0,4.0
PPP2R2A,122.0,94.5,71.5,62.0,16.0,109.0,123.0,14.0
PPP2R2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R3A,2.0,1.5,0.5,0.0,0.0,2.0,1.0,0.0
PTPA,51.5,43.0,6.0,12.5,3.5,45.0,38.0,10.0
PPP2R5A,38.0,30.0,14.5,23.0,5.5,36.0,35.0,5.0
PPP2R5B,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0
PPP2R5C,25.5,23.5,3.0,6.5,2.0,24.0,19.0,3.0
PPP2R5D,29.5,26.5,0.5,3.0,1.5,28.0,33.0,8.0
PPP2R5E,91.5,46.5,19.0,22.5,7.5,47.0,52.0,10.0
PPP3CA,35.5,29.5,24.5,14.0,13.5,28.0,37.0,10.0
PPP4C,11.0,11.0,3.5,7.0,1.5,11.0,14.0,4.0
PPP3CB,15.5,12.0,2.5,10.0,1.0,11.0,18.0,2.0
PPP3CC,4.5,4.5,3.0,2.5,1.0,3.0,6.0,2.0
PPP3R1,228.0,142.5,165.0,144.0,14.5,142.0,169.0,32.0
PPP3R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP5C,9.5,10.0,0.0,3.0,0.0,9.0,8.0,3.0
PPP6C,38.5,22.5,29.5,27.5,3.5,24.0,22.0,3.0
PPT1,72.5,44.5,11.0,32.0,2.5,39.0,83.0,19.0
PRCC,30.0,31.5,17.0,18.0,4.5,29.0,28.0,11.0
PRCP,3.0,2.5,0.5,0.0,0.0,3.0,2.0,1.0
PRELP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PREP,15.0,13.0,3.0,5.0,1.5,15.0,11.0,4.0
PRF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGN,289.5,245.5,358.5,202.5,70.5,171.0,437.0,89.0
PRG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRH1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PRIM1,2.5,2.5,0.5,0.5,0.0,3.0,2.0,1.0
PRIM2,11.5,9.0,3.0,2.5,0.0,11.0,8.0,2.0
PRKAA1,20.5,15.0,6.5,10.5,2.5,19.0,20.0,4.0
PRKAA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
