,MS2,JQ1,MYBi_30m,PBS_30m,MYBi_6h,MS2_JQ1,DMSO,PBS_6h
BYSL,51.0,61.0,19.0,36.0,3.5,51.0,58.0,18.0
TSPO,2.0,2.0,0.5,1.0,0.0,1.0,3.0,1.0
C1QBP,40.5,39.0,18.0,24.0,4.5,43.0,47.0,9.0
SERPING1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3AR1,4.0,4.0,58.0,18.0,10.0,3.0,5.0,3.0
CAPN5,1.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
C5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
C5AR1,1.0,0.5,0.5,1.5,0.0,1.0,0.0,0.0
C8G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSGIN2,46.0,24.0,50.5,27.5,11.0,35.0,32.0,6.0
VPS51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL49,105.5,99.0,17.5,40.5,4.0,113.0,82.0,25.0
ZNHIT2,4.0,4.5,1.5,2.5,0.0,4.0,4.0,3.0
MYRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM258,4.0,1.5,1.5,1.5,0.0,1.0,2.0,1.0
DAGLA,3.0,3.0,0.5,0.0,0.0,3.0,1.0,2.0
GAS8-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMNL1,9.5,9.0,2.5,6.0,0.5,10.0,8.0,7.0
LDLRAD4,11.5,10.0,4.5,8.5,0.5,11.0,9.0,4.0
PTTG1IP,128.5,101.0,20.5,45.5,10.5,89.0,92.0,18.0
CFAP410,3.0,3.0,1.0,1.5,0.0,2.0,1.0,1.0
TMEM50B,1.0,1.0,0.0,0.5,0.0,1.0,3.0,0.0
MPPED1,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0
CA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA11,1.5,1.5,0.5,0.5,0.0,1.0,1.0,1.0
CA12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1A,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
CACNA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA1E,3.5,2.5,7.0,7.5,0.0,3.0,3.0,6.0
CACNB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNB3,1.5,2.5,0.0,0.0,0.0,1.0,5.0,2.0
CACNB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC25A20,4.0,4.0,0.5,1.5,0.0,5.0,4.0,2.0
CAD,7.5,7.5,1.0,2.5,0.0,7.0,12.0,2.0
CALB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALM1,163.5,138.5,106.5,111.0,15.0,137.0,104.0,23.0
CALM2,131.5,94.5,89.0,97.0,11.0,90.0,140.0,15.0
CALM3,118.5,101.0,15.0,54.0,8.0,106.0,102.0,38.0
CALR,443.0,528.5,82.5,87.5,15.0,426.0,582.0,122.0
CALU,133.0,87.5,50.0,71.0,7.5,91.0,97.0,25.0
CAMK2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2D,28.0,16.5,18.0,17.5,7.5,9.0,24.0,5.0
CAMK2G,39.5,36.0,4.5,11.5,3.0,25.0,39.0,14.0
CAMLG,8.5,5.0,1.0,1.0,0.5,9.0,7.0,1.0
CAMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANX,218.5,150.5,70.0,119.5,15.5,162.0,173.0,31.0
CAPG,2.0,2.0,0.0,1.5,0.0,2.0,0.0,0.0
CAPN1,5.0,3.0,2.0,2.0,0.0,3.0,5.0,3.0
CAPN2,18.5,12.0,5.0,12.5,2.5,13.0,31.0,6.0
CAPN3,0.5,1.0,0.5,1.0,0.0,1.0,2.0,1.0
CAPNS1,35.0,36.0,10.0,17.0,1.5,37.0,41.0,11.0
CAPS,1.5,1.5,1.0,0.5,0.0,1.0,2.0,0.0
CAPZA1,146.5,91.5,88.0,88.5,16.0,92.0,150.0,30.0
CAPZA2,38.0,21.0,35.5,19.5,3.0,33.0,32.0,4.0
CAST,4.5,3.0,1.5,2.0,0.0,3.0,3.0,0.0
CAPZB,34.0,30.5,19.0,27.0,6.0,30.0,32.0,9.0
CARS1,5.5,3.0,1.5,1.5,0.5,3.0,3.0,0.0
CASP1,2.0,4.0,0.5,2.0,1.5,2.0,2.0,2.0
CASP2,137.5,110.5,33.5,83.0,8.0,101.0,129.0,40.0
CASP3,108.5,86.0,32.5,44.5,7.5,97.0,94.0,15.0
CASP4,0.0,0.5,0.5,0.0,0.0,0.0,2.0,1.0
CASP6,1.5,1.5,0.0,0.0,0.5,1.0,3.0,1.0
CASP7,17.0,12.0,7.5,11.5,4.0,13.0,17.0,1.0
CASP8,17.5,14.5,4.0,8.0,0.5,17.0,11.0,4.0
CASP9,4.5,6.0,2.0,3.0,0.0,4.0,4.0,2.0
CASP10,16.5,14.0,12.0,8.5,1.5,16.0,16.0,5.0
CASQ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT,34.5,18.5,2.0,6.5,0.5,32.0,22.0,5.0
CAV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUNX2,271.5,178.5,100.0,134.5,26.5,187.0,174.0,38.0
RUNX1,887.0,645.5,216.0,335.0,59.5,691.0,525.0,149.0
CBFA2T3,132.5,112.0,6.5,23.5,7.5,108.0,129.0,52.0
RUNX3,347.5,346.5,65.5,220.0,33.5,342.0,404.0,132.0
CBFB,107.0,63.0,43.5,49.5,8.5,75.0,79.0,9.0
CBL,123.0,94.0,26.5,30.0,7.5,101.0,81.0,23.0
CBLB,17.5,11.5,3.5,2.5,0.5,13.0,7.0,1.0
CBLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINH1,9.5,4.0,1.0,2.5,7.0,4.0,3.0,4.0
CBR1,34.0,35.0,7.5,13.0,1.5,34.0,43.0,18.0
CBR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYAT1,3.0,1.5,1.0,0.0,0.0,1.0,4.0,1.0
KRIT1,5.5,4.0,1.5,1.5,0.0,3.0,7.0,1.0
CCNA2,53.0,38.0,8.0,18.0,5.5,41.0,33.0,8.0
CCNB1,13.5,10.5,3.5,3.0,2.0,11.0,16.0,1.0
CCNC,19.0,14.0,8.5,7.5,2.5,16.0,11.0,4.0
CCND2,103.0,94.5,44.5,137.0,4.5,96.0,105.0,27.0
CCND3,188.0,207.0,34.5,103.0,4.5,190.0,202.0,64.0
CCNE1,14.5,16.0,6.0,11.5,1.0,12.0,20.0,12.0
CCNF,214.5,204.5,9.0,30.0,15.0,203.0,207.0,24.0
CCNG1,141.0,84.5,19.0,28.0,10.5,89.0,101.0,12.0
CCNG2,20.0,9.5,1.0,2.5,1.0,15.0,5.0,1.0
CCNH,2.0,2.0,3.0,0.0,0.0,1.0,4.0,0.0
CCNT1,407.5,318.5,175.5,211.5,32.0,323.0,295.0,52.0
CCNT2,109.0,62.0,54.0,56.5,11.0,61.0,82.0,15.0
CCT6A,75.0,63.5,48.5,61.5,11.0,54.0,94.0,21.0
CD1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD1D,24.5,21.5,3.0,8.5,0.0,15.0,26.0,7.0
CD1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD4,40.0,41.5,4.5,8.0,4.5,39.0,50.0,15.0
CD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A3,33.0,30.5,2.0,11.5,0.5,25.0,41.0,24.0
CD22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD86,0.5,1.0,4.5,3.0,1.0,0.0,0.0,0.0
TNFRSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFSF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD33,43.5,38.5,2.0,10.5,0.5,43.0,31.0,10.0
SIGLEC6,1.5,1.0,0.0,1.0,0.0,0.0,4.0,1.0
CD34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD36,2.0,2.5,2.5,2.0,4.5,1.0,4.0,2.0
SCARB1,13.5,16.0,5.5,5.5,0.5,9.0,25.0,10.0
SCARB2,16.0,10.0,8.0,11.5,1.5,15.0,9.0,2.0
CD37,2.5,1.0,0.5,1.0,0.0,1.0,5.0,1.0
CD38,21.5,13.0,13.5,19.0,0.0,20.0,14.0,2.0
ENTPD1,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0
ENTPD6,9.5,14.0,4.0,7.5,1.5,7.0,14.0,4.0
ENTPD5,26.0,11.0,1.5,3.5,0.5,16.0,13.0,4.0
CD40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD44,66.5,62.5,77.5,81.5,30.5,46.0,77.0,29.0
CD47,25.5,19.0,5.5,11.0,3.5,20.0,18.0,10.0
CD48,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD53,28.5,23.5,11.0,13.5,4.5,26.0,41.0,7.0
CD58,10.5,7.5,4.5,6.0,0.5,9.0,14.0,3.0
CD59,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD63,3.5,1.5,3.0,5.0,0.0,2.0,2.0,1.0
CD68,29.5,33.5,9.5,12.5,1.5,23.0,31.0,17.0
CD69,0.0,0.0,17.0,1.0,1.5,0.0,0.0,0.0
CD70,1.0,0.0,4.0,1.5,0.0,1.0,1.0,0.0
CD72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,48.0,48.0,35.5,48.0,7.5,40.0,60.0,39.0
CD79A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD79B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD81,38.5,41.0,11.5,16.0,1.0,30.0,31.0,11.0
ADGRE5,74.0,80.0,114.5,77.5,7.5,72.0,61.0,29.0
CD151,14.0,15.0,9.5,17.0,0.5,18.0,22.0,4.0
CDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK1,36.0,19.0,3.0,8.5,4.5,33.0,11.0,3.0
LRBA,3.5,1.5,1.5,4.5,0.5,2.0,3.0,1.0
CDC5L,25.0,15.0,13.0,14.5,1.5,18.0,19.0,8.0
SEPTIN7,28.5,17.5,10.5,11.5,2.5,17.0,17.0,4.0
CDC6,19.0,19.5,21.5,19.5,0.5,17.0,13.0,7.0
CDC20,5.0,5.0,0.0,0.0,0.0,5.0,2.0,1.0
CDC25A,162.0,160.0,64.0,103.5,15.0,163.0,149.0,63.0
CDC25B,36.5,28.5,1.0,4.5,1.5,33.0,29.0,3.0
CDC25C,4.5,3.5,0.0,0.5,0.0,5.0,4.0,1.0
CDC27,84.5,59.0,23.5,29.0,11.0,66.0,50.0,9.0
CDC34,14.0,16.0,2.5,5.5,0.0,15.0,8.0,6.0
CDC42,95.0,79.0,108.5,79.5,11.5,85.0,84.0,15.0
CDH5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2,21.5,25.0,6.5,12.5,1.5,21.0,33.0,10.0
CDK3,0.5,0.5,0.5,1.0,0.0,0.0,0.0,1.0
CDK4,38.5,37.0,16.0,19.5,4.5,30.0,25.0,14.0
CDK5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK6,445.0,331.5,173.5,240.0,51.0,354.0,335.0,71.0
CDK7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CDK8,22.5,14.5,2.0,2.0,0.5,14.0,17.0,5.0
CDK9,76.0,73.5,82.5,47.5,4.0,84.0,53.0,14.0
CDKN1A,68.0,66.0,105.5,155.5,8.5,71.0,37.0,5.0
CDKN1B,430.5,300.5,248.0,249.0,66.5,328.0,212.0,44.0
CDKN1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2A,28.0,22.5,17.5,10.5,5.5,35.0,25.0,12.0
CDKN2B,15.5,11.5,14.0,6.5,6.0,16.0,7.0,1.0
CDKN2C,12.5,7.0,1.5,1.5,0.0,12.0,5.0,3.0
CDKN2D,69.5,76.0,15.0,36.5,3.5,72.0,53.0,6.0
CDKN3,3.0,4.5,0.0,0.0,0.0,3.0,0.0,0.0
CDO1,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0
CDR2,49.0,38.0,7.0,14.0,2.0,41.0,34.0,5.0
CDS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD52,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0
CDX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDX2,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
CLGN,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0
CEBPA,1445.0,1445.0,244.5,985.5,59.0,1393.0,1403.0,393.0
CEBPB,168.5,136.5,157.0,226.5,13.0,153.0,79.0,29.0
CEBPD,55.5,50.5,39.0,27.0,5.5,47.0,52.0,28.0
CEBPE,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
CEBPG,329.0,253.5,221.0,371.0,33.0,252.0,255.0,70.0
CEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPA,94.5,77.0,4.5,18.0,6.5,75.0,81.0,10.0
CENPB,131.0,166.0,42.0,78.0,7.5,140.0,156.0,51.0
CENPC,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CENPE,6.5,5.0,0.0,1.5,1.0,6.0,4.0,0.0
CENPF,18.0,15.0,5.0,4.5,3.5,15.0,11.0,2.0
CETN2,4.0,4.0,3.5,2.5,0.0,5.0,2.0,1.0
CETN3,2.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0
CETP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFL1,168.0,179.5,69.5,88.5,10.0,153.0,154.0,40.0
CFL2,33.5,18.0,13.0,21.5,2.5,28.0,24.0,6.0
CTSC,72.0,54.0,21.5,32.0,7.0,47.0,78.0,14.0
CHAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCBTB2,7.5,6.0,1.0,2.0,1.5,7.0,9.0,3.0
CHAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCC1,92.5,96.5,19.0,22.0,2.5,84.0,111.0,30.0
CHD1,44.5,18.5,62.5,42.0,5.0,21.0,37.0,5.0
CHD2,228.5,182.5,125.0,147.0,28.0,229.0,113.0,44.0
CHD3,12.0,10.0,2.5,4.5,0.0,9.0,11.0,9.0
CHD4,19.0,17.5,12.0,10.0,1.5,20.0,17.0,6.0
AKR1C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEK1,30.5,30.0,6.5,13.5,3.5,25.0,36.0,10.0
FOXN3,144.0,118.5,81.5,113.5,12.0,129.0,105.0,40.0
CHGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHI3L1,55.5,49.5,17.0,53.5,9.5,26.0,63.0,18.0
CHIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHKA,34.5,34.0,27.0,26.0,2.0,35.0,34.0,9.0
CHKB,5.5,9.5,0.5,2.5,0.0,4.0,6.0,1.0
CHM,30.5,23.0,5.0,4.0,1.0,27.0,20.0,4.0
CHML,207.0,160.0,349.5,132.5,13.0,125.0,241.0,26.0
CHN1,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0
CHN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYST,365.0,276.5,89.5,170.5,24.5,236.0,316.0,95.0
CHRM4,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNA5,0.0,0.5,0.0,0.0,0.0,0.0,3.0,0.0
CHRNB1,15.5,12.0,5.0,8.0,1.0,14.0,12.0,2.0
CHRNB2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CHRND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRNG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHUK,35.5,20.5,11.5,19.5,5.0,21.0,35.0,8.0
CKB,2.5,5.0,2.5,1.0,0.5,3.0,3.0,3.0
CIRBP,327.0,299.0,70.0,132.5,7.0,313.0,215.0,51.0
CISH,476.0,499.5,199.0,458.0,9.0,503.0,382.0,118.0
TBCB,13.5,14.0,2.0,6.5,0.0,14.0,8.0,3.0
CKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERCC8,2.5,1.0,0.5,0.0,0.0,1.0,2.0,1.0
CKS1B,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0
CKS2,13.5,10.5,7.5,5.5,2.0,8.0,24.0,1.0
AP2M1,14.0,13.5,3.5,5.5,0.0,14.0,19.0,4.0
AP1S1,6.5,5.5,0.5,0.0,0.0,5.0,5.0,1.0
AP2S1,16.5,18.0,3.0,3.0,0.0,17.0,19.0,8.0
AP3S1,6.5,6.5,4.0,3.5,0.0,5.0,6.0,1.0
CLCN2,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0
CLCN3,33.0,18.0,2.0,1.0,0.5,17.0,22.0,6.0
CLCN4,48.0,27.0,8.0,11.5,0.0,24.0,24.0,9.0
CLCN5,20.0,14.5,5.0,3.0,1.0,23.0,22.0,3.0
CLCN6,34.0,26.0,8.0,16.5,1.5,32.0,16.0,6.0
CLCN7,27.5,25.0,1.0,6.0,1.0,25.0,17.0,7.0
CLCNKA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLU,3.0,3.0,0.0,0.5,0.5,4.0,5.0,1.0
CLIC2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLK1,499.5,370.5,321.5,195.5,48.5,374.0,322.0,45.0
CLK2,0.0,0.5,0.0,0.0,0.0,2.0,2.0,0.0
CLK2P1,26.5,25.5,3.5,10.5,0.0,28.0,31.0,7.0
CLK3,12.5,16.5,3.5,3.5,2.5,6.0,12.0,8.0
TPP1,53.5,31.0,8.0,15.0,6.5,33.0,44.0,22.0
CLN3,2.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0
CLN5,6.0,2.5,1.0,1.0,0.5,4.0,2.0,0.0
CLNS1A,28.0,24.0,3.0,16.0,1.0,21.0,31.0,6.0
CLPTM1,20.0,20.5,4.0,6.0,1.0,17.0,29.0,6.0
CLTA,50.0,50.0,22.5,29.5,4.0,46.0,37.0,11.0
CLTB,24.0,29.5,9.0,9.0,2.0,27.0,33.0,14.0
CLTC,105.5,73.5,40.0,57.5,13.0,73.0,86.0,23.0
CCR1,392.5,353.0,226.5,489.0,25.0,351.0,452.0,127.0
CCR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCR5,5.0,3.5,2.0,20.5,1.0,3.0,11.0,7.0
CCR6,1.0,0.5,0.0,1.0,0.0,0.0,5.0,1.0
CCR7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACKR2,2.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0
CMKLR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTB4R,27.0,26.0,1.5,10.0,0.5,12.0,32.0,16.0
ABCC2,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0
CNGB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNGA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLK3,9.5,10.0,32.5,14.5,0.0,10.0,11.0,3.0
CNN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN2,139.5,119.5,15.5,39.5,5.5,123.0,109.0,32.0
CNP,54.5,59.5,39.5,39.0,6.0,55.0,60.0,27.0
CNR2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
CNTF,5.0,4.0,5.5,3.5,0.0,4.0,7.0,1.0
COL1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A1,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0
COL6A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL7A1,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0
COL8A2,4.0,2.0,0.0,2.5,0.5,0.0,7.0,3.0
COL9A2,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0
COL9A3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
COL10A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL11A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL15A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL17A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMT,8.0,8.0,1.5,4.5,0.0,6.0,7.0,6.0
COPA,28.0,20.0,12.0,14.5,2.5,22.0,20.0,6.0
COPB1,7.0,3.0,2.5,1.0,0.5,2.0,3.0,0.0
KLF6,183.5,179.0,1054.5,129.5,40.5,190.0,99.0,35.0
SLC31A1,52.0,41.0,18.0,25.5,2.5,35.0,29.0,8.0
SLC31A2,17.0,14.0,8.0,6.5,2.0,16.0,13.0,2.0
CORT,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
MAP3K8,7.0,5.5,7.5,2.0,1.0,6.0,5.0,2.0
COX4I1,35.5,37.5,12.5,23.0,4.5,33.0,33.0,13.0
COX5B,4.5,4.0,0.0,0.0,0.0,5.0,3.0,1.0
COX6A1,6.0,5.0,3.0,2.0,1.0,8.0,3.0,1.0
COX6B1,17.5,18.5,3.5,5.5,0.5,16.0,23.0,6.0
COX6C,8.5,5.0,2.0,0.5,0.5,7.0,6.0,1.0
COX7A2,34.0,25.5,9.0,14.5,2.0,26.0,29.0,7.0
COX7B,8.5,6.5,3.0,2.0,0.5,8.0,12.0,2.0
COX7C,7.0,5.5,0.5,5.5,0.0,6.0,7.0,3.0
COX8A,42.0,44.5,6.5,18.0,2.5,45.0,42.0,10.0
COX10,53.5,49.5,13.0,24.0,3.5,52.0,63.0,16.0
COX11,25.0,19.0,1.5,8.0,0.5,18.0,24.0,6.0
COX15,26.0,17.5,2.0,3.5,0.5,21.0,26.0,8.0
CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPD,162.5,108.0,230.0,203.0,39.0,113.0,91.0,35.0
CLDN4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDN7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
CPM,54.0,45.0,6.0,5.5,7.0,47.0,32.0,15.0
CPOX,17.0,10.0,3.0,12.0,3.0,6.0,17.0,6.0
CPS1,1.5,2.0,0.0,0.5,1.0,2.0,0.0,0.0
CPT1A,64.5,57.5,11.0,24.5,5.5,59.0,62.0,37.0
CPT1B,2.0,0.5,0.5,1.5,0.0,1.0,2.0,1.0
CPT2,13.0,11.5,0.0,2.5,0.5,14.0,12.0,3.0
CR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRABP2,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
CRAT,2.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0
CREB1,97.5,59.5,39.5,42.0,20.5,62.0,61.0,15.0
ATF2,78.5,60.0,22.0,26.0,3.0,61.0,53.0,11.0
CREBBP,31.0,17.5,11.5,16.5,3.0,26.0,18.0,5.0
ATF6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREBL2,17.0,9.5,0.5,2.0,1.0,14.0,9.0,0.0
CREM,3.0,1.5,3.0,1.5,0.0,2.0,1.0,1.0
CRHR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRIP1,1.5,3.0,19.5,6.0,0.5,1.0,1.0,4.0
CRIP2,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
CRK,8.5,7.5,2.5,4.5,0.0,8.0,3.0,2.0
CRKL,459.0,400.0,178.0,229.0,31.0,412.0,301.0,57.0
CRMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRY1,1.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0
CRY2,61.0,61.0,15.5,34.0,4.5,57.0,66.0,17.0
CRYBB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYGS,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
CRYZ,0.5,0.5,0.0,0.0,0.0,2.0,1.0,0.0
CS,99.5,95.5,38.0,69.0,9.5,85.0,122.0,29.0
MAPK14,95.5,79.0,16.5,25.0,13.0,80.0,70.0,34.0
CSE1L,14.0,12.5,4.5,9.5,0.0,8.0,16.0,5.0
CSF1,3.0,2.5,128.0,38.5,9.5,1.0,2.0,2.0
CSF1R,26.5,21.0,1.5,15.0,4.5,18.0,31.0,14.0
CSF2RA,11.5,7.5,3.0,10.0,1.0,7.0,7.0,2.0
CSF2RB,24.5,19.5,5.5,11.5,2.5,18.0,26.0,9.0
CSF3R,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
