mr193.MV411.MYBi_30m.r1_tcount,mr194.MV411.MYBi_30m.r2_tcount,mr195.MV411.MYBi_30m.r3_tcount,mr196.MV411.MYBi_30m.r4_tcount,mr197.MV411.PBS_30m.r1_tcount,mr198.MV411.PBS_30m.r2_tcount,mr199.MV411.PBS_30m.r3_tcount,mr200.MV411.PBS_30m.r4_tcount
0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0
3,1,4,1,0,0,1,1
1,0,0,1,0,0,0,0
4,0,11,2,9,10,4,8
0,1,0,0,0,2,0,1
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
6,4,9,5,1,4,3,1
0,0,0,0,0,0,0,0
0,2,2,0,3,2,2,1
0,0,0,0,1,0,0,0
0,2,4,1,4,10,3,11
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
1,0,2,0,6,4,4,1
0,0,0,0,0,0,0,0
0,0,2,0,2,1,6,1
3,5,4,2,4,6,0,1
0,4,1,2,8,7,1,7
3,0,3,1,5,5,5,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13,11,12,3,4,3,4,8
0,0,0,0,0,0,0,0
0,0,0,2,3,3,0,5
0,0,0,0,0,0,0,0
4,0,1,1,1,7,2,3
2,3,3,2,2,6,6,3
21,23,33,20,28,31,23,54
42,52,77,60,193,228,198,279
0,4,7,4,4,3,2,6
8,3,9,4,9,7,5,10
7,7,19,6,12,7,13,17
0,0,0,0,0,0,0,0
1,0,1,1,1,1,0,1
0,1,3,1,3,3,1,2
41,42,87,36,84,82,94,143
0,0,1,0,0,0,0,0
1,1,6,2,1,0,5,6
40,24,59,20,57,54,45,74
17,12,29,7,38,37,30,33
0,0,0,0,1,0,0,0
0,0,1,0,0,0,1,0
0,0,0,0,0,0,1,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
2,1,3,3,2,3,0,2
24,16,25,15,27,36,27,34
0,0,0,0,0,0,0,1
0,0,1,0,0,1,1,0
1,2,2,0,3,5,6,2
1,4,4,3,13,12,5,12
1,4,3,3,43,28,32,36
3,6,5,1,5,6,7,9
0,1,1,1,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,3,13,3,1,0,0,1
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
12,10,23,10,1,3,3,3
1,0,2,0,0,1,0,1
0,0,0,0,0,0,0,0
3,2,3,0,1,0,0,3
19,9,22,12,6,4,12,12
0,0,0,0,0,0,0,0
9,9,10,8,3,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,0,9,1,2,8,8,11
0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
2,1,3,0,9,0,4,11
7,8,10,6,11,9,8,14
4,1,4,5,6,7,9,6
2,3,2,0,4,6,1,3
0,0,0,0,0,0,0,0
15,16,17,13,27,39,30,33
27,33,47,24,65,54,63,74
0,3,2,0,4,5,3,8
25,26,50,39,37,33,40,53
37,25,43,30,60,30,38,65
10,16,22,11,31,31,31,32
3,4,5,2,5,1,2,10
5,4,9,10,29,9,12,25
0,1,2,0,0,0,1,2
1,3,1,1,2,7,4,0
0,1,0,0,2,1,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,8,13,2,14,7,6,22
0,1,1,2,1,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,2,4,0,3,1,1,4
0,0,1,0,3,1,0,1
4,4,11,1,4,3,4,5
0,0,0,0,0,0,0,0
0,1,1,1,0,3,2,5
0,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0
1,6,10,1,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
15,21,25,14,21,15,16,33
0,0,1,0,1,0,0,0
1,1,1,2,7,4,5,7
0,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0
0,1,2,0,1,0,1,1
1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,4,10,4,25,27,17,33
2,0,5,2,4,2,1,2
14,9,31,12,27,37,43,29
0,3,2,0,11,1,6,5
0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
3,2,1,1,1,1,2,6
0,0,0,0,0,0,0,0
0,4,2,1,3,1,2,1
0,0,0,0,1,0,0,0
5,5,7,1,4,8,6,7
1,2,0,0,3,2,2,4
0,0,1,0,1,3,1,1
0,0,0,0,0,0,0,0
3,1,2,1,0,0,3,2
0,0,1,0,1,2,2,1
4,2,0,2,3,3,5,9
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29,22,24,22,33,28,23,43
7,9,2,7,8,4,6,6
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13,14,25,11,16,32,16,36
63,63,114,70,114,77,75,130
2,2,1,1,3,0,1,0
15,23,35,12,41,33,22,58
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0
13,7,22,13,33,36,24,39
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,2,3,4,10,6,5
27,12,31,22,19,20,16,29
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,3
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0
2,2,4,0,1,1,1,1
15,18,25,11,33,20,26,48
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,6,2,1,1
0,0,0,0,0,0,0,0
4,4,7,3,2,1,0,3
1,2,3,2,1,4,10,7
0,0,0,0,0,0,0,0
1,2,1,1,2,6,4,5
0,0,0,0,0,0,0,1
7,4,9,6,6,13,7,13
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,3,6,4,7,10,11,10
1,0,0,0,1,1,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
37,32,58,39,67,85,69,124
0,2,1,0,3,1,1,1
0,0,0,0,0,0,1,0
7,9,20,6,18,19,12,44
0,0,0,1,1,4,1,1
3,0,1,1,7,10,4,13
9,6,8,12,18,5,13,29
1,0,0,0,4,2,1,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,3,2,8,4,3,5
5,8,10,6,19,10,15,24
0,1,0,0,0,1,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,3,0,1,3
0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,1
5,6,5,1,3,4,6,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,2,3,0,3
8,7,19,3,18,29,16,33
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3,2,0,5
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
1,1,1,0,2,2,0,1
18,24,59,15,122,127,101,170
283,261,521,249,674,507,475,885
2,3,9,1,18,7,10,34
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,1,0,4,0,2,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
1,2,0,1,4,1,1,12
0,0,0,0,0,0,0,3
68,52,90,65,125,97,95,164
0,0,1,3,6,2,3,2
1,2,2,1,4,3,0,1
0,1,0,0,0,0,2,0
0,0,0,0,0,0,0,0
0,3,3,1,5,1,4,9
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
9,13,13,10,31,29,22,34
2,0,2,1,1,10,1,10
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,3,2,0,1,0
0,0,0,0,2,4,3,5
0,0,0,1,1,1,0,1
2,6,8,3,10,8,13,17
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,7,5,3,9,13,2,10
0,0,0,0,0,0,0,0
1,0,0,0,2,1,1,1
0,1,1,0,0,2,1,1
13,7,24,15,45,38,27,38
0,0,0,1,0,0,0,0
3,4,4,3,4,9,5,2
8,7,17,3,6,11,4,17
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
2,0,1,1,3,4,3,3
8,8,6,2,5,1,2,8
5,6,8,2,7,6,6,19
0,1,1,1,4,3,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0
0,2,1,1,3,1,2,1
1,3,2,1,4,5,4,12
0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
12,14,24,13,7,6,9,14
3,2,7,1,6,8,9,17
16,26,42,26,46,49,58,75
0,0,0,0,0,0,0,0
3,3,4,4,7,5,4,8
4,1,5,2,2,0,0,3
3,2,0,0,3,1,1,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,4,1,0
18,12,23,16,30,11,14,51
14,5,13,7,10,10,13,13
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,2,8,2,9,25,10,9
0,0,0,0,0,0,1,0
0,0,0,0,0,1,1,0
0,2,0,1,0,1,0,2
0,0,1,0,4,1,3,4
0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0
0,0,0,1,0,1,1,0
0,0,0,0,0,0,0,0
0,2,0,0,1,0,1,0
1,0,1,3,1,4,0,2
14,10,8,4,6,5,5,8
839,864,2103,839,780,535,510,770
15,19,19,18,11,7,15,20
35,32,74,33,46,36,24,47
8,8,18,3,18,15,16,19
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
8,5,7,8,5,4,7,7
0,0,1,0,1,0,0,3
0,1,0,0,0,3,5,11
0,0,2,0,0,0,0,0
44,51,95,35,42,26,31,48
0,0,1,1,1,1,1,1
1,1,7,1,0,2,0,0
0,0,0,0,0,0,0,0
4,7,8,4,6,9,4,7
10,3,15,6,8,4,5,3
87,73,124,79,130,103,102,202
29,28,76,31,51,55,36,45
1,1,1,1,1,1,1,1
0,0,0,0,0,1,2,2
7,6,9,6,18,20,19,32
19,26,41,25,34,36,26,59
1,2,1,0,1,1,2,0
0,0,0,0,0,0,0,0
2,1,0,1,5,2,1,6
0,3,5,2,2,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,2,0,4,7,0,1
1,3,2,2,1,2,4,0
1,0,0,0,0,1,2,3
0,0,0,1,0,0,0,0
0,1,2,3,0,2,0,2
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
39,25,76,37,15,14,18,27
12,18,25,11,16,18,20,20
0,0,1,0,0,1,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,2
54,56,125,73,13,12,17,16
0,0,0,0,0,0,0,0
0,0,2,0,2,1,2,0
0,0,1,0,0,2,1,1
0,0,0,0,0,0,0,0
19,17,27,9,22,18,18,39
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10,8,9,6,30,23,25,39
0,0,0,1,0,4,1,1
0,0,0,0,1,0,1,0
0,0,1,2,0,0,1,1
4,3,2,4,1,3,0,5
2,4,5,6,3,6,2,5
0,0,0,0,0,0,0,0
0,1,0,0,0,0,3,2
0,0,0,0,0,0,0,0
2,3,6,2,6,10,1,13
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
42,33,74,43,64,80,90,124
0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,2
0,3,6,2,1,4,0,8
0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,1
2,6,2,3,11,8,5,8
7,5,13,2,14,15,9,21
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0
2,0,2,1,1,1,2,4
0,0,0,0,0,0,0,1
0,0,0,0,0,0,1,0
4,1,0,1,5,3,1,5
0,1,0,0,0,0,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,0,2,0,0,0
2,1,1,3,0,0,2,8
0,0,0,0,0,0,0,0
90,90,160,90,86,64,70,83
0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0
0,1,0,0,0,1,0,0
1,1,2,1,1,0,5,1
0,0,0,0,0,0,0,0
8,10,14,7,30,16,15,31
13,10,22,8,20,19,15,31
0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,1,11,3,3,7
1,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0
1,1,6,0,0,1,2,1
0,0,0,0,0,0,0,0
0,0,2,2,0,2,4,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,3,7,4,3,3,3,4
1,2,1,1,3,0,5,1
0,0,1,0,0,0,0,0
4,3,9,2,7,7,5,5
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
7,0,7,1,11,12,8,19
1,2,4,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
3,5,6,4,4,4,1,2
3,0,1,2,4,1,3,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,2
0,0,0,0,2,0,0,0
2,2,7,3,0,2,2,2
0,0,1,0,1,0,2,0
16,12,24,1,13,6,9,11
0,0,0,0,0,0,0,0
0,0,3,0,4,1,0,1
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
48,40,101,35,82,67,72,109
0,0,0,0,0,0,0,0
19,20,35,16,37,36,25,59
0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,0
3,1,2,0,6,10,6,11
0,0,0,0,0,0,0,0
0,3,6,2,1,1,0,1
7,5,1,5,3,1,6,4
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,3,0,0,1,4,4,4
7,3,15,4,8,11,19,19
3,0,2,1,2,0,2,6
1,1,3,2,3,2,6,4
2,4,3,3,2,5,1,5
0,0,0,0,0,0,0,0
0,1,0,0,2,0,0,1
0,0,0,0,0,1,0,1
5,1,9,2,7,4,3,10
0,0,0,0,1,0,1,2
0,0,0,0,0,0,0,0
4,2,5,5,10,7,6,6
0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0
7,3,7,7,17,17,18,21
0,0,0,0,0,0,0,0
39,37,61,43,42,20,30,60
0,0,0,0,0,0,0,0
1,6,2,2,1,8,3,0
1,1,1,0,5,7,5,9
0,0,0,0,0,0,0,0
0,2,0,1,2,1,0,1
0,0,0,0,1,0,1,0
1,1,0,0,0,1,1,0
1,1,1,1,3,0,4,1
0,0,0,0,0,0,0,0
6,6,3,5,23,11,14,16
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,2
2,3,5,4,6,12,3,9
1,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
0,0,2,0,0,0,0,1
0,0,0,0,2,0,0,0
0,0,1,1,1,3,4,2
20,13,21,12,28,31,20,53
1,0,0,0,1,0,0,0
1,0,0,0,1,0,3,4
1,1,3,0,1,3,2,3
0,0,0,0,0,0,1,0
0,1,3,0,0,0,0,0
0,0,0,0,0,0,0,0
4,3,5,3,10,13,10,29
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
2,0,1,0,1,1,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1
0,0,2,0,1,0,1,2
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
11,18,36,32,25,25,16,24
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,5,2,1,1,1,1,2
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
4,1,0,2,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
25,31,46,28,58,46,52,68
27,37,66,45,49,23,30,60
0,0,0,0,0,0,0,0
0,0,3,0,1,1,2,1
8,6,6,4,12,8,14,29
0,0,0,0,0,1,2,2
6,11,15,2,12,10,14,16
0,0,0,0,0,0,0,0
3,1,3,1,4,4,4,6
0,1,0,0,0,1,2,0
1,0,0,0,1,0,0,2
0,0,0,1,0,2,0,0
12,1,15,4,16,13,14,25
0,0,0,0,0,0,0,0
0,0,0,2,0,1,1,1
0,0,0,1,0,2,0,0
11,3,3,5,4,5,5,10
0,0,0,0,0,0,0,0
0,1,0,0,1,1,3,1
0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0
44,52,68,34,63,42,51,86
1,0,0,0,0,0,0,1
2,0,2,0,3,5,1,1
28,11,51,29,19,27,35,49
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
1,0,1,2,4,5,9,7
0,0,0,0,0,0,0,0
5,5,9,3,3,5,2,6
0,2,4,1,0,1,2,0
15,12,33,14,20,10,11,25
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,5,3,3,1,1,2,2
0,2,3,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,1,0,0,0,0,2
5,5,11,6,14,18,14,38
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
1,0,0,0,2,1,3,5
7,7,15,11,26,16,29,40
0,0,1,0,1,1,0,1
0,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,1
0,0,0,1,0,0,0,0
8,8,13,9,23,27,17,18
0,0,0,0,0,0,0,0
1,0,2,0,7,0,2,2
0,2,4,1,3,1,5,1
1,0,0,1,0,2,1,2
3,3,10,3,1,2,2,4
1,0,0,1,0,0,0,1
0,1,3,3,3,2,6,5
0,0,0,0,0,0,0,0
17,21,25,7,15,36,19,30
2,3,2,6,3,1,1,5
0,1,2,0,2,3,1,2
0,1,2,1,0,0,0,2
0,0,0,0,0,0,0,0
1,0,3,0,0,0,0,2
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
8,7,15,5,4,4,4,7
5,6,22,5,26,24,25,28
8,6,4,3,1,2,1,4
4,9,4,9,2,0,0,5
3,1,7,2,6,4,2,4
3,2,6,4,1,0,2,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,5,4,1,4,0,3,2
4,1,2,0,1,4,0,2
3,0,2,1,3,0,4,1
0,0,0,0,0,0,0,0
0,0,1,1,3,9,6,7
6,4,9,8,2,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,1,0,1,2,3,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7,8,14,8,6,12,10,15
0,0,0,0,1,0,0,0
3,3,4,3,13,5,3,6
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,1
4,3,2,1,4,7,4,5
363,333,723,388,205,221,201,267
3,3,3,1,1,3,4,5
0,1,1,1,2,3,3,6
1,1,1,0,1,4,4,6
11,13,22,4,13,6,2,12
0,0,1,2,1,1,2,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,1,2,2,6,5,4,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,2,3,1,3,0,3,5
2,6,12,2,6,5,4,5
7,6,15,5,17,8,11,19
14,9,30,12,19,22,25,32
0,0,0,0,0,0,0,0
3,5,10,1,8,2,2,8
2,2,2,3,4,2,1,4
0,0,0,0,0,0,0,0
0,0,0,1,3,2,5,3
4,1,7,3,6,4,7,5
5,3,13,4,4,0,0,4
0,0,0,0,0,0,0,0
3,7,15,6,15,10,7,22
3,3,1,7,6,6,1,8
4,1,0,0,5,1,2,0
2,1,9,3,5,3,3,2
4,2,4,3,4,7,5,12
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
7,13,17,7,13,8,11,16
1,0,1,0,2,0,0,0
0,0,0,0,0,0,0,0
2,1,2,1,4,3,3,3
5,8,13,13,11,14,5,9
0,0,0,0,0,0,0,0
1,0,0,0,4,0,0,0
0,0,1,0,2,0,1,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,1,1,0,1,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
45,25,87,21,53,34,34,67
1,0,0,0,2,0,1,1
0,0,0,0,3,3,4,6
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,1,6,2,1
0,0,0,0,0,0,0,0
0,0,1,2,0,0,0,1
1,0,2,2,0,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
2,1,3,0,6,7,4,9
0,0,1,0,3,0,0,1
2,3,6,1,5,3,2,4
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,1,2,4,1,1,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
66,53,112,62,97,141,131,190
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,1,3,2,1,2,0,5
2,3,4,3,0,2,4,3
0,0,0,0,0,0,0,0
103,83,220,129,71,60,71,88
1,4,1,3,0,0,1,3
2,8,10,5,3,7,3,8
1,0,0,0,4,1,1,0
0,0,0,1,1,1,0,0
8,6,19,13,20,9,16,17
21,13,20,22,19,29,27,28
0,0,0,0,0,0,0,0
0,2,1,1,0,1,1,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,1,4,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,0,0,1,1,1
0,0,0,0,0,0,0,2
70,70,145,103,84,64,63,93
0,0,0,0,1,0,1,2
82,62,117,63,149,119,118,223
0,0,0,0,0,0,0,1
1,0,1,1,8,3,3,2
0,0,0,0,1,0,0,0
2,2,2,2,3,1,4,1
1,0,0,0,0,0,0,0
3,0,3,2,9,4,7,18
22,33,53,38,38,45,25,50
2,0,6,4,7,3,4,4
0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0
0,0,0,0,0,0,0,0
24,34,50,20,25,15,17,31
1,0,0,0,0,1,1,0
0,2,0,2,4,1,5,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,0,1,0,0,1
0,0,1,0,0,0,0,1
5,6,16,14,50,43,44,73
0,1,0,1,2,3,1,3
9,7,10,10,4,8,2,12
0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,0,1,0,0
0,1,0,0,2,0,0,0
5,5,6,5,8,6,4,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,1,9,3,12,9,10,7
2,1,3,0,1,1,1,2
0,0,0,1,0,0,0,0
16,9,16,7,5,5,6,16
11,7,10,10,9,10,19,20
1,0,0,3,2,0,1,0
73,86,150,63,111,102,84,175
0,1,1,0,0,1,0,0
0,0,0,0,1,0,0,0
0,0,0,0,1,0,0,0
7,7,17,11,22,14,9,15
0,0,0,0,0,0,1,1
1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
11,10,16,7,11,10,9,10
14,12,27,8,7,9,20,9
4,3,11,3,2,0,0,3
0,0,0,0,0,4,1,0
0,0,0,0,0,0,0,0
4,7,5,7,16,5,6,8
3,3,12,2,2,3,2,3
14,10,17,5,6,4,4,12
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,11,24,10,10,5,4,17
2,0,4,2,2,2,3,4
2,3,1,1,0,0,0,1
10,15,18,11,10,9,2,13
1,1,0,1,1,1,0,0
0,0,1,1,0,0,0,0
1,2,3,0,0,0,0,0
0,0,0,0,0,0,1,1
19,18,28,21,13,19,29,27
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,1,0,1,2
0,0,0,0,0,0,0,0
4,0,4,1,2,2,1,3
5,6,6,3,7,4,5,3
3,2,4,3,3,1,6,3
0,0,0,0,0,0,0,1
8,9,18,2,4,5,6,8
4,4,12,5,2,5,0,5
7,9,14,8,14,15,6,20
5,4,17,6,7,9,5,8
17,8,33,17,9,11,16,18
11,6,9,6,5,6,3,4
0,0,3,0,0,1,0,2
13,16,29,11,17,17,8,17
0,0,0,1,1,0,0,0
0,2,0,0,0,2,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
49,48,72,48,57,52,58,89
7,8,15,5,13,1,9,14
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
5,1,6,8,5,7,5,10
0,0,0,0,0,0,0,1
2,0,0,1,2,1,0,1
0,1,4,3,1,3,3,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,3,2,0,2,2,2
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,2,0,0,0,0,1
2,1,1,1,2,5,2,3
0,0,0,0,0,0,0,1
5,8,20,9,15,11,8,3
0,0,0,0,0,0,0,0
46,39,73,26,78,53,54,147
3,7,12,4,13,7,8,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,2,5,2,0,2
1,0,1,0,0,0,0,0
0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,1
2,1,6,2,4,1,1,4
0,0,1,0,1,0,2,0
0,0,0,0,0,0,0,0
1,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0
2,1,0,0,1,1,3,5
0,0,3,2,6,8,7,15
1,1,11,1,16,5,4,6
8,2,8,5,3,8,5,5
