mr201.MV411.MYBi_6h.r1_tcount,mr202.MV411.MYBi_6h.r2_tcount,mr203.MV411.MYBi_6h.r3_tcount,mr205.MV411.PBS_6h.r1_tcount,mr206.MV411.PBS_6h.r2_tcount,mr207.MV411.PBS_6h.r3_tcount
0,0,0,2,0,0
0,1,0,0,1,1
0,0,0,0,0,0
0,0,0,3,10,4
3,2,0,3,13,7
0,0,0,0,0,0
9,8,7,13,12,16
2,2,4,5,12,14
2,2,0,5,10,7
2,5,2,26,56,32
0,0,0,0,0,1
0,0,0,0,1,1
2,0,1,1,2,1
0,0,0,0,0,0
0,0,0,1,5,4
4,0,0,0,2,0
1,3,1,1,4,0
1,2,2,14,25,7
0,0,0,1,5,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,3,6,0
3,4,4,33,41,28
4,2,2,3,7,3
0,1,0,0,1,3
5,14,6,19,30,23
2,3,0,6,9,2
3,3,1,5,11,5
16,18,6,21,33,22
0,1,2,1,5,0
0,0,1,0,2,0
0,0,0,5,5,2
1,1,0,2,1,1
0,0,0,0,0,1
1,3,2,9,14,9
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,2,12,14,5
0,3,0,1,0,1
0,0,0,1,0,0
8,23,19,81,108,73
2,0,0,12,13,16
0,1,0,1,2,3
0,0,0,0,0,0
8,10,3,5,6,2
2,2,3,2,15,6
0,0,0,0,0,1
9,11,4,12,23,10
2,1,0,0,0,1
5,2,2,36,49,19
0,1,0,2,1,0
6,28,17,6,14,5
0,0,0,1,3,0
1,0,0,0,1,1
0,1,0,2,4,1
0,0,0,1,0,1
0,0,0,2,1,0
0,0,0,0,0,0
14,18,8,16,23,23
119,105,65,45,76,50
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,4,0
0,2,0,1,3,0
1,2,3,1,3,5
14,23,8,22,36,16
0,0,1,0,0,0
0,1,0,6,10,6
13,13,3,8,27,13
1,0,0,12,27,6
6,5,6,26,52,31
9,5,1,4,11,8
0,0,0,0,0,0
10,14,2,19,25,8
0,1,1,7,7,6
0,0,0,0,0,0
1,2,3,11,17,10
1,0,2,5,12,6
0,0,1,10,18,5
1,2,1,6,8,10
0,0,0,0,0,0
12,2,1,6,6,8
2,0,0,0,1,0
0,2,2,2,14,4
0,0,0,4,3,2
1,1,1,3,4,2
0,0,1,2,2,3
17,24,10,74,89,58
5,10,2,25,37,18
2,3,0,16,25,13
11,15,5,26,34,19
0,1,0,1,5,4
0,0,0,0,3,0
1,0,0,1,5,1
3,1,5,9,28,12
2,3,2,12,19,8
0,0,0,0,0,0
0,0,1,3,5,4
11,15,9,12,36,17
2,0,1,3,2,1
0,1,0,0,6,1
6,4,4,3,2,1
6,3,2,14,18,14
1,0,0,0,0,0
1,1,0,0,2,0
3,0,0,0,0,1
0,0,0,2,3,1
5,8,0,14,28,24
1,0,1,2,9,5
1,4,0,1,5,2
2,3,3,1,6,5
1,0,4,0,6,2
15,11,10,13,36,18
0,0,3,0,1,0
0,0,1,2,3,0
1,0,0,1,0,0
2,1,3,11,10,3
0,0,0,0,2,0
0,5,2,3,13,4
2,1,0,4,10,2
0,2,1,2,3,4
0,2,1,2,2,2
1,1,2,8,12,9
15,32,12,3,7,3
0,1,0,1,0,0
0,0,0,5,6,3
2,3,2,5,7,5
0,0,0,2,5,3
0,0,0,0,0,0
2,2,5,25,37,18
1,2,0,2,12,6
2,0,0,6,6,1
0,2,0,8,9,3
3,2,2,0,4,3
4,7,3,2,3,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,0
5,7,9,9,23,6
0,0,0,1,0,0
0,1,0,3,5,1
0,0,1,0,0,0
1,2,1,0,0,1
2,0,0,7,12,7
6,19,7,38,45,27
5,6,2,9,15,6
1,2,0,3,8,4
0,1,0,0,1,0
0,0,1,0,0,0
4,7,8,29,44,32
2,3,1,0,5,2
0,0,0,0,0,1
0,1,0,1,1,2
5,5,3,6,12,7
0,0,0,0,0,0
4,4,4,11,18,15
2,0,0,3,3,5
2,1,1,0,0,1
25,16,12,24,53,18
0,0,0,0,0,0
2,0,3,7,10,7
0,1,0,5,7,7
0,0,0,0,0,0
1,2,0,15,15,11
0,0,0,0,0,0
0,0,0,0,1,0
1,1,0,0,0,1
10,6,2,18,17,9
1,1,0,2,14,3
2,4,0,5,8,6
0,0,0,0,0,0
10,6,3,14,22,6
1,3,1,23,29,23
2,0,0,3,5,3
5,1,0,4,4,2
2,3,1,11,14,6
15,7,6,14,39,21
2,2,1,5,18,9
0,0,1,1,1,0
1,0,1,4,7,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,1
0,0,0,0,1,0
0,0,0,0,0,0
9,6,3,4,13,7
6,7,3,17,36,19
1,0,0,1,20,15
1,4,3,3,13,4
0,0,2,1,0,0
1,1,0,19,25,19
1,2,0,6,7,4
9,5,1,27,26,14
7,8,4,2,11,1
5,5,3,4,4,1
1,0,0,2,5,6
0,0,0,1,0,1
4,3,3,6,17,8
3,5,1,7,19,8
5,0,2,3,8,3
7,5,1,8,19,3
3,1,0,8,14,10
0,0,0,1,1,0
0,1,0,2,3,3
2,6,3,2,10,3
1,1,1,0,3,1
3,1,2,1,9,3
0,0,0,0,0,0
16,12,5,28,41,38
11,5,1,4,10,4
5,3,0,4,6,3
0,0,0,2,4,0
7,4,6,35,57,44
1,3,0,6,8,4
14,9,2,8,19,8
0,1,0,0,1,1
0,0,0,0,2,0
7,4,1,4,10,4
1,0,0,1,1,1
0,1,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,1,10,1
0,1,0,4,7,0
0,0,0,0,0,0
2,6,10,17,41,13
0,0,0,0,0,0
5,1,4,8,18,7
0,0,0,3,0,0
0,0,0,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,2,1,1
0,0,1,0,0,0
0,1,1,1,3,1
4,7,4,11,25,19
2,8,3,5,8,8
0,1,0,1,1,0
2,1,0,5,16,6
1,1,6,1,4,1
0,0,0,1,4,2
4,5,4,22,22,16
0,0,3,3,2,1
20,27,15,17,55,32
0,1,0,6,4,4
3,4,1,28,36,24
5,4,4,36,49,30
2,0,3,13,20,7
2,2,3,19,37,14
0,0,0,0,4,1
3,9,8,11,19,11
0,0,0,1,0,0
0,0,0,0,0,0
2,0,0,5,5,7
9,7,3,10,31,9
8,9,13,13,15,6
9,15,6,11,34,10
0,1,0,0,2,1
7,2,3,14,25,11
1,0,0,0,0,1
0,0,0,0,1,2
0,0,0,0,0,0
1,0,1,2,9,2
7,5,4,17,19,9
5,3,1,30,41,25
8,7,8,26,45,12
20,20,9,19,27,17
0,3,0,2,4,6
0,0,0,1,2,0
0,0,0,0,0,0
3,5,3,24,35,30
0,0,0,0,1,0
0,0,0,0,0,0
23,18,9,15,35,12
0,0,0,0,0,0
0,1,1,3,2,1
11,2,2,12,21,7
0,0,0,0,1,0
3,8,3,11,9,10
1,0,0,1,0,0
1,0,0,3,1,1
1,1,3,26,31,14
8,21,5,76,108,85
1,0,0,0,2,2
5,5,6,10,22,12
1,3,4,7,8,9
18,12,9,23,21,12
1,1,0,3,8,4
0,0,0,0,3,2
9,9,7,27,60,24
0,0,0,0,0,0
0,0,0,2,2,3
3,1,3,8,14,6
10,14,6,27,38,18
10,6,8,20,46,25
17,11,6,23,36,25
0,1,0,2,1,0
0,1,0,1,2,0
3,1,2,3,7,4
0,0,0,3,0,2
7,6,3,10,13,7
0,0,1,6,3,2
0,3,3,14,20,14
0,0,0,0,0,0
0,0,0,3,3,1
0,1,0,1,4,4
3,1,0,3,6,0
3,0,2,3,10,5
1,2,4,7,11,6
0,0,0,0,1,0
8,3,2,2,5,2
0,1,0,4,4,2
1,4,4,8,11,10
1,1,2,1,1,2
1,1,0,0,0,0
5,1,0,7,13,3
0,1,0,4,10,2
3,3,2,11,27,17
0,0,0,3,0,4
3,3,2,8,19,11
0,0,0,1,0,1
1,0,0,1,0,1
0,0,0,2,8,4
1,0,0,0,3,2
0,2,0,9,13,4
0,0,0,0,0,0
3,1,0,4,10,6
12,9,14,14,22,9
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,2,4,3
0,0,0,0,0,0
0,0,0,0,0,0
1,2,2,6,7,10
0,0,0,12,24,9
2,6,2,8,26,19
2,0,0,4,9,6
0,2,0,1,3,1
0,0,0,0,0,0
3,3,1,12,32,12
0,3,2,8,33,12
0,0,0,0,2,0
0,0,0,1,3,2
1,1,0,5,2,4
7,2,5,9,16,12
1,1,0,1,2,1
1,0,3,3,7,7
4,8,4,21,32,21
0,0,0,0,0,0
0,0,1,3,11,5
2,0,0,2,2,0
0,0,0,0,2,0
3,0,1,1,2,0
0,0,1,14,27,12
1,0,0,10,2,8
0,0,1,0,1,0
2,2,0,8,19,12
0,0,0,0,0,0
0,2,1,8,35,9
1,1,0,0,7,0
0,0,0,0,0,0
0,2,3,4,21,4
0,0,0,0,0,0
0,0,0,3,3,4
1,3,3,1,4,4
0,0,0,0,0,0
1,5,3,19,20,8
1,4,2,11,9,3
0,0,0,1,0,0
21,13,13,22,29,35
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,0,0
2,3,0,7,15,6
5,6,0,10,12,14
8,12,13,2,18,6
2,1,0,4,3,2
2,0,0,1,3,5
7,22,8,52,69,41
0,0,0,0,0,0
6,8,8,17,28,26
5,11,14,17,30,19
1,1,0,3,11,10
8,24,10,36,48,18
1,5,2,20,18,12
1,0,1,0,6,2
0,0,0,2,1,0
1,1,1,7,23,12
11,7,2,22,32,25
0,1,0,2,9,6
2,11,6,22,25,16
0,0,0,0,0,0
0,0,0,0,0,0
15,14,6,33,42,31
0,0,0,0,0,0
4,7,0,16,29,14
1,0,0,3,8,4
0,1,0,4,3,0
1,1,0,0,1,0
0,0,0,1,1,2
1,0,2,0,7,3
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,2,6,0
0,1,0,0,0,0
0,2,0,4,4,4
0,1,0,2,0,0
2,5,0,3,10,1
6,9,10,24,41,29
2,2,2,0,1,0
0,3,0,1,2,0
1,0,0,0,2,0
4,5,4,14,22,5
2,2,2,2,4,4
0,0,0,0,1,0
0,7,5,30,49,11
2,0,0,4,7,3
0,0,1,0,0,0
4,3,5,2,10,0
0,0,0,0,0,0
7,3,7,18,25,12
5,1,2,4,12,6
3,1,3,2,3,1
2,2,3,14,26,24
0,0,0,0,0,0
0,0,1,3,14,5
4,1,3,12,22,9
0,0,1,4,0,1
12,7,8,11,13,5
1,0,0,1,2,0
5,20,17,19,20,12
0,0,0,0,0,0
1,0,0,4,7,11
2,1,1,2,9,2
0,0,0,0,1,0
0,1,1,2,0,0
0,1,4,3,12,4
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,2,0,0
6,7,6,16,20,12
7,6,4,10,27,9
11,5,8,14,22,13
3,7,1,1,11,8
3,6,5,15,21,15
0,0,0,0,1,0
5,8,8,16,18,14
4,2,2,5,24,5
0,1,0,4,3,1
0,1,1,2,4,1
0,0,0,0,3,0
4,3,3,9,10,3
0,0,1,3,2,1
8,5,10,12,22,13
0,0,0,4,6,2
26,29,20,22,50,32
0,2,0,1,2,1
4,7,6,12,32,15
0,0,0,8,7,5
0,3,0,5,3,0
1,0,1,0,10,1
0,1,0,1,5,3
26,35,13,23,46,28
3,1,2,5,13,5
3,6,1,19,33,21
0,1,0,1,0,0
0,0,0,2,0,0
1,9,1,9,23,13
0,2,1,3,5,3
16,16,5,14,21,8
1,0,0,2,2,1
1,0,0,2,3,2
2,1,2,3,8,5
0,0,0,0,0,0
0,0,2,3,0,0
5,10,7,28,35,31
7,3,2,8,14,7
0,0,0,1,1,3
12,17,5,13,33,8
1,2,0,2,12,3
1,2,0,2,3,2
1,0,0,1,1,1
0,0,0,0,0,0
5,9,4,11,13,6
0,0,0,0,1,1
10,16,9,10,18,18
2,4,3,5,8,2
1,1,0,2,3,1
0,2,0,8,1,4
0,1,1,0,5,4
0,0,0,0,0,0
3,3,4,7,19,1
4,6,0,5,5,1
13,17,10,16,38,18
38,31,24,20,48,28
2,2,1,3,2,0
16,16,8,21,57,26
0,0,0,10,13,3
0,0,0,0,1,1
1,2,0,0,2,2
0,0,0,0,0,0
1,0,1,3,3,1
7,2,1,9,27,16
0,1,0,2,5,3
0,1,0,0,9,4
0,0,0,2,4,6
0,0,0,5,8,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,9,17,8
0,0,0,0,0,0
0,0,0,5,5,3
0,0,0,0,1,0
25,28,17,27,44,22
3,3,0,1,10,0
4,0,0,4,8,4
1,0,0,5,9,5
1,2,2,10,12,13
0,0,0,10,9,6
0,0,0,0,0,0
3,2,2,9,9,10
5,7,4,15,28,14
0,1,0,1,2,0
0,1,0,6,20,5
8,6,5,22,37,25
0,1,0,0,0,0
2,1,0,2,2,1
7,4,3,5,12,5
2,1,1,5,8,2
2,3,3,13,22,9
1,1,2,5,6,2
0,0,0,0,1,0
7,3,7,24,35,25
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,8,2
0,1,0,5,3,2
0,0,2,4,3,1
0,0,0,0,0,0
0,1,0,0,0,0
3,9,3,15,12,14
8,4,2,6,11,1
12,14,21,49,105,55
1,0,0,1,4,0
0,2,4,23,21,19
0,3,0,4,3,6
0,0,0,0,0,0
0,3,1,5,1,4
14,4,2,9,14,5
3,3,3,4,2,6
0,0,0,0,0,0
0,0,0,0,0,0
23,22,20,38,67,33
6,5,7,6,16,7
0,0,0,0,0,0
0,0,1,0,5,4
6,11,10,24,20,16
13,11,3,13,18,14
0,1,0,0,3,0
14,16,9,11,48,11
3,9,0,13,14,6
0,0,0,0,0,0
0,0,0,0,1,0
2,0,1,1,2,2
1,3,4,6,7,4
2,2,2,6,7,6
0,0,0,0,0,0
0,4,0,13,23,5
0,1,0,9,5,10
1,1,1,0,4,2
0,0,1,0,0,0
2,3,3,15,14,9
0,4,0,12,23,11
0,6,2,15,18,11
1,1,0,5,6,0
1,0,0,2,2,2
4,8,3,6,25,3
1,0,1,3,3,9
1,1,0,1,3,1
7,9,0,21,32,16
10,8,6,10,15,5
0,0,0,0,0,0
0,0,0,0,0,0
0,6,1,12,25,11
9,9,11,4,18,4
4,5,2,4,7,3
0,1,1,2,1,0
12,8,5,20,50,8
1,0,1,1,2,6
0,0,0,0,0,0
0,0,0,2,9,2
3,5,1,16,22,14
1,0,2,2,3,1
6,3,2,12,10,13
3,0,0,1,5,4
0,2,1,10,18,12
1,4,1,16,24,21
0,0,0,0,0,0
0,0,1,0,2,0
2,4,1,8,19,7
1,1,2,2,3,4
0,1,1,1,3,1
4,2,1,1,5,3
3,13,9,8,13,11
0,2,1,2,2,6
0,0,0,0,0,0
0,4,0,8,8,9
0,0,0,1,0,0
1,1,1,2,8,6
4,2,8,9,11,3
0,0,0,0,0,0
1,0,1,0,0,0
0,0,0,1,1,0
10,18,9,38,58,37
2,1,1,3,3,2
5,4,1,7,19,14
0,0,2,1,1,0
0,0,0,0,0,0
4,0,0,0,0,0
8,15,3,16,25,19
0,1,1,3,1,2
0,0,0,2,0,4
3,3,1,9,17,3
16,13,5,15,32,13
49,26,17,10,20,9
0,0,2,0,3,0
2,0,1,8,7,5
3,6,4,10,14,4
0,0,0,0,0,0
0,2,1,27,51,42
0,0,0,0,0,0
7,7,9,22,24,18
0,0,0,1,1,1
0,0,0,2,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,1,4
1,0,0,0,2,0
4,0,2,5,13,3
30,48,39,133,165,116
0,0,0,0,2,2
0,0,0,3,5,3
0,1,0,4,8,2
0,0,0,0,0,0
5,3,6,39,57,30
0,0,0,0,0,0
4,2,1,16,21,9
0,0,0,0,1,0
0,0,0,2,4,1
0,0,0,0,1,0
0,0,0,0,2,0
2,5,3,2,14,8
2,3,2,6,6,6
1,1,1,7,6,1
34,33,20,90,137,71
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,1,2,2
0,0,0,0,0,0
1,9,2,13,30,19
5,21,12,36,66,34
0,0,0,1,0,1
1,2,0,0,2,2
0,0,1,0,1,1
1,1,2,6,4,5
3,1,4,6,7,0
0,0,0,0,0,0
0,0,0,1,0,0
32,33,10,36,77,36
19,26,12,38,62,40
0,0,0,0,0,0
1,0,0,0,1,0
4,14,7,8,9,9
2,1,0,1,4,2
0,0,0,0,0,1
0,1,0,4,4,2
1,0,0,6,5,3
0,0,0,0,0,0
0,1,1,1,0,0
1,0,0,2,12,3
0,0,1,1,2,0
2,1,3,5,8,4
1,0,0,0,2,0
1,0,0,0,0,0
10,23,8,19,48,25
0,0,0,1,1,1
8,10,2,15,23,10
4,4,2,9,20,16
7,8,5,24,49,29
0,3,2,0,10,2
20,28,9,28,48,32
0,0,0,7,15,2
0,1,0,0,3,0
5,1,2,3,4,2
1,1,2,3,9,3
0,0,1,0,3,2
6,4,7,5,4,3
0,4,1,3,13,3
0,2,3,9,15,8
1,1,1,18,23,13
0,0,0,5,2,2
0,0,0,1,0,1
2,6,1,5,8,7
3,0,0,3,5,2
0,0,1,9,5,4
5,10,2,9,23,17
0,0,0,0,0,0
5,16,7,29,43,36
0,0,0,1,2,0
0,0,0,2,6,0
7,2,1,14,25,19
5,2,3,4,6,5
12,9,13,22,21,14
1,1,1,1,1,1
2,6,2,9,19,5
0,0,0,0,1,0
5,3,2,2,10,5
4,3,3,17,22,9
8,7,6,21,35,17
2,1,4,8,1,0
23,28,14,38,58,21
0,0,0,0,3,1
3,3,3,12,18,14
15,19,11,28,24,29
5,2,0,4,11,7
2,1,0,2,3,0
0,0,0,0,0,0
5,3,1,3,6,1
4,8,0,1,6,3
3,8,6,24,42,27
0,0,1,2,4,4
0,0,0,0,1,0
0,1,1,1,8,2
3,5,3,7,26,9
0,0,0,1,1,0
0,0,0,0,0,0
1,1,0,3,4,4
0,0,0,0,0,0
2,2,1,1,1,5
15,13,4,24,39,21
0,1,0,1,1,3
0,0,1,2,1,0
1,0,0,4,3,8
4,4,5,12,16,9
0,0,0,5,5,2
2,0,2,10,18,8
2,0,0,1,8,2
7,4,3,4,12,10
13,6,7,20,37,15
6,9,2,12,24,11
6,9,2,4,16,8
3,2,0,2,9,7
0,0,0,1,2,1
1,1,0,6,25,7
0,0,0,0,1,1
0,0,1,0,2,1
0,1,0,2,4,0
2,2,0,7,13,6
2,5,5,13,15,10
5,5,7,35,63,31
1,1,0,5,9,5
0,0,0,0,3,0
6,8,8,26,29,19
1,0,0,1,3,0
2,1,0,4,7,1
14,21,8,8,19,9
5,6,2,13,34,15
0,0,0,0,0,0
0,0,0,0,0,0
0,2,2,2,4,0
0,0,2,11,16,6
6,2,2,2,12,3
1,0,0,13,18,11
2,4,4,5,15,3
1,0,3,0,0,0
2,2,2,7,16,6
2,1,0,8,7,3
1,1,1,16,15,11
2,1,0,4,2,2
0,0,0,1,3,3
0,1,2,20,23,25
1,4,0,3,3,3
2,1,0,7,5,3
3,4,1,7,11,6
0,0,0,0,0,0
10,7,5,13,14,11
4,5,4,11,21,6
7,4,1,15,14,8
8,3,1,12,13,4
0,0,0,1,3,0
0,0,0,2,2,0
1,3,1,8,16,12
2,1,0,0,0,1
0,0,0,1,1,0
0,0,0,0,0,0
1,1,0,3,6,3
3,3,3,2,6,7
1,0,0,0,3,5
0,0,0,0,0,0
2,2,1,6,6,2
9,5,9,18,22,13
6,4,2,4,3,4
3,1,0,3,11,4
1,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,1,0
0,1,0,3,1,1
1,5,0,5,5,4
5,4,0,4,6,3
0,1,0,0,0,0
4,2,1,15,37,14
0,1,0,0,0,1
1,0,0,0,1,1
2,1,0,0,0,0
3,1,1,2,17,4
0,0,0,0,0,0
2,3,1,11,24,12
1,0,0,2,4,0
1,0,0,3,4,3
1,1,1,2,4,2
1,0,0,0,1,4
24,24,5,21,51,20
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,7,7,15,16,8
4,5,9,10,13,7
0,0,0,0,0,0
0,0,5,3,1,0
3,4,2,5,10,8
0,0,0,0,0,0
0,0,0,4,5,1
37,38,29,51,58,28
0,0,0,0,0,2
0,0,0,0,1,0
5,3,1,6,7,3
0,0,2,3,1,6
0,1,1,0,1,2
2,3,2,2,2,5
1,2,0,10,20,9
6,8,3,17,24,8
4,2,5,6,8,6
4,8,4,10,9,5
0,0,0,1,3,0
0,2,2,3,2,1
0,0,1,0,2,0
2,2,2,10,16,10
1,4,2,8,21,11
0,0,0,3,5,2
0,2,0,1,7,1
0,0,0,0,2,0
0,0,0,2,1,0
1,0,0,2,2,7
2,1,2,14,14,10
0,0,0,0,0,0
6,10,4,6,15,5
0,0,0,4,6,4
0,0,0,0,0,0
0,0,1,0,3,1
0,2,1,9,19,9
0,0,0,0,0,0
0,0,1,1,1,0
9,9,2,9,20,7
0,0,0,0,3,0
0,0,1,2,8,4
11,9,6,13,19,12
0,0,0,0,0,0
0,0,1,0,4,1
0,0,0,2,0,0
0,1,0,4,7,2
0,0,0,4,1,3
6,2,2,4,9,0
9,5,3,39,42,29
0,0,0,1,0,1
1,0,0,4,3,2
11,9,8,27,32,16
0,0,1,0,4,0
4,3,0,4,5,0
4,2,4,17,28,16
0,0,0,2,1,0
0,0,0,0,0,0
0,1,3,5,11,10
0,0,2,2,4,5
15,7,3,17,13,12
2,6,0,6,9,5
1,3,0,0,3,1
0,1,1,1,2,3
14,18,15,56,95,49
1,1,1,7,8,5
1,0,2,4,3,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,1
3,9,4,13,32,6
0,0,0,0,1,0
1,1,0,5,7,4
2,1,2,3,10,6
10,7,3,23,29,16
5,16,12,32,49,27
0,0,0,0,1,0
2,0,0,2,3,0
1,3,2,1,2,0
3,0,1,3,5,4
0,0,0,2,3,1
0,0,0,0,0,0
0,0,0,0,1,0
1,1,2,15,14,11
2,1,0,10,9,8
1,0,0,1,5,3
0,0,0,0,0,0
0,1,0,5,11,1
1,3,2,7,13,4
0,0,0,0,0,0
0,0,0,3,6,1
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
1,6,1,7,10,2
0,0,0,0,0,0
0,0,0,3,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,2,0
0,1,1,0,1,1
3,3,2,9,14,5
1,2,2,3,4,3
0,0,0,0,0,0
2,4,1,6,7,2
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,2,1
0,0,0,0,0,0
1,2,0,1,1,2
0,0,0,6,7,4
9,10,6,37,57,22
0,1,1,0,0,0
0,0,0,0,1,0
8,5,3,17,27,9
5,4,2,11,14,9
0,0,0,0,0,0
1,1,0,2,2,2
4,4,10,18,45,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,8,7,9
1,0,0,1,4,0
1,0,0,2,1,0
0,0,0,7,6,3
2,2,0,1,6,3
0,0,0,0,0,0
1,1,0,0,2,0
0,0,0,0,1,0
0,0,0,1,0,0
4,1,2,11,16,9
0,0,1,6,7,4
2,3,0,16,28,8
0,2,0,1,1,0
12,9,5,14,24,9
9,10,3,60,88,54
0,0,0,5,0,1
1,0,0,2,2,1
0,0,0,2,2,0
0,0,0,0,0,0
0,2,3,0,2,0
0,0,0,0,0,0
1,0,1,0,0,5
0,0,0,0,0,0
0,0,0,0,0,3
5,2,2,3,8,4
4,9,6,10,19,13
7,6,4,15,26,13
0,1,0,12,15,11
0,0,0,0,0,0
2,1,0,20,39,36
49,63,40,51,109,51
3,2,2,1,3,0
0,0,0,0,0,0
2,1,0,5,2,1
0,1,0,6,1,0
3,4,0,6,12,4
2,2,2,5,8,4
0,0,0,0,0,0
20,19,10,27,46,33
0,0,0,0,0,0
9,7,4,29,26,14
4,7,6,2,11,2
9,15,7,16,24,16
2,0,1,4,4,2
0,2,1,10,14,10
8,7,4,22,37,22
0,0,0,1,5,4
1,3,0,4,2,1
0,0,0,0,0,0
0,0,2,4,1,2
10,6,5,13,29,22
0,0,0,0,0,0
4,5,0,10,15,13
0,0,0,1,0,0
16,18,11,53,80,42
0,0,0,1,1,0
0,0,0,2,6,0
25,38,26,72,99,53
0,0,1,0,0,1
0,0,0,1,4,0
3,0,2,8,6,0
0,0,0,2,6,1
1,6,3,9,13,5
0,0,0,0,0,0
3,1,1,17,29,13
1,1,0,9,12,6
1,3,2,3,10,8
0,0,0,3,0,2
0,0,0,1,1,0
3,2,3,10,31,16
0,1,0,0,2,2
1,1,0,6,7,7
5,9,3,7,10,8
0,1,0,3,1,2
0,1,0,0,3,0
0,1,0,3,3,4
0,2,0,4,1,4
2,1,0,3,8,1
0,2,0,2,0,0
1,0,1,7,5,7
2,0,1,4,9,7
0,0,0,0,0,0
1,1,0,0,0,0
5,1,0,9,4,4
0,0,0,1,5,2
0,0,0,2,0,2
0,0,0,1,0,0
0,0,0,0,0,0
2,1,0,3,2,3
0,0,0,0,1,0
0,0,0,0,1,1
0,2,3,5,12,6
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,4,3,0
6,3,4,23,43,33
1,1,0,0,0,0
2,4,5,15,18,16
3,3,4,3,14,7
0,1,0,5,3,3
3,0,2,3,7,5
0,0,0,1,0,0
5,0,3,7,15,6
0,1,2,1,0,1
0,0,1,0,1,0
0,4,0,1,7,5
0,0,0,3,10,7
21,28,11,25,52,23
0,2,0,0,1,0
3,10,8,32,49,25
0,0,0,0,0,0
2,2,0,1,8,2
0,0,0,2,2,3
5,6,5,13,26,10
1,0,0,2,4,0
0,0,0,0,0,0
0,1,0,2,1,1
1,1,0,2,0,0
9,2,0,15,14,5
0,0,0,0,0,0
0,3,4,10,17,9
7,5,4,8,18,5
3,3,1,9,7,9
0,2,0,0,0,4
9,14,6,53,88,47
0,0,0,0,1,1
17,41,17,62,120,54
2,3,0,4,10,3
0,1,0,1,4,3
2,6,1,0,2,2
0,0,1,2,2,0
1,1,0,1,3,2
1,1,1,1,1,2
0,0,0,1,2,0
0,0,1,1,0,0
2,0,1,2,2,1
2,1,0,4,3,5
4,2,0,4,4,2
0,0,0,2,1,0
3,4,1,3,6,2
11,6,3,7,15,11
0,0,0,0,0,0
0,0,1,9,10,6
0,0,1,0,4,0
4,4,2,6,13,9
2,1,0,3,8,7
1,0,0,1,1,1
0,0,0,0,0,0
0,0,0,5,8,9
0,0,3,2,12,1
3,3,7,36,56,33
0,1,0,0,3,0
0,0,0,2,1,0
3,4,1,6,5,3
6,3,1,14,14,12
1,0,1,3,1,0
0,0,0,1,0,0
0,0,0,0,0,0
1,1,1,3,14,3
0,0,0,0,1,0
0,0,4,2,6,2
15,15,8,25,18,12
0,0,0,0,1,0
1,2,2,2,7,2
0,2,0,7,11,4
13,4,1,10,25,7
0,0,1,1,2,4
0,0,0,0,1,0
0,0,3,2,2,4
1,1,0,2,1,1
1,6,2,7,11,10
1,0,1,1,5,1
0,0,0,1,2,0
0,0,0,0,0,0
6,14,5,21,38,16
4,2,0,3,4,2
0,0,0,0,0,0
0,1,0,0,2,0
9,3,0,1,7,5
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,5,2,4
10,11,3,29,36,19
1,3,2,20,35,20
2,0,0,0,2,0
0,0,0,0,0,0
38,56,17,75,107,56
5,9,3,20,22,18
