mr201.MV411.MYBi_6h.r1_tcount,mr202.MV411.MYBi_6h.r2_tcount,mr203.MV411.MYBi_6h.r3_tcount,mr205.MV411.PBS_6h.r1_tcount,mr206.MV411.PBS_6h.r2_tcount,mr207.MV411.PBS_6h.r3_tcount
0,4,0,6,5,4
0,0,1,8,10,4
2,2,1,5,2,5
0,0,0,0,0,0
1,0,1,0,0,0
0,0,0,1,0,0
1,0,1,4,10,4
0,0,0,0,0,0
0,0,0,0,1,2
0,0,0,1,3,2
0,0,0,3,3,3
5,3,3,8,21,11
0,1,0,1,3,1
0,0,0,0,0,0
0,0,0,0,1,2
2,0,0,0,3,0
0,3,2,4,3,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,3,1,2
0,0,0,0,0,0
0,3,1,3,6,0
10,16,7,8,17,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,2,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,1,0,1
0,1,0,2,1,0
0,1,0,4,9,4
0,0,0,0,0,0
4,2,3,14,19,11
9,5,3,8,12,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,1,3
0,0,0,0,0,0
1,0,1,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
23,21,13,56,91,53
0,0,2,1,6,2
0,0,1,0,2,2
0,0,0,1,0,0
15,28,8,56,87,68
0,0,0,0,0,0
0,1,0,0,7,3
0,0,0,0,0,0
0,0,0,4,3,2
4,0,1,14,14,10
0,0,0,0,3,0
0,1,2,0,0,0
0,0,0,0,0,0
0,1,0,2,3,1
0,0,0,1,0,0
1,0,0,1,0,2
0,0,0,0,1,2
1,3,2,6,12,7
1,2,0,0,2,0
0,0,0,0,0,0
1,1,1,9,12,3
0,0,0,0,0,0
0,0,1,2,3,4
0,0,1,4,5,4
2,3,3,3,7,4
1,4,0,7,25,10
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,4,1,1
0,0,0,0,0,0
3,1,0,2,4,0
0,0,0,0,0,0
0,1,0,0,10,3
0,0,0,4,6,3
2,1,4,19,18,12
16,18,10,107,160,84
2,1,0,0,4,0
4,5,3,0,8,3
3,2,4,3,12,4
0,0,0,0,0,0
0,1,0,2,0,1
0,0,1,0,6,0
27,40,24,119,205,115
0,0,0,0,0,0
5,0,2,1,8,2
18,18,11,20,28,20
1,5,2,31,50,22
0,0,0,0,0,0
1,1,0,1,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,1,0,0
1,0,0,4,3,3
2,1,1,21,28,12
0,0,0,0,0,0
1,1,0,2,1,1
0,0,0,6,6,6
1,2,1,9,8,8
0,0,3,16,32,7
2,4,1,7,13,8
0,2,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,3,3,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,6,5,0,0,0
0,0,1,0,0,0
1,0,0,0,2,0
0,0,0,1,0,1
0,0,0,3,4,2
0,0,0,0,1,0
0,1,0,1,1,0
0,0,0,0,0,0
0,0,0,1,0,0
3,1,1,1,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,5,2,0
0,0,1,11,19,11
1,3,1,4,8,1
0,0,0,2,6,2
0,0,0,0,0,0
3,4,4,68,82,51
5,14,4,75,105,59
1,0,0,6,10,3
2,3,2,9,17,16
5,12,1,16,34,14
5,3,5,27,36,15
0,2,0,2,8,1
1,5,1,11,16,8
1,0,0,0,8,6
3,1,1,7,9,2
1,0,0,0,8,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,1,0,5,8,7
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,2,5,3
0,0,0,1,2,2
0,1,0,2,3,0
0,0,0,0,0,0
0,0,0,7,15,10
0,0,0,1,2,2
0,0,0,0,0,0
0,0,0,2,1,0
0,0,0,0,0,0
0,0,0,0,1,1
4,2,1,8,13,7
0,0,0,0,1,0
8,1,0,6,9,6
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,1,0,1
0,0,1,4,7,6
0,0,0,1,6,1
1,4,2,19,20,9
3,8,1,8,8,14
0,0,0,1,0,0
0,0,0,0,1,1
0,0,0,0,0,0
1,1,1,3,2,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,6,2
0,0,0,6,3,3
0,0,0,2,3,0
0,0,0,0,0,0
0,0,0,1,2,3
0,0,0,0,4,0
0,0,0,0,1,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,13,17,9
1,2,1,5,3,5
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,1,4,9,3
14,18,10,39,53,17
1,0,0,2,3,1
3,3,1,8,14,8
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,9,4,16,24,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,5,11,2
3,1,0,0,8,0
0,0,0,0,0,0
3,0,0,0,0,0
2,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,3,0,1,1,0
5,8,1,7,18,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,2,0
0,0,0,0,0,0
1,0,1,0,1,0
0,1,0,3,6,4
0,0,0,0,1,0
3,1,1,0,4,0
0,0,0,0,0,0
0,2,2,15,20,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,8,17,9
0,0,0,1,2,1
0,0,0,0,0,0
0,0,0,0,0,0
8,4,0,43,61,41
0,1,2,1,1,0
0,0,0,0,2,1
10,9,1,7,11,8
0,2,0,0,3,2
1,4,3,4,12,4
8,10,4,9,16,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,1,0,11,12,7
3,2,2,9,15,14
0,0,0,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,9,0
1,1,0,1,0,0
0,1,0,1,3,0
1,0,0,1,0,0
0,0,0,1,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,1
0,10,4,18,27,12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,4,4
4,5,2,48,76,53
44,59,23,137,291,175
4,4,0,10,18,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,2,6,3
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,3,0
0,0,0,0,0,0
2,3,0,26,25,26
0,3,0,1,2,2
0,2,0,2,4,2
0,0,0,0,2,0
0,0,0,0,0,0
0,3,1,2,4,4
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
2,5,2,25,39,15
1,1,0,22,49,29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,1,2,3,8,3
1,0,0,3,1,0
2,0,0,3,4,7
0,0,0,1,0,0
0,0,0,0,0,0
1,3,1,3,5,2
0,0,0,0,1,1
0,0,0,1,5,2
0,1,1,6,7,3
6,5,6,23,30,20
0,0,0,2,0,0
0,0,0,4,2,2
3,1,2,6,5,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,0
3,0,0,1,2,4
0,0,0,1,5,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,2,0,0
0,1,0,0,1,2
0,1,1,0,3,2
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
2,0,1,9,11,7
1,1,0,0,17,9
2,6,5,28,28,16
0,0,0,0,0,0
0,0,0,0,2,2
0,0,0,1,6,4
0,0,0,2,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,6,4,3,13,6
1,1,2,6,4,9
0,0,0,1,1,0
0,0,0,0,0,0
2,1,1,5,12,8
0,0,0,1,0,0
0,0,0,0,1,0
0,0,0,1,0,2
0,1,0,5,6,1
0,0,2,0,2,1
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,3,2,0,0,0
0,0,0,3,2,2
1,1,1,2,1,3
271,282,248,228,505,187
1,2,2,3,6,5
13,5,3,20,20,14
4,3,3,29,29,15
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,3,6,2
0,0,1,0,1,1
0,0,0,3,10,4
0,0,0,0,0,1
5,8,6,16,14,7
3,1,2,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,1
2,3,0,3,6,3
10,15,7,35,73,28
4,7,5,19,31,15
0,0,0,0,0,1
0,0,0,0,3,0
3,3,8,24,44,17
3,7,2,30,38,19
1,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,2
0,1,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,2,3
0,0,0,1,3,1
1,0,1,1,5,1
0,0,0,0,0,0
3,1,1,5,0,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,6,5,4,8,5
4,4,5,18,15,6
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,1,8,0
2,2,2,0,0,0
0,0,0,0,0,0
0,0,0,2,0,1
0,1,1,0,5,0
0,0,0,0,0,0
9,2,3,9,10,9
0,0,0,1,1,0
0,0,0,0,0,0
0,1,0,10,18,8
0,0,0,3,0,1
0,0,0,0,0,0
0,1,1,0,0,0
0,0,0,0,2,0
0,1,0,2,0,3
0,0,0,0,0,0
0,1,0,0,3,1
0,0,1,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
4,10,7,31,70,26
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,3,5,2
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,4,6,3
1,2,1,13,22,12
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,2,0
0,1,0,1,6,3
0,0,0,0,0,0
0,0,0,0,2,0
2,0,0,4,2,4
1,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,1,0
1,2,0,1,4,3
0,0,0,0,0,0
2,9,7,33,60,24
0,0,0,0,0,0
0,0,0,0,1,3
0,0,0,0,0,0
0,2,0,0,2,1
0,0,0,0,1,0
4,3,2,4,14,7
4,7,7,7,7,6
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,1,0,1
0,1,0,0,0,0
0,0,3,3,7,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,3
0,2,1,2,2,6
0,0,0,0,0,0
0,0,0,4,5,3
0,0,0,0,0,0
0,0,0,0,2,0
1,4,1,5,11,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,2,1,0
3,1,1,2,5,5
1,0,0,5,6,5
0,0,0,3,1,1
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,2,1,1
0,0,0,0,0,0
0,1,0,7,5,1
0,0,0,0,0,0
1,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,0
0,0,0,0,0,0
11,12,7,24,33,22
0,1,0,0,0,0
9,6,2,14,20,10
0,0,0,0,0,0
0,0,0,0,1,0
0,2,0,3,7,5
0,0,0,0,0,0
0,0,0,3,4,0
2,0,1,1,2,1
0,0,0,0,0,2
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,3,2,4
0,2,0,4,7,6
1,2,1,4,8,4
1,0,0,4,1,1
0,0,0,6,4,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,2,1,4,3
0,0,0,1,2,0
0,0,0,1,0,1
1,0,0,5,10,2
0,0,0,0,0,0
0,0,1,0,1,2
0,1,1,16,15,7
0,0,0,0,0,0
7,9,3,22,18,13
0,0,0,0,0,0
5,2,4,6,5,5
0,2,0,3,8,3
0,0,0,0,0,0
0,0,0,2,3,2
1,0,0,0,1,0
0,0,0,2,3,0
0,1,0,0,0,0
0,0,0,0,0,0
2,1,0,6,6,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
3,3,2,8,19,13
0,0,0,0,0,0
0,0,1,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,0,5,2
5,2,4,19,26,15
0,0,0,0,0,1
0,0,0,3,5,1
0,1,1,6,2,2
0,0,0,0,1,0
0,0,0,1,0,0
0,0,0,1,0,0
2,0,2,3,9,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,2,0
1,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,4,19,30,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,1
0,0,0,0,0,0
0,1,0,0,1,2
0,0,0,1,0,0
0,0,0,0,0,0
4,8,5,11,12,11
11,9,2,9,16,8
0,0,0,1,3,1
0,0,0,6,4,4
3,1,1,2,6,4
0,0,0,2,1,0
3,0,0,12,12,1
0,0,0,1,0,0
0,1,0,8,24,9
0,0,0,1,4,1
0,0,0,2,6,2
0,0,0,1,3,1
5,5,6,7,13,7
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,3,3
2,5,2,3,12,4
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,1,1,0
0,0,0,0,0,0
6,5,5,12,31,17
0,0,0,0,0,0
0,0,0,2,1,0
4,3,1,10,12,10
0,0,0,0,0,0
0,0,0,1,0,0
1,0,3,12,16,7
0,0,0,0,0,0
1,0,0,1,1,0
0,0,1,0,1,0
2,2,1,3,8,5
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,1,4,5
1,2,1,1,1,2
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,1
4,4,3,21,24,8
0,0,0,0,0,0
0,0,0,0,1,0
1,0,0,7,5,0
5,7,5,22,27,21
0,1,0,0,0,0
0,0,0,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,3,0
0,0,0,3,7,5
3,1,1,10,11,3
0,0,0,0,0,0
0,1,1,2,4,2
0,1,0,1,6,3
0,0,0,0,1,0
0,0,0,2,1,0
1,0,0,1,0,0
0,0,0,1,1,1
0,0,0,0,0,0
1,2,0,4,8,5
2,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,1
0,0,0,0,0,0
0,1,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,0,0,1,1,0
1,2,2,13,18,7
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,2,4,1
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,16,16,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,1,4,2,10,5
0,0,0,0,0,0
0,0,0,5,6,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,5,7,6
35,84,61,56,103,65
0,2,1,1,4,1
0,0,0,1,4,1
0,1,0,5,8,3
2,2,0,1,5,2
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,2,5,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,2,0,7,9,3
1,1,0,6,7,3
2,3,3,5,3,1
2,7,0,13,23,6
0,0,0,0,0,0
0,0,0,0,4,1
1,0,0,3,1,2
0,0,0,0,0,0
0,0,0,2,4,2
0,2,1,9,4,6
0,0,0,0,6,2
0,0,0,0,0,0
1,0,0,7,9,4
2,0,2,6,11,9
0,0,0,3,1,1
0,2,0,1,2,2
1,1,0,4,3,4
1,0,0,0,0,0
0,0,0,0,0,0
0,1,1,4,7,6
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,5,1
2,2,0,4,4,3
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,1,1,0
1,0,0,0,0,1
0,0,0,0,0,0
8,10,1,12,19,6
1,0,0,1,3,0
0,1,0,1,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,1
0,1,1,3,3,1
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,2,0,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,1,8,4
2,0,0,2,3,0
0,2,0,1,5,5
1,0,0,0,2,0
0,0,0,0,0,0
0,0,1,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
13,5,2,54,72,38
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,1,0,0
2,0,1,3,6,6
2,0,1,2,2,1
0,0,0,0,0,0
12,14,10,47,90,58
3,4,1,3,2,6
2,2,1,5,5,3
0,0,0,0,0,0
0,0,0,0,1,0
1,2,0,6,11,3
2,2,0,10,22,15
0,0,0,0,0,0
3,1,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
9,22,9,71,117,67
0,0,0,0,0,0
11,19,13,52,76,28
0,0,0,0,0,0
0,1,0,9,6,7
0,0,0,0,0,0
0,0,0,3,4,4
0,0,0,0,0,1
2,0,3,2,6,7
8,6,4,19,16,16
1,0,0,2,4,2
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
2,9,2,5,19,9
0,0,0,0,2,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
12,22,16,42,81,28
1,0,0,1,2,1
3,1,1,1,7,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,1,0
0,0,0,0,1,0
0,3,1,9,14,5
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,5,15,3
0,0,0,3,2,2
0,0,0,0,0,1
1,0,1,5,5,3
0,2,0,6,8,6
1,0,0,0,1,2
10,20,18,34,66,27
0,0,0,0,0,1
0,0,0,1,0,4
0,0,0,0,0,0
2,5,4,14,23,22
0,0,0,1,1,0
0,0,0,0,1,0
0,0,1,0,0,0
0,0,0,0,0,0
3,2,1,4,7,2
0,0,1,4,8,6
0,0,0,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,2,0,0
0,0,1,2,1,1
3,0,0,2,1,0
0,0,0,0,0,0
0,0,0,0,0,0
5,0,1,2,3,0
0,0,1,2,0,0
0,0,0,0,1,0
0,0,1,2,2,0
0,0,0,0,0,0
0,0,0,0,1,0
0,3,4,0,0,0
0,0,0,1,2,1
5,2,2,21,34,21
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,1
2,0,1,0,1,0
0,1,0,0,1,0
2,1,0,3,2,1
0,0,0,0,0,0
1,0,1,2,2,0
2,3,1,2,4,1
0,2,3,5,3,2
0,1,1,2,2,0
11,4,0,3,7,0
1,0,2,0,0,1
0,0,0,0,1,0
2,2,0,3,3,6
0,0,0,1,0,0
0,0,0,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
9,9,12,58,62,29
4,0,0,1,4,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,2,2,4,1
0,0,0,0,0,0
0,0,0,1,3,0
0,0,0,1,2,2
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,1,5,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
2,3,1,2,6,4
0,0,0,0,0,0
4,1,3,1,0,2
0,0,0,0,0,0
11,12,5,29,46,26
1,0,0,0,6,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,0,2,0
0,0,0,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,2,3,2
1,0,0,0,0,0
0,0,0,1,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,6,1
2,1,0,11,10,9
0,0,0,3,6,1
0,2,1,4,1,3
0,0,0,0,0,1
0,0,0,0,0,0
3,2,0,2,6,1
2,1,0,0,2,0
0,0,0,34,42,31
0,0,0,0,0,0
3,5,10,48,66,46
2,2,1,1,3,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,2,1
0,1,0,2,5,2
0,1,1,8,13,6
0,0,0,0,0,0
0,0,0,0,0,2
6,2,2,5,7,5
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,2,2,0
0,0,0,0,0,0
0,0,0,3,3,3
0,0,1,1,3,1
0,0,0,0,0,0
0,0,0,2,0,0
0,2,0,1,4,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,2,16,1
0,0,0,0,0,0
0,0,0,2,1,0
1,0,0,0,0,0
0,2,0,5,8,6
0,0,0,0,0,0
0,0,0,6,14,4
0,0,0,0,1,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,1
0,0,0,0,0,0
0,1,0,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
4,6,4,10,12,6
0,0,1,8,4,6
0,0,0,1,0,0
0,0,0,0,0,0
0,1,0,1,2,1
2,3,4,35,52,36
0,0,0,0,0,0
0,3,3,1,4,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,5,0,2,3,2
1,0,0,0,0,0
0,0,0,0,6,2
0,0,0,0,0,0
0,0,0,0,0,0
21,23,8,37,67,45
4,0,0,3,3,1
0,1,0,2,1,1
0,0,0,0,0,0
1,0,1,1,1,3
0,0,0,0,0,0
6,2,9,5,5,5
0,0,0,2,3,1
4,0,0,1,1,0
0,0,0,1,2,2
0,0,0,1,0,0
9,15,6,6,2,6
0,0,0,0,0,0
0,0,0,1,0,1
1,0,0,1,8,0
1,0,0,0,0,3
0,0,0,0,0,0
0,0,0,0,8,4
0,0,0,1,3,0
0,1,0,0,4,2
2,2,0,0,8,3
0,1,0,2,0,1
0,0,0,3,0,1
0,1,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,2,4,0
1,0,0,4,0,2
0,1,0,4,1,2
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,0,2,0
0,1,0,0,0,1
0,0,0,1,2,1
1,0,0,1,1,1
4,5,1,3,5,2
0,0,0,0,0,0
1,0,0,1,0,1
0,0,0,0,0,0
1,5,2,16,12,12
0,0,0,0,0,0
0,7,4,18,30,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,2,2
0,2,0,0,4,0
0,0,0,0,0,1
6,2,2,0,4,0
0,0,1,4,7,1
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,0
0,0,0,0,0,0
1,0,0,1,4,3
0,0,0,0,0,0
1,0,0,0,1,0
0,0,1,0,0,1
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,1,6,6,9
0,0,0,0,1,0
0,0,0,0,0,0
1,1,0,3,1,0
3,0,0,4,1,0
0,0,0,0,0,0
3,0,0,0,0,0
0,0,0,1,0,1
0,0,0,1,0,0
0,1,0,1,2,1
2,2,1,3,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,2,2,1
6,2,7,12,14,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,3,3,2
3,4,0,2,5,2
0,2,0,0,2,0
0,1,0,0,0,0
1,2,1,2,0,0
2,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,5,3,3
0,0,0,2,1,0
1,2,0,3,3,3
1,0,0,0,5,3
4,1,0,1,2,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,1,1
0,1,0,0,0,0
2,0,0,0,0,0
0,0,0,1,0,1
0,1,0,0,1,0
0,0,0,1,0,0
7,1,1,4,8,6
0,0,0,2,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,2,2
0,0,0,1,0,0
0,1,0,1,0,2
0,0,0,0,0,0
4,1,0,3,4,0
0,0,0,0,1,0
0,1,0,0,0,0
0,0,0,0,3,6
3,6,1,2,2,1
0,0,0,2,1,0
0,1,0,1,0,0
3,3,2,1,1,1
1,2,0,2,3,2
0,0,0,1,2,1
2,2,1,1,2,1
1,1,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,1
0,1,0,0,1,0
2,0,2,2,3,3
0,0,0,0,2,2
0,0,0,0,0,0
0,0,1,3,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,17,15,14
0,1,0,2,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,1,0,0,2,0
3,2,0,4,8,4
1,0,1,3,3,1
2,3,3,5,14,8
1,2,0,0,1,0
0,0,0,2,2,4
1,2,2,11,16,7
0,0,0,2,1,1
2,1,0,3,9,7
0,0,0,2,5,4
0,0,0,2,2,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,4,9,4
0,0,0,2,2,1
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,1,2,0
3,4,2,7,12,10
0,0,0,0,0,0
0,0,2,6,22,10
0,0,0,0,0,0
1,0,0,0,0,0
3,1,0,0,0,0
