GENE,mr492-MV411-DMSO-r1_tcount,mr493-MV411-DMSO-r2_tcount,mr494-MV411-DMSO-r3_tcount,mr495-MV411-DMSO-r4_tcount,mr496-MV411-DMSO-r5_tcount,mr497-MV411-Naphthol-r1_tcount,mr498-MV411-Naphthol-r2_tcount,mr499-MV411-Naphthol-r3_tcount,mr500-MV411-Naphthol-r4_tcount,mr501-MV411-Naphthol-r5_tcount,mr502-MV411-Plumbagin-r1_tcount,mr503-MV411-Plumbagin-r2_tcount,mr504-MV411-Plumbagin-r3_tcount,mr505-MV411-Plumbagin-r4_tcount,mr506-MV411-Plumbagin-r5_tcount,mr507-MV411-Celastrol-r1_tcount,mr508-MV411-Celastrol-r2_tcount,mr509-MV411-Celastrol-r3_tcount,mr510-MV411-Celastrol-r4_tcount,mr511-MV411-Celastrol-r5_tcount,mr512-MV411-TM1-001-r1_tcount,mr513-MV411-TM1-001-r2_tcount,mr514-MV411-TM1-001-r3_tcount,mr515-MV411-TM1-001-r4_tcount,mr516-MV411-TM1-001-r5_tcount,mr517-MV411-Tretinoin-r1_tcount,mr518-MV411-Tretinoin-r2_tcount,mr519-MV411-Tretinoin-r3_tcount,mr520-MV411-Tretinoin-r4_tcount,mr521-MV411-Tretinoin-r5_tcount
ARHGDIB,35,65,23,26,26,56,70,79,64,52,53,23,68,49,46,39,315,162,137,149,63,139,41,54,306,77,246,43,402,67
RHOH,2,8,2,1,1,3,2,4,1,5,8,0,2,2,3,7,15,8,9,9,14,22,11,13,35,14,20,6,36,4
ARL1,4,10,11,7,7,8,9,7,14,7,12,9,9,14,14,10,55,31,34,46,48,91,14,35,153,43,102,34,185,33
PHOX2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARL2,0,1,3,0,3,1,1,2,0,0,2,0,0,1,1,0,6,1,3,1,2,0,1,1,7,4,7,0,11,1
ARL3,0,0,1,1,1,2,1,2,2,2,1,0,1,3,0,0,2,2,2,3,4,3,1,1,3,1,4,0,7,2
ARNT,1,6,4,8,4,8,4,5,3,4,7,5,4,4,4,4,32,18,28,21,13,22,2,8,34,14,38,6,78,17
ARNTL,2,2,1,0,1,2,2,0,3,0,2,2,2,1,1,3,8,5,4,7,5,8,0,2,11,1,4,3,25,2
ARRB1,8,13,7,10,5,11,12,19,10,16,14,7,14,11,9,8,32,17,21,12,11,7,12,3,32,54,199,23,264,36
ARRB2,7,7,1,9,6,2,6,4,1,8,5,0,15,7,8,2,13,6,8,10,13,19,15,3,28,28,61,9,81,26
ARSA,0,1,0,1,1,0,2,2,1,0,0,2,1,0,1,0,3,1,1,2,0,3,0,0,3,2,9,3,12,1
ARSB,3,2,4,3,2,7,8,8,6,13,4,3,9,4,6,0,15,29,9,15,18,23,2,11,46,13,51,9,94,12
STS,0,1,1,4,3,2,4,1,2,5,0,1,5,2,2,1,10,5,9,10,7,14,4,3,25,11,31,8,51,9
ARSD,0,5,0,3,0,4,5,2,5,3,3,0,1,1,4,3,13,9,8,5,5,14,13,8,26,12,28,6,67,8
ART3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARVCF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0
ASAH1,0,4,2,2,3,2,2,3,2,3,3,2,2,3,1,2,19,8,13,16,8,20,0,7,35,9,40,9,70,10
ASGR1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
ASGR2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASL,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1
GET3,1,2,1,2,1,2,2,1,2,3,3,1,2,3,3,1,8,8,2,5,4,12,7,3,21,8,8,1,22,8
ASNS,1,5,0,2,1,4,2,5,0,1,4,2,2,2,2,1,29,14,13,11,26,38,39,18,52,4,12,1,23,1
ASPH,6,14,4,7,9,10,6,14,10,5,8,7,6,8,10,9,33,36,18,21,28,42,10,28,64,17,35,15,74,15
ASS1,0,3,1,0,2,1,1,2,2,1,0,1,1,0,0,0,0,3,1,1,2,5,2,0,14,1,1,0,11,1
ZFHX3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,3,2,0,2,6,1,3,21,2,1,1,2,0
ATF1,6,13,5,10,9,10,7,9,9,12,5,6,13,7,4,11,39,27,42,35,20,38,8,18,63,27,76,33,153,34
ATF3,31,40,19,30,26,49,49,41,38,48,52,34,58,40,45,50,343,236,173,180,316,531,105,214,1418,135,429,81,923,116
ATF4,38,45,15,10,27,36,30,50,47,32,41,20,51,26,29,23,137,85,84,108,120,189,174,81,279,98,273,70,400,124
ATIC,2,1,0,0,0,2,0,4,0,0,1,0,2,1,4,0,8,3,1,3,4,3,8,1,12,5,13,2,23,3
ATM,4,8,2,7,5,8,11,14,4,7,6,4,12,7,8,4,34,27,28,26,23,47,7,15,51,11,69,14,132,20
RERE,4,3,1,2,0,2,3,3,4,4,1,0,5,2,5,2,11,5,11,9,7,14,3,3,30,12,29,9,40,12
ATOX1,1,0,0,0,1,6,2,1,2,0,3,1,2,4,1,1,3,6,2,2,4,6,5,0,2,2,9,5,15,2
ATP1A1,3,5,3,2,3,4,7,5,3,3,3,4,3,4,3,3,17,10,6,8,10,18,9,11,40,15,51,5,53,6
ATP1A3,0,2,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,3,1,4,3,1,0,0,0,0,0,0,2,1
ATP1B1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,4,1,0,1,0,1,0,1,0,0,0,0
ATP1B3,15,18,7,3,7,11,22,14,10,12,9,6,9,9,8,10,44,16,31,38,25,47,23,33,79,101,273,69,551,104
FXYD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ATP2A1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1
ATP2A2,8,51,13,30,23,45,41,47,36,38,48,16,51,40,48,27,166,96,104,69,193,311,29,155,767,139,452,92,767,107
ATP2A3,2,3,0,0,2,4,3,4,0,3,2,0,6,2,4,2,4,5,2,3,3,3,1,2,13,14,52,14,112,12
ATP2B1,31,51,12,24,17,20,31,38,24,29,26,15,53,38,38,32,214,146,138,202,116,242,76,151,392,59,174,50,308,57
ATP2B2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,7,0
ATP2B3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,12,3
ATP2B4,3,14,6,8,9,11,4,8,4,14,5,5,16,10,10,6,27,22,35,24,27,68,0,14,111,47,144,27,308,45
ATP5F1A,4,4,0,2,0,6,3,9,6,5,3,2,3,2,3,1,16,12,13,9,9,7,15,2,10,8,27,5,67,7
ATP5F1B,15,19,11,4,6,12,9,14,14,9,12,3,7,5,20,9,48,28,18,13,10,38,25,14,45,37,103,13,142,34
ATP5F1C,0,2,0,1,1,3,1,2,3,3,2,0,1,0,2,0,8,7,2,6,3,7,3,8,15,8,5,3,17,1
ATP5F1D,2,5,2,1,0,0,1,3,5,3,0,1,1,1,3,0,2,2,3,3,0,4,3,1,5,4,12,0,21,7
ATP5F1E,12,3,2,3,4,6,7,12,5,5,8,0,7,6,3,4,25,18,10,20,8,18,10,15,50,16,57,10,143,20
ATP5PB,6,10,5,8,0,10,8,18,21,8,8,5,4,3,4,2,44,30,15,17,12,35,36,25,46,28,48,13,137,26
ATP5MC1,0,1,0,0,0,1,0,2,0,0,2,0,0,1,1,0,4,0,1,1,2,2,5,3,7,3,4,1,8,2
ATP5MC2,6,6,1,3,4,4,5,10,7,9,7,0,4,4,5,2,21,20,12,20,11,10,3,7,24,24,52,8,67,14
ATP5MC3,18,27,8,18,5,22,26,29,19,26,15,7,24,17,17,19,89,55,53,48,32,95,9,34,132,73,197,33,435,54
ATP5ME,4,3,4,4,1,4,3,2,8,8,5,0,5,2,1,2,11,14,7,9,12,16,10,6,17,18,31,7,68,13
ATP5PF,1,0,1,1,0,0,2,3,0,2,0,2,1,0,1,1,6,3,3,8,2,10,1,5,2,4,5,2,13,1
ATP6V1A,4,6,2,10,4,10,9,7,7,11,8,10,7,4,9,12,54,39,36,33,16,41,2,17,71,10,20,3,69,10
ATP6V1B2,31,70,28,31,19,52,55,79,59,62,57,29,80,52,67,47,428,265,200,217,220,409,123,200,643,98,248,75,547,80
ATP6V0C,3,3,2,6,2,11,4,5,6,4,3,1,8,6,9,3,23,9,12,11,17,35,13,7,76,25,61,8,122,13
ATP6V1C1,10,20,20,9,5,22,25,34,23,34,23,10,33,18,22,14,104,83,76,77,42,86,23,28,130,70,168,39,321,53
ATP6V1E1,21,24,9,10,5,14,13,11,13,7,14,4,8,14,5,10,57,32,24,26,26,42,24,23,101,48,113,24,211,34
ATP6V0B,18,15,3,9,3,13,6,18,16,10,5,5,8,10,10,12,39,46,20,37,24,64,35,21,77,46,108,26,157,32
ATP6V1G2,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,3,0,0,1,1,0,0,2,0,0,3,0
ATP6V0A1,1,10,2,3,3,4,0,2,0,4,4,0,3,3,3,1,25,8,8,3,4,10,11,5,39,16,44,11,83,12
ATP6AP1,2,2,1,0,0,1,4,4,5,2,2,0,3,6,0,2,10,9,5,5,3,7,10,6,21,4,13,5,43,6
ATP7A,0,2,0,0,2,0,1,0,1,3,0,0,1,0,1,1,4,3,2,2,0,1,0,1,1,3,4,1,14,2
ATP5PO,5,5,2,0,0,2,0,3,3,3,3,1,1,0,1,2,8,12,7,9,3,7,10,4,10,12,11,7,39,6
ATP7B,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
ATR,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0,1,1,2,1,4,0,1,0,5,0
ATRX,7,7,1,5,3,8,8,5,6,5,6,4,9,3,5,3,14,11,21,29,13,29,16,13,33,21,26,5,60,16
AUH,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,3,1,6,0
AUP1,29,63,19,34,30,63,52,72,37,72,42,29,73,52,54,24,177,89,77,73,83,145,29,51,359,184,495,84,920,123
AVPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AXL,0,1,0,2,0,0,0,0,0,3,0,0,1,2,1,0,1,2,2,1,2,6,0,2,14,3,6,0,3,1
AZU1,6,2,0,0,1,1,0,2,0,1,0,0,2,0,1,0,1,0,1,0,0,0,1,0,0,1,16,0,3,4
B2M,41,72,30,28,20,46,63,75,54,68,46,28,56,58,54,36,261,153,127,169,156,311,117,187,522,136,439,102,961,161
BAAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,4,0,0,1,4,2
BACH1,9,44,17,42,16,43,52,48,32,58,49,29,54,45,30,32,255,200,195,199,137,318,33,137,433,124,371,125,708,94
BAD,0,0,0,1,0,1,0,2,0,1,0,0,3,2,1,1,2,2,1,3,1,2,1,0,13,6,7,5,24,2
BAG1,20,12,6,14,13,13,14,16,23,19,9,4,15,7,5,5,53,35,24,26,23,31,23,28,81,40,99,30,201,27
ADGRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAK1,3,4,1,2,2,1,5,5,6,7,2,3,4,7,6,3,15,9,10,8,8,12,11,4,44,17,55,17,109,10
NKX3-2,1,1,0,0,1,2,1,1,2,0,0,1,2,2,0,1,7,3,6,2,2,4,1,2,15,2,13,1,9,1
BARD1,6,26,7,18,9,30,15,40,21,33,19,14,35,19,16,17,102,89,62,67,56,89,6,38,142,87,232,52,356,42
BAX,2,3,0,2,1,2,1,5,1,1,0,0,3,1,2,1,5,4,1,2,4,6,0,0,11,8,17,5,56,4
BBS1,0,0,2,1,0,3,2,4,2,2,4,0,1,0,0,0,4,5,1,1,3,6,0,3,15,4,10,2,13,0
BBS2,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,4,2,1,1,1,1,1,8,1,6,1,6,2
BBS4,2,2,1,1,1,3,0,1,3,2,4,0,0,3,2,2,11,0,0,5,8,4,0,6,14,5,12,3,30,7
BCAT1,25,62,20,34,27,53,57,46,30,55,38,21,73,39,39,41,237,183,164,145,134,268,92,108,384,137,338,104,585,114
BCAT2,2,3,0,2,0,1,1,2,0,0,3,1,1,2,2,0,2,0,1,5,0,2,3,1,10,5,10,1,14,2
BCKDHA,0,1,1,0,0,3,0,2,0,0,0,5,1,1,1,0,7,6,4,3,5,7,1,2,12,11,28,0,36,12
BCKDHB,3,1,2,0,1,1,1,3,2,2,1,0,2,1,1,1,0,3,3,1,2,3,2,2,4,2,1,1,2,5
CCND1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0
BCL2,15,48,15,28,19,54,33,26,31,38,38,24,40,32,29,34,136,96,78,88,72,159,25,75,327,139,311,83,625,96
BCL2A1,1,3,1,0,0,3,3,2,4,4,3,1,3,4,1,0,7,2,6,5,8,9,14,5,10,14,42,10,60,4
BCL2L1,1,12,0,5,4,5,3,7,5,6,6,2,4,6,6,3,24,18,16,12,9,20,2,1,56,31,46,9,69,7
BCL2L2,2,7,4,5,10,15,8,9,11,14,9,0,7,3,8,11,49,28,15,19,9,22,4,9,60,18,81,13,121,22
BCL3,3,4,5,0,2,4,5,8,5,2,7,2,5,4,3,2,6,3,2,1,12,12,2,9,28,73,173,36,271,54
BCL6,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,1,1,0,0,6,1,0,0,2,1
BCL7A,5,19,7,10,10,31,13,16,22,23,25,5,19,25,17,6,97,58,56,42,26,55,10,31,136,52,175,36,277,32
BCL9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,1,0
OPN1SW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BCR,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,2,2,0,3,0,0,1,0,6,0,14,2
BCS1L,1,1,2,0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,1,2,3,2,1,0,0,3,5,2,9,3
BDH1,1,1,0,2,0,5,1,2,1,5,2,0,3,3,1,2,15,6,8,4,5,9,3,3,21,3,9,6,46,2
BDNF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,4,1,4,0,6,0
CFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BFSP1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,3,0
BGLAP,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,3,5,3,13,0
CEACAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BICD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
BID,10,34,15,17,15,26,15,34,27,30,28,13,35,16,29,16,65,42,42,66,27,65,10,33,110,101,281,95,567,76
BIK,1,0,0,0,1,1,0,2,0,2,0,0,1,0,0,0,3,2,0,2,1,1,0,1,2,14,15,3,47,11
PRDM1,1,2,0,4,0,8,6,3,4,5,7,1,10,7,2,12,75,48,31,38,8,21,6,12,48,13,28,9,68,8
BLK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BLM,1,3,0,0,0,3,0,2,2,2,4,0,0,2,0,1,8,8,6,5,4,4,2,5,11,2,6,2,29,5
BLMH,10,5,6,5,2,8,4,7,4,8,4,3,6,3,7,5,30,15,20,15,15,17,7,9,37,13,41,8,98,16
CXCR5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,35,2,52,7
BLVRB,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,4,1
BMI1,1,12,4,8,3,7,16,17,12,8,5,7,4,9,7,7,37,30,33,36,18,41,0,24,57,17,48,26,102,16
BMP1,0,2,0,3,3,2,1,6,7,3,0,1,3,4,0,3,13,3,2,7,2,5,1,2,5,15,17,6,36,7
BMP2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,1,0
BMP6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
BMP8B,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3,1,1,2,0,0,0,5,3,2,1,9,2
BMPR1A,2,3,3,2,0,4,1,5,3,4,2,3,1,0,2,1,13,11,8,21,4,16,0,15,15,10,24,6,45,11
BMPR1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BMPR2,0,0,0,1,0,0,0,2,0,4,0,1,0,0,2,2,4,5,3,5,6,5,0,3,4,4,33,5,18,5
POLR3D,3,9,1,1,2,17,7,6,8,11,14,4,7,4,6,2,30,13,15,12,15,36,8,12,72,30,86,12,103,19
BNIP1,6,11,4,6,4,4,8,8,3,9,7,3,5,6,9,4,25,15,16,8,13,23,22,11,71,18,60,19,107,30
BNIP2,17,38,18,36,20,34,48,44,23,45,32,19,37,29,40,30,168,117,110,140,112,220,22,112,288,97,293,101,583,102
BNIP3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
BNIP3L,4,3,2,4,2,10,9,12,3,7,6,3,10,7,10,9,39,20,29,30,20,31,10,27,53,14,40,17,83,10
BOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DST,2,1,1,1,2,0,2,1,1,4,1,1,2,1,0,1,4,4,1,3,1,2,0,1,2,0,5,0,14,3
BPGM,2,2,0,2,0,1,0,2,2,2,3,2,4,3,2,1,6,9,2,3,3,8,0,3,10,4,10,2,26,2
BPHL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,2,1,3,3,1,1,4,1
BPI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,3,1
BRCA1,15,19,10,6,17,15,24,22,17,26,14,4,18,13,11,7,78,75,58,64,29,81,37,27,164,55,118,30,323,41
BRAF,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,0,1,0,0,1
BRCA2,9,17,3,15,10,9,10,17,8,22,6,17,14,11,12,9,67,41,64,60,35,83,15,30,167,25,71,23,140,17
ZFP36L1,5,10,4,6,5,13,12,10,9,14,7,2,7,7,5,9,50,31,21,59,137,248,116,94,420,26,56,15,89,24
ZFP36L2,61,149,37,76,42,121,119,104,90,97,79,32,82,72,75,95,523,297,314,319,156,254,65,138,573,540,1522,381,2780,476
BSG,9,6,4,3,4,10,13,14,8,12,10,5,9,6,11,4,30,17,16,18,21,24,12,7,62,31,90,15,195,24
BST1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BST2,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,20,6,5,5,3,0,0,1,1,0,0,0,3,2
BTD,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2,0,3,0,1,2,2,3,0,0,4,2,1,2,5,2
KLF9,15,42,14,23,25,55,56,36,33,55,42,29,54,36,37,28,197,105,132,123,181,326,25,157,577,120,357,91,613,126
KLF5,0,2,1,2,3,0,1,2,1,0,1,3,2,1,3,2,5,3,2,9,5,7,0,4,7,3,9,3,15,1
BTF3,13,12,6,9,9,14,17,22,13,16,14,3,9,12,7,7,41,22,22,38,14,57,30,26,49,31,79,23,199,31
BTG1,21,32,9,18,20,24,31,24,24,33,19,19,20,22,20,38,188,141,122,119,86,145,31,89,306,71,222,67,388,60
BTK,2,8,1,2,1,6,4,2,3,3,4,0,2,3,3,5,12,6,4,3,4,4,6,4,10,15,24,3,28,6
BUB1,0,1,0,0,0,0,1,3,1,0,1,0,2,1,0,2,7,3,0,2,3,2,2,1,7,1,3,3,8,0
BUB1B,4,5,0,2,2,2,3,3,4,3,2,1,2,4,2,4,15,23,11,12,3,3,4,7,14,21,25,11,58,6
BYSL,5,8,5,0,7,3,10,6,14,12,3,4,5,5,7,4,21,14,8,9,19,18,13,12,64,23,82,17,142,17
TSPO,2,3,0,2,1,1,0,1,1,0,0,1,0,1,0,0,4,0,1,1,0,0,1,3,5,1,5,1,11,1
C1QBP,17,18,9,8,9,13,10,18,18,8,8,4,15,7,5,5,40,30,25,25,24,30,12,18,70,32,91,30,194,28
C1QA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1R,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0
C1S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
C2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,1
C3AR1,2,6,1,8,2,3,1,4,3,2,2,2,1,2,0,4,5,3,4,8,64,132,61,83,317,6,13,0,32,3
CAPN5,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
C5,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,4,0,0,2
C5AR1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,4,2,0,4,0,4,0,1,3,0,6,1,6,2
C8G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
OSGIN2,5,14,5,6,7,11,17,17,13,8,9,10,16,14,11,16,60,40,53,53,38,65,19,48,101,45,96,49,226,33
VPS51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,4,0,1,0,0,0,1,1,0
MRPL49,6,21,4,13,9,14,12,12,14,18,9,3,13,11,13,7,47,30,13,30,38,48,15,20,174,43,160,20,238,27
ZNHIT2,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,3,1,5,1,3,2,1,1,1,3,3
MYRF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1
TMEM258,4,1,6,2,2,2,4,4,2,3,4,1,5,5,0,2,21,5,10,17,10,19,15,7,18,6,18,7,54,3
DAGLA,0,2,0,0,0,2,0,0,1,2,1,0,2,1,0,2,2,5,0,0,1,1,0,0,6,4,16,2,29,4
GAS8-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FMNL1,2,2,2,0,3,1,1,3,1,4,2,0,6,1,2,0,6,2,0,1,0,5,0,1,8,8,8,1,15,2
LDLRAD4,3,2,0,5,5,7,6,3,6,5,4,0,3,3,3,1,7,8,14,9,16,26,2,11,67,21,41,15,77,12
PTTG1IP,10,26,5,14,9,24,27,24,21,24,22,8,19,12,21,9,58,33,28,19,43,82,21,37,165,39,128,23,252,29
CFAP410,2,1,0,0,0,2,0,1,2,0,1,0,0,1,0,0,2,3,0,1,2,0,1,1,7,2,5,4,15,3
TMEM50B,4,3,2,3,0,6,2,8,3,6,1,2,5,4,1,2,20,12,7,15,46,67,12,39,150,14,26,15,67,11
MPPED1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1
CA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CA11,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,1,2,1,0,0,0,1,1,3,0,0,1
CA12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1A,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,3,0,2,1,1,2,4,5,1,8,0
CACNA1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0
CACNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1
CACNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CACNB3,1,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,2,8,2,8,0
CACNB4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,4,0,1,0,0,4,0,7,2
SLC25A20,0,0,2,1,0,0,0,0,4,0,2,0,1,0,4,0,8,2,0,3,1,4,1,1,3,9,23,6,30,2
CAD,0,2,1,0,1,2,2,5,3,1,0,0,0,0,0,2,3,2,0,3,4,10,0,1,7,4,12,1,18,5
CALB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALCB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
CALM1,33,67,24,37,19,52,80,66,44,55,47,25,68,48,56,31,168,100,153,121,112,242,78,131,357,120,315,82,593,122
CALM2,37,46,16,36,26,47,65,70,48,66,52,20,51,32,27,28,195,106,104,127,77,164,60,68,151,153,258,83,670,96
CALM3,6,20,8,15,6,9,18,14,18,9,10,6,13,22,9,12,85,48,39,21,22,30,4,8,93,55,133,22,234,43
CALR,76,85,37,37,45,96,104,114,81,86,97,35,100,58,78,36,264,139,140,131,681,980,493,339,2102,237,728,130,1355,232
CALU,20,81,30,59,36,81,90,85,68,87,47,29,96,70,64,51,275,179,133,154,249,521,104,209,852,239,553,161,1104,191
CAMK2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CAMK2B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,7,0
CAMK2D,1,2,1,1,2,3,4,6,2,2,2,3,10,4,1,3,16,18,17,11,11,22,1,6,25,9,40,8,55,10
CAMK2G,7,8,6,3,2,7,6,4,5,12,10,1,11,8,6,4,18,22,8,13,10,14,9,6,42,12,56,11,124,16
CAMLG,2,3,0,3,0,2,1,3,0,5,1,1,3,1,5,3,6,15,3,9,0,9,3,5,9,9,11,3,20,4
